Merge ID	Ishihama2008_s2(1)F	Masuda_et_al_Supple_rev2009(5)F	PengTable(2)L	# Identified
	1090	1570	4155	Novel: 3
P0AEL6	0	0	1	1	G | ; | 
P0AEM0	1	1	1	3	A | ;5,46E+02 | ;1,04 | ; | 
P0AEN1	1	1	1	3	A | ;2,78E+02 | ;3,27 | ;0,51 | ;3,27 | ;422,47 | 
P0AEN8	0	0	1	1	A | ; | 
P0AEP3	1	1	1	3	B | ;1,17E+03 | ;3,68 | ;3,68 | ;1351,69 | 
P0AEQ3	1	1	1	3	G | ;1,04E+03 | ;7,77 | ;2121,26 | 
P0AER0	0	1	1	2	B | ;0,13 | ; | 
P0AER3	0	1	1	2	B | ;0,25 | ; | 
P0AER5	0	0	1	1	B | ; | 
P0AES0	1	1	1	3	A | ;2,07E+02 | ;0,09 | ;0,09 | ; | 
P0AES2	0	1	1	2	A | ;0,45 | ; | 
P0AES4	1	1	1	3	A | ;1,21E+03 | ;2,14 | ;2,14 | ;1218,22 | 
P0AES9	0	1	1	2	G | ;- | ; | 
P0AET2	0	0	1	1	G | ; | 
P0AET8	1	1	1	3	A | ;5,30E+02 | ;1,04 | ; | 
P0AEU0	1	1	1	3	G | ;1,04E+03 | ;5 | ;8230,56 | 
P0AEV1	0	0	1	1	A | ; | 
P0AEV4	0	0	1	1	A | ; | 
P0AEV7	0	0	1	1	A | ; | 
P0AEV9	0	0	1	1	A | ; | 
P0AEW4	0	0	1	1	A | ; | 
P0AEW6	0	1	1	2	A | ;0,62 | ; | 
P0AEX3	1	1	1	3	B | ;3,92E+02 | ;1,24 | ; | 
P0AEX5	0	0	1	1	A | ; | 
P0AEX9	1	1	1	3	G | ;9,10E+02 | ;3,63 | ;1857,09 | 
P0AEY1	0	0	1	1	B | ; | 
P0AEY3	0	1	1	2	A | ;0,18 | ; | 
P0AEY5	1	1	1	3	B | ;2,12E+02 | ;- | ; | 
P0AEY8	0	0	1	1	B | ; | 
P0AEZ1	0	0	1	1	A | ;1069,53 | 
P0AEZ3	1	1	1	3	F1 | ;1,32E+03 | ;0,96 | ;0,96 | ;367,83 | 
P0AEZ7	0	0	1	1	I | ; | 
P0AEZ9	1	1	1	3	A | ;1,22E+03 | ;- | ; | 
P0AF03	1	1	1	3	A | ;1,04E+03 | ;1 | ; | 
P0AF06	0	0	1	1	B | ; | 
P0AF08	1	1	1	3	A | ;6,13E+02 | ;1 | ;1 | ; | 
P0AF10	0	0	1	1	A | ; | 
P0AF12	1	1	1	3	A | ;7,04E+02 | ;- | ;- | ;2179,75 | 
P0AF18	0	1	1	2	A | ;1,32 | ; | 
P0AF20	0	1	1	2	B | ;0,72 | ;0,72 | ; | 
P0AF24	1	1	1	3	A | ;2,89E+02 | ;0,25 | ;0,25 | ; | 
P0AF26	0	1	1	2	A | ;1,75 | ; | 
P0AF28	1	1	1	3	A | ;2,29E+02 | ;1,57 | ;1,57 | ; | 
P0AF34	0	0	1	1	B | ; | 
P0AF40	0	0	1	1	B | ; | 
P0AF48	0	0	1	1	A | ; | 
P0AF50	0	0	1	1	A | ; | 
P0AF56	0	0	1	1	G | ; | 
P0AF63	0	0	1	1	A | ; | 
P0AF67	0	1	1	2	A | ;0,46 | ; | 
P0AF70	0	1	1	2	I | ;1,09 | ; | 
P0AF76	0	0	1	1	A | ; | 
P0AF80	0	0	1	1	B | ; | 
P0AF82	0	0	1	1	G | ; | 
P0AF93	1	1	1	3	A | ;6,54E+03 | ;2,44 | ;2,44 | ; | 
P0AFA2	0	1	1	2	B | ;0,84 | ; | 
P0AFB1	1	1	1	3	I | ;1,76E+02 | ;- | ;- | ; | 
P0AFB5	1	1	1	3	A | ;1,86E+02 | ;0,78 | ;0,78 | ; | 
P0AFB8	0	1	1	2	A | ;0,62 | ;0,62 | ; | 
P0AFC0	0	0	1	1	A | ; | 
P0AFC3	1	1	1	3	B | ;1,04E+03 | ;6,62 | ;6,62 | ; | 
P0AFC7	1	1	1	3	F1 | ;1,04E+03 | ;6 | ;6 | ; | 
P0AFD1	1	1	1	3	F1 | ;5,46E+02 | ;9,83 | ;9,83 | ; | 
P0AFD4	0	1	1	2	B | ;6,26 | ;6,26 | ; | 
P0AFD6	0	1	1	2	F1 | ;9,81 | ;9,81 | ; | 
P0AFE8	0	0	1	1	B | ; | 
P0AFF0	0	0	1	1	B | ; | 
P0AFF2	1	1	1	3	B | ;1,98E+02 | ;1,93 | ; | 
P0AFF6	1	1	1	3	A | ;2,51E+03 | ;1,54 | ;1,54 | ;1454,89 | 
P0AFG0	1	1	1	3	A | ;1,60E+03 | ;1,32 | ;1,32 | ;1514,73 | 
P0AFG3	1	1	1	3	A | ;1,33E+03 | ;8,01 | ;8,01 | ;4022,02 | 
P0AFG6	1	1	1	3	A | ;2,11E+03 | ;8,52 | ;8,52 | ;4074,53 | 
P0AFG8	1	1	1	3	B | ;1,45E+04 | ;7 | ;7 | ;6045,75 | 
P0AFH8	1	0	1	2	G | ;6,64E+02 | ; | 
P0AFI0	0	0	1	1	A | ; | 
P0AFI2	1	1	1	3	F1 | ;1,74E+02 | ;0,23 | ;0,23 | ;338,13 | 
P0AFI5	0	1	1	2	G | ;0,42 | ; | 
P0AFI7	1	1	1	3	A | ;3,15E+02 | ;1,13 | ;1,13 | ; | 
P0AFJ5	0	0	1	1	A | ; | 
P0AFJ7	1	1	1	3	B | ;2,50E+02 | ;0,83 | ;0,83 | ; | 
P0AFK0	1	1	1	3	A | ;4,35E+02 | ;1 | ;1 | ;290,78 | 
P0AFK2	0	0	1	1	B | ; | 
P0AFK4	0	1	1	2	B | ;0,63 | ; | 
P0AFK6	0	0	1	1	B | ; | 
P0AFK9	1	1	1	3	G | ;2,57E+03 | ;1,89 | ;669 | 
P0AFL6	0	1	1	2	F1 | ;0,47 | ;0,47 | ; | 
P0AFL9	0	1	1	2	B | ;0,63 | ; | 
P0AFM2	1	0	1	2	G | ;1,98E+03 | ; | 
P0AFP2	0	0	1	1	A | ; | 
P0AFP6	1	1	1	3	A | ;5,04E+02 | ;2,32 | ;366,74 | 
P0AFP9	0	0	1	1	B | ; | 
P0AFQ2	0	0	1	1	B | ; | 
P0AFQ5	0	0	1	1	G | ; | 
P0AFQ7	1	1	1	3	A | ;2,12E+02 | ;0,73 | ; | 
P0AFR0	0	0	1	1	A | ; | 
P0AFR4	1	1	1	3	A | ;2,78E+02 | ;1,37 | ;1,37 | ; | 
P0AFS3	0	0	1	1	A | ; | 
P0AFS9	0	0	0	0	B | 
P0AFT5	0	0	1	1	A | ; | 
P0AFU0	0	0	1	1	B | ; | 
P0AFU4	0	0	1	1	A | ; | 
P0AFU8	1	1	1	3	A | ;6,79E+02 | ;0,79 | ; | 
P0AFV0	0	0	1	1	B | ; | 
P0AFV2	0	0	1	1	B | ; | 
P0AFV4	0	0	1	1	I | ; | 
P0AFW0	0	0	1	1	A | ; | 
P0AFW4	0	1	1	2	A | ;0,25 | ; | 
P0AFW8	0	0	1	1	A | ; | 
P0AFX0	1	0	1	2	A | ;1,68E+03 | ; | 
P0AFX4	0	0	1	1	A | ; | 
P0AFX9	1	1	1	3	G | ;1,98E+02 | ;0,55 | ; | 
P0AFY2	0	1	1	2	B | ;- | ; | 
P0AFY6	0	1	1	2	B | ;- | ; | 
P0AFY8	1	1	1	3	F1 | ;1,22E+03 | ;1,86 | ;259,56 | 
P0AFZ1	0	1	1	2	A | ;2,34 | ; | 
P0AFZ3	1	1	1	3	A | ;1,04E+03 | ;1,03 | ; | 
P0AFZ7	0	0	1	1	B | ; | 
P0AG00	0	1	1	2	B | ;0,41 | ;0,41 | ; | 
P0AG03	0	1	1	2	A | ;- | ; | 
P0AG07	1	1	1	3	A | ;8,05E+02 | ;1,36 | ; | 
P0AG16	1	1	1	3	A | ;4,77E+02 | ;5,63 | ;5,63 | ;3628,13 | 
P0AG24	1	1	1	3	A | ;9,43E+01 | ;0,59 | ;0,59 | ; | 
P0AG27	1	1	1	3	B | ;1,04E+03 | ;6,68 | ;6,68 | ; | 
P0AG30	1	1	1	3	A | ;4,45E+03 | ;0,78 | ;0,78 | ;4608,22 | 
P0AG40	0	1	1	2	A | ;2,52 | ;2,52 | ; | 
P0AG44	1	1	1	3	A_trl | ;1,19E+05 | ;7,49 | ;7,49 | ;12696,08 | 
P0AG55	1	1	1	3	A_trl | ;1,86E+04 | ;8,24 | ;8,24 | ;21615,13 | 
P0AG59	1	1	1	3	A_trl | ;8,85E+05 | ;15,83 | ;15,83 | ;3612,08 | 
P0AG63	1	1	1	3	A_trl | ;9,52E+04 | ;1,31 | ;1,31 | ; | 
P0AG71	1	1	1	3	B | ;9,79E+01 | ;0,46 | ; | 
P0AG76	0	0	1	1	A | ; | 
P0AG78	0	0	1	1	G | ; | 
P0AG80	0	0	1	1	G | ; | 
P0AG82	1	0	1	2	G | ;4,74E+02 | ; | 
P0AG84	0	0	1	1	A | ; | 
P0AG86	1	1	1	3	F1 | ;3,19E+03 | ;9,85 | ;9,85 | ;13475,06 | 
P0AG90	1	1	1	3	B | ;6,38E+02 | ;1,11 | ;1,11 | ; | 
P0AG93	1	1	1	3	B | ;2,29E+02 | ;0,34 | ;0,34 | ; | 
P0AG99	0	1	1	2	B | ;0,92 | ;0,92 | ; | 
P0AGA2	1	1	1	3	B | ;1,28E+03 | ;9,13 | ;9,13 | ; | 
P0AGA6	0	0	1	1	A | ; | 
P0AGB0	0	1	1	2	B | ;0,59 | ; | 
P0AGB3	0	0	1	1	A | ; | 
P0AGB6	1	0	1	2	F1 | ;2,29E+02 | ; | 
P0AGC0	0	0	1	1	B | ; | 
P0AGC3	0	1	1	2	G | ;1 | ; | 
P0AGD1	0	0	1	1	G | ; | 
P0AGD3	1	1	1	3	A | ;5,85E+03 | ;21,05 | ;19637,41 | 
P0AGD7	1	1	1	3	F1 | ;3,59E+02 | ;0,84 | ;0,84 | ; | 
P0AGE0	1	0	1	2	A | ;1,28E+03 | ; | 
P0AGE6	1	1	1	3	A | ;5,18E+02 | ;0,95 | ; | 
P0AGF2	0	1	1	2	A | ;0,55 | ; | 
P0AGF6	1	1	1	3	B | ;1,53E+02 | ;0,66 | ;0,66 | ; | 
P0AGG0	0	1	1	2	A | ;0,36 | ; | 
P0AGG2	1	1	1	3	A | ;3,15E+02 | ;2,04 | ; | 
P0AGG4	1	1	1	3	A | ;2,78E+02 | ;- | ; | 
P0AGG8	1	1	1	3	A | ;2,39E+02 | ;1,01 | ;1,01 | ;155,34 | 
P0AGH3	0	0	1	1	B | ; | 
P0AGH5	0	1	1	2	B | ;- | ; | 
P0AGJ2	0	0	1	1	A | ; | 
P0AGJ5	1	1	1	3	A | ;3,33E+02 | ;1,82 | ;1,82 | ; | 
P0AGJ7	0	0	1	1	A | ; | 
P0AGK8	1	1	1	3	A | ;3,15E+02 | ;1,72 | ;4077,85 | 
P0AGL2	0	0	1	1	A | ; | 
P0AGL5	0	0	1	1	A | ; | 
P0AGL7	0	0	1	1	A | ; | 
P0AGM0	0	0	1	1	B | ; | 
P0AGM5	0	0	1	1	B | ; | 
P0AGM7	0	1	1	2	B | ;0,72 | ; | 
P0AGM9	0	0	1	1	B | ; | 
P0C037	1	0	1	2	A | ;1,04E+03 | ; | 
P0C054	1	1	1	3	A | ;2,66E+03 | ;0,59 | ;0,59 | ; | 
P0C058	1	0	1	2	A | ;8,59E+02 | ; | 
P0C066	0	1	1	2	I | ;0,14 | ; | 
P0C093	0	1	1	2	A | ;0,55 | ;0,55 | ; | 
P0C0K3	0	0	1	1	A | ; | 
P0C0L2	1	1	1	3	A | ;1,04E+03 | ;1,52 | ; | 
P0C0L7	1	1	1	3	B | ;3,39E+02 | ;0 | ;0 | ; | 
P0C0R7	1	1	1	3	A_trl | ;2,29E+02 | ;0,87 | ; | 
P0C0U4	0	0	1	1	A | ; | 
P0C8K0	0	0	1	1	A | ; | 
P0C960	0	1	1	2	I | ;0,62 | ; | 
P0CB39	1	1	1	3	B | ;1,06E+02 | ;0,34 | ;0,34 | ; | 
P10121	1	1	1	3	F1 | ;5,18E+02 | ;1,41 | ;1,41 | ; | 
P10346	1	1	1	3	F1 | ;3,15E+02 | ;1 | ;1 | ; | 
P10378	1	0	1	2	F1 | ;8,59E+02 | ; | 
P10408	1	1	1	3	F1 | ;5,18E+02 | ;1,48 | ;1,48 | ;616,88 | 
P10423	0	0	1	1	F2 | ; | 
P10441	0	1	1	2	F1 | ;0,77 | ;0,77 | ; | 
P10442	0	0	1	1	A | ; | 
P10443	1	1	1	3	A | ;1,35E+02 | ;0,42 | ; | 
P10905	0	0	1	1	B | ; | 
P10906	0	0	1	1	B | ; | 
P10907	0	0	1	1	F1 | ; | 
P11071	0	0	1	1	A | ; | 
P11289	0	0	1	1	I | ; | 
P11290	0	0	1	1	A | ; | 
P11349	1	1	1	3	F1 | ;1,17E+02 | ;1,39 | ;1,39 | ; | 
P11350	0	1	1	2	B | ;1,06 | ; | 
P11446	0	0	1	1	A | ; | 
P11447	0	0	1	1	A | ;2083,34 | 
P11454	1	0	1	2	F1 | ;4,07E+02 | ; | 
P11458	1	0	1	2	A | ;5,71E+02 | ; | 
P11663	0	0	1	1	A | ; | 
P11875	1	1	1	3	A | ;6,13E+02 | ;0,97 | ;0,97 | ;567,96 | 
P11880	1	1	1	3	A | ;1,98E+02 | ;0,77 | ;0,77 | ; | 
P12008	1	1	1	3	B | ;2,36E+02 | ;1 | ;290,8 | 
P12281	1	1	1	3	A | ;2,78E+02 | ;1 | ;1 | ;288,44 | 
P12282	0	0	1	1	A | ; | 
P12295	0	1	1	2	A | ;2,58 | ; | 
P12758	1	1	1	3	A | ;6,26E+03 | ;1,59 | ;1,59 | ; | 
P12994	0	0	1	1	A | ; | 
P12995	0	0	1	1	A | ; | 
P12996	1	0	1	2	B | ;3,68E+02 | ;823,28 | 
P12999	0	0	1	1	A | ; | 
P13000	1	0	1	2	A | ;6,64E+02 | ;4801,7 | 
P13001	0	1	1	2	A | ;0,23 | ; | 
P13009	1	1	1	3	A | ;1,24E+02 | ;0,09 | ;289,23 | 
P13016	0	0	1	1	A | ; | 
P13024	1	1	1	3	A | ;2,50E+02 | ;1,45 | ; | 
P13029	1	1	1	3	A | ;8,53E+02 | ;2,74 | ;2,74 | ;1702,49 | 
P13033	0	1	1	2	F1 | ;- | ; | 
P13039	0	0	1	1	A | ; | 
P13518	0	1	1	2	B | ;0,35 | ; | 
P14081	0	1	1	2	A | ;- | ; | 
P14294	0	1	1	2	A | ;0,35 | ; | 
P14376	0	1	1	2	B | ;- | ;- | ; | 
P14407	0	1	1	2	A | ;0,17 | ; | 
P15034	1	1	1	3	A | ;3,78E+02 | ;1,28 | ;1,28 | ;131,52 | 
P15038	1	1	1	3	A | ;8,66E+01 | ;1,11 | ; | 
P15042	1	1	1	3	A | ;9,79E+01 | ;0,57 | ;0,57 | ;277,94 | 
P15067	0	0	1	1	A | ; | 
P15254	1	1	1	3	A | ;6,94E+02 | ;1,53 | ;1,53 | ; | 
P15288	1	1	1	3	A | ;2,36E+03 | ;3,93 | ;3,93 | ;308,94 | 
P15639	1	1	1	3	A | ;2,06E+03 | ;3,07 | ;107,62 | 
P15640	1	1	1	3	A | ;5,35E+02 | ;4 | ; | 
P15723	0	0	1	1	A | ; | 
P15770	1	1	1	3	A | ;4,53E+02 | ;0,34 | ;0,34 | ; | 
P15877	1	1	1	3	B | ;4,67E+02 | ;0,41 | ; | 
P15977	1	1	1	3	A | ;1,49E+02 | ;0,54 | ;100,16 | 
P15993	0	1	1	2	B | ;0,15 | ; | 
P16095	1	1	1	3	B | ;2,89E+02 | ;0,35 | ;0,35 | ; | 
P16384	0	0	1	1	A | ; | 
P16430	0	0	1	1	B | ; | 
P16431	0	1	1	2	B | ;- | ; | 
P16432	0	0	1	1	A | ; | 
P16433	0	0	1	1	A | ; | 
P16456	1	1	1	3	A | ;6,86E+02 | ;2,19 | ;2,19 | ;1300,64 | 
P16525	0	0	1	1	A | ; | 
P16528	1	0	1	2	A | ;1,67E+02 | ; | 
P16659	1	1	1	3	A | ;2,35E+03 | ;2,59 | ;2,59 | ;3361,71 | 
P16676	0	0	1	1	F1 | ; | 
P16677	0	0	1	1	F1 | ; | 
P16678	0	0	1	1	F1 | ; | 
P16679	0	0	1	1	F1 | ; | 
P16682	0	0	1	1	G | ; | 
P16684	0	0	1	1	A | ; | 
P16685	0	0	1	1	A | ; | 
P16686	0	0	1	1	A | ; | 
P16687	0	0	1	1	A | ; | 
P16689	0	0	1	1	A | ; | 
P16691	0	0	1	1	A | ; | 
P16700	0	0	1	1	G | ;1329,73 | 
P16703	0	0	1	1	A | ;2751,77 | 
P17109	1	1	1	3	A | ;1,24E+02 | ;0,92 | ; | 
P17115	0	1	1	2	A | ;0,93 | ;0,93 | ; | 
P17334	0	0	1	1	B | ; | 
P17410	0	0	1	1	A | ; | 
P17411	0	0	1	1	A | ; | 
P17443	1	1	1	3	F1 | ;1,60E+02 | ;1,46 | ;1,46 | ; | 
P17802	0	0	1	1	A | ; | 
P17854	0	0	1	1	A | ;1398,84 | 
P17888	0	0	1	1	A | ; | 
P17952	1	1	1	3	A | ;2,60E+02 | ;0,51 | ;0,51 | ; | 
P17993	1	1	1	3	A | ;3,39E+02 | ;0,22 | ;0,22 | ;1003,63 | 
P18196	1	0	1	2	A | ;2,50E+02 | ; | 
P18200	0	0	1	1	B | ; | 
P18335	0	0	1	1	A | ;4458,17 | 
P18390	1	1	1	3	G | ;3,68E+02 | ;0,65 | ; | 
P18392	0	1	1	2	B | ;0,29 | ; | 
P18776	0	0	1	1	F2 | ; | 
P18843	1	1	1	3	A | ;7,46E+02 | ;1,87 | ;992,26 | 
P18956	0	0	1	1	G | ;330,36 | 
P19318	0	0	1	1	F1 | ; | 
P19319	0	0	1	1	F1 | ; | 
P19323	0	1	1	2	A | ;- | ;63,26 | 
P19624	0	0	1	1	A | ; | 
P19931	0	0	1	1	A | ; | 
P19932	0	0	1	1	A | ; | 
P20083	1	1	1	3	A | ;1,06E+02 | ;0,33 | ;0,33 | ; | 
P21151	0	1	1	2	A | ;1,69 | ;1,69 | ; | 
P21156	0	0	1	1	A | ;5705,04 | 
P21165	1	1	1	3	A | ;6,90E+02 | ;3,47 | ;3,47 | ;1320,43 | 
P21169	1	0	1	2	A | ;1,14E+02 | ; | 
P21170	1	1	1	3	A | ;1,11E+03 | ;0,36 | ;0,36 | ;3144,18 | 
P21177	0	1	1	2	A | ;0,88 | ;0,88 | ; | 
P21179	0	1	1	2	A | ;0,35 | ; | 
P21338	1	0	1	2	G | ;2,95E+02 | ; | 
P21345	0	1	1	2	B | ;0,18 | ; | 
P21369	0	0	1	1	A | ; | 
P21499	1	1	1	3	A | ;2,83E+02 | ;0,93 | ;0,93 | ; | 
P21503	0	0	1	1	B | ; | 
P21517	0	0	1	1	A | ; | 
P21599	1	1	1	3	A | ;6,79E+02 | ;1,76 | ;1,76 | ;389,04 | 
P21645	1	1	1	3	A | ;4,53E+02 | ;1,76 | ; | 
P21693	0	0	1	1	A_trl | ; | 
P21866	0	0	1	1	A | ; | 
P21888	1	1	1	3	A | ;5,77E+02 | ;1,45 | ;1,45 | ; | 
P21889	1	1	1	3	F1 | ;1,09E+03 | ;3,07 | ;3,07 | ;1675,34 | 
P21893	0	1	1	2	B | ;0,22 | ;0,22 | ; | 
P22106	1	1	1	3	A | ;6,58E+02 | ;0,42 | ;232,87 | 
P22256	1	1	1	3	A | ;1,32E+02 | ;- | ; | 
P22259	1	1	1	3	A | ;1,26E+03 | ;5,75 | ;5,75 | ; | 
P22333	1	1	1	3	A | ;2,89E+02 | ;0,71 | ;0,71 | ; | 
P22523	1	1	1	3	A | ;3,26E+02 | ;1 | ;1 | ; | 
P22524	0	1	1	2	A | ;0,97 | ;282,45 | 
P22525	0	0	1	1	B | ; | 
P22634	0	1	1	2	A | ;0,59 | ;0,59 | ; | 
P22731	0	0	1	1	F1 | ; | 
P22787	0	0	1	1	A | ; | 
P22939	0	1	1	2	A | ;0,31 | ;0,31 | ; | 
P23003	1	1	1	3	A | ;1,47E+02 | ;0,15 | ;0,15 | ; | 
P23256	0	0	1	1	B | ; | 
P23331	1	1	1	3	A | ;6,13E+02 | ;1,86 | ; | 
P23367	0	0	1	1	A | ; | 
P23522	0	1	1	2	A | ;7,87 | ; | 
P23524	0	0	1	1	B | ; | 
P23538	0	1	1	2	A | ;2,42 | ;2,42 | ;582,86 | 
P23721	1	1	1	3	A | ;5,74E+03 | ;0,42 | ;8305,57 | 
P23830	1	1	1	3	F1 | ;1,76E+02 | ;0,86 | ;0,86 | ; | 
P23836	1	1	1	3	A | ;7,86E+02 | ;2,47 | ;2,47 | ; | 
P23837	0	1	1	2	B | ;1,26 | ; | 
P23839	1	1	1	3	A | ;9,50E+02 | ;1,13 | ;1,13 | ; | 
P23843	1	1	1	3	G | ;1,20E+04 | ;13,15 | ;5256,88 | 
P23845	0	0	1	1	A | ;3178,27 | 
P23847	1	1	1	3	G | ;5,65E+02 | ;3,94 | ;2045,15 | 
P23862	0	0	1	1	A | ; | 
P23865	1	1	1	3	F2 | ;2,74E+02 | ;1,07 | ;1,07 | ; | 
P23871	0	0	1	1	A | ; | 
P23872	0	0	1	1	A | ; | 
P23878	0	0	1	1	F1 | ; | 
P23882	1	1	1	3	A | ;1,04E+03 | ;0,43 | ; | 
P23886	0	1	1	2	B | ;0,55 | ;0,55 | ; | 
P23893	1	1	1	3	A | ;7,63E+02 | ;5,84 | ;5,84 | ;288,09 | 
P23894	1	1	1	3	B | ;2,78E+02 | ;0,63 | ;0,63 | ; | 
P23898	0	1	1	2	I | ;0,29 | ; | 
P23908	0	1	1	2	A | ;0,27 | ;202,25 | 
P23909	1	1	1	3	B | ;8,80E+01 | ;0,39 | ;0,39 | ; | 
P23917	1	1	1	3	B | ;1,86E+02 | ;0,43 | ; | 
P23930	1	1	1	3	B | ;1,86E+02 | ;0,14 | ;0,14 | ; | 
P24171	1	1	1	3	A | ;5,54E+02 | ;0,29 | ;0,29 | ;344,77 | 
P24173	0	1	1	2	A | ;0,24 | ; | 
P24174	0	0	1	1	A | ;89,27 | 
P24175	0	0	1	1	A | ; | 
P24177	0	1	1	2	B | ;- | ; | 
P24178	1	0	1	2	A | ;1,04E+03 | ; | 
P24182	1	1	1	3	A | ;1,37E+03 | ;1,96 | ;14,12 | ;14,12 | ;1,96 | ;1726,4 | 
P24186	1	1	1	3	A | ;1,25E+03 | ;2,86 | ; | 
P24188	0	1	1	2	A | ;0,11 | ; | 
P24192	0	1	1	2	A | ;0,41 | ; | 
P24193	0	0	1	1	A | ; | 
P24197	0	0	1	1	A | ; | 
P24205	1	1	1	3	B | ;1,86E+02 | ;0,27 | ;0,27 | ; | 
P24228	0	1	1	2	F2 | ;0,12 | ; | 
P24230	0	0	1	1	A | ; | ; | 
P24232	0	1	1	2	A | ;0,49 | ; | 
P24238	0	0	0	0	A | 
P24252	0	0	1	1	A | ; | 
P24554	0	1	1	2	A | ;0,46 | ;0,46 | ; | 
P24555	0	0	1	1	A | ; | 
P25437	1	1	1	3	A | ;4,53E+02 | ;0,87 | ; | 
P25519	1	1	1	3	A | ;1,67E+02 | ;1,24 | ;1,24 | ; | 
P25522	0	1	1	2	F1 | ;1 | ;1 | ; | 
P25527	0	0	1	1	B | ; | 
P25531	0	0	0	0	A | 
P25534	0	1	1	2	F1 | ;0,64 | ; | 
P25535	0	1	1	2	B | ;0,24 | ; | 
P25536	0	0	1	1	A | ; | 
P25539	0	1	1	2	A | ;0,36 | ; | 
P25550	0	0	1	1	A | ; | 
P25665	1	0	1	2	A | ;4,97E+02 | ;41263,67 | 
P25714	1	1	1	3	B | ;7,04E+02 | ;1,71 | ;1,71 | ; | 
P25718	0	0	1	1	G | ; | 
P25728	0	0	1	1	A | ; | 
P25737	0	1	1	2	B | ;- | ; | 
P25738	1	0	1	2	A | ;6,13E+02 | ; | 
P25743	0	0	1	1	B | ; | 
P25745	1	1	1	3	A | ;4,14E+02 | ;1,75 | ; | 
P25746	0	1	1	2	F1 | ;1 | ;1 | ; | 
P25748	0	0	1	1	A | ; | 
P25772	0	0	1	1	A | ; | 
P25888	1	1	1	3	A | ;1,86E+02 | ;0,71 | ; | 
P25889	0	0	1	1	A | ; | 
P26365	0	1	1	2	G | ;1 | ; | 
P26458	0	0	1	1	B | ; | 
P26459	0	0	1	1	B | ; | 
P26616	1	1	1	3	A | ;5,30E+02 | ;4,63 | ;4,63 | ; | 
P26647	0	1	1	2	F1 | ;0 | ;0 | ; | 
P26648	1	1	1	3	G | ;1,32E+02 | ;0,07 | ; | 
P27238	0	0	1	1	A | ; | 
P27245	0	1	1	2	A | ;0,27 | ; | 
P27249	0	1	1	2	A | ;0,45 | ;0,45 | ; | 
P27278	0	1	1	2	F1 | ;0,51 | ; | 
P27294	0	0	1	1	A | ; | 
P27296	0	0	1	1	A | ; | 
P27297	0	0	1	1	G | ; | 
P27298	1	1	1	3	A | ;5,39E+02 | ;1,36 | ;1,36 | ;499,81 | 
P27302	1	1	1	3	A | ;5,11E+03 | ;1,65 | ;1,65 | ; | 
P27305	0	1	1	2	A | ;- | ; | 
P27306	1	1	1	3	A | ;1,98E+02 | ;4,25 | ;4,25 | ; | 
P27431	0	0	1	1	A | ; | 
P27550	1	1	1	3	A | ;1,12E+02 | ;1 | ;1 | ;624,59 | 
P27828	1	1	1	3	A | ;2,98E+02 | ;0,27 | ; | 
P27829	1	1	1	3	H | ;1,53E+02 | ;0,23 | ;0,23 | ; | 
P27830	0	1	1	2	A | ;- | ; | 
P27833	0	1	1	2	A | ;0,35 | ;0,35 | ; | 
P27836	0	1	1	2	A | ;- | ; | 
P27838	1	0	1	2	A | ;3,15E+02 | ; | 
P27844	0	0	1	1	B | ; | 
P27848	1	1	1	3	A | ;1,60E+02 | ;- | ;- | ; | 
P27862	0	0	1	1	A | ; | 
P27896	0	1	1	2	B | ;- | ; | 
P28224	0	1	1	2	I | ;0,28 | ; | 
P28248	1	1	1	3	A | ;2,50E+02 | ;2,11 | ;2,11 | ; | 
P28249	0	1	1	2	B | ;3,27 | ; | 
P28305	0	0	1	1	A | ; | 
P28306	0	1	1	2	B | ;0,26 | ; | 
P28634	0	0	1	1	A | ; | 
P28635	1	1	1	3	E | ;8,05E+02 | ;1,25 | ;171,31 | 
P28638	0	0	1	1	A | ; | 
P28696	0	0	1	1	G | ; | 
P28861	1	0	1	2	A | ;2,12E+02 | ; | 
P28903	0	1	1	2	A | ;0,46 | ;0,46 | ; | 
P28904	1	1	1	3	A | ;2,89E+02 | ;3 | ;3 | ; | 
P28905	0	0	1	1	A | ; | 
P29012	0	1	1	2	A | ;1 | ;1 | ; | 
P29013	0	0	1	1	A | ; | 
P29018	0	1	1	2	B | ;0,49 | ;0,49 | ; | 
P29208	0	1	1	2	A | ;0,87 | ; | 
P29217	1	1	1	3	B | ;2,50E+02 | ;1,18 | ;467,12 | 
P29680	1	1	1	3	A | ;2,36E+02 | ;3 | ; | 
P29744	0	0	1	1	F4 | ; | 
P29745	1	1	1	3	A | ;1,94E+02 | ;8,81 | ; | 
P30011	0	1	1	2	A | ;0,86 | ; | 
P30014	0	0	1	1	A | ; | 
P30128	0	0	1	1	A | ; | 
P30136	1	0	1	2	B | ;1,45E+03 | ; | 
P30137	1	0	1	2	A | ;4,05E+02 | ; | 
P30138	1	0	1	2	B | ;4,05E+02 | ; | 
P30139	1	0	1	2	A | ;9,15E+02 | ; | 
P30140	0	0	1	1	A | ; | 
P30143	0	0	1	1	B | ; | 
P30177	1	0	1	2	A | ;3,78E+02 | ; | 
P30178	1	1	1	3	A | ;1,86E+02 | ;0,24 | ;1352,53 | 
P30745	0	1	1	2	A | ;3,37 | ; | 
