Merge ID	Ishihama2008_s2(1)F	Masuda_et_al_Supple_rev2009(5)F	PengTable(2)L	# Identified
	1090	1570	4155	Novel: 3
P0AAL0	0	0	1	1	A | ; | 
P0AAL9	0	0	1	1	G | ; | 
P0AAM7	0	0	1	1	A | ; | 
P0AAN5	0	0	1	1	A | ; | 
P0AAP5	0	0	1	1	A | ; | 
P0AAR0	0	0	1	1	A | ; | 
P0AAR3	1	1	1	3	A | ;3,48E+02 | ;1,13 | ;479,8 | 
P0AAR5	0	0	1	1	B | ; | 
P0AAR8	0	0	1	1	G | ; | 
P0AAS3	0	0	1	1	B | ; | 
P0AAS7	1	1	1	3	A | ;6,13E+02 | ;0,53 | ; | 
P0AAT6	1	1	1	3	A | ;1,04E+03 | ;0,65 | ; | 
P0AAU2	0	0	1	1	B | ; | 
P0AAU5	0	0	1	1	B | ; | 
P0AAU7	0	0	1	1	A | ; | 
P0AAV6	0	0	1	1	G | ; | 
P0AAW5	0	0	1	1	B | ; | 
P0AAX3	0	0	1	1	G | ; | 
P0AAY1	0	0	1	1	A | ; | 
P0AAZ7	1	1	1	3	A | ;1,39E+03 | ;1,34 | ; | 
P0AB01	1	1	1	3	B | ;1,98E+02 | ;0,13 | ; | 
P0AB14	1	1	1	3	A | ;4,53E+02 | ;6,79 | ; | 
P0AB28	1	1	1	3	A | ;1,04E+03 | ;5,11 | ; | 
P0AB31	0	0	1	1	I | ; | 
P0AB35	0	0	1	1	B | ; | 
P0AB46	0	0	1	1	G | ; | 
P0AB49	0	0	1	1	B | ; | 
P0AB65	0	0	1	1	A | ; | 
P0AB93	0	0	1	1	B | ; | 
P0ABA0	1	1	1	3	B | ;8,92E+02 | ;9,77 | ;9,77 | ; | 
P0ABA4	1	1	1	3	F1 | ;1,28E+03 | ;5,03 | ;5,03 | ;1422,07 | 
P0ABB0	1	1	1	3	F1 | ;1,99E+03 | ;6 | ;6 | ;2002,92 | 
P0ABC0	0	0	1	1	B | ; | 
P0ABC9	0	1	1	2	B | ;- | ; | 
P0ABD3	1	1	1	3	A | ;2,89E+02 | ;7 | ;7 | ; | 
P0ABD5	1	1	1	3	A | ;1,04E+03 | ;- | ;- | ;1931,09 | 
P0ABD8	1	1	1	3	A | ;1,32E+03 | ;4,62 | ;3337,88 | 
P0ABE5	0	0	1	1	B | ; | 
P0ABE9	0	0	1	1	A | ; | 
P0ABF4	0	1	1	2	A | ;- | ; | 
P0ABG4	0	0	1	1	B | ; | 
P0ABG7	0	1	1	2	B | ;0,13 | ; | 
P0ABH9	1	1	1	3	A | ;2,87E+02 | ;1,83 | ;1,83 | ; | 
P0ABK2	1	1	1	3	B | ;6,13E+02 | ;2,91 | ;2,91 | ; | 
P0ABL1	0	0	1	1	G | ; | 
P0ABL8	0	0	1	1	B | ; | 
P0ABM1	0	0	1	1	B | ; | 
P0ABM5	0	0	1	1	B | ; | 
P0ABN1	0	1	1	2	B | ;0,49 | ; | 
P0ABN5	0	1	1	2	B | ;1 | ;1 | ; | 
P0ABN9	0	0	1	1	B | ; | 
P0ABP3	0	0	1	1	B | ; | 
P0ABP6	0	1	1	2	B | ;1,08 | ; | 
P0ABQ0	1	1	1	3	A | ;1,60E+02 | ;1,92 | ;1,92 | ; | 
P0ABR5	0	0	1	1	A | ; | 
P0ABR7	0	0	1	1	A | ; | 
P0ABR9	0	0	1	1	A | ; | 
P0ABS8	1	0	1	2	A | ;3,68E+02 | ; | 
P0ABW0	0	0	1	1	A | ; | 
P0ABW5	0	0	1	1	G | ; | 
P0ABX8	0	0	1	1	F1 | ; | 
P0ABY2	0	0	1	1	A | ; | 
P0ABY7	0	0	1	1	A | ; | 
P0ABZ1	0	0	1	1	F1 | ; | 
P0ABZ6	1	1	1	3	G | ;2,20E+03 | ;1,12 | ;1,12 | ;590,32 | 
P0AC00	0	0	1	1	A | ; | 
P0AC05	0	0	1	1	B | ; | 
P0AC07	0	0	1	1	B | ; | 
P0AC16	0	0	1	1	A | ; | 
P0AC47	0	1	1	2	F1 | ;1,57 | ; | 
P0AC62	1	1	1	3	A | ;7,63E+02 | ;5,67 | ; | 
P0AC65	0	0	1	1	A | ; | 
P0AC78	0	0	1	1	B | ; | 
P0AC92	1	0	0	1	A | ;1,04E+03 | 
P0AC94	0	0	1	1	B | ; | 
P0AC96	0	0	1	1	B | ; | 
P0ACA1	1	0	1	2	B | ;3,15E+02 | ; | 
P0ACA7	1	1	1	3	A | ;3,39E+02 | ;0,92 | ;0,92 | ; | 
P0ACD8	0	0	1	1	F1 | ; | 
P0ACE3	1	0	1	2	A | ;4,53E+02 | ; | 
P0ACG1	1	1	1	3	A | ;2,11E+03 | ;1,93 | ;1,93 | ;2788,18 | 
P0ACG8	1	0	1	2	A | ;3,68E+02 | ; | 
P0ACL5	0	1	1	2	A | ;- | ; | 
P0ACM9	0	0	1	1	A | ; | 
P0ACN4	1	1	1	3	A | ;5,82E+02 | ;1 | ; | 
P0ACP1	0	1	1	2	A | ;0,51 | ;0,51 | ; | 
P0ACP7	1	1	1	3	A | ;4,05E+02 | ;1 | ;1 | ;1412,17 | 
P0ACQ0	0	0	1	1	A | ; | 
P0ACR0	0	0	1	1	A | ; | 
P0ACR7	1	0	1	2	A | ;1,76E+02 | ; | 
P0ACR9	1	1	1	3	A | ;5,18E+02 | ;1,29 | ;1,29 | ;2837,49 | 
P0ACS7	0	0	1	1	B | ; | 
P0ACU0	0	0	1	1	B | ; | 
P0ACU5	0	0	1	1	A | ; | 
P0ACU7	0	1	1	2	A | ;0,33 | ; | 
P0ACV4	0	1	1	2	B | ;0,47 | ; | 
P0ACV6	0	0	1	1	A | ; | 
P0ACV8	1	0	1	2	A | ;3,68E+02 | ; | 
P0ACW2	0	0	0	0	I | 
P0ACW4	0	0	1	1	G | ; | 
P0ACW6	0	1	1	2	A | ;1,73 | ; | 
P0ACX3	1	0	1	2	A | ;5,46E+02 | ; | 
P0ACX5	0	0	1	1	A | ; | 
P0ACX9	0	0	1	1	A | ; | 
P0ACY6	0	0	1	1	B | ; | 
P0ACY9	1	0	1	2	A | ;6,13E+02 | ; | 
P0ACZ2	0	0	1	1	A | ; | 
P0ACZ4	1	1	1	3	A | ;1,98E+02 | ;0,51 | ; | 
P0AD01	0	0	1	1	A | ; | 
P0AD07	0	0	1	1	A | ; | 
P0AD10	0	1	0	1	A | ;- | 
P0AD21	0	0	1	1	A | ; | 
P0AD24	1	1	1	3	A | ;1,68E+03 | ;- | ; | 
P0AD33	1	1	1	3	A | ;7,04E+02 | ;0,58 | ; | 
P0AD40	0	0	0	0	A | 
P0AD42	0	0	0	0	B | 
P0AD44	0	1	1	2	I | ;0,17 | ; | 
P0AD47	0	0	1	1	B | ; | 
P0AD49	1	1	1	3	A_trl | ;5,23E+03 | ;16,89 | ; | 
P0AD79	0	0	1	1	A | ; | 
P0AD89	0	0	1	1	A | ; | 
P0ADA1	1	0	1	2	G | ;1,86E+02 | ; | 
P0ADA3	1	1	1	3	I | ;5,04E+02 | ;7,37 | ;7,37 | ; | 
P0ADA7	0	0	1	1	I | ; | 
P0ADB7	0	0	0	0	I | 
P0ADC1	0	1	1	2	I | ;0,96 | ;0,96 | ; | 
P0ADC3	0	1	1	2	B | ;0 | ; | 
P0ADC8	0	0	1	1	A | ; | 
P0ADD9	0	0	1	1	A | ; | 
P0ADE2	0	0	1	1	A | ; | 
P0ADG1	0	0	1	1	A | ; | 
P0ADG4	1	1	1	3	A | ;3,19E+03 | ;0,33 | ;0,33 | ;400,13 | 
P0ADG7	1	1	1	3	B | ;8,52E+03 | ;2,37 | ;2,37 | ;5210,17 | 
P0ADI9	0	0	1	1	B | ; | 
P0ADJ3	0	0	1	1	A | ; | 
P0ADJ5	0	0	1	1	B | ; | 
P0ADJ8	0	0	1	1	B | ; | 
P0ADK4	0	0	1	1	B | ; | 
P0ADK6	0	0	1	1	A | ; | 
P0ADK8	1	1	1	3	A | ;7,04E+02 | ;0,92 | ; | 
P0ADL6	0	0	1	1	B | ; | 
P0ADM0	0	0	1	1	B | ; | 
P0ADM6	0	0	1	1	I | ; | 
P0ADN6	0	1	1	2	I | ;1,52 | ;1,52 | ; | 
P0ADP5	0	0	1	1	B | ; | 
P0ADQ2	0	0	1	1	B | ; | 
P0ADQ7	0	1	1	2	B | ;4,32 | ;4,32 | ; | 
P0ADT8	1	1	1	3	B | ;2,50E+02 | ;0,41 | ;0,41 | ;900,36 | 
P0ADU2	1	1	1	3	A | ;1,04E+03 | ;0,71 | ; | 
P0ADW3	0	1	1	2	B | ;- | ;- | ; | 
P0ADW8	0	0	0	0	A | 
P0ADX5	0	0	1	1	A | ; | 
P0ADX7	0	0	1	1	G | ; | 
P0ADZ0	1	1	1	3	A_trl | ;4,53E+05 | ;9,98 | ;9,98 | ;37317,23 | 
P0AE06	1	1	1	3	E | ;6,32E+02 | ;1,04 | ;1,04 | ; | 
P0AE16	0	0	1	1	B | ; | 
P0AE22	0	1	1	2	G | ;- | ;1,76 | ;- | ; | 
P0AE24	1	0	1	2	B | ;8,05E+02 | ; | 
P0AE26	0	0	1	1	B | ; | 
P0AE30	0	0	1	1	B | ; | 
P0AE42	0	0	1	1	B | ; | 
P0AE56	0	0	1	1	A | ; | 
P0AE63	0	0	1	1	A | ; | 
P0AE67	0	0	1	1	A | ; | 
P0AE70	0	0	1	1	A | ; | 
P0AE72	0	0	1	1	A | ; | 
P0AE85	0	0	1	1	F2 | ; | 
P0AE88	1	1	1	3	F1 | ;6,64E+02 | ;0,59 | ; | 
P0AE98	0	0	1	1	G | ; | 
P0AEB0	0	0	1	1	B | ; | 
P0AEC5	0	1	1	2	B | ;0,23 | ; | 
P0AED5	0	1	1	2	A | ;0,62 | ;0,62 | ; | 
P0AED9	0	0	1	1	A | ; | 
P0AEE3	0	1	1	2	B | ;0,38 | ;0,38 | ; | 
P0AEG1	0	0	1	1	B | ; | 
P0AEG8	0	0	1	1	A | ; | 
P0AEH3	0	0	1	1	A | ;885,42 | 
P0AEH5	1	1	1	3	B | ;4,53E+02 | ;4 | ;4 | ; | 
P0AEH8	0	0	1	1	B | ; | 
P0AEJ6	1	0	1	2	A | ;1,28E+02 | ; | 
P0AEK2	1	0	1	2	A | ;1,38E+04 | ;2573,28 | 
P0AEL3	0	0	1	1	A | ; | 
P0AEL8	0	0	1	1	A | ; | 
P0AEM4	0	0	1	1	A | ; | 
P0AEM6	0	0	1	1	A | ; | 
P0AEM9	1	1	1	3	G | ;9,55E+02 | ;2,72 | ;2775,01 | 
P0AEN4	0	1	1	2	B | ;0,88 | ; | 
P0AEP1	0	1	1	2	B | ;0,04 | ; | 
P0AEP7	0	0	1	1	A | ; | 
P0AEP9	0	0	1	1	A | ; | 
P0AEQ1	0	1	1	2	A | ;32,51 | ; | 
P0AEQ6	0	1	1	2	B | ;0,44 | ;0,44 | ; | 
P0AER8	0	0	1	1	B | ; | 
P0AES6	1	1	1	3	A | ;5,01E+02 | ;5,12 | ;0,95 | ;0,95 | ;5,12 | ; | 
P0AET5	0	0	1	1	B | ; | 
P0AEU3	0	0	1	1	B | ; | 
P0AEU7	1	1	1	3	G | ;5,06E+03 | ;5,15 | ;5,15 | ;3350,11 | 
P0AEW1	0	0	1	1	B | ; | 
P0AEW9	0	0	1	1	A | ; | 
P0AEX7	0	0	1	1	B | ; | 
P0AF16	0	0	1	1	B | ; | 
P0AF32	0	0	1	1	B | ; | 
P0AF36	1	1	1	3	F1 | ;1,14E+04 | ;4 | ;11053,66 | 
P0AF43	0	1	1	2	B | ;0,17 | ; | 
P0AF45	0	0	1	1	G | ; | 
P0AF52	0	1	1	2	B | ;0,87 | ; | 
P0AF54	0	1	1	2	B | ;1 | ; | 
P0AF59	0	0	1	1	A | ; | 
P0AF61	0	0	1	1	A | ; | 
P0AF73	0	0	1	1	B | ; | 
P0AF86	0	0	1	1	G | ; | 
P0AF90	1	1	1	3	A | ;6,10E+04 | ;2,69 | ; | 
P0AF96	1	1	1	3	A | ;2,50E+02 | ;- | ; | 
P0AF98	0	1	1	2	B | ;0,18 | ;0,18 | ; | 
P0AFA7	0	1	1	2	B | ;0 | ; | 
P0AFA9	0	0	1	1	B | ; | 
P0AFE0	0	0	1	1	B | ; | 
P0AFE4	0	1	1	2	B | ;3,87 | ; | 
P0AFH0	0	0	1	1	A | ; | 
P0AFH2	0	1	1	2	B | ;3,28 | ;3,28 | ; | 
P0AFH6	0	1	1	2	B | ;1,71 | ;1,71 | ; | 
P0AFI9	0	0	1	1	B | ; | 
P0AFJ1	1	1	1	3	A | ;7,04E+02 | ;1,29 | ; | 
P0AFL1	0	0	1	1	B | ; | 
P0AFL3	1	0	1	2	G | ;8,59E+02 | ; | 
P0AFM4	0	0	1	1	G | ; | 
P0AFN6	0	0	1	1	B | ; | 
P0AFP0	0	0	1	1	B | ; | 
P0AFP4	0	1	1	2	A | ;0,73 | ; | 
P0AFR2	0	1	1	2	B | ;- | ;- | ; | 
P0AFR7	0	0	1	1	B | ; | 
P0AFR9	0	0	1	1	B | ; | 
P0AFS5	0	0	1	1	B | ; | 
P0AFS7	0	0	1	1	B | ; | 
P0AFT2	0	1	1	2	B | ;- | ;- | ; | 
P0AFT8	0	0	0	0	A | 
P0AFU2	0	0	1	1	B | ; | 
P0AFU6	0	0	1	1	A | ; | 
P0AFW2	0	0	1	1	A_trl | ; | 
P0AFX7	0	0	1	1	B | ; | 
P0AFZ5	0	0	1	1	A | ; | 
P0AG11	0	0	1	1	A | ; | 
P0AG14	1	1	1	3	B | ;1,41E+02 | ;2,79 | ;2,79 | ; | 
P0AG18	1	1	1	3	A | ;2,66E+03 | ;3,85 | ;2947,32 | 
P0AG20	0	1	1	2	A | ;0,26 | ;0,26 | ; | 
P0AG34	0	0	1	1	B | ; | 
P0AG38	0	0	1	1	B | ; | 
P0AG48	1	1	1	3	A_trl | ;4,18E+03 | ;6,88 | ;6,88 | ;17757,45 | 
P0AG51	1	1	1	3	A_trl | ;1,73E+06 | ;7,55 | ;7,55 | ;8799,16 | 
P0AG67	1	1	1	3	A_trl | ;2,64E+05 | ;14 | ;14 | ;20651,77 | 
P0AG96	0	1	1	2	B | ;0,49 | ;0,49 | ; | 
P0AGC5	0	1	1	2	F3 | ;0,13 | ; | 
P0AGE4	0	0	1	1	B | ; | 
P0AGE9	1	1	1	3	A | ;2,42E+03 | ;8 | ;8 | ;10260,17 | 
P0AGF4	0	0	1	1	B | ; | 
P0AGH1	0	0	1	1	B | ; | 
P0AGH8	0	0	1	1	B | ; | 
P0AGI1	0	0	1	1	B | ; | 
P0AGI4	0	0	1	1	B | ; | 
P0AGI8	0	1	1	2	F1 | ;0,21 | ; | 
P0AGJ9	1	1	1	3	A_trl | ;1,63E+03 | ;3,62 | ;3,62 | ;1742,06 | 
P0AGK1	0	1	1	2	B | ;0,07 | ; | 
P0AGK4	1	1	1	3	A | ;1,04E+03 | ;0,31 | ; | 
P0AGM2	0	0	1	1	B | ; | 
P0C018	1	1	1	3	A_trl | ;1,66E+05 | ;9,88 | ;9,88 | ;6671,48 | 
P0C0L9	1	1	1	3	A | ;2,11E+03 | ;4,43 | ; | 
P0C0S1	1	1	1	3	B | ;3,39E+02 | ;0,77 | ;0,77 | ; | 
P0C0T5	0	0	1	1	G | ; | 
P0C0V0	1	1	1	3	G | ;2,03E+03 | ;2,59 | ;2,59 | ;1751,02 | 
P0C8J6	1	1	1	3	A | ;6,40E+02 | ;26,98 | ;26,98 | ; | 
P0C8J8	1	1	1	3	A | ;8,59E+02 | ;18,75 | ;18,75 | ;5305,97 | 
P0CB62	0	0	0	0	A | 
P0CE44	0	0	1	1	B | ; | 
P0CE47	1	1	1	3	F1 | ;8,94E+04 | ;11,71 | ;11,71 | ; | 
P0CE48	0	0	1	1	F1 | ;87672,53 | 
P10100	0	1	1	2	I | ;0,64 | ;0,64 | ; | 
P10151	0	0	1	1	A | ; | 
P10371	0	0	1	1	A | ; | 
P10384	1	1	1	3	H | ;4,20E+02 | ;0,59 | ;0,59 | ; | 
P10902	1	0	1	2	A | ;2,65E+02 | ;204,88 | 
P10903	0	1	1	2	B | ;7,54 | ; | 
P10908	0	0	1	1	A | ; | 
P11286	0	0	1	1	B | ; | 
P11553	0	0	1	1	A | ; | 
P11557	1	1	1	3	B | ;5,93E+02 | ;1,13 | ;1,13 | ; | 
P11664	0	0	1	1	A | ; | 
P11667	0	0	1	1	B | ; | 
P11864	0	0	1	1	A | ; | 
P11865	0	0	1	1	A | ; | 
P11866	0	0	1	1	A | ; | 
P11868	0	0	1	1	A | ; | 
P11988	0	0	1	1	A | ; | 
P11989	0	0	1	1	A | ; | 
P12998	0	0	1	1	A | ; | 
P13035	1	1	1	3	F1 | ;2,23E+02 | ;- | ;- | ; | 
P13036	1	1	1	3	H | ;3,58E+02 | ;0,24 | ;0,24 | ; | 
P13445	0	1	1	2	A | ;2,53 | ; | 
P13458	0	0	1	1	B | ; | 
P13482	0	0	1	1	G | ; | 
P13656	0	0	1	1	G | ; | 
P13669	0	1	1	2	A | ;0,28 | ; | 
P13738	0	0	1	1	B | ; | 
P13857	0	0	1	1	A | ; | 
P14175	1	0	1	2	F1 | ;8,05E+02 | ; | 
P14176	0	0	1	1	B | ; | 
P14375	0	1	1	2	A | ;0,34 | ; | 
P14377	0	0	1	1	B | ; | 
P14900	0	1	1	2	A | ;1,11 | ; | 
P15005	0	1	1	2	A | ;0,43 | ; | 
P15006	0	0	1	1	A | ; | 
P15028	1	1	1	3	G | ;3,48E+02 | ;3,23 | ;3,23 | ; | 
P15029	0	0	1	1	B | ; | 
P15030	0	0	1	1	B | ; | 
P15031	0	1	1	2	F1 | ;0,22 | ; | 
P15043	0	0	1	1	A | ; | 
P15047	1	0	1	2	A | ;8,92E+02 | ; | 
P15070	0	0	1	1	F1 | ; | 
P15081	0	0	1	1	A | ; | 
P15082	0	0	1	1	A | ; | 
P15286	0	1	1	2	B | ;0,71 | ; | 
P15373	0	0	1	1	A | ; | 
P16256	0	0	1	1	B | ; | 
P16429	0	0	1	1	B | ; | 
P16681	0	0	1	1	A | ; | 
P16683	0	0	1	1	B | ; | 
P16688	0	0	1	1	A | ; | 
P16690	0	0	1	1	A | ; | 
P16692	0	0	1	1	G | ; | 
P16694	0	0	1	1	A | ; | 
P16701	0	0	1	1	B | ; | 
P16869	0	1	1	2	H | ;0,11 | ; | 
P16926	0	1	1	2	B | ;0,64 | ;0,64 | ; | 
P17117	1	1	1	3	A | ;1,49E+03 | ;0,67 | ; | 
P17169	1	1	1	3	A | ;1,36E+03 | ;2,14 | ;2,14 | ;1408,22 | 
P17315	1	1	1	3	H | ;4,83E+02 | ;- | ; | 
P17444	0	0	1	1	F1 | ; | 
P17445	1	1	1	3	A | ;1,94E+02 | ;- | ; | 
P17446	0	0	1	1	A | ; | 
P17583	0	0	1	1	B | ; | 
P17846	0	0	1	1	A | ;3734,94 | 
P17994	1	0	1	2	G | ;1,17E+02 | ; | 
P18133	1	1	1	3	A | ;2,68E+02 | ;0,63 | ;0,63 | ;570,64 | 
P18393	1	0	0	1	A | ;1,04E+03 | 
P18775	1	1	1	3	F2 | ;8,66E+01 | ;0,29 | ; | 
P18777	0	0	1	1	B | ; | 
P18811	0	0	1	1	A | ; | 
P19317	0	0	1	1	A | ; | 
P19636	0	0	1	1	A | ; | 
P19642	0	1	1	2	B | ;0,16 | ; | 
P19925	0	0	1	1	A | ; | 
P19926	0	1	1	2	G | ;4,94 | ;4,94 | ; | 
P19930	0	0	1	1	A | ; | 
P19934	1	1	1	3	B | ;4,14E+02 | ;1 | ;1 | ; | 
P20099	1	0	1	2	A | ;9,99E+01 | ; | 
P20605	0	0	1	1	A | ; | 
P20966	0	1	1	2	B | ;0,24 | ; | 
P21189	0	1	1	2	A | ;0,32 | ; | 
P21361	0	0	1	1	A | ; | 
P21362	0	0	1	1	A | ; | 
P21363	0	0	1	1	A | ; | 
P21365	0	1	1	2	B | ;1 | ; | 
P21367	0	1	1	2	B | ;5,76 | ; | 
P21437	0	0	1	1	A | ; | 
P21507	1	1	1	3	A | ;1,57E+02 | ;1,44 | ;1,44 | ; | 
P21513	1	1	1	3	F1 | ;4,77E+02 | ;1,03 | ;1,03 | ;638,71 | 
P21514	0	0	1	1	A | ; | 
P21515	0	0	1	1	A | ; | 
P21865	0	1	1	2	B | ;0,79 | ;0,79 | ; | 
P22186	0	0	1	1	A | ; | 
P22188	1	1	1	3	A | ;1,73E+02 | ;0,41 | ;0,41 | ;152,83 | 
P22255	1	0	1	2	F1 | ;2,12E+02 | ; | 
P22564	0	1	1	2	A | ;1,59 | ; | 
P22586	0	0	1	1	B | ; | 
P22729	0	0	1	1	B | ; | 
P23173	0	0	1	1	B | ; | 
P23200	0	0	1	1	B | ; | 
P23305	0	1	1	2	A | ;0 | ;0 | ; | 
P23481	0	0	1	1	A | ; | 
P23482	0	0	1	1	B | ; | 
P23484	0	0	1	1	A | ; | 
P23485	0	0	1	1	B | ; | 
P23827	1	1	1	3	G | ;8,35E+02 | ;- | ; | 
P23840	0	0	1	1	A | ; | 
P23842	0	0	0	0	B | 
P23869	1	1	1	3	A | ;4,18E+03 | ;6,14 | ;4763,98 | 
P23873	0	0	1	1	A | ; | 
P23874	1	0	1	2	A | ;1,17E+02 | ; | 
P23876	0	0	1	1	B | ; | 
P23877	0	0	1	1	B | ; | 
P23883	0	0	1	1	A | ; | 
P23890	0	0	1	1	B | ; | 
P23910	0	0	1	1	B | ; | 
P24077	0	0	1	1	B | ; | 
P24169	0	0	1	1	A | ; | 
P24180	0	0	1	1	E | ; | 
P24181	1	0	1	2	B | ;1,14E+02 | ; | 
P24183	1	0	1	2	F2 | ;7,27E+01 | ; | 
P24202	0	0	1	1	A | ; | 
P24203	1	1	1	3	A | ;1,86E+02 | ;1,67 | ;1,67 | ; | 
P24207	0	0	1	1	B | ; | 
P24215	0	1	1	2	A | ;- | ; | 
P24216	0	0	1	1	F4 | ;121,29 | 
P24224	0	1	1	2	A | ;0,17 | ; | 
P24240	0	0	1	1	A | ; | 
P24241	0	0	1	1	B | ; | 
P24242	0	0	1	1	A | ; | 
P24244	0	0	1	1	B | ; | 
P24251	1	1	1	3	A | ;3,48E+02 | ;1,44 | ;1,44 | ; | 
P24255	0	0	1	1	A | ; | 
P25396	0	0	1	1	B | ; | 
P25397	1	1	1	3	A | ;4,94E+02 | ;0,95 | ;0,95 | ; | 
P25516	1	1	1	3	A | ;1,98E+02 | ;1 | ; | 
P25524	0	1	1	2	A | ;3 | ;3 | ;1349,73 | 
P25526	0	1	1	2	A | ;8,84 | ; | 
P25549	0	0	1	1	G | ; | 
P25552	0	0	1	1	B | ; | 
P25553	1	1	1	3	A | ;6,49E+02 | ;5,19 | ;5,19 | ;2060,53 | 
P25736	0	0	1	1	G | ; | 
P25740	0	1	1	2	A | ;0,33 | ; | 
P25741	0	1	1	2	A | ;0,67 | ;0,67 | ; | 
P25742	0	1	1	2	A | ;0,33 | ; | 
P25744	0	0	1	1	B | ; | 
P25747	0	0	1	1	B | ; | 
P25798	0	1	1	2	B | ;- | ; | 
P25894	1	1	1	3	I | ;3,68E+02 | ;1,88 | ;1,88 | ; | 
P25907	1	0	1	2	G | ;1,22E+02 | ; | 
P25960	0	0	1	1	B | ; | 
P26218	0	0	1	1	H | ; | 
P26266	0	0	1	1	B | ; | 
P26281	0	0	1	1	A | ; | 
P26602	0	1	1	2	A | ;1 | ;1 | ; | 
P26608	0	0	1	1	A | ; | 
P26612	0	0	1	1	A | ; | 
P26646	1	1	1	3	A | ;1,86E+02 | ;1,65 | ; | 
P26649	0	0	1	1	A | ; | 
P27111	0	0	1	1	A | ; | 
P27125	0	0	1	1	B | ; | 
P27128	0	0	1	1	A | ; | 
P27129	0	1	1	2	A | ;0,83 | ; | 
P27240	0	1	1	2	A | ;2,23 | ; | 
P27243	0	0	1	1	B | ; | 
P27247	0	1	1	2	A | ;1,03 | ; | 
P27248	1	1	1	3	A | ;1,88E+03 | ;3 | ;169,65 | 
P27250	0	0	1	1	B | ; | 
P27253	0	0	1	1	A | ; | 
P27254	0	0	1	1	F1 | ; | 
P27300	0	1	1	2	B | ;0,27 | ; | 
P27303	1	1	1	3	B | ;1,79E+02 | ;1,13 | ;1,13 | ; | 
P27375	0	0	1	1	A | ; | 
P27434	1	1	1	3	B | ;7,37E+02 | ;2,61 | ;2,61 | ; | 
P27832	0	0	1	1	A | ; | 
P27835	0	0	1	1	B | ; | 
P27837	0	0	1	1	B | ; | 
P27842	0	0	1	1	B | ; | 
P27859	0	0	1	1	A | ; | 
P28246	0	0	1	1	B | ; | 
P28303	0	0	1	1	B | ; | 
P28304	1	1	1	3	A | ;1,53E+02 | ;0,53 | ; | 
P28307	0	0	1	1	F4 | ; | 
P28629	0	0	1	1	A | ; | 
P28630	0	0	1	1	A | ; | 
P28631	0	0	1	1	A | ; | 
P28632	0	0	1	1	A | ; | 
P28911	0	0	1	1	B | ; | 
P28915	0	0	1	1	G | ; | 
P29131	0	1	1	2	B | ;0,48 | ;0,48 | ; | 
P30015	0	0	1	1	B | ;26,3 | 
P30125	1	0	1	2	A | ;5,30E+02 | ; | 
P30126	1	0	1	2	B | ;6,49E+02 | ;7290,97 | 
P30130	0	1	1	2	H | ;0 | ; | 
P30131	0	0	1	1	A | ; | 
P30147	0	0	1	1	A | ; | 
P30149	0	0	1	1	B | ; | 
P30176	0	0	1	1	A | ; | 
P30235	0	0	1	1	A | ; | 
P30744	1	1	1	3	A | ;4,88E+02 | ;9,92 | ;9,92 | ; | 
P30748	1	0	1	2	A | ;7,04E+02 | ; | 
P30855	1	0	1	2	B | ;8,16E+01 | ; | 
P30860	1	0	1	2	G | ;3,15E+02 | ;3258,34 | 
P30979	0	0	1	1	A | ; | 
P31057	1	1	1	3	A | ;2,11E+03 | ;2,02 | ;2,02 | ;2761,82 | 
P31058	0	0	1	1	G | ; | 
P31063	0	1	1	2	I | ;0,25 | ;0,25 | ; | 
P31064	0	0	1	1	B | ; | 
P31068	0	0	1	1	A | ; | 
P31121	0	0	1	1	G | ; | 
P31122	0	0	1	1	B | ; | 
P31126	0	0	1	1	B | ;839,01 | 
P31130	0	0	1	1	G | ; | 
P31131	0	0	1	1	B | ; | 
P31135	0	0	1	1	B | ; | 
P31224	1	0	1	2	B | ;3,95E+02 | ;213 | 
P31434	0	0	1	1	A | ; | 
P31436	0	0	1	1	B | ; | 
P31437	0	0	1	1	B | ; | 
P31441	0	1	1	2	B | ;- | ; | 
P31442	0	0	1	1	B | ; | 
P31446	0	0	1	1	B | ; | 
P31447	0	0	1	1	A | ; | 
P31448	0	0	1	1	B | ; | 
P31449	0	0	1	1	A | ; | 
P31456	0	0	1	1	A | ; | 
P31459	0	0	1	1	B | ; | 
P31460	0	0	1	1	A | ; | 
P31463	0	0	1	1	A | ; | 
P31467	0	0	1	1	A | ; | 
P31468	0	0	1	1	B | ; | 
P31469	0	0	1	1	A | ; | 
P31470	0	0	1	1	A | ; | 
P31471	0	0	1	1	G | ; | 
P31473	0	1	1	2	A | ;1,45 | ; | 
P31547	0	1	1	2	B | ;0,22 | ; | 
P31548	0	1	1	2	F1 | ;- | ; | 
P31549	0	0	1	1	B | ; | 
P31550	1	0	1	2	G | ;1,17E+03 | ; | 
P31574	0	0	1	1	A | ; | 
P31660	0	0	1	1	A | ; | 
P31675	0	0	1	1	B | ; | 
P31680	1	1	1	3	B | ;1,67E+02 | ;0,21 | ; | 
P31697	0	1	1	2	G | ;0,17 | ; | 
P31801	0	0	1	1	B | ; | 
P31806	0	0	1	1	A | ; | 
P31825	0	0	1	1	A | ; | 
P31826	0	0	1	1	B | ; | 
P31827	0	1	1	2	G | ;- | ; | 
P31828	1	1	1	3	G | ;7,63E+01 | ;- | ;203,33 | 
