Merge ID	Molloy1999	Molloy2000	Gevaert2002	Yan2002	Fountoulakis2003	Corbin2003	Taoka2004	Butland2005	Lopez2005	Spelbrink2005	Stenberg2005	Wagner2005	Arifuzzaman2006	Baars2006	Huang2006	Ji2006	Lasserre2006	Marani2006	Cirulli2007	Wagner2007	Zhang2007	Jarchow2008	Wagner2008	Xia2008	Qian2008	Iwasaki2009	Masuda2009	Vertommen2009	Hemm2010	Iwasaki2010	Peng2010	Price2010	Wickstrom2010	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13 Duplicates	Entry name (Uniprot)	P0A786	P0AE06	P76316	P36683	P24182	Q9S4X5	P00350	P31119	P60560	P0AG44	P0A9P0	P08660	P17583	P00363	P0A6F5	P0A6H8	P0AC47	P0ADE4	P06129	P0ADT8	P45763	P02925	P00363	P00634	P0A910	C1P619	P0ACV0	Q46798	A5A615	P00561	P0AFG8	P25714	P00350	Accession
P32129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	B	YIHG_ECOLI																																		P32129
P32160	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	G	YIIQ_ECOLI													P32160																	P32160				P32160
P32166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	4	B	MENA_ECOLI																P32166										P32166				P32166				P32166
P32670	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	F1	PTFX2_ECOLI													P32670													P32670				P32670				
P32676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	F1	PTFB3_ECOLI																																		
P32681	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	5	I	YJAH_ECOLI							P32681	P32681																			P32681			P32681				P32681
P32687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	YJBF_ECOLI																																		
P32689	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	E	YJBH_ECOLI								P32689					P32689																	P32689				
P32700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YJCB_ECOLI																																		
P32712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	NRFG_ECOLI																																		
P32714	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	I	MDTP_ECOLI													P32714																	P32714				
P32715	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	B	MDTO_ECOLI								P32715					P32715																					
P33011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	4	B	YEEA_ECOLI																										P33011	P33011			P33011				P33011
P33024	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	B	PSUT_ECOLI							P33024	P33024																										
P33136	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	11	G	OPGG_ECOLI			P33136		P33136	P33136	P33136		P33136				P33136									P33136				P33136	P33136			P33136				P33136
P33219	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	X	YEBF_ECOLI						P33219																				P33219				P33219				
P33225	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	G	TORA_ECOLI								P33225					P33225																					P33225
P33226	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	B	TORC_ECOLI								P33226								P33226																		P33226
P33232	0	0	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	13	B	LLDD_ECOLI			P33232		P33232		P33232	P33232	P33232	P33232			P33232								P33232					P33232	P33232			P33232	P33232			P33232
P33235	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	F4	FLGK_ECOLI								P33235				P33235	P33235	P33235						P33235							P33235							
P33358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	4	B	MLRA_ECOLI																										P33358	P33358			P33358				P33358
P33360	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	7	F1	YEHX_ECOLI								P33360					P33360													P33360	P33360			P33360			P33360	P33360
P33362	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	8	G	OSMF_ECOLI						P33362			P33362			P33362	P33362	P33362										P33362						P33362				P33362
P33363	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	11	G	BGLX_ECOLI			P33363		P33363		P33363		P33363				P33363								P33363		P33363			P33363	P33363			P33363				P33363
P33554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G	PPDA_ECOLI																																		
P33590	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	G	NIKA_ECOLI								P33590	P33590				P33590																	P33590				
P33591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	NIKB_ECOLI																																		
P33593	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	8	F1	NIKD_ECOLI								P33593				P33593	P33593	P33593					P33593	P33593						P33593	P33593							
P33594	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	F1	NIKE_ECOLI								P33594																										
P33599	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	1	1	22	F1	NUOCD_ECOLI		P33599	P33599		P33599	P33599	P33599	P33599		P33599	P33599	P33599	P33599	P33599		P33599	P33599			P33599	P33599		P33599			P33599	P33599			P33599	P33599		P33599	P33599
P33602	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	1	22	F1	NUOG_ECOLI			P33602		P33602	P33602	P33602	P33602	P33602	P33602	P33602	P33602	P33602	P33602	P33602	P33602	P33602			P33602	P33602		P33602			P33602	P33602			P33602	P33602			P33602
P33607	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	1	11	B	NUOL_ECOLI						P33607	P33607					P33607		P33607						P33607	P33607		P33607			P33607	P33607			P33607				P33607
P33650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	7	B	FEOB_ECOLI																P33650					P33650					P33650	P33650			P33650		P33650		P33650
P33915	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	5	B	YEJE_ECOLI								P33915																		P33915	P33915			P33915				P33915
P33916	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	7	F1	YEJF_ECOLI								P33916								P33916					P33916					P33916	P33916			P33916				P33916
P33927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	4	B	CCMF_ECOLI																										P33927	P33927			P33927				P33927
P33934	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	B	NAPH_ECOLI								P33934																		P33934				P33934				
P33937	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	7	G	NAPA_ECOLI			P33937					P33937					P33937													P33937	P33937			P33937				P33937
P33940	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	6	B	MQO_ECOLI			P33940										P33940									P33940					P33940						P33940	P33940
P34749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	H	HOFQ_ECOLI																														P34749				
P36548	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	G	AMIA_ECOLI					P36548								P36548																	P36548				P36548
P36647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	PPDD_ECOLI																																		
P36672	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	10	B	PTTBC_ECOLI						P36672	P36672			P36672		P36672		P36672									P36672			P36672	P36672			P36672				P36672
P36837	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	YHIP_ECOLI								P36837																										
P36879	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	13	F1	YADG_ECOLI					P36879		P36879	P36879	P36879			P36879	P36879	P36879		P36879				P36879						P36879	P36879			P36879				P36879
P36881	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	F1	YADI_ECOLI													P36881																					
P36929	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	7	B	RSMB_ECOLI							P36929	P36929					P36929													P36929	P36929			P36929				P36929
P37028	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	4	G	BTUF_ECOLI													P37028														P37028			P37028				P37028
P37146	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	B	RIR4_ECOLI						P37146	P37146						P37146																	P37146				
P37177	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	6	F1	PT1P_ECOLI													P37177			P37177										P37177	P37177			P37177				P37177
P37180	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	HYBB_ECOLI													P37180																					
P37194	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	1	1	1	0	1	1	0	0	1	16	I	SLP_ECOLI		P37194				P37194	P37194		P37194		P37194				P37194	P37194	P37194		P37194		P37194					P37194	P37194	P37194		P37194	P37194			P37194
P37313	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	9	F1	DPPF_ECOLI			P37313			P37313										P37313					P37313		P37313			P37313	P37313			P37313				P37313
P37339	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	7	B	YGAF_ECOLI								P37339					P37339								P37339					P37339	P37339			P37339				P37339
P37340	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	5	B	MDTK_ECOLI						P37340																				P37340	P37340			P37340				P37340
P37387	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	4	G	XYLF_ECOLI						P37387							P37387													P37387				P37387				
P37619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YHHQ_ECOLI																																		
P37624	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	7	B	YHIH_ECOLI						P37624		P37624								P37624										P37624	P37624			P37624				P37624
P37631	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	B	YHIN_ECOLI							P37631	P37631																						P37631				
P37636	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	13	E	MDTE_ECOLI							P37636		P37636		P37636	P37636	P37636	P37636	P37636						P37636		P37636			P37636	P37636			P37636				P37636
P37637	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	1	14	B	MDTF_ECOLI			P37637				P37637				P37637	P37637		P37637		P37637	P37637			P37637	P37637		P37637			P37637	P37637			P37637				P37637
P37641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	B	YHJC_ECOLI																																		P37641
P37642	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	7	B	YHJD_ECOLI						P37642		P37642													P37642					P37642	P37642			P37642				P37642
P37648	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	9	G	YHJJ_ECOLI			P37648			P37648	P37648						P37648									P37648				P37648	P37648			P37648				P37648
P37649	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	7	B	YHJK_ECOLI								P37649					P37649			P37649										P37649	P37649			P37649				P37649
P37651	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	G	GUN_ECOLI													P37651																					P37651
P37652	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	10	B	BCSB_ECOLI			P37652					P37652				P37652	P37652	P37652		P37652										P37652	P37652			P37652				P37652
P37660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YHJV_ECOLI																																		
P37661	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	B	EPTB_ECOLI							P37661						P37661			P37661														P37661				
P37690	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	6	G	YIBP_ECOLI			P37690			P37690				P37690											P37690									P37690				P37690
P37691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	G	YIBQ_ECOLI																														P37691				P37691
P37758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	B	NARU_ECOLI																										P37758				P37758				
P37767	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	B	YFHH_ECOLI			P37767																											P37767				P37767
P37908	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	7	B	YFJD_ECOLI								P37908					P37908			P37908										P37908	P37908			P37908				P37908
P38054	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	B	CUSA_ECOLI						P38054	P38054						P38054			P38054														P38054				
P38055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YDJE_ECOLI																																		
P38135	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	5	F1	FADK_ECOLI							P38135						P38135													P38135				P38135				P38135
P38506	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	B	XNI_ECOLI								P38506																						P38506				P38506
P38683	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	G	TORT_ECOLI			P38683																															
P39165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G	YCHO_ECOLI																																		
P39176	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	7	G	ERFK_ECOLI			P39176				P39176	P39176																		P39176	P39176			P39176				P39176
P39187	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	G	YTFJ_ECOLI									P39187																					P39187				P39187
P39276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YJDL_ECOLI																																		
P39285	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	1	11	B	YJEP_ECOLI						P39285	P39285					P39285		P39285		P39285				P39285	P39285					P39285	P39285			P39285				P39285
P39301	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	ULAA_ECOLI								P39301																										
P39314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YTFF_ECOLI																																		
P39321	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	7	B	YTFN_ECOLI			P39321				P39321						P39321													P39321	P39321			P39321				P39321
P39325	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	11	G	YTFQ_ECOLI			P39325			P39325	P39325		P39325			P39325	P39325	P39325									P39325			P39325				P39325				P39325
P39342	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	10	B	YJGR_ECOLI			P39342			P39342	P39342					P39342	P39342	P39342												P39342	P39342			P39342				P39342
P39405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	F1	FHUF_ECOLI																																		
P39453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	B	TORS_ECOLI																										P39453				P39453				
P39836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	3	B	YFEH_ECOLI																										P39836				P39836				P39836
P40710	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	7	I	NLPE_ECOLI													P40710			P40710										P40710	P40710	P40710		P40710				P40710
P40719	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	4	B	QSEC_ECOLI													P40719													P40719	P40719							P40719
P40874	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	6	B	MTOX_ECOLI						P40874	P40874						P40874			P40874											P40874			P40874				
P41052	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	6	I	MLTB_ECOLI								P41052													P41052					P41052	P41052			P41052				P41052
P42588	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	G	PAT_ECOLI						P42588																				P42588				P42588				
P42590	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	B	YGJI_ECOLI								P42590																						P42590				
P42591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	G	YGJJ_ECOLI																														P42591				P42591
P42592	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	G	YGJK_ECOLI													P42592																					
P42598	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	YGJQ_ECOLI													P42598																					
P42601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	B	ALX_ECOLI																																		P42601
P42603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YGJV_ECOLI																																		
P42604	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	B	UXAA_ECOLI													P42604																	P42604				
P42616	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	G	YQJC_ECOLI							P42616						P42616																	P42616				
P42640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YHBX_ECOLI																																		
P42911	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	B	PTPD_ECOLI													P42911																	P42911				
P43337	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	5	B	NUDL_ECOLI								P43337																		P43337	P43337			P43337				P43337
P43341	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	4	F1	LPXH_ECOLI													P43341													P43341	P43341							P43341
P43531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	YNFM_ECOLI																			P43531															
P43667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YGAH_ECOLI																																		
P43671	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	1	12	B	PQIB_ECOLI			P43671					P43671		P43671		P43671		P43671		P43671				P43671	P43671					P43671	P43671			P43671				P43671
P43674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	I	YCAL_ECOLI																												P43674						P43674
P45395	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	7	B	KDSD_ECOLI			P45395				P45395						P45395													P45395	P45395			P45395				P45395
P45463	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	B	TTDR_ECOLI								P45463					P45463																				P45463	
P45468	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	4	B	YRAQ_ECOLI								P45468													P45468					P45468				P45468				
P45537	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	7	B	YHFK_ECOLI													P45537			P45537			P45537							P45537	P45537			P45537				P45537
P45565	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	G	AIS_ECOLI													P45565																					P45565
P45751	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	B	YRFB_ECOLI								P45751					P45751																					
P45753	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	G	YRFD_ECOLI								P45753																		P45753								
P45767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YHDX_ECOLI																																		
P45768	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	YHDY_ECOLI								P45768																										
P45769	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	F1	YHDZ_ECOLI													P45769																					P45769
P45800	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	8	B	IGAA_ECOLI						P45800	P45800									P45800					P45800					P45800	P45800			P45800				P45800
P46022	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	B	MTGA_ECOLI								P46022					P46022														P46022							P46022
P46118	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	6	B	HEXR_ECOLI							P46118	P46118																		P46118	P46118			P46118				P46118
P46126	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	E	YFIM_ECOLI													P46126																					
