Merge ID	Molloy1999	Molloy2000	Gevaert2002	Yan2002	Fountoulakis2003	Corbin2003	Taoka2004	Butland2005	Lopez2005	Spelbrink2005	Stenberg2005	Wagner2005	Arifuzzaman2006	Baars2006	Huang2006	Ji2006	Lasserre2006	Marani2006	Cirulli2007	Wagner2007	Zhang2007	Jarchow2008	Wagner2008	Xia2008	Qian2008	Iwasaki2009	Masuda2009	Vertommen2009	Hemm2010	Iwasaki2010	Peng2010	Price2010	Wickstrom2010	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13 Duplicates	Entry name (Uniprot)	P0A786	P0AE06	P76316	P36683	P24182	Q9S4X5	P00350	P31119	P60560	P0AG44	P0A9P0	P08660	P17583	P00363	P0A6F5	P0A6H8	P0AC47	P0ADE4	P06129	P0ADT8	P45763	P02925	P00363	P00634	P0A910	C1P619	P0ACV0	Q46798	A5A615	P00561	P0AFG8	P25714	P00350	Accession
P0AAA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	SFA_ECOLI																																		
P0AAA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	WZXE_ECOLI																																		
P0AAA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G	ZRAP_ECOLI																																		
P0AAD4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	TYRP_ECOLI								P0AAD4																										
P0AAE2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	4	B	PROY_ECOLI								P0AAE2													P0AAE2					P0AAE2								P0AAE2
P0AAF1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	POTE_ECOLI													P0AAF1																					
P0AAG0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	10	F1	DPPD_ECOLI						P0AAG0		P0AAG0								P0AAG0			P0AAG0		P0AAG0		P0AAG0				P0AAG0			P0AAG0		P0AAG0		P0AAG0
P0AAG8	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	8	F1	MGLA_ECOLI			P0AAG8				P0AAG8			P0AAG8			P0AAG8													P0AAG8	P0AAG8			P0AAG8				P0AAG8
P0AAI1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	F1	SSUB_ECOLI			P0AAI1										P0AAI1																	P0AAI1				P0AAI1
P0AAI3	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	1	1	18	B	FTSH_ECOLI			P0AAI3		P0AAI3	P0AAI3	P0AAI3	P0AAI3	P0AAI3	P0AAI3		P0AAI3	P0AAI3	P0AAI3		P0AAI3				P0AAI3	P0AAI3					P0AAI3	P0AAI3			P0AAI3			P0AAI3	P0AAI3
P0AAJ3	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	9	B	FDNH_ECOLI			P0AAJ3				P0AAJ3	P0AAJ3					P0AAJ3				P0AAJ3									P0AAJ3	P0AAJ3			P0AAJ3	P0AAJ3			
P0AAL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G	YKGJ_ECOLI																																		
P0AAR5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YBAN_ECOLI																																		
P0AAR8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	G	YBAV_ECOLI																														P0AAR8				
P0AAS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	4	B	YBBJ_ECOLI																			P0AAS3								P0AAS3			P0AAS3				P0AAS3
P0AAU2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	B	YBFA_ECOLI													P0AAU2													P0AAU2								
P0AAU5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YBFB_ECOLI																																		
P0AAV6	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	G	YBGS_ECOLI						P0AAV6	P0AAV6																				P0AAV6			P0AAV6				
P0AAW5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YBHQ_ECOLI																																		
P0AAX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G	YBIJ_ECOLI																																		
P0AB01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	5	B	YCBC_ECOLI																P0AB01										P0AB01	P0AB01			P0AB01				P0AB01
P0AB31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	YCEK_ECOLI																																		
P0AB35	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	YCFJ_ECOLI													P0AB35																					
P0AB46	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	G	YMGD_ECOLI							P0AB46						P0AB46																	P0AB46				
P0AB49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	B	YCHH_ECOLI																										P0AB49				P0AB49				
P0AB93	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	ARSB_ECOLI													P0AB93																					
P0ABA0	0	0	0	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	1	17	B	ATPF_ECOLI				P0ABA0		P0ABA0	P0ABA0		P0ABA0		P0ABA0	P0ABA0	P0ABA0	P0ABA0		P0ABA0	P0ABA0			P0ABA0	P0ABA0		P0ABA0			P0ABA0	P0ABA0			P0ABA0				P0ABA0
P0ABA4	0	0	1	0	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	1	16	F1	ATPD_ECOLI			P0ABA4		P0ABA4	P0ABA4	P0ABA4		P0ABA4	P0ABA4		P0ABA4		P0ABA4		P0ABA4				P0ABA4	P0ABA4		P0ABA4			P0ABA4	P0ABA4			P0ABA4				P0ABA4
P0ABB0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	1	23	F1	ATPA_ECOLI			P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0			P0ABB0	P0ABB0		P0ABB0			P0ABB0	P0ABB0			P0ABB0	P0ABB0			P0ABB0
P0ABC0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	ATPZ_ECOLI																																		
P0ABC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	3	B	BETT_ECOLI																										P0ABC9	P0ABC9							P0ABC9
P0ABE5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	C561_ECOLI													P0ABE5																					
P0ABG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	B	FTSW_ECOLI																P0ABG4										P0ABG4								P0ABG4
P0ABG7	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	7	B	RODA_ECOLI						P0ABG7		P0ABG7								P0ABG7										P0ABG7	P0ABG7			P0ABG7				P0ABG7
P0ABK2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	9	B	CYDB_ECOLI							P0ABK2				P0ABK2					P0ABK2					P0ABK2		P0ABK2			P0ABK2	P0ABK2			P0ABK2				P0ABK2
P0ABL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	G	NRFB_ECOLI																										P0ABL1				P0ABL1				
P0ABL8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	CCMB_ECOLI								P0ABL8																										
P0ABM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	3	B	CCMC_ECOLI																										P0ABM1				P0ABM1				P0ABM1
P0ABM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	B	CCMD_ECOLI																																		P0ABM5
P0ABN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	5	B	KDGL_ECOLI																					P0ABN1					P0ABN1	P0ABN1			P0ABN1				P0ABN1
P0ABN5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	8	B	DCUA_ECOLI						P0ABN5	P0ABN5									P0ABN5					P0ABN5					P0ABN5	P0ABN5			P0ABN5				P0ABN5
P0ABN9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	B	DCUB_ECOLI																					P0ABN9					P0ABN9								
P0ABP3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	B	DCUC_ECOLI													P0ABP3								P0ABP3					P0ABP3								
P0ABP6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	6	B	DEDA_ECOLI								P0ABP6								P0ABP6										P0ABP6	P0ABP6			P0ABP6				P0ABP6
P0ABW5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G	SFMA_ECOLI																																		
P0ABX8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	F1	FLIL_ECOLI													P0ABX8			P0ABX8					P0ABX8													
P0ABZ1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	6	F1	FLIG_ECOLI									P0ABZ1				P0ABZ1								P0ABZ1						P0ABZ1			P0ABZ1			P0ABZ1	
P0ABZ6	0	0	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	12	G	SURA_ECOLI			P0ABZ6	P0ABZ6		P0ABZ6	P0ABZ6	P0ABZ6	P0ABZ6				P0ABZ6											P0ABZ6		P0ABZ6	P0ABZ6			P0ABZ6				P0ABZ6
P0AC05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	3	B	FLIP_ECOLI																					P0AC05					P0AC05				P0AC05				
P0AC07	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	FLIQ_ECOLI													P0AC07																					
P0AC47	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	13	F1	FRDB_ECOLI			P0AC47		P0AC47	P0AC47	P0AC47		P0AC47						P0AC47		P0AC47				P0AC47					P0AC47	P0AC47			P0AC47	P0AC47			P0AC47
P0AC78	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	5	B	WECA_ECOLI								P0AC78													P0AC78					P0AC78				P0AC78				P0AC78
P0AC94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	GNTP_ECOLI																																		
P0AC96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	GNTU_ECOLI																			P0AC96															
P0ACA1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	B	YIBF_ECOLI							P0ACA1																			P0ACA1				P0ACA1				
P0ACD8	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	10	F1	MBHL_ECOLI			P0ACD8		P0ACD8	P0ACD8							P0ACD8		P0ACD8		P0ACD8									P0ACD8	P0ACD8			P0ACD8				P0ACD8
P0ACS7	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	7	B	RPIR_ECOLI			P0ACS7				P0ACS7						P0ACS7													P0ACS7	P0ACS7			P0ACS7				P0ACS7
P0ACU0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	B	YBIH_ECOLI													P0ACU0																	P0ACU0				P0ACU0
P0ACV4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	6	B	YCIS_ECOLI																P0ACV4					P0ACV4					P0ACV4	P0ACV4			P0ACV4				P0ACV4
P0ACW2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	YDBJ_ECOLI																																		
P0ACW4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	G	YDCA_ECOLI													P0ACW4																	P0ACW4				
P0ACY6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YEAL_ECOLI																																		
P0AD42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	5	B	YFHB_ECOLI																P0AD42										P0AD42	P0AD42			P0AD42				P0AD42
P0AD44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	5	I	YFHG_ECOLI																P0AD44										P0AD44	P0AD44			P0AD44				P0AD44
P0AD47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	B	YPHA_ECOLI																										P0AD47								
P0ADA1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	5	G	TESA_ECOLI				P0ADA1		P0ADA1																		P0ADA1						P0ADA1				P0ADA1
P0ADA3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	7	I	NLPD_ECOLI							P0ADA3									P0ADA3										P0ADA3	P0ADA3	P0ADA3		P0ADA3				P0ADA3
P0ADA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	3	I	OSMB_ECOLI																										P0ADA7	P0ADA7			P0ADA7				
P0ADB7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	6	I	ECNB_ECOLI																					P0ADB7					P0ADB7	P0ADB7	P0ADB7		P0ADB7				P0ADB7
P0ADC1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	8	I	LPTE_ECOLI							P0ADC1						P0ADC1			P0ADC1										P0ADC1	P0ADC1	P0ADC1		P0ADC1				P0ADC1
P0ADC3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	8	B	LOLC_ECOLI						P0ADC3							P0ADC3			P0ADC3					P0ADC3					P0ADC3	P0ADC3			P0ADC3				P0ADC3
P0ADG7	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	15	B	IMDH_ECOLI			P0ADG7	P0ADG7	P0ADG7	P0ADG7	P0ADG7	P0ADG7	P0ADG7	P0ADG7			P0ADG7				P0ADG7						P0ADG7			P0ADG7	P0ADG7			P0ADG7				P0ADG7
P0ADI9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	B	YHHN_ECOLI								P0ADI9																		P0ADI9				P0ADI9				
P0ADJ5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YHJT_ECOLI																																		
P0ADJ8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YIAA_ECOLI																																		
P0ADK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YIAW_ECOLI																																		
P0ADL6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YIDG_ECOLI																																		
P0ADM0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YIDH_ECOLI																																		
P0ADM6	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	I	YIDX_ECOLI								P0ADM6					P0ADM6																	P0ADM6				
P0ADN6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	7	I	YIFL_ECOLI									P0ADN6												P0ADN6					P0ADN6	P0ADN6	P0ADN6		P0ADN6				P0ADN6
P0ADP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YIGM_ECOLI																																		
P0ADQ2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	7	B	YIID_ECOLI						P0ADQ2	P0ADQ2	P0ADQ2																		P0ADQ2	P0ADQ2			P0ADQ2				P0ADQ2
P0ADQ7	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	10	B	YGAM_ECOLI						P0ADQ7	P0ADQ7	P0ADQ7					P0ADQ7			P0ADQ7					P0ADQ7					P0ADQ7	P0ADQ7			P0ADQ7				P0ADQ7
P0ADT8	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	1	13	B	YGIM_ECOLI						P0ADT8	P0ADT8					P0ADT8	P0ADT8	P0ADT8		P0ADT8				P0ADT8	P0ADT8		P0ADT8			P0ADT8	P0ADT8			P0ADT8				P0ADT8
P0ADW3	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	14	B	YHCB_ECOLI			P0ADW3			P0ADW3	P0ADW3			P0ADW3	P0ADW3	P0ADW3		P0ADW3		P0ADW3					P0ADW3		P0ADW3			P0ADW3	P0ADW3			P0ADW3				P0ADW3
P0ADX7	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	6	G	YHHA_ECOLI			P0ADX7					P0ADX7					P0ADX7														P0ADX7			P0ADX7				P0ADX7
P0AE06	0	1	1	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	15	E	ACRA_ECOLI		P0AE06	P0AE06		P0AE06	P0AE06	P0AE06		P0AE06		P0AE06				P0AE06	P0AE06					P0AE06		P0AE06			P0AE06	P0AE06			P0AE06				P0AE06
P0AE16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	AMPG_ECOLI																																		
P0AE22	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	7	G	APHA_ECOLI			P0AE22				P0AE22	P0AE22					P0AE22														P0AE22			P0AE22				P0AE22
P0AE24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	B	ARAE_ECOLI																														P0AE24				
P0AE26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	3	B	ARAH_ECOLI																										P0AE26				P0AE26				P0AE26
P0AE30	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	4	B	ARTM_ECOLI													P0AE30													P0AE30	P0AE30							P0AE30
P0AE42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YQAE_ECOLI																																		
P0AE85	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	F2	CPXP_ECOLI			P0AE85										P0AE85																	P0AE85				P0AE85
P0AE88	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	9	F1	CPXR_ECOLI			P0AE88			P0AE88	P0AE88	P0AE88					P0AE88													P0AE88	P0AE88			P0AE88				P0AE88
P0AE98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	G	CSGF_ECOLI																		P0AE98																
P0AEB0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	B	CYSW_ECOLI								P0AEB0											P0AEB0															
P0AEC5	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	8	B	BARA_ECOLI			P0AEC5					P0AEC5					P0AEC5			P0AEC5										P0AEC5	P0AEC5			P0AEC5				P0AEC5
P0AEE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	5	B	DEGS_ECOLI																					P0AEE3					P0AEE3	P0AEE3			P0AEE3				P0AEE3
P0AEG1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	6	B	DPPC_ECOLI								P0AEG1								P0AEG1										P0AEG1	P0AEG1			P0AEG1				P0AEG1
P0AEH5	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	9	B	ELAB_ECOLI						P0AEH5	P0AEH5	P0AEH5								P0AEH5					P0AEH5					P0AEH5	P0AEH5			P0AEH5				P0AEH5
P0AEH8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	B	YJIG_ECOLI													P0AEH8																			P0AEH8		
P0AEM9	0	0	1	1	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	11	G	FLIY_ECOLI			P0AEM9	P0AEM9		P0AEM9	P0AEM9	P0AEM9	P0AEM9				P0AEM9			P0AEM9											P0AEM9			P0AEM9				P0AEM9
P0AEN4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	6	B	FTSL_ECOLI													P0AEN4			P0AEN4										P0AEN4	P0AEN4			P0AEN4				P0AEN4
P0AEP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	3	B	GALP_ECOLI																											P0AEP1			P0AEP1				P0AEP1
P0AEQ6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	8	B	GLNP_ECOLI						P0AEQ6										P0AEQ6					P0AEQ6		P0AEQ6			P0AEQ6	P0AEQ6			P0AEQ6				P0AEQ6
P0AER8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	B	GLTS_ECOLI								P0AER8																		P0AER8								P0AER8
P0AET5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	8	B	HDED_ECOLI								P0AET5								P0AET5					P0AET5			P0AET5	P0AET5	P0AET5	P0AET5			P0AET5				
P0AEU3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	3	B	HISM_ECOLI																					P0AEU3		P0AEU3											P0AEU3
