Merge ID	Gevaert2002	Taoka2004	Arifuzzaman2006	Ji2006	Iwasaki2009	Masuda2009	Iwasaki2010	Thein2010	# Studies	Gevaert2002 Duplicates	Taoka2004 Duplicates	Arifuzzaman2006 Duplicates	Ji2006 Duplicates	Iwasaki2009 Duplicates	Masuda2009 Duplicates	Iwasaki2010 Duplicates	Thein2010 Duplicates	
P07862		1	1		1	1	1		5		1	2		1	1	1		
P08142		1	1			1	1		4		1	1			1	1		
P08179		1	1				1		3		1	1				1		
P08192		1			1	1	1		4		1			1	1	1		
P08331		1	1			1	1		4		1	1			1	1		
P08373		1	1			1	1		4		1	1			1	1		
P09126		1	1		1	1	1		5		1	1		1	1	1		
P09148		1			1	1	1		4		1			1	1	1		
P09158		1			1	1	1	1	5		1			1	1	1	1	
P09549		1			1	1	1		4		1			1	1	1		
P09551		1			1		1		3		1			1		1		
P0A698		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0A6A8		1			1	1	1		4		1			1	1	1		
P0A6C1		1				1	1		3		1				1	1		
P0A6C8		1			1		1		3		1			1		1		
P0A6E6		1	1	1		1	1		5		1	1	1		1	1		
P0A6F1		1	1		1	1	1	1	6		1	2		1	1	1	1	
P0A6F9		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0A6H1		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0A6H5		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0A6I3		1				1	1		3		1				1	1		
P0A6I6		1	1				1		3		1	1				1		
P0A6I9		1					1		2		1					1		
P0A6J5		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0A6J8		1			1	1	1		4		1			1	1	1		
P0A6K1		1	1			1	1		4		1	1			1	1		
P0A6K3		1	1			1	1		4		1	1			1	1		
P0A6L9		1	1			1	1		4		1	1			1	1		
P0A6M4		1	1				1		3		1	1				1		
P0A6N4		1			1	1	1		4		1			1	1	1		
P0A6N8		1				1	1		3		1				1	1		
P0A6S7		1	1		1	1	1		5		1	1		1	1	1		
P0A6T3		1			1	1	1		4		1			1	1	1		
P0A6T5		1			1	1	1	1	5		1			1	1	1	1	
P0A6T9		1				1	1	1	4		1				1	1	1	
P0A6V1		1	1		1	1	1		5		1	1		1	1	1		
P0A6V8		1				1	1		3		1				1	1		
P0A6Y5		1			1	1	1		4		1			1	1	1		
P0A6Z1		1	1		1	1	1		5		1	1		1	1	1		
P0A6Z6		1	1				1		3		1	1				1		
P0A720		1	1			1	1		4		1	1			1	1		
P0A722		1	1		1	1	1		5		1	1		1	1	1		
P0A725		1			1	1	1	1	5		1			1	1	1	1	
P0A729		1	1		1	1	1		5		1	1		1	1	1		
P0A742		1		1	1	1	1		5		1		1	1	1	1		
P0A746		1				1	1		3		1				1	1		
P0A754		1	1				1		3		1	1				1		
P0A763		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0A780		1				1	1	1	4		1				1	1	1	
P0A784		1	1			1	1		4		1	1			1	1		
P0A794		1	1			1	1		4		1	1			1	1		
P0A7A5		1				1	1		3		1				1	1		
P0A7A9		1	1		1	1	1		5		1	1		1	1	1		
P0A7B1		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0A7B8		1			1	1	1		4		1			1	1	1		
P0A7D7		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0A7E1		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0A7E3		1					1		2		1					1		
P0A7F6		1	1			1	1		4		1	1			1	1		
P0A7F9		1	1	1		1	1		5		1	1	1		1	1		
P0A7I0		1				1	1		3		1				1	1		
P0A7I7		1	1			1	1		4		1	1			1	1		
P0A7J0		1	1		1	1	1		5		1	1		1	1	1		
P0A7K2		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0A7K6		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0A7L3		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0A7L8		1	1			1	1	1	5		1	1			1	1	1	
P0A7M2		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0A7M6		1			1	1	1		4		1			1	1	1		
P0A7N4		1	1			1	1	1	5		1	1			1	1	1	
P0A7N9		1	1			1	1	1	5		1	1			1	1	1	
P0A7P5		1	1			1			3		1	1			1			
P0A7R5		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0A7S3		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0A7T3		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0A7T7		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0A7V8		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0A7Y0		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0A800		1			1	1	1		4		1			1	1	1		
P0A832		1			1	1	1		4		1			1	1	1		
P0A847		1	1		1	1	1		5		1	1		1	1	1		
P0A853		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0A858		1	1		1	1	1		5		1	1		1	1	1		
P0A862		1	1		1	1	1		5		1	1		1	1	1		
P0A867		1	1		1	1	1		5		1	1		1	1	1		
P0A877		1	1				1		3		1	1				1		
P0A879		1	1	1	1	1	1		6		1	1	1	1	1	1		
P0A884		1	1			1	1	1	5		1	1			1	1	1	
P0A890		1	1				1		3		1	1				1		
P0A8B2		1					1		2		1					1		
P0A8C1		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0A8C4		1				1	1		3		1				1	1		
P0A8E1		1	1			1	1	1	5		1	1			1	1	1	
P0A8E7		1	1		1	1	1		5		1	1		1	1	1		
P0A8G6		1			1	1	1		4		1			1	1	1		
P0A8G9		1	1			1	1		4		1	1			1	1		
P0A8H8		1				1	1		3		1				1	1		
P0A8I5		1	1		1	1	1		5		1	1		1	1	1		
P0A8J4		1		1		1	1		4		1		1		1	1		
P0A8K1		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0A8L5		1					1		2		1					1		
P0A8M6		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0A8N0		1	1			1	1		4		1	1			1	1		
P0A8P3		1	1			1	1		4		1	1			1	1		
P0A8P8		1	1				1		3		1	1				1		
P0A8R0		1	1	1		1	1		5		1	1	1		1	1		
P0A8R4		1			1		1		3		1			1		1		
P0A8R7		1			1	1	1	1	5		1			1	1	1	1	
P0A8T1		1				1	1		3		1				1	1		
P0A8V0		1				1	1		3		1				1	1		
P0A8V6		1	1		1	1	1		5		1	1		1	1	1		
P0A8W0		1	1				1		3		1	1				1		
P0A8W2		1				1	1		3		1				1	1		
P0A8W8		1	1		1	1	1		5		1	1		1	1	1		
P0A8X0		1				1	1	1	4		1				1	1	1	
P0A8X2		1					1		2		1					1		
P0A8Y1		1				1			2		1				1			
P0A8Y3		1	1		1	1	1		5		1	1		1	1	1		
P0A8Y5		1	1			1	1		4		1	1			1	1		
P0A905		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0A912		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0A915		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0A927		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0A930		1	1				1		3		1	1				1		
P0A935		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0A948		1	1		1		1	1	5		1	1		1		1	1	
P0A955		1			1	1	1		4		1			1	1	1		
P0A962		1	1			1	1		4		1	1			1	1		
P0A972		1	1			1	1		4		1	1			1	1		
P0A993		1			1	1	1		4		1			1	1	1		
P0A998		1			1	1	1	1	5		1			1	1	1	1	
P0A9C3		1	1		1	1	1		5		1	1		1	1	1		
P0A9D8		1	1		1	1	1	1	6		1	2		1	1	1	1	
P0A9F1		1				1	1		3		1				1	1		
P0A9G8		1				1	1		3		1				1	1		
P0A9H5		1					1		2		1					1		
P0A9I8		1					1		2		1					1		
P0A9J6		1				1	1		3		1				1	1		
P0A9M2		1			1	1	1		4		1			1	1	1		
P0A9M5		1				1	1		3		1				1	1		
P0A9R4		1				1	1		3		1				1	1		
P0A9R7		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0A9T4		1				1	1		3		1				1	1		
P0A9U1		1	1				1		3		1	1				1		
P0A9V1		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0A9W6		1				1	1		3		1				1	1		
P0A9W9		1					1		2		1					1		
P0A9Y6		1				1	1		3		1				1	1		
P0AA04		1				1	1		3		1				1	1		
P0AA25		1			1	1	1	1	5		1			1	1	1	1	
P0AA31		1			1	1	1		4		1			1	1	1		
P0AA39		1	1			1	1	1	5		1	1			1	1	1	
P0AA43		1	1			1	1	1	5		1	1			1	1	1	
P0AAC0		1	1	1	1	1	1		6		1	1	1	1	1	1		
P0AAC8		1	1			1	1		4		1	1			1	1		
P0AAD6		1			1	1	1	1	5		1			1	1	1	1	
P0AAF3		1			1				2		1			1				
P0AAF6		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0AAG5		1	1		1	1	1		5		1	1		1	1	1		
P0AAJ5		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0AAN1		1	1				1		3		1	1				1		
P0AAN3		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0AAN5		1	1				1		3		1	1				1		
P0AAN9		1	1				1		3		1	1				1		
P0AAP3		1	1				1		3		1	1				1		
P0AAR3		1	1		1	1	1		5		1	1		1	1	1		
P0AAS0		1			1	1	1		4		1			1	1	1		
P0AAS7		1				1	1		3		1				1	1		
P0AAT6		1				1	1		3		1				1	1		
P0AAT9		1	1			1	1		4		1	1			1	1		
P0AAU7		1	1				1		3		1	1				1		
P0AAV4		1					1		2		1					1		
P0AAV6		1				1	1		3		1				1	1		
P0AAX8		1			1	1	1		4		1			1	1	1		
P0AAZ7		1				1	1		3		1				1	1		
P0AB03		1			1	1	1		4		1			1	1	1		
P0AB12		1			1	1	1	1	5		1			1	1	1	1	
P0AB14		1				1	1		3		1				1	1		
P0AB26		1			1	1	1		4		1			1	1	1		
P0AB28		1				1	1		3		1				1	1		
P0AB38		1			1	1	1	1	5		1			1	1	1	1	
P0AB46		1	1				1		3		1	1				1		
P0AB55		1				1	1		3		1				1	1		
P0AB58		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0AB67		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0AB71		1			1	1	1	1	5		1			1	1	1	1	
P0AB83		1					1		2		1					1		
P0AB91		1	1		1	1	1		5		1	1		1	1	1		
P0AB96		1					1		2		1					1		
P0AB98		1		1	1	1	1		5		1		1	1	1	1		
P0ABA0		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0ABD8		1	1			1	1	1	5		1	1			1	1	1	
P0ABE2		1				1	1		3		1				1	1		
P0ABH0		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0ABI4		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0ABK2		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0ABN5		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0ABQ0		1	1		1	1	1		5		1	1		1	1	1		
P0ABQ4		1				1	1	1	4		1				1	1	1	
P0ABS1		1	1			1	1		4		1	1			1	1		
P0ABS5		1	1			1	1		4		1	1			1	1		
P0ABU2		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0ABU5		1			1	1	1		4		1			1	1	1		
P0ABZ4		1	1			1	1		4		1	1			1	1		
P0AC16		1	1						2		1	1						
P0AC30		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0AC51		1	1			1	1		4		1	1			1	1		
P0AC62		1	1			1	1		4		1	1			1	1		
P0AC86		1			1	1	1		4		1			1	1	1		
P0ACA1		1			1		1		3		1			1		1		
P0ACB4		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0ACB7		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0ACC3		1				1	1		3		1				1	1		
P0ACD4		1	1			1	1		4		1	1			1	1		
P0ACE7		1	1			1	1		4		1	1			1	1		
P0ACF0		1	1		1	1	1	1	6		1	1		1	1	1	2	
P0ACF4		1			1	1	1		4		1			1	1	1		
P0ACF8		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0ACL0		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0ACL2		1	1			1	1		4		1	1			1	1		
P0ACN4		1	1			1	1		4		1	1			1	1		
P0ACP1		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0ACQ4		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0ACR0		1							1		1							
P0ACU5		1							1		1							
P0ACU7		1	1		1	1	1		5		1	1		1	1	1		
P0ACV0		1		1	1	1	1		5		1		1	1	1	1		
P0ACW6		1	1			1	1		4		1	1			1	1		
P0ACY9		1	1						2		1	1						
P0AD07		1	1				1		3		1	1				1		
P0AD24		1				1	1		3		1				1	1		
P0AD33		1				1	1		3		1				1	1		
P0AD65		1	1	1	1	1	1	1	7		1	2	1	1	1	1	1	
P0AD68		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0ADA3		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0ADA5		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0ADB1		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0ADC1		1	1	1	1	1	1	1	7		1	2	1	1	1	1	1	
P0ADC6		1	1	1	1	1	1		6		1	1	1	1	1	1		
P0ADE6		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0ADI7		1					1		2		1					1		
P0ADN2		1	1		1	1	1		5		1	1		1	1	1		
P0ADP0		1		1		1	1		4		1		1		1	1		
P0ADP2		1	1			1	1		4		1	1			1	1		
P0ADP7		1			1	1	1		4		1			1	1	1		
P0ADP9		1				1	1		3		1				1	1		
P0ADQ2		1			1	1	1	1	5		1			1	1	1	1	
P0ADQ5		1	1						2		1	1						
P0ADQ7		1	1	1	1	1	1		6		1	1	1	1	1	1		
P0ADR8		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0ADS2		1	1			1	1		4		1	1			1	1		
P0ADS6		1			1	1	1		4		1			1	1	1		
P0ADS9		1	1		1	1	1		5		1	1		1	1	1		
P0ADT5		1		1		1	1		4		1		1		1	1		
P0ADT8		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0ADU5		1			1	1	1		4		1			1	1	1		
P0ADV5		1	1		1	1	1		5		1	1		1	1	1		
P0ADX9		1	1				1		3		1	1				1		
P0ADZ0		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0ADZ4		1	1			1	1	1	5		1	1			1	1	1	
P0AE01		1	1		1	1	1		5		1	1		1	1	1		
P0AE12		1	1		1	1	1		5		1	1		1	1	1		
P0AE18		1	1		1	1	1		5		1	1		1	1	1		
P0AE45		1			1	1	1	1	5		1			1	1	1	1	
P0AE48		1				1	1		3		1				1	1		
P0AE52		1				1	1		3		1				1	1		
P0AE70		1	1				1		3		1	1				1		
P0AE91		1	1			1	1		4		1	1			1	1		
P0AEC0		1			1	1	1		4		1			1	1	1		
P0AEC8		1			1	1	1		4		1			1	1	1		
P0AED5		1	1			1	1		4		1	1			1	1		
P0AED9		1	1				1		3		1	1				1		
P0AEH1		1			1	1	1		4		1			1	1	1		
P0AEH3		1					1		2		1					1		
P0AEH5		1		1	1	1	1		5		1		1	1	1	1		
P0AEI6		1	1				1		3		1	1				1		
P0AEJ6		1			1	1	1		4		1			1	1	1		
P0AEQ3		1			1	1	1		4		1			1	1	1		
P0AER0		1				1			2		1				1			
P0AES0		1	1		1	1	1		5		1	1		1	1	1		
P0AES9		1			1	1	1		4		1			1	1	1		
P0AEV9		1					1		2		1					1		
P0AEW9		1			1	1	1		4		1			1	1	1		
P0AEY1		1					1		2		1					1		
P0AEY5		1				1	1		3		1				1	1		
P0AF08		1	1		1	1	1		5		1	1		1	1	1		
P0AF20		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0AF24		1			1	1	1	1	5		1			1	1	1	1	
P0AF36		1	1		1	1	1		5		1	1		1	1	1		
P0AF63		1					1		2		1					1		
P0AF67		1				1	1		3		1				1	1		
P0AF90		1				1	1		3		1				1	1		
P0AF93		1			1	1	1		4		1			1	1	1		
P0AF96		1			1	1	1		4		1			1	1	1		
P0AF98		1		1	1	1	1		5		1		1	1	1	1		
P0AFA7		1		1	1	1	1		5		1		1	1	1	1		
P0AFB8		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0AFC3		1			1	1	1	1	5		1			1	1	1	1	
P0AFD1		1	1	1		1	1	1	6		1	1	1		1	1	1	
P0AFD6		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0AFH0		1	1				1		3		1	1				1		
P0AFJ1		1	1		1	1	1		5		1	1		1	1	1		
P0AFL3		1					1		2		1					1		
P0AFM2		1	1				1		3		1	1				1		
P0AFM9		1		1	1	1	1		5		1		1	1	1	1		
P0AFP6		1			1	1	1		4		1			1	1	1		
P0AFR4		1	1			1	1		4		1	1			1	1		
P0AFS7		1		1	1		1		4		1		1	1		1		
P0AFT5		1	1				1		3		1	1				1		
P0AFW8		1	1				1		3		1	1				1		
P0AFX4		1				1	1		3		1				1	1		
P0AFY6		1			1	1	1		4		1			1	1	1		
P0AFY8		1				1	1	1	4		1				1	1	1	
P0AFZ3		1				1	1		3		1				1	1		
P0AG07		1			1	1	1		4		1			1	1	1		
P0AG14		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0AG20		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0AG24		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0AG27		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0AG34		1	1						2		1	1						
P0AG40		1			1	1	1		4		1			1	1	1		
P0AG59		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0AG63		1	1		1	1	1	1	6		1	1		1	1	1	1	
P0AG71		1	1	1	1	1	1		6		1	1	1	1	1	1		
P0AG76		1					1		2		1					1		
P0AG84		1	1		1	1	1		5		1	1		1	1	1		
P0AG86		1	1		1	1	1		5		1	1		1	1	1		
P0AG93		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0AG99		1			1	1	1	1	5		1			1	1	1	1	
P0AGA2		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0AGA6		1					1		2		1					1		
P0AGB0		1	1			1	1		4		1	1			1	1		
P0AGD3		1			1	1	1		4		1			1	1	1		
P0AGE6		1				1	1		3		1				1	1		
P0AGF2		1				1	1		3		1				1	1		
P0AGG0		1			1	1	1		4		1			1	1	1		
P0AGG2		1				1	1		3		1				1	1		
P0AGG4		1	1			1	1	1	5		1	1			1	1	1	
P0AGG8		1			1	1	1		4		1			1	1	1		
P0AGJ2		1	1				1		3		1	1				1		
P0AGJ7		1	1				1		3		1	1				1		
P0AGK4		1	1			1	1		4		1	1			1	1		
P0AGK8		1				1	1		3		1				1	1		
P0AGL2		1	1				1		3		1	1				1		
P0AGL7		1	1				1		3		1	1				1		
P0C018		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0C054		1	1	1		1	1	1	6		1	1	1		1	1	1	
P0C079		1					1		2		1					1		
P0C093		1	1			1	1		4		1	1			1	1		
P0C0K3		1	1				1		3		1	1				1		
P0C0L2		1				1	1		3		1				1	1		
P0C0L7		1			1	1	1	1	5		1			1	1	1	1	
P0C0L9		1				1	1		3		1				1	1		
P0C0S1		1		1	1	1	1	1	6		1		1	1	1	1	1	
P0C243		1							1		1							
P0C8J6		1		1	1	1	1		5		1		1	1	1	1		
P0C8J8		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P0C960		1	1		1	1	1		5		1	1		1	1	1		
P0CE49		1	1			1	1		4		1	1			1	1		
P0CE50		1	1						2		1	1						
P0CE51		1							1		1							
P0CE52		1							1		1							
P0CE53		1							1		1							
P0CE54		1							1		1							
P0CE55		1							1		1							
P0CE56		1							1		1							
P0CE57		1							1		1							
P0CE58		1							1		1							
P0CG19		1				1			2		1				1			
P10100		1			1	1	1	1	5		1			1	1	1	1	
P10371		1	1			1	1		4		1	1			1	1		
P10384		1		1	1	1	1	1	6		1		1	1	1	1	1	
P10443		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P10903		1			1	1	1		4		1			1	1	1		
P10908		1	1				1		3		1	1				1		
P11447		1					1		2		1					1		
P11557		1		1	1	1	1	1	6		1		1	1	1	1	1	
P11880		1			1	1	1		4		1			1	1	1		
P12008		1			1	1	1		4		1			1	1	1		
P12281		1	1			1	1		4		1	1			1	1		
P12282		1	1				1		3		1	1				1		
P13001		1	1		1	1	1		5		1	1		1	1	1		
P13009		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P13024		1	1			1	1		4		1	1			1	1		
P13036		1	1	1	1	1		1	6		1	1	1	1	1		1	
P13445		1			1	1	1		4		1			1	1	1		
P13458		1	1		1		1		4		1	1		1		1		
P13857		1					1		2		1					1		
P14081		1	1			1	1		4		1	1			1	1		
P14175		1	1						2		1	1						
P14900		1				1	1	1	4		1				1	1	1	
P15028		1			1	1	1		4		1			1	1	1		
P15038		1	1		1	1	1	1	6		1	1		1	1	1	1	
P15042		1	1			1	1	1	5		1	1			1	1	1	
P15078		1		1	1	1	1		5		1		1	1	1	1		
P15373		1	1				1		3		1	1				1		
P15770		1				1	1		3		1				1	1		
P15877		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P15993		1				1			2		1				1			
P16918		1	1				1		3		1	1				1		
P16926		1	1		1	1	1	1	6		1	1		1	1	1	1	
P17115		1	1		1	1	1		5		1	1		1	1	1		
P17117		1				1	1		3		1				1	1		
P17443		1		1	1	1	1	1	6		1		1	1	1	1	1	
P17444		1	1				1		3		1	1				1		
P17846		1	1	1	1	1	1		6		1	1	1	1	1	1		
P17854		1	1	1			1		4		1	1	1			1		
P17952		1		1	1	1	1	1	6		1		1	1	1	1	1	
P17994		1	1						2		1	1						
P18133		1	1			1	1		4		1	1			1	1		
P18196		1					1		2		1					1		
P18310		1							1		1							
P18335		1					1		2		1					1		
P18390		1				1	1		3		1				1	1		
P18776		1				1	1		3		1				1	1		
P18843		1	1		1	1	1		5		1	1		1	1	1		
P19318		1	1		1	1	1		5		1	1		1	1	1		
P19934		1		1	1	1	1	1	6		1		1	1	1	1	1	
P21151		1	1		1	1	1		5		1	1		1	1	1		
P21179		1			1	1	1		4		1			1	1	1		
P21362		1	1		1		1		4		1	1		1		1		
P21367		1		1	1	1	1		5		1		1	1	1	1		
P21437		1	1				1		3		1	1				1		
P21865		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P22106		1	1	1	1	1	1		6		1	1	1	1	1	1		
P22259		1			1	1	1	1	5		1			1	1	1	1	
P22333		1		1	1	1	1	1	6		1		1	1	1	1	1	
P22634		1	1			1	1	1	5		1	1			1	1	1	
P22939		1			1	1	1		4		1			1	1	1		
P23331		1	1			1	1		4		1	1			1	1		
P23830		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P23836		1	1		1	1	1		5		1	1		1	1	1		
P23840		1							1		1							
P23871		1				1	1		3		1				1	1		
P23886		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P23894		1		1	1	1	1	1	6		1		1	1	1	1	1	
P23908		1				1	1		3		1				1	1		
P23917		1			1	1	1		4		1			1	1	1		
P23930		1		1	1	1	1	1	6		1		1	1	1	1	1	
P24183		1	1		1	1	1		5		1	1		1	1	1		
P24202		1	1	1	1	1	1		6		1	1	1	1	1	1		
P24205		1	1	1	1	1	1		6		1	2	1	1	1	1		
P24207		1	1		1				3		1	1		1				
P24215		1	1		1	1	1		5		1	1		1	1	1		
P24251		1	1		1	1	1		5		1	1		1	1	1		
P24255		1					1		2		1					1		
P24554		1			1	1	1	1	5		1			1	1	1	1	
P25519		1			1	1	1	1	5		1			1	1	1	1	
P25522		1			1	1	1		4		1			1	1	1		
P25524		1	1		1	1	1		5		1	1		1	1	1		
P25535		1	1		1	1	1		5		1	1		1	1	1		
P25536		1	1				1	1	4		1	1				1	1	
P25552		1					1		2		1					1		
P25746		1			1	1	1		4		1			1	1	1		
P25888		1	1			1	1		4		1	1			1	1		
P25894		1	1		1	1	1	1	6		1	1		1	1	1	1	
P25906		1	1		1	1	1		5		1	1		1	1	1		
P26602		1	1			1	1		4		1	1			1	1		
P26649		1	1				1		3		1	1				1		
P27249		1	1		1	1	1	1	6		1	1		1	1	1	1	
P27294		1	1	1				1	4		1	1	1				1	
P27434		1		1	1	1	1	1	6		1		1	1	1	1	1	
P27550		1	1		1	1	1	1	6		1	1		1	1	1	1	
P27833		1				1	1		3		1				1	1		
P27836		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P27837		1			1		1		3		1			1		1		
P27838		1					1		2		1					1		
P27848		1			1	1	1		4		1			1	1	1		
P28248		1	1		1	1	1		5		1	1		1	1	1		
P28304		1			1	1	1		4		1			1	1	1		
P28629		1	1	1		1			4		1	1	1		1			
P28632		1	1			1	1		4		1	1			1	1		
P28722		1	1				1		3		1	1				1		
P28903		1	1		1	1	1	1	6		1	1		1	1	1	1	
P29012		1				1	1		3		1				1	1		
P29018		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P29131		1	1		1	1	1	1	6		1	1		1	1	1	1	
P30011		1	1			1	1		4		1	1			1	1		
P30014		1					1		2		1					1		
P30125		1	1				1		3		1	1				1		
P30178		1		1		1	1		4		1		1		1	1		
P30744		1			1	1	1		4		1			1	1	1		
P30750		1	1	1	1	1	1		6		1	1	1	1	1	1		
P30843		1	1		1		1		4		1	1		1		1		
P30863		1				1	1		3		1				1	1		
P30870		1	1		1	1	1		5		1	1		1	1	1		
P30871		1	1		1	1	1	1	6		1	1		1	1	1	1	
P31060		1			1		1		3		1			1		1		
P31142		1			1	1	1		4		1			1	1	1		
P31433		1		1	1	1	1	1	6		1		1	1	1	1	1	
P31473		1	1		1	1	1		5		1	1		1	1	1		
P31547		1			1	1	1		4		1			1	1	1		
P31677		1		1	1	1	1		5		1		1	1	1	1		
P31802		1			1	1	1	1	5		1			1	1	1	1	
P31827		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P32053		1	1						2		1	1						
P32128		1							1		1							
P32131		1			1	1	1		4		1			1	1	1		
P32132		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P32144		1	1			1	1		4		1	1			1	1		
P32157		1	1				1		3		1	1				1		
P32675		1	1		1				3		1	1		1				
P32680		1				1	1	1	4		1				1	1	1	
P32681		1				1	1		3		1				1	1		
P32684		1			1	1	1		4		1			1	1	1		
P32695		1	1		1	1	1		5		1	1		1	1	1		
P33012		1					1		2		1					1		
P33018		1					1		2		1					1		
P33021		1							1		1							
P33024		1							1		1							
P33030		1				1	1		3		1				1	1		
P33195		1	1		1	1	1	1	6		1	1		1	1	1	1	
P33218		1			1	1	1		4		1			1	1	1		
P33346		1	1		1		1		4		1	1		1		1		
P33368		1	1				1		3		1	1				1		
P33607		1			1	1	1		4		1			1	1	1		
P33644		1	1				1		3		1	1				1		
P33920		1	1	1	1	1	1		6		1	1	1	1	1	1		
P34209		1	1		1	1	1		5		1	1		1	1	1		
P35340		1	1		1	1	1		5		1	1		1	1	1		
P36561		1	1	1	1	1	1		6		1	1	1	1	1	1		
P36649		1	1			1	1		4		1	1			1	1		
P36661		1	1						2		1	1						
P36672		1			1	1	1	1	5		1			1	1	1	1	
P36680		1	1		1	1	1		5		1	1		1	1	1		
P36879		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P36928		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P36929		1	1		1	1	1	1	6		1	1		1	1	1	1	
P37051		1	1		1	1	1		5		1	1		1	1	1		
P37128		1	1				1		3		1	1				1		
P37146		1	1				1		3		1	1				1		
P37194		1		1	1	1	1	1	6		1		1	1	1	1	1	
P37327		1		1	1	1	1		5		1		1	1	1	1		
P37342		1	1		1		1		4		1	1		1		1		
