Merge ID	Gevaert2002	Taoka2004	Arifuzzaman2006	Ji2006	Iwasaki2009	Masuda2009	Iwasaki2010	Thein2010	# Studies	Gevaert2002 Duplicates	Taoka2004 Duplicates	Arifuzzaman2006 Duplicates	Ji2006 Duplicates	Iwasaki2009 Duplicates	Masuda2009 Duplicates	Iwasaki2010 Duplicates	Thein2010 Duplicates	
P76316	1	1	1			1	1		5	1	1	1			1	1		
P25714	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P00350	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P31119	1		1	1	1	1	1	1	7	1		1	1	1	1	1	1	
P00509	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0ABD5	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P24182	1	1	1		1	1	1	1	7	1	2	1		1	1	1	1	
P0A9Q5	1	1	1		1	1	1	1	7	1	2	1		1	1	1	1	
P0A9G6	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A6A3	1	1			1	1	1	1	6	1	1			1	1	1	1	
P25516	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P36683	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AE06	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P31224	1		1	1	1	1	1	1	7	1		1	1	1	1	1	1	
P0ACS9	1		1				1		3	1		2				1		
P25437	1	1				1	1		4	1	1				1	1		
P0A9Q7	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P33234	1		1						2	1		1						
P37127	1		1		1				3	1		1		1				
P23872	1						1		2	1						1		
P42906	1		1						2	1		1						
P06720	1	1	1		1		1		5	1	1	1		1		1		
P19926	1	1			1	1	1		5	1	1			1	1	1		
P0AE08	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P33224	1	1	1		1	1	1		6	1	1	1		1	1	1		
P00561	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P08660	1					1	1		3	1					1	1		
P25553	1	1			1	1	1		5	1	1			1	1	1		
P0A991	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A6B4	1		1			1	1		4	1		1			1	1		
P39265	1	1	1				1		4	1	1	1				1		
P68767	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P15034	1	1			1	1	1		5	1	1			1	1	1		
P25718	1				1		1		3	1				1		1		
P26612	1				1		1		3	1				1		1		
P0AE22	1	1	1			1	1		5	1	2	1			1	1		
P26459	1			1	1	1	1		5	1			1	1	1	1		
P02924	1	1	1				1		4	1	1	1				1		
P0A9Q1	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AEC3	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
Q46807	1	1					1		3	1	1					1		
P0A6D3	1	1	1		1		1		5	1	1	1		1		1		
P07639	1	1			1	1	1		5	1	1			1	1	1		
P0A6D7	1	1	1			1	1		5	1	1	1			1	1		
P30859	1	1	1			1	1		5	1	1	1			1	1		
P00805	1	1	1		1	1	1		6	1	1	1		1	1	1		
P28249	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P00963	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AC38	1	1			1	1	1	1	6	1	1			1	1	1	1	
P0A6E4	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
Q59385	1	1		1	1	1	1		6	1	1		1	1	1	1		
P0A951	1		1			1	1	1	5	1		1			1	1	1	
P0ABB8	1	1			1	1	1	1	6	1	1			1	1	1	1	
P0ABB0	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0ABB4	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0ABA4	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0ABA6	1	1	1	1	1	1	1	1	8	1	1	1	2	1	1	1	1	
P37617	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P09053	1	1			1	1	1		5	1	1			1	1	1		
P0AEC5	1		1	1	1	1	1	1	7	1		1	1	1	1	1	1	
P0ABD3	1	1			1	1	1		5	1	1			1	1	1		
P00722	1	1	1		1				4	1	1	1		1				
Q46829	1	1	1		1	1	1		6	1	1	1		1	1	1		
P33363	1	1	1		1	1	1		6	1	1	1		1	1	1		
P06129	1	1		1	1	1	1		6	1	1		1	1	1	1		
P06610	1	1	1			1	1		5	1	1	1			1	1		
P31551	1		1						2	1		1						
P00864	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P00968	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P13029	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P36659	1	1			1	1	1		5	1	1			1	1	1		
P0ABF6	1	1				1	1		4	1	1				1	1		
P0A6F5	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0ABH7	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P31660	1				1	1	1		4	1				1	1	1		
P0ABH9	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P63284	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A6G7	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A6H8	1			1	1	1	1	1	6	1			1	1	1	1	1	
P75960	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P0AE78	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AE82	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AE85	1		1				1		3	1		1				1		
P0AE88	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0ACJ8	1	1			1	1	1	1	6	1	1			1	1	1	1	
P77239	1		1	1				1	4	1		1	1				1	
P0ABJ9	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0ABJ1	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0ABI8	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A9D4	1	1			1	1	1		5	1	1			1	1	1		
P0AEA8	1	1					1		3	1	1					1		
P0ABK5	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P16703	1		1						2	1		1						
P22255	1	1	1				1		4	1	1	1				1		
P0A6J3	1				1	1	1		4	1				1	1	1		
P0ACN7	1		1				1		3	1		1				1		
P0AEB2	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P08506	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A6L2	1	1	1		1	1	1		6	1	1	1		1	1	1		
P04036	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P69908	1	1	1		1	1	1		6	1	1	1		1	1	1		
P69910	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A9H3	1		1		1	1	1		5	1		1		1	1	1		
P24169	1		1				1		3	1		1				1		
P24171	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AEE1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P29680	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A9P6	1	1	1	1		1	1	1	7	1	1	1	1		1	1	1	
P0C0V0	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A6K6	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P0A6L0	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0ABP8	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0ACK5	1		1			1	1		4	1		1			1	1		
P0AEE5	1	1	1		1	1	1		6	1	1	1		1	1	1		
P17445	1	1	1			1	1		5	1	1	1			1	1		
P0A9Q9	1	1		1		1	1		5	1	1		1		1	1		
P00393	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AC13	1	1			1	1	1		5	1	1			1	1	1		
P0AC41	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P07014	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
Q46857	1	1			1	1	1	1	6	1	1			1	1	1	1	
P06149	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A9P0	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P56262	1	1	1				1		4	1	1	1				1		
P18775	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P0ACB0	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P08622	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A6Y8	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A988	1	1			1	1	1		5	1	1			1	1	1		
P06710	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AEF4	1								1	1								
P77510	1		1		1				3	1		1		1				
P00582	1	1	1		1	1	1		6	1	1	1		1	1	1		
P23847	1	1	1		1	1	1		6	1	1	1		1	1	1		
P37313	1			1	1	1	1		5	1			1	1	1	1		
P0ABT2	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AEG4	1	1	1			1	1		5	1	1	1			1	1		
P0AEG6	1	1	1			1	1		5	1	1	1			1	1		
P77202	1		1				1		3	1		1				1		
P77488	1	1			1	1	1	1	6	1	1			1	1	1	1	
P0A9B6	1	1				1	1		4	1	1				1	1		
P0A6M8	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A6P1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0CE47	1	1		1	1	1	1	1	7	2	1		1	1	1	1	1	
P77257	1		1		1	1	1		5	1		1		1	1	1		
P27303	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P52599	1						1		2	1						1		
P0A6P5	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A6P7	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A6P9	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0ADI4	1					1	1		3	1					1	1		
P39176	1	1			1	1	1		5	1	1			1	1	1		
P38134	1		1		1	1	1		5	1		1		1	1	1		
P76555	1		1				1		3	1		1				1		
P0ACZ4	1		1			1	1		4	1		1			1	1		
P04995	1	1			1		1		4	1	1			1		1		
P09030	1	1	1		1	1	1		6	1	1	1		1	1	1		
P07648	1		1		1		1		4	1		1		1		1		
P0A6Q3	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A953	1	1			1	1	1	1	6	1	1			1	1	1	1	
P0AAI9	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AAI5	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0AEK2	1			1	1	1	1	1	6	1			1	1	1	1	1	
P0A6R0	1	1			1	1	1	1	6	1	1			1	1	1	1	
P0AEK4	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A6Q6	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P21177	1	1	1		1	1	1		6	1	1	1		1	1	1		
P13669	1					1			2	1					1			
P0AAJ3	1	1	1		1	1	1		6	1	1	1		1	1	1		
P32176	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P28861	1		1			1	1		4	1		1			1	1		
P16869	1			1	1	1			4	1			1	1	1			
P20605	1						1		2	1						1		
P31697	1		1		1	1	1		5	1		1		1	1	1		
P30130	1				1	1			3	1				1	1			
P0A6R3	1	1	1			1	1		5	1	1	1			1	1		
P0A9L3	1				1	1	1		4	1				1	1	1		
P0ABW9	1						1		2	1						1		
P31068	1								1	1								
P0AEM9	1	1	1	1		1	1		6	1	1	1	1		1	1		
P23882	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A9E5	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AC19	1	1	1			1	1		5	1	1	1			1	1		
P00363	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0AC47	1	1			1	1	1		5	1	1			1	1	1		
P0AEN1	1		1	1		1	1		5	1		1	1		1	1		
P0AAI3	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P10121	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A9A6	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P69922	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A9S1	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AC33	1	1	1		1	1	1		6	1	1	1		1	1	1		
P14407	1	1	1		1	1	1		6	1	1	1		1	1	1		
P05042	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A9A9	1	1	1			1	1		5	1	1	1			1	1		
P0A9B2	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P33898	1						1		2	1						1		
P0AC53	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A6T1	1	1	1		1	1	1		6	1	1	1		1	1	1		
P25526	1	1	1		1	1	1		6	1	1	1		1	1	1		
P22256	1	1	1		1	1	1		6	1	1	1		1	1	1		
P09147	1	1			1	1	1		5	1	1			1	1	1		
P0AAB6	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AEP3	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P39829	1	1	1		1	1	1		6	1	1	1		1	1	1		
P23522	1		1			1	1		4	1		1			1	1		
P0ABQ2	1	1	1		1	1	1		6	1	1	1		1	1	1		
P27248	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A6U3	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A6U5	1	1			1		1		4	1	1			1		1		
P0AEP9	1		1	1			1		4	1		1	1			1		
P52073	1				1	1	1		4	1				1	1	1		
P52074	1		1		1	1	1		5	1		1		1	1	1		
P0A9S5	1	1	1		1	1	1		6	1	1	1		1	1	1		
P37747	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A6U8	1	1			1	1	1	1	6	1	1			1	1	1	1	
P07762	1		1		1	1	1		5	1		1		1	1	1		
P15067	1						1		2	1						1		
P17169	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0ACC7	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A9C5	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P0A9Z1	1	1	1			1	1		5	1	1	1			1	1		
P10346	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0AC84	1	1				1	1		4	1	1				1	1		
P0A9C0	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P13033	1	1			1	1	1		5	1	1			1	1	1		
P0A996	1	1	1		1		1	1	6	1	1	1		1		1	1	
P13035	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A6F3	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P09394	1	1	1			1	1		5	1	1	1			1	1		
P08194	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P0A9C9	1	1			1	1	1	1	6	1	1			1	1	1	1	
P0AC59	1	1	1		1	1	1		6	1	1	1		1	1	1		
P09831	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P09832	1	1	1				1		4	1	1	1				1		
P37902	1	1	1				1		4	1	1	1				1		
P0AAG3	1			1			1		3	1			1			1		
P0A825	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P77695	1	1	1			1	1		5	1	1	1			1	1		
P0ACP5	1	1	1		1	1	1		6	1	1	1		1	1	1		
P32662	1	1				1	1		4	1	1				1	1		
P0A6W5	1	1	1		1	1	1		6	1	1	1		1	1	1		
P30128	1		1		1		1		4	1		1		1		1		
P09372	1	1	1		1	1	1		6	1	1	1		1	1	1		
P23893	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0A6W9	1	1			1	1	1		5	1	1			1	1	1		
P04425	1	1	1		1	1	1		6	1	1	1		1	1	1		
P06715	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A9D2	1	1	1			1	1		5	1	1	1			1	1		
P04079	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P76641	1		1		1		1		4	1		1		1		1		
P0AES2	1					1	1		3	1					1	1		
Q46915	1		1				1		3	1		1				1		
P0AES4	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0AES6	1	1	1	1	1	1	1	1	8	1	2	1	1	1	1	1	1	
P0AET2	1	1			1	1	1		5	1	1			1	1	1		
P0AET8	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0ACB2	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P36553	1	1	1						3	1	1	1						
P09127	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P60240	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0ABC3	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P0ABC7	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0ACE3	1		1				1		3	1		1				1		
P23873	1		1						2	1		1						
P60757	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AEU0	1	1	1			1	1		5	1	1	1			1	1		
P0AEU7	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P24232	1	1				1	1	1	5	1	1				1	1	1	
P0AEV1	1				1	1	1		4	1				1	1	1		
P77494	1								1	1								
P28630	1						1	1	3	1						1	1	
P0ABS8	1		1		1		1		4	1		1		1		1		
P43329	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A6Z3	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P25666	1				1	1	1		4	1				1	1	1		
P16431	1		1		1	1			4	1		1		1	1			
P71229	1		1						2	1		1						
P24193	1	1				1	1		4	1	1				1	1		
P30131	1		1				1		3	1		1				1		
P0A8S1	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P16528	1	1	1				1	1	5	1	1	1				1	1	
P08200	1	1		1	1	1	1		6	1	1		1	1	1	1		
P0A705	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A707	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A6X7	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A6Y1	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P05793	1		1	1	1	1	1		6	1		1	1	1	1	1		
P05791	1	1					1		3	1	1					1		
P0ADG7	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0AEW6	1	1			1	1	1		5	1	1			1	1	1		
P76071	1								1	1								
P0C5W4	1								1	1								
P0ADH3	1								1	1								
P0A6B7	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AD57	1	1			1	1	1		5	1	1			1	1	1		
P62620	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0AD59	1	1					1		3	1	1					1		
P0A796	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P06999	1	1	1		1	1	1		6	1	1	1		1	1	1		
P69441	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AB77	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A6I0	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A715	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A717	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AD61	1	1	1		1	1	1		6	1	1	1		1	1	1		
P21599	1	1			1	1	1	1	6	1	1			1	1	1	1	
P06992	1	1	1		1	1	1		6	1	1	1		1	1	1		
P03023	1	1	1			1	1	1	6	1	1	1			1	1	1	
P69451	1					1	1		3	1					1	1		
P52643	1	1			1	1	1		5	1	1			1	1	1		
P60785	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A7C2	1	1				1	1		4	1	1				1	1		
P60716	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P33232	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P61316	1	1	1				1		4	1	2	1				1		
P61320	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A9M0	1	1	1		1	1	1		6	1	1	1		1	1	1		
P63224	1	1	1		1	1	1		6	1	1	1		1	1	1		
P10441	1	1	1		1	1	1		6	1	1	1		1	1	1		
P21645	1				1	1	1		4	1				1	1	1		
P36771	1					1	1		3	1					1	1		
P0ACJ0	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P45578	1	1	1	1		1	1		6	1	1	1	1		1	1		
P75830	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0AEX9	1	1	1		1	1	1		6	1	1	1		1	1	1		
P68187	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P15977	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P23256	1						1		2	1						1		
P00946	1	1			1	1	1		5	1	1			1	1	1		
P26616	1	1	1		1	1	1		6	1	1	1		1	1	1		
P76558	1	1	1		1	1	1		6	1	1	1		1	1	1		
P08997	1	1	1		1	1	1		6	1	1	1		1	1	1		
P37330	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0ACD8	1		1		1	1	1		5	1		1		1	1	1		
P0ACE0	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P69739	1	1		1	1	1	1		6	1	1		1	1	1	1		
P61889	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P33136	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0ABU0	1	1	1		1	1	1		6	1	1	1		1	1	1		
P29208	1		1			1	1		4	1		1			1	1		
P17109	1					1	1		3	1					1	1		
P0A8U6	1	1				1	1		4	1	1				1	1		
P0A817	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P30958	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AAG8	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A731	1		1			1	1		4	1		1			1	1		
P77044	1						1		2	1						1		
P77580	1		1				1		3	1		1				1		
P16384	1	1		1	1		1		5	1	1		1	1		1		
P0AEZ3	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A734	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P0A908	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P50456	1		1	1	1	1	1		6	1		1	1	1	1	1		
P0AEZ9	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A738	1	1	1		1	1	1		6	1	1	1		1	1	1		
P30749	1	1	1			1	1		5	1	1	1			1	1		
P0AF03	1	1				1	1		4	1	1				1	1		
P0ACR9	1	1	1		1	1	1		6	1	1	1		1	1	1		
P33940	1		1			1			3	1		1			1			
P60390	1	1	1			1	1	1	6	1	1	1			1	1	1	
P0A9X4	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P31120	1	1	1		1	1	1		6	1	1	1		1	1	1		
P60752	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P25738	1	1					1		3	1	1					1		
P09424	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AF12	1	1	1		1	1	1		6	1	1	1		1	1	1		
P22523	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P22524	1	1	1		1	1	1		6	1	1	1		1	1	1		
P60293	1	1	1			1	1		5	1	1	1			1	1		
P69776	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0A749	1	1			1	1	1	1	6	1	1			1	1	1	1	
P22188	1	1	1		1	1	1		6	1	1	1		1	1	1		
P23909	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P27278	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0AF18	1	1	1			1	1		5	1	1	1			1	1		
P0A759	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P75949	1	1	1			1	1		5	1	1	1			1	1		
P33937	1		1		1	1	1		5	1		1		1	1	1		
P09152	1	1	1		1	1	1		6	1	1	1		1	1	1		
P11349	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AF28	1	1	1		1	1	1		6	1	1	1		1	1	1		
P19319	1		1		1	1	1		5	1		1		1	1	1		
P68739	1		1		1		1		4	1		1		1		1		
P38489	1	1	1			1	1		5	1	1	1			1	1		
P13738	1						1		2	1						1		
P0A903	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0A6L4	1	1	1		1	1	1		6	1	1	1		1	1	1		
P33599	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AFC7	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P31979	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P33602	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AFF6	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AFG0	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AFG3	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0AFG6	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0AFG8	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P06959	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A910	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	2	
P06996	1	1		1	1	1	1		6	1	1		1	1	1	1		
P02931	1	1	1	1	1	1	1	1	8	1	1	2	1	1	1	1	1	
P34210	1	1							2	1	1							
P0AA16	1	1	1		1	1	1		6	1	1	1		1	1	1		
P09169	1	1		1	1	1	1		6	1	1		1	1	1	1		
P0A917	1			1	1	1		1	5	1			1	1	1		1	
P27298	1	1			1	1	1		5	1	1			1	1	1		
P23843	1	1			1	1	1		5	1	1			1	1	1		
P0AFH2	1			1	1	1	1		5	1			1	1	1	1		
P76027	1	1	1		1	1	1		6	1	1	2		1	1	1		
P77737	1		1	1	1	1	1	1	7	1		1	1	1	1	1	1	
P0AFH8	1	1			1	1	1		5	1	1			1	1	1		
P31554	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P31678	1	1	1		1	1	1		6	1	1	1		1	1	1		
P62066	1								1	2								
P31057	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P31663	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AFI2	1	1			1	1	1	1	6	1	1			1	1	1	1	
P20083	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P02918	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P02919	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0ABF1	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P19624	1		1				1		3	1		1				1		
P05459	1	1	1			1	1		5	1	1	1			1	1		
P0AFI7	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P40191	1	1				1	1		4	1	1				1	1		
P37095	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P15288	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A7C6	1	1	1			1	1		5	1	1	1			1	1		
P21165	1	1			1	1	1		5	1	1			1	1	1		
P29745	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AFI9	1		1	1	1		1		5	1		1	1	1		1		
P0A9N4	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P09373	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P75793	1		1				1		3	1		1				1		
P0A799	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P36938	1		1		1	1	1		5	1		1		1	1	1		
P0A9J8	1		1		1	1	1		5	1		1		1	1	1		
P0AFJ5	1	1	1				1		4	1	1	1				1		
P0A9K3	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A9K7	1	1		1	1	1	1		6	1	1		1	1	1	1		
P00490	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P96329	1								1	1								
P10030	1								1	1								
P0AFJ7	1	1		1	1	1	1		6	1	1		1	1	1	1		
P0A7A7	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
