Merge ID	Ishihama2008_fin	Masuda2009_fin2	Taniguchi2010_fin_mmol	PengTable_fin	Thein_MergeMethods	ORList_Wide_8(over_500)_LB	ORList_Focused_16(below_500)_LB	K12_outofrange	OurStudy_Feb2011_Common	# Studies	TableS6_MatchingK12_BL21(DE3)_V2_basicProteome Duplicates	Entry name (Uniprot)	PAI lysate	emPAI	emPAI-derived copy no/cell (see Figure 2)	CAI	emPAI Value	Copy number per cell	mMol	molecules/cell (1molec/cell=10nM)	APEX	2D mol/cell	Mean emPAI value	MTH1/1	MTH1/2	MTH1/3	MTH2/1	MTH2/2	MTH2/3	MTH3/1	MTH3/2	MTH3/3	MTH4/1	MTH4/2	MTH4/3	MTH5/1	MTH5/2	MTH5/3
P69811	0	1	0	1	0	1	1	0	1	5	F1	PTFAH_ECOLI					0.87	41.26				9524.51																
P69808	0	0	0	1	0	1	0	0	0	2	G	PTFB1_ECOLI																										
P69816	0	0	1	1	0	0	0	0	0	2	F1	PTFB2_ECOLI							0.0052567	525.67																		
P20966	0	0	0	1	1	1	0	0	1	4	B	PTFBC_ECOLI											0.23	0.23	0.37	0.52			0.12		0.06			0.06				
P32672	0	0	0	1	0	0	0	0	0	1	B	PTFC2_ECOLI																										
P32154	0	0	0	1	0	0	0	0	0	1	B	PTFLB_ECOLI																										
P77439	0	0	0	1	0	1	0	0	1	3	F1	PTFX1_ECOLI																										
P0A7D1	1	1	1	1	0	1	1	0	1	7	A	PTH_ECOLI	0.62	3.12E+00	5.61E+02		5.11	229.62	0.0080232	802.32																		
P05706	0	1	0	1	0	1	0	0	0	3	F1	PTHA_ECOLI					4.62	208.24																				
P56580	0	0	0	1	0	1	0	0	0	2	B	PTHB_ECOLI																										
P56579	0	0	0	1	1	1	1	0	0	4	B	PTHC_ECOLI											0.16	0.16														
P0AA04	1	1	0	1	0	1	1	0	1	6	A	PTHP_ECOLI	4	1.00E+04	6.10E+04		55.23	2308.02																				
P24241	0	0	0	1	0	1	0	0	0	2	B	PTIBC_ECOLI																										
P69828	1	1	1	1	1	1	1	0	1	8	F1	PTKA_ECOLI	1.14	1.29E+01	1.28E+03		13.68	596.53	0.024126	2412.6	16057.25		0.7	0.2	1.07		0.72	0.44	1.07									
P37188	1	1	1	1	0	1	1	0	1	7	F1	PTKB_ECOLI	0.75	4.62E+00	7.04E+02		99	4064.14	0.027256	2725.6	9635.27																	
P69831	1	1	0	1	1	1	1	0	1	7	B	PTKC_ECOLI	0.22	6.68E-01	2.29E+02		2.59	118.82					0.26		0.14		0.09	0.23	0.23	0.3	0.39	0.22	0.22	0.3	0.3	0.49	0.14	0.3
P69824	1	0	0	1	0	0	1	0	0	3	F1	PTMA_ECOLI	0.17	4.68E-01	1.86E+02	0.55																						
P69826	0	0	0	1	0	1	0	0	0	2	B	PTMCB_ECOLI																										
P69797	1	1	1	1	1	1	1	0	1	8	F1	PTNAB_ECOLI	0.69	3.92E+00	6.40E+02	0.42	12.69	554.63	0.024573	2457.3		1885.73	0.51	0.2			0.09	0.72	0.09	0.88		1.06						
P19642	0	0	0	1	0	1	0	0	0	2	B	PTOCB_ECOLI																										
P42909	0	0	0	1	0	1	0	0	0	2	A	PTPB1_ECOLI																										
P42910	0	0	0	1	0	0	0	0	0	1	B	PTPC1_ECOLI																										
P69795	0	0	0	1	0	1	0	0	0	2	F1	PTQB_ECOLI																										
P08722	0	0	0	1	0	1	0	0	1	3	B	PTV3B_ECOLI																										
P09323	1	1	0	1	1	1	1	0	1	7	B	PTW3C_ECOLI	0.29	9.31E-01	2.78E+02	0.51	7.91	350.74					0.13		0.05			0.11	0.18			0.15		0.21		0.15	0.1	0.05
P77272	0	0	0	1	0	1	0	0	1	3	B	PTYBC_ECOLI																										
P0AG18	1	1	0	1	0	1	1	0	1	6	A	PUR6_ECOLI	1.67	4.54E+01	2.66E+03	0.44	0.67	32.03			2947.32	3867.34																
P0ACP7	1	1	0	1	0	1	0	0	1	5	A	PURR_ECOLI	0.44	1.78E+00	4.05E+02	0.43	1.99	92.03			1412.17	1502.19																
P33221	1	1	0	1	0	1	0	0	1	5	A	PURT_ECOLI	0.82	5.66E+00	7.92E+02		0.23	11.36			2810.61																	
P07117	0	1	1	1	1	1	1	0	1	7	B	PUTP_ECOLI					1.78	83	0.013638	1363.8			0.06			0.06												
P78061	0	0	0	1	0	1	0	0	1	3	A	PUUA_ECOLI																										
P37906	0	0	0	1	0	1	0	0	1	3	A	PUUB_ECOLI																										
P23883	0	0	0	1	0	1	0	0	1	3	A	PUUC_ECOLI																										
P76038	0	0	0	1	0	1	0	0	1	3	A	PUUD_ECOLI																										
P50457	0	0	0	1	0	1	0	0	1	3	A	PUUE_ECOLI																										
P76037	0	0	0	1	0	0	0	0	0	1	B	PUUP_ECOLI																										
P0A9U6	0	0	0	1	0	1	0	0	1	3	A	PUUR_ECOLI																										
P28304	1	1	1	1	0	1	0	0	1	6	A	QOR1_ECOLI	0.13	3.34E-01	1.53E+02	0.32	0.55	26.45	0.016686	1668.6																		
P0AD49	1	1	1	1	0	1	1	0	1	7	A	RAIA_ECOLI	2.17	1.46E+02	5.23E+03	0.37	67.13	2788.66	0.45956	45956																		
P60240	1	1	1	1	1	1	0	0	1	7	A	RAPA_ECOLI	0.46	1.91E+00	4.21E+02		1.92	88.89	0.010385	1038.5	99.13		0.12		0.12		0.12		0.19			0.06						
P31473	0	1	1	1	0	1	0	0	1	5	A	RAVA_ECOLI					0.15	7.51	0.0051934	519.34																		
P0ACQ0	0	0	0	1	0	1	0	0	1	3	A	RBSR_ECOLI																										
P69405	0	0	0	1	0	1	0	0	0	2	A	RCSA_ECOLI																										
P69411	1	1	0	1	1	1	1	0	1	7	I	RCSF_ECOLI	0.5	2.16E+00	4.53E+02	0.32	4.62	208.24					0.37		0.52	0.23			0.22	0.23	0.23	0.23	0.23	0.88	0.52		0.23	0.52
P0A7G6	1	1	0	1	1	1	1	0	0	6	F1	RECA_ECOLI	0.73	4.41E+00	6.86E+02		10.22	449.64			891.99		0.28		0.18			0.11	0.11		0.65		0.52		0.28			0.08
P15043	0	0	1	1	0	1	0	0	0	3	A	RECQ_ECOLI							0.00078488	78.488																		
P0AG20	0	1	0	1	1	1	0	0	1	5	A	RELA_ECOLI					0.46	22.25					0.04		0.04													
P25740	0	1	0	1	0	1	0	0	1	4	A	RFAG_ECOLI					0	15																				
P25741	0	1	0	1	0	1	0	0	1	4	A	RFAP_ECOLI					0.23	11.36																				
P25742	0	0	0	1	0	1	0	0	1	3	A	RFAQ_ECOLI																										
P37759	1	1	0	1	0	1	1	0	1	6	A	RMLB1_ECOLI	0.94	7.80E+00	9.55E+02	0.31	11.33	496.91			3699.38	383.54																
P37760	1	1	1	1	1	1	0	0	1	7	A	RMLD_ECOLI	0.5	2.16E+00	4.53E+02	0.28	6.02	269.17	0.021033	2103.3	979.29		0.1	0.1														
P27832	0	0	0	1	0	0	0	0	0	1	A	RFFC_ECOLI																										
P77215	0	0	0	1	0	1	0	0	0	2	A	RHMD_ECOLI																										
P09378	0	0	0	1	0	1	0	0	0	2	A	RHAR_ECOLI																										
P27125	0	0	0	1	0	0	0	0	1	2	B	RHAT_ECOLI																										
P0AA67	0	0	0	1	0	1	0	0	1	3	B	RHTA_ECOLI																										
P0AG34	0	0	0	1	0	1	0	0	1	3	B	RHTB_ECOLI																										
P0AG38	0	0	0	1	0	0	0	0	1	2	B	RHTC_ECOLI																										
P22564	0	1	0	1	0	1	0	0	1	4	A	RIHC_ECOLI					2.59	118.82																				
P13857	0	0	0	1	0	1	0	0	0	2	A	RIML_ECOLI																										
P0A7L0	1	1	0	1	1	1	1	0	1	7	A	RL1_ECOLI	4.27	1.87E+04	8.78E+04		53.12	2222.48			14447.57		0.84	1.14	0.88			0.05	0.22		0.88		2.55		0.88	0.14		
P0A7J7	1	1	0	1	1	1	1	0	1	7	A	RL11_ECOLI	2.67	4.63E+02	1.02E+04		11.59	507.96			12449.73		1.39	1.8	2.44	3.23		0.47	0.47		2.41	0.51	0.51		1.8	0.23		
P0A7L3	1	1	0	1	1	1	1	0	1	7	A	RL20_ECOLI	3	9.99E+02	1.60E+04		11.59	507.96			4998.25		1.03	0.97	1.48	1.48			0.11	2.11	0.97	0.57		0.57	0.57		1.48	
P0AG48	1	1	0	1	1	1	1	0	1	7	A	RL21_ECOLI	2	9.90E+01	4.18E+03		18.31	791.36			17757.45		1.37	1.19	3.79	2.69		0.12				0.3	1.19				0.3	
P0ADZ0	1	1	0	1	1	1	1	0	1	7	A	RL23_ECOLI	5.5	3.16E+05	4.53E+05		38.81	1639.38			37317.23		0.31		0.31													
P68919	1	1	0	1	1	1	1	0	1	7	A	RL25_ECOLI	3.5	3.16E+03	3.12E+04	0.76	132.35	5385.32			21500.5		2.9	3.07	4.4	8.47		0.08	0.08		1.32							
P0A7L8	1	1	0	1	1	1	1	0	1	7	A	RL27_ECOLI	3	9.99E+02	1.60E+04		214.44	8598.07					0.95	0.9		2.61		0.17	0.17			0.9						
P0A7M2	1	1	0	1	1	1	1	0	1	7	A	RL28_ECOLI	3.8	6.31E+03	4.67E+04		25.83	1104.73			9283.19		0.54	1.65	0.38	0.38		0.07				0.38	0.38					
P0AG51	1	1	0	1	1	1	0	0	1	6	A	RL30_ECOLI	6.5	3.16E+06	1.73E+06		157.49	6374.36			8799.16		2.06		1.39	4.71		0.08										
P0A7M9	1	1	0	1	0	1	0	0	1	5	A	RL31_ECOLI	5.33	2.15E+05	3.63E+05		45.42	1909.42			1951																	
P0A7N1	0	0	0	1	0	1	0	0	0	2	A	RL31B_ECOLI																										
P0A7N4	1	1	0	1	1	1	0	0	1	6	A	RL32_ECOLI	3.67	4.64E+03	3.90E+04		463.16	18139.54					0.87		0.56	1.42		0.06			1.42							
P0A7N9	1	1	0	1	1	1	0	0	1	6	A	RL33_ECOLI	10	1.00E+10	1.86E+08		176.83	7.132			13631.11		0.59		0.57				0.6									
P0A7Q6	0	0	0	1	1	1	0	0	1	4	A	RL36_ECOLI											0.81			0.81												
P62399	1	1	0	1	1	1	1	0	1	7	A	RL5_ECOLI	3.55	3.51E+03	3.32E+04		411.46	16.173			17624.22		1.78	2.97	2.97	1.92		0.9		4.39	2.97	0.58	0.85	0.36	1.51	0.17		
P0A7K2	1	1	0	1	1	1	1	0	1	7	A	RL7_ECOLI	7.4	2.51E+07	5.76E+06		9.999	356580.75			109420.2	12145.35	0.72	1.09	1.09	0.63	0.49	0.82	0.82			0.28		1.09	0.63		0.27	
P0A7R1	1	1	0	1	1	1	1	0	1	7	A	RL9_ECOLI	3	9.99E+02	1.60E+04		17.74	767.47			18725.37	37362.93	3.94	6.02	14.32	7.54		0.07	0.03		7.54	0.48	2.22	1.18	3.76			0.22
P75782	0	1	1	1	0	1	0	0	1	5	A	RLMF_ECOLI					0.36	17.54	0.008455	845.5																		
P10100	0	1	0	1	1	1	1	0	1	6	I	RLPA_ECOLI					0.93	44.02					0.41		0.74	0.32			0.18									
P0AFW2	0	0	0	1	0	1	0	0	0	2	A	RMF_ECOLI																										
P37744	1	1	0	1	0	1	1	0	1	6	B	RMLA1_ECOLI	0.94	7.66E+00	9.45E+02		10.29	452.62																				
P77179	0	0	0	1	0	0	0	0	1	2	B	RNFE_ECOLI																										
P0A8V0	0	1	0	1	0	1	0	0	0	3	A	RNZ_ECOLI					0.54	25.99																				
P0ABG7	0	0	0	1	0	1	0	0	1	3	B	RODA_ECOLI																										
P27434	1	1	1	1	1	1	1	0	1	8	B	RODZ_ECOLI	0.78	4.99E+00	7.37E+02	0.34	4.01	181.53	0.0054145	541.45			0.27			0.14		0.3	0.69	0.09	0.42	0.19	0.09					
P24255	0	0	1	1	0	1	0	0	1	4	A	RP54_ECOLI							0.017079	1707.9																		
P37351	0	0	1	1	0	0	0	0	0	2	A	RPIB_ECOLI							0.0041177	411.77	10409.04																	
P0ACS7	0	0	0	1	0	1	0	0	1	3	B	RPIR_ECOLI																										
P13445	0	0	0	1	0	1	1	0	1	4	A	RPOS_ECOLI																										
P0A800	1	1	1	1	0	1	1	0	1	7	A	RPOZ_ECOLI	3.2	1.58E+03	2.09E+04	0.59	25.83	1104.73	0.68055	68055	3700.2	18601.56																
P0A8R0	1	1	1	1	0	1	1	0	1	7	A	RRAA_ECOLI	0.8	5.31E+00	7.63E+02		18.31	791.36	0.00084552	84.552																		
P0AG67	1	1	0	1	1	1	1	0	1	7	A	RS1_ECOLI	5.1	1.25E+05	2.64E+05	0.78	185.32	7463.64			20651.77	86711.41	0.24	0.17	0.69	0.52		0.11			0.11	0.05	0.17	0.11	0.23			
P0A7S3	1	1	0	1	1	1	1	0	1	7	A	RS12_ECOLI	4	1.00E+04	6.10E+04		16.78	727.17					0.81		0.92	1.98	0.3	0.68	0.68		0.55				0.55			
P0A7T7	1	1	0	1	1	1	1	0	1	7	A	RS18_ECOLI	3.67	4.64E+03	3.90E+04		55.23	2308.02			9413.13		1.17	1.68	1.68	1.68			0.14	0.39			0.93		1.68			
P0A7U7	1	1	0	1	1	1	1	0	1	7	A	RS20_ECOLI	5.67	4.64E+05	5.67E+05		315.23	12491.64			9652.35		2.5	2.42	3.65	3.65						0.36	3.65	5.33	1.52		1.52	0.36
P68679	1	1	0	1	1	1	0	0	1	6	A	RS21_ECOLI	6	1.00E+06	8.85E+05		2153.43	80476.72			9386.08		1.67	2.95	1.8	4.57	0.57	0.25	0.57		0.99	2.95		0.41				
P0A7V3	1	1	0	1	1	1	1	0	1	7	A	RS3_ECOLI	4.22	1.67E+04	8.21E+04		30.62	1302.81			17407.9		1.16	1.07	1.63	1.33		0.12		1.33	2.78	0.83	1.33		1.07		0.14	
P0AFX7	0	0	0	1	0	1	0	0	1	3	B	RSEA_ECOLI																										
P0A6U5	1	0	1	1	0	1	0	0	1	5	A	RSMG_ECOLI	0.27	8.74E-01	2.68E+02				0.0058667	586.67																		
P38104	0	0	1	1	0	1	0	0	0	3	A	RSPA_ECOLI							9.00E-05	9.0047																		
P38105	0	0	0	1	0	0	0	0	0	1	B	RSPB_ECOLI																										
P46849	0	0	0	0	0	1	0	0	0	1	A	RTCA_ECOLI																										
P38035	0	0	0	1	0	1	0	0	0	2	A	RTCR_ECOLI																										
P75895	0	0	0	1	0	0	0	0	0	1	A	RUTD_ECOLI																										
P75892	0	0	0	1	0	0	0	0	0	1	B	RUTG_ECOLI																										
P0A814	0	0	1	1	0	1	0	0	1	4	A	RUVC_ECOLI							0.0023191	231.91																		
P27253	0	0	0	1	0	1	0	0	0	2	A	SBM_ECOLI																										
P00926	1	1	1	1	0	1	0	0	0	5	A	SDHD_ECOLI	0.12	3.11E-01	1.47E+02		7.91	350.74	0.00079027	79.027																		
P30744	1	1	0	1	0	1	0	0	1	5	A	SDHM_ECOLI	0.54	2.46E+00	4.88E+02	0.48	15.68	680.91																				
P07026	0	0	1	1	0	1	0	0	0	3	A	SDIA_ECOLI							0.0045201	452.01																		
P0A821	0	1	0	1	0	1	1	0	1	5	A	SELA_ECOLI					0.47	22.71				607.27																
P33667	0	0	1	1	0	1	0	0	0	3	A	SELU_ECOLI							0.0028347	283.47																		
P31675	0	0	0	1	0	0	0	0	0	1	B	SETA_ECOLI																										
P33026	0	0	0	1	0	0	0	0	0	1	B	SETB_ECOLI																										
P31436	0	0	0	1	0	0	0	0	0	1	B	SETC_ECOLI																										
P0AAA5	0	0	0	1	0	0	0	0	0	1	B	SFA_ECOLI																										
P0ABW5	0	0	0	1	0	0	0	0	0	1	G	SFMA_ECOLI																										
P77249	0	0	0	1	0	1	0	0	0	2	G	SFMC_ECOLI																										
P77468	0	0	0	1	0	1	0	0	0	2	H	SFMD_ECOLI																										
P38052	0	0	0	1	0	0	0	0	0	1	G	SFMF_ECOLI																										
P75715	0	0	0	1	0	0	0	0	0	1	G	SFMH_ECOLI																										
P37680	0	0	0	1	0	1	0	0	0	2	A	SGBE_ECOLI																										
P37678	0	0	1	1	0	1	0	0	0	3	A	SGBH_ECOLI							0.0032293	322.93																		
P37679	0	0	0	1	0	1	0	0	0	2	A	SGBU_ECOLI																										
P39363	0	0	0	1	0	1	0	0	1	3	A	SGCA_ECOLI																										
P39365	0	0	0	1	0	0	0	0	1	2	B	SGCC_ECOLI																										
P39362	0	0	1	1	0	0	0	0	1	3	A	SGCE_ECOLI							0.00033371	33.371																		
P39364	0	0	0	1	0	0	0	0	1	2	A	SGCQ_ECOLI																										
P39361	0	0	0	1	0	0	0	0	1	2	A	SGCR_ECOLI																										
P39366	0	0	0	1	0	1	0	0	0	2	A	SGCX_ECOLI																										
P33595	0	0	0	1	1	1	0	0	1	4	A	SGRR_ECOLI											0.05		0.05													
P0AEU7	1	1	1	1	1	1	1	0	1	8	G	SKP_ECOLI	2.14	1.38E+02	5.06E+03	0.62	7.38	327.93	0.012174	1217.4	3350.11		0.53	1.4	0.69	0.69	0.16	0.56	0.35	0.19	0.69	0.19	0.19	1.01	0.42	0.69		0.19
P15373	0	0	0	1	0	1	0	0	0	2	A	SOHA_ECOLI																										
P0AG14	1	1	1	1	1	1	1	0	1	8	B	SOHB_ECOLI	0.11	2.92E-01	1.41E+02		2.16	99.64	0.017513	1751.3			0.11			0.17		0.08	0.08									
P31122	0	0	0	1	0	0	0	0	0	1	B	SOTB_ECOLI																										
P0A9E2	0	0	0	1	0	0	1	0	1	3	A	SOXS_ECOLI																										
P77754	0	0	1	1	0	1	1	0	1	5	G	SPY_ECOLI							6.55E-05	6.5538																		
P68191	1	0	1	1	0	1	0	0	0	4	A	SRA_ECOLI	2	9.90E+01	4.18E+03	0.36			6.487	648700																		
P05707	0	1	0	1	1	1	0	0	1	5	A	SRLD_ECOLI					1.15	54.08					0.25			0.25												
P15082	0	0	0	1	0	1	0	0	1	3	A	SRLR_ECOLI																										
P21507	1	1	0	1	1	1	1	0	1	7	A	SRMB_ECOLI	0.13	3.50E-01	1.57E+02	0.42	5.42	243.12					0.2	0.14	0.29	0.07	0.38		0.14									
P0AAI1	0	0	1	1	0	1	0	0	1	4	F1	SSUB_ECOLI							0.00010819	10.819																		
P75851	0	0	0	1	0	1	0	0	0	2	B	SSUC_ECOLI																										
P0ACG1	1	1	0	1	0	1	1	0	1	6	A	STPA_ECOLI	1.5	3.06E+01	2.11E+03	0.47	5.31	238.33			2788.18																	
P0AGE9	1	1	0	1	0	1	1	0	1	6	A	SUCD_ECOLI	1.6	3.88E+01	2.42E+03	0.63	26.83	778.03			10260.17	6168.56																
P76041	0	0	0	1	0	0	0	0	0	1	A	SUCP_ECOLI																										
P76194	0	0	0	1	0	1	0	0	0	2	F1	SUFE_ECOLI																										
P69937	0	0	0	1	0	0	0	0	0	1	B	SUGE_ECOLI																										
P0ADG4	1	1	0	1	1	1	1	0	1	7	A	SUHB_ECOLI	1.8	6.21E+01	3.19E+03	0.62	21.54	926.36			400.13	11921.62	0.25	0.54	0.11	0.24		0.24				0.11						
P0AFZ5	0	0	1	1	0	0	0	0	0	2	A	SULA_ECOLI							0.00088429	88.429																		
P0ABZ6	1	1	1	1	1	1	1	0	1	8	G	SURA_ECOLI	1.53	3.28E+01	2.20E+03	0.48	2.43	112	0.0028319	283.19	590.32	7830.56	0.67	0.52	0.75	0.75												
P00957	1	1	1	1	1	1	1	0	1	8	A	SYA_ECOLI	1.4	2.39E+01	1.83E+03		6.16	275.23	0.034219	3421.9	1650.27	447.46	0.06		0.03			0.18				0.07		0.03		0.03	0.03	0.07
P07395	1	1	0	1	0	1	1	0	1	6	A	SYFB_ECOLI	1.26	1.74E+01	1.52E+03		21.68	932			1593.51																	
P00960	1	1	0	1	1	1	0	0	1	6	A	SYGA_ECOLI	1.8	6.21E+01	3.19E+03		27.94	1192.11			4168.93		0.09		0.09													
P39394	0	0	0	1	0	0	0	0	0	1	A	SYME_ECOLI																										
P0AGJ9	1	1	0	1	1	1	1	0	1	7	A	SYY_ECOLI	1.31	1.95E+01	1.63E+03		11.74	514.33			1742.06		0.15		0.35			0.14	0.07		0.14	0.14			0.07			
P08957	1	1	1	1	0	1	0	0	1	6	A	T1MK_ECOLI	0.38	1.37E+00	3.48E+02	0.47	1.88	87	0.0052811	528.11	595.75																	
P08956	1	1	0	1	1	1	0	0	1	6	A	T1RK_ECOLI	0.08	2.01E-01	1.14E+02	0.39	0.08	4.08			208.27		0.13			0.13												
P76145	0	0	0	1	0	1	0	0	0	2	A	TAM_ECOLI																										
P69428	1	1	1	1	1	1	0	0	1	7	B	TATA_ECOLI	0.6	2.98E+00	5.46E+02		9	398	0.32593	32593			0.36		0.36		0.36											
P27859	0	0	0	1	0	1	0	0	1	3	A	TATD_ECOLI																										
Q47537	0	0	0	1	0	0	0	0	0	1	G	TAUA_ECOLI																										
Q47538	0	0	0	1	0	1	0	0	1	3	F1	TAUB_ECOLI									157.94																	
Q47539	0	0	0	1	0	0	0	0	0	1	B	TAUC_ECOLI																										
P11868	0	0	1	1	0	1	0	0	0	3	A	TDCD_ECOLI							9.41E-05	9.4056																		
P42630	0	0	0	1	0	1	0	0	0	2	B	TDCG_ECOLI																										
P11866	0	0	0	1	0	0	0	0	0	1	A	TDCR_ECOLI																										
P25396	0	0	0	1	0	1	0	0	1	3	B	TEHA_ECOLI																										
P25397	1	1	1	1	0	1	0	0	1	6	A	TEHB_ECOLI	0.55	2.51E+00	4.94E+02	0.34	0.97	45.85	0.0054191	541.91		831																
P0ADA1	1	0	0	1	0	1	1	0	1	5	G	TESA_ECOLI	0.17	4.68E-01	1.86E+02	0.27																						
P77712	0	0	0	1	0	1	1	0	1	4	A	TESC_ECOLI																										
P07464	0	0	0	1	0	1	0	0	0	2	A	THGA_ECOLI																										
P31550	1	0	0	1	0	1	1	0	1	5	G	THIB_ECOLI	1.08	1.11E+01	1.17E+03	0.36																						
P77718	1	1	0	1	1	1	0	0	1	6	A	THII_ECOLI	0.5	2.16E+00	4.53E+02		2.65	121.49			458.23		0.33		0.59	0.34		0.06										
P76423	1	0	0	1	1	1	0	0	0	4	B	THIM_ECOLI	0.29	9.31E-01	2.78E+02								0.09			0.12		0.02			0.12							
P0AA25	1	1	1	1	1	1	1	0	1	8	A	THIO_ECOLI	1.67	4.54E+01	2.66E+03		45.42	1909.42	0.33641	33641		13583.62	0.29	0.3				0.29	0.29			0.29						
P31549	0	0	0	1	0	0	0	0	0	1	B	THIP_ECOLI																										
P31548	0	0	0	1	0	1	0	0	1	3	F1	THIQ_ECOLI																										
P52097	0	0	0	1	0	1	0	0	0	2	A	TILS_ECOLI																										
P23173	0	0	0	1	1	1	0	0	0	3	B	TNAB_ECOLI											0.07			0.07			0.07									
P19934	1	1	0	1	1	1	1	0	1	7	B	TOLA_ECOLI	0.45	1.85E+00	4.14E+02	0.39	0.35	17.07					0.1		0.07	0.07	0.16	0.08	0.08			0.16			0.08			
P02929	0	0	0	1	0	1	0	0	1	3	B	TONB_ECOLI																										
P46923	0	0	0	1	0	1	1	0	0	3	G	TORZ_ECOLI																										
P0A862	1	1	0	1	0	1	1	0	1	6	A	TPX_ECOLI	2.83	6.80E+02	1.28E+04		36.28	1535.67			10163.69	23747.36																
P0AFS5	0	0	0	1	0	0	0	0	1	2	B	TQSA_ECOLI																										
P13482	0	0	1	1	0	1	1	0	1	5	G	TREA_ECOLI							0.0008343	83.43																		
P0AGI8	0	1	0	1	1	1	1	0	1	6	F1	TRKA_ECOLI					0.32	15.65					0.07		0.07													
P31825	0	0	0	1	0	1	0	0	1	3	A	TRMN6_ECOLI																										
P0A877	1	0	0	1	0	1	0	0	1	4	A	TRPA_ECOLI	0.21	6.38E-01	2.23E+02						2217.99	9364.7																
P00909	0	0	0	1	0	1	0	0	1	3	B	TRPC_ECOLI																										
P0A881	0	0	0	1	0	1	1	0	0	3	A	TRPR_ECOLI																										
P39414	0	0	0	1	0	0	0	0	0	1	B	TTDT_ECOLI									598.23																	
P76251	0	0	1	1	0	1	0	0	1	4	A	DMLA_ECOLI							0.00096414	96.414																		
P0A890	0	0	1	1	0	1	1	0	0	4	A	TUSA_ECOLI							0.012632	1263.2																		
P45530	0	0	1	1	0	1	0	0	1	4	A	TUSB_ECOLI							0.0040413	404.13																		
P45531	0	0	1	1	0	0	0	0	0	2	A	TUSC_ECOLI							0.0046526	465.26																		
P0AAD4	0	0	0	1	0	0	0	0	0	1	B	TYRP_ECOLI																										
P0AGK1	0	0	0	1	0	1	0	0	1	3	B	UBIA_ECOLI																										
P10908	0	0	0	1	0	1	0	0	0	2	A	UGPQ_ECOLI																										
P09835	0	0	0	1	0	1	0	0	1	3	B	UHPB_ECOLI																										
P0CE44	0	0	0	1	0	0	1	0	0	2	B	UIDB_ECOLI																										
Q47706	0	0	0	1	0	1	0	0	0	2	H	UIDC_ECOLI																										
P69822	0	0	0	1	0	1	1	0	0	3	A	ULAB_ECOLI																										
P69820	0	0	0	1	0	1	0	0	0	2	F1	ULAC_ECOLI																										
P0AG11	0	0	0	1	0	0	0	0	0	1	A	UMUD_ECOLI																										
P08390	1	0	0	1	0	1	1	0	1	5	A	USG_ECOLI	0.27	8.74E-01	2.68E+02	0.44						3387.91																
P07024	1	1	0	1	0	1	1	0	1	6	G	USHA_ECOLI	0.3	9.95E-01	2.89E+02	0.38	0.45	21.78				479.42																
P43672	1	1	1	1	0	1	0	0	1	6	F1	UUP_ECOLI	0.11	2.92E-01	1.41E+02		1.15	54.08	0.0056375	563.75																		
P0A698	1	1	1	1	1	1	1	0	1	8	F1	UVRA_ECOLI	0.34	1.20E+00	3.22E+02		0.23	11.36	0.0020085	200.85	104.7		0.21		0.32	0.1												
P0AED5	0	1	1	1	0	1	1	0	0	5	A	UVRY_ECOLI					0.36	17.54	0.012895	1289.5																		
P0A6L7	0	0	0	1	0	1	1	0	0	3	A	UXAB_ECOLI																										
P24215	0	1	0	1	0	1	0	0	1	4	A	UXUA_ECOLI					2.59	118.82																				
P39160	0	1	0	1	0	1	0	0	1	4	A	UXUB_ECOLI					0.91	43																				
P39161	0	0	0	1	0	1	0	0	1	3	A	UXUR_ECOLI																										
P09184	0	0	0	1	0	1	0	0	0	2	A	VSR_ECOLI																										
P71238	0	0	0	1	0	0	0	0	0	1	B	WCAD_ECOLI																										
P0AC78	0	0	0	1	0	1	0	0	1	3	B	WECA_ECOLI																										
P56258	0	0	0	1	0	1	0	0	1	3	F1	WECF_ECOLI																										
P0A8G6	1	1	1	1	0	1	1	0	1	7	B	WRBA_ECOLI	1.11	1.19E+01	1.22E+03		5.31	238.33	0.11119	11119		1789.84																
P0AAA7	0	0	0	1	0	0	0	0	0	1	B	WZXE_ECOLI																										
P27835	0	0	0	1	0	0	0	0	0	1	B	WZYE_ECOLI																										
P76372	1	1	0	1	1	1	1	0	1	7	B	WZZB_ECOLI	0.93	7.48E+00	9.32E+02		14	626.95					0.14		0.19				0.09									
Q46801	0	0	0	1	0	0	0	0	0	1	A	XDHC_ECOLI																										
Q46814	1	0	0	1	0	1	0	0	0	3	A	XDHD_ECOLI	0.06	1.55E-01	9.79E+01																							
P09099	0	1	0	1	0	1	0	0	0	3	A	XYLB_ECOLI					0.22	10.88																				
P0AGF4	0	0	0	1	0	0	0	0	0	1	B	XYLE_ECOLI																										
P0AGI4	0	0	0	1	0	0	0	0	0	1	B	XYLH_ECOLI																										
P31434	0	0	0	1	0	1	0	0	0	2	A	XYLS_ECOLI																										
P75617	0	0	0	1	0	1	0	0	0	2	A	YAAW_ECOLI																										
P75620	0	0	0	1	0	0	0	0	0	1	F1	YAAY_ECOLI																										
P30149	0	0	0	1	0	1	0	0	1	3	B	YABI_ECOLI																										
P0A8H8	0	1	1	1	0	1	0	0	0	4	A	YACG_ECOLI					2.16	99.64	0.031798	3179.8																		
P36682	0	0	0	1	0	1	0	0	0	2	G	YACH_ECOLI																										
