Merge ID	Ishihama2008_fin	Masuda2009_fin	PengTable_fin	Wang2007_fin	OurStudyLoose	# Studies	DB_NoveV12 Duplicates	CAI	emPAI Value	Covert	Blattner	Corbin	0BS_C0LL	P46482	Ishihama2008_fin	Masuda2009_fin	PengTable_fin	Taniguchi2010_fin_mmol	OurStudyLoose	# Studies	DB_NoveV12 Duplicates	emPAI-derived copy no/cell (see Figure 2)	Copy number per cell	APEX	2D mol/cell	mMol	P46482
P37388	0	0	1	1	0	2	F1			0.16	0.3	0.18	0		0	0	1	0	0	1	F1						
P75616	0	0	1	1	0	2	G						0		0	0	1	0	0	1	G						
P64485	0	0	1	1	0	2	B				3.27	2.49	2		0	0	1	0	0	1	B						
P00804	0	0	1	1	0	2	B			4.98	2.33	4.54	2		0	0	1	0	0	1	B						
P00805	0	1	1	1	0	3	G		1.24				0		0	1	1	0	0	2	G		58.18				
P00811	1	1	1	1	0	4	G	0.26	0.21	0.83	0.46	0.37	2		1	1	1	0	0	3	G	1.47E+02	10				
P00904	0	0	1	1	0	2	F1			9.86	3.15	4.24	2		0	0	1	0	0	1	F1			453.28			
P02916	0	1	1	1	0	3	B		1	0.99	0.94	0.79	2		0	1	1	0	0	2	B		24.12				
P02920	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P02932	0	1	1	1	0	3	H		0.26	0.38	0.47	0.16	2		0	1	1	0	0	2	H		12.79				
P02943	1	1	1	1	0	4	H		2.31	2.72	1.95	4.27	2		1	1	1	0	0	3	H	2.02E+02	106.35				
P03961	0	1	1	1	0	3	B		2.16	1.77	0.76	0.93	2		0	1	1	0	0	2	B		1.54				
P04816	1	0	1	1	0	3	G	0.41		10.43	8.72	6.9	0		1	0	1	0	0	2	G	4.24E+02		1613.28	2748.68		
P05050	0	0	1	1	0	2	B			0.42			2		0	0	1	0	0	1	B						
P07021	0	1	1	1	0	3	I		9		1.03	0.81	2		0	1	1	0	0	2	I		-				
P07654	0	0	1	1	0	2	B			2.05	1.78	0.9	2		0	0	1	0	0	1	B						
P08370	0	0	1	1	0	2	G				0.5	0.3	2		0	0	1	0	0	1	G						
P08401	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P08550	0	0	1	1	0	2	B			10.36	8.46	5.51	2		0	0	1	0	0	1	B						
P09348	0	0	1	1	0	2	B			0.23	5.46	0.14	2		0	0	1	0	0	1	B						
P09836	0	0	1	1	0	2	B			0.85	0.68	0.28	2		0	0	1	0	0	1	B						
P0A6E9	0	0	1	1	0	2	B						0		0	0	1	1	0	2	B					0.0012663	
P0A6S0	0	0	1	1	0	2	I			0.29	3.86		2		0	0	1	0	0	1	I						
P0A6X3	1	1	1	1	0	4	F1	0.41	2.16	15.13	15.31	14.82	2		1	1	1	1	0	4	F1	5.85E+03	99.64			1.434	
P0A754	0	0	1	1	0	2	F1			0.9	0.32	0.44	2		0	0	1	0	0	1	F1						
P0A766	0	0	1	1	0	2	B					0.47	2		0	0	1	0	0	1	B						
P0A769	0	0	1	1	0	2	B					0.33	2		0	0	1	0	0	1	B						
P0A7B3	0	0	1	1	0	2	F1				0.99	0.72	2		0	0	1	1	0	2	F1					0.006953	
P0A7H3	0	0	1	1	0	2	B			1.36	0.97	0.66	2		0	0	1	1	0	2	B					0.00011574	
P0A7J0	1	1	1	1	0	4	F1	0.47	4.01	2.66	2.13	1.51	2		1	1	1	1	0	4	F1	3.09E+03	181.53	935.76	5753.06	0.080874	
P0A8S5	0	0	1	1	0	2	B				0.55	0.7	2		0	0	1	0	0	1	B						
P0A924	0	0	1	1	0	2	B			1.62	0.81	0.84	2		0	0	1	0	0	1	B						
P0A930	0	0	1	1	0	2	I						0		0	0	1	0	0	1	I						
P0A996	0	0	1	1	0	2	F1					1.8	0		0	0	1	1	0	2	F1					0.0002731	
P0AA47	1	1	1	1	0	4	B	0.53	1.68		3.92	0.65	2		1	1	1	0	0	3	B	3.92E+02	78				
P0AA49	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P0AA63	0	0	1	1	0	2	B				1.58	0.79	2		0	0	1	0	0	1	B						
P0AA73	0	0	1	1	0	2	B				1.87	1.05	2		0	0	1	0	0	1	B						
P0AA95	0	0	1	1	0	2	G			1.85	1.86	0.65	2		0	0	1	0	0	1	G						
P0AA99	0	0	1	1	0	2	G			7.22	3.29	2.65	2		0	0	1	0	0	1	G						
P0AAC6	0	0	1	1	0	2	B				4.43	10.71	2		0	0	1	0	0	1	B						
P0AAD2	0	0	1	1	0	2	B			1.01	0.65		2		0	0	1	0	0	1	B						
P0AAD8	0	1	1	1	0	3	B		0.58	0.31	0.5	0.16	2		0	1	1	0	0	2	B		1.19				
P0AAE5	0	0	1	1	0	2	B						2		0	0	1	0	0	1	B						
P0AAE8	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P0AAJ1	0	0	1	1	0	2	F2						0		0	0	1	0	0	1	F2						
P0AAJ8	0	0	1	1	0	2	F2			0.9	1.03	0.28	2		0	0	1	0	0	1	F2						
P0AAL3	0	0	1	1	0	2	G			1	0.81	0.36	2		0	0	1	0	0	1	G						
P0AAM1	0	0	1	1	0	2	B			0.62	0.96	0.35	2		0	0	1	0	0	1	B						
P0AAQ0	0	0	1	1	0	2	B			0.96		0.47	2		0	0	1	0	0	1	B						
P0AAV0	0	0	1	1	0	2	B			3.12	1.57	1.17	2		0	0	1	0	0	1	B						
P0AAX6	0	0	1	1	0	2	G				0.64	0.88	0		0	0	1	1	0	2	G					0.001951	
P0AAY4	0	0	1	1	0	2	G				0.51		2		0	0	1	0	0	1	G						
P0AAZ0	0	0	1	1	0	2	B				0.71	0.47	2		0	0	1	0	0	1	B						
P0AB40	0	0	1	1	0	2	G						2		0	0	1	1	0	2	G					0.0013614	
P0AB85	0	1	1	1	0	3	E		2.55				2		0	1	1	1	0	3	E		-			0.00047311	
P0ABF6	1	1	1	1	0	4	B	0.34	0.72	0.73		0.33	2		1	1	1	0	0	3	B	9.15E+02	34.35				
P0ABG1	0	0	1	1	0	2	B			2.84	1.77	1.23	2		0	0	1	0	0	1	B						
P0ABH4	0	0	1	1	0	2	B			2.4	1.57	0.75	2		0	0	1	0	0	1	B						
P0ABJ3	0	0	1	1	0	2	B			17.92	11.98	16.81	2		0	0	1	1	0	2	B					0.021879	
P0ABJ6	0	0	1	1	0	2	B			18.62	11.51	15.07	2		0	0	1	1	0	2	B					0.10038	
P0ABK9	1	0	1	1	0	3	G	0.45		0.98	1.06	0.31	2		1	0	1	0	0	2	G	1.17E+02					
P0ABL3	0	0	1	1	0	2	G					0.17	0		0	0	1	0	0	1	G						
P0ABL5	0	0	1	1	0	2	B			1.27	0.79	0.46	2		0	0	1	0	0	1	B						
P0ABV2	0	1	1	1	0	3	B		5.81	5.15	2.19	3.29	2		0	1	1	0	0	2	B		260.06				
P0ABW9	0	0	1	1	0	2	G				15.43		2		0	0	1	0	0	1	G						
P0ABX2	0	0	1	1	0	2	G				21.43		2		0	0	1	0	0	1	G						
P0ABX5	0	0	1	1	0	2	G				9.7		2		0	0	1	0	0	1	G						
P0AC55	0	1	1	1	0	3	F1		30.62	1.45	1.88		0		0	1	1	0	0	2	F1		1302.81				
P0ACJ5	0	0	1	1	0	2	B			0.96		0.43	2		0	0	1	0	0	1	B						
P0ACV2	0	0	1	1	0	2	B			0.38			2		0	0	1	0	0	1	B						
P0ACX0	0	0	1	1	0	2	B					0.72	2		0	0	1	0	0	1	B						
P0AD03	0	0	1	1	0	2	B					0.27	2		0	0	1	0	0	1	B						
P0AD17	0	0	1	1	0	2	B					0.37	0		0	0	1	0	0	1	B						
P0AD19	0	0	1	1	0	2	B						2		0	0	1	0	0	1	B						
P0AD59	0	0	1	1	0	2	G				5.81	4.19	2		0	0	1	0	0	1	G			7170.32			
P0AD70	0	1	1	1	0	3	G		0.39	1.36	0.52	0.49	2		0	1	1	0	0	2	G		-				
P0ADD2	0	0	1	1	0	2	B						2		0	0	1	0	0	1	B						
P0ADD5	0	0	1	1	0	2	B					0.24	2		0	0	1	0	0	1	B						
P0ADI4	1	0	1	1	0	3	F1	0.39		2.79	1.36	1.59	1		1	0	1	0	0	2	F1	8.21E+02					
P0ADM4	0	1	1	1	0	3	E		2.16		1.66	2.45	2		0	1	1	0	0	2	E		-				
P0ADR0	0	0	1	1	0	2	B					1.45	2		0	0	1	0	0	1	B						
P0ADR2	0	0	1	1	0	2	B				1.1	0.85	2		0	0	1	0	0	1	B						
P0AE28	0	0	1	1	0	2	B			1.29	0.42	0.81	2		0	0	1	0	0	1	B						
P0AE95	0	0	1	1	0	2	G			1.15		0.27	0		0	0	1	0	0	1	G						
P0AEA2	0	0	1	1	0	2	I			0.84		0.24	0		0	0	1	1	0	2	I					0.0011837	
P0AEA5	0	0	1	1	0	2	B			5.53	4.3	2.48	2		0	0	1	1	0	2	B					0.0028573	
P0AEF8	0	0	1	1	0	2	B			2.91	1.99	2.52	0		0	0	1	0	0	1	B						
P0AEJ0	0	0	1	1	0	2	B						2		0	0	1	0	0	1	B						
P0AEK7	0	0	1	1	0	2	B			0.27	0.47		0		0	0	1	0	0	1	B						
P0AEL0	1	1	1	1	0	4	B	0.37	1.68	1.56	0.75	0.63	2		1	1	1	0	0	3	B	3.68E+02	1.48				
P0AES9	0	1	1	1	0	3	G		2.16	23.55	2.68	26.88	2		0	1	1	1	0	3	G		99.64		7830.56	0.018774	
P0AET2	0	0	1	1	0	2	G			16.56	1.18	4.71	2		0	0	1	1	0	2	G					0.0068204	
P0AEY1	0	0	1	1	0	2	B				0.75	0.38	2		0	0	1	0	0	1	B						
P0AEY8	0	0	1	1	0	2	B			1.33	0.79	0.49	2		0	0	1	0	0	1	B						
P0AEZ7	0	0	1	1	0	2	I			3.16	4.53	2.53	1		0	0	1	1	0	2	I					0.00031653	
P0AF06	0	0	1	1	0	2	B				6.57		2		0	0	1	0	0	1	B						
P0AF34	0	0	1	1	0	2	B				0.64	0.22	2		0	0	1	0	0	1	B						
P0AF40	0	0	1	1	0	2	B				1.56	1.29	2		0	0	1	0	0	1	B						
P0AF56	0	0	1	1	0	2	G					0.34	0		0	0	1	0	0	1	G						
P0AF80	0	0	1	1	0	2	B				0.23		0		0	0	1	0	0	1	B						
P0AF82	0	0	1	1	0	2	G					0.57	0		0	0	1	0	0	1	G						
P0AFF0	0	0	1	1	0	2	B			6.1	4.92	4.54	2		0	0	1	0	0	1	B						
P0AFI5	0	1	1	1	0	3	G		0.25	2.32	1.51	0.68	2		0	1	1	1	0	3	G		12.32			0.0004419	
P0AFK4	0	1	1	1	0	3	B		0.78	2.75	1.36	0.87	2		0	1	1	0	0	2	B		1.27				
P0AFL9	0	1	1	1	0	3	B		0.33	1.06	0.6	0.46	2		0	1	1	0	0	2	B		1.03				
P0AFP9	0	0	1	1	0	2	B				0.65	0.28	2		0	0	1	0	0	1	B						
P0AFQ2	0	0	1	1	0	2	B				0.94	0.57	2		0	0	1	0	0	1	B						
P0AFQ5	0	0	1	1	0	2	G					0.21	2		0	0	1	1	0	2	G					0.00016763	
P0AFU0	0	0	1	1	0	2	B				0.6	0.37	2		0	0	1	0	0	1	B						
P0AFV0	0	0	1	1	0	2	B				0.7	0.4	2		0	0	1	0	0	1	B						
P0AFV2	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P0AFV4	0	0	1	0	0	1	I			8.73	15.26	12.88			0	0	1	0	0	1	I						
P0AG78	0	0	1	1	0	2	G			2.12	1.75	0.49	2		0	0	1	0	0	1	G						
P0AGC0	0	0	1	1	0	2	B				1.37		2		0	0	1	0	0	1	B						
P0AGF6	1	1	1	1	0	4	B	0.38	1				0		1	1	1	0	0	3	B	1.53E+02	24.12				
P0AGH3	0	0	1	1	0	2	B			0.61			1		0	0	1	0	0	1	B						
P0AGM0	0	0	1	1	0	2	B				0.51	0.44	2		0	0	1	0	0	1	B						
P0AGM5	0	0	1	1	0	2	B				1.73	1.18	2		0	0	1	0	0	1	B						
P0AGM7	0	1	1	1	0	3	B		1.15	5.74	5.01	2.31	2		0	1	1	0	0	2	B		54.08				
P0AGM9	0	0	1	1	0	2	B				1.73	0.85	0		0	0	1	0	0	1	B						
P10378	1	0	1	1	0	3	F1			1.48		0.9	0		1	0	1	1	0	3	F1	8.59E+02				0.013405	
P10423	0	0	1	1	0	2	F2			1.2	0.61		2		0	0	1	0	0	1	F2						
P10905	0	0	1	1	0	2	B			1.3	1.18	0.59	0		0	0	1	0	0	1	B						
P10906	0	0	1	1	0	2	B			1.02	0.66	0.69	0		0	0	1	0	0	1	B						
P11289	0	0	1	1	0	2	I				0.58	0.3	2		0	0	1	0	0	1	I						
P11350	0	1	1	1	0	3	B		0.93				0		0	1	1	0	0	2	B		1.31				
P12996	1	0	1	0	0	2	B	0.34		7.22	2.83	4.06			1	0	1	0	0	2	B	3.68E+02		823.28	1757.88		
P13033	0	1	1	1	0	3	F1		0.83	0.85	1.75	4.04	2		0	1	1	0	0	2	F1		-		2109.46		
P16430	0	0	1	1	0	2	B						2		0	0	1	0	0	1	B						
P16677	0	0	1	1	0	2	F1						0		0	0	1	0	0	1	F1						
P16678	0	0	1	1	0	2	F1						0		0	0	1	1	0	2	F1					0.0068894	
P16679	0	0	1	1	0	2	F1						0		0	0	1	0	0	1	F1						
P17334	0	0	1	1	0	2	B			0.26			2		0	0	1	0	0	1	B						
P18200	0	0	1	1	0	2	B			1.69	1.05	0.65	2		0	0	1	0	0	1	B						
P18390	1	1	1	1	0	4	G	0.36	0.93		2.07	0.87	2		1	1	1	0	0	3	G	3.68E+02	44.02				
P18392	0	1	1	1	0	3	B		0.93	0.98	0.68	1.04	2		0	1	1	0	0	2	B		1.31				
P18776	0	0	1	1	0	2	F2					0.18	0		0	0	1	0	0	1	F2						
P19318	0	0	1	1	0	2	F1			0.65	0.39	0.34	2		0	0	1	0	0	1	F1						
P21503	0	0	1	1	0	2	B				0.98	0.46	2		0	0	1	0	0	1	B						
P22731	0	0	1	1	0	2	F1			11.08	8.77	5.84	1		0	0	1	0	0	1	F1						
P23256	0	0	1	1	0	2	B			0.6	0.3	0.29	2		0	0	1	0	0	1	B						
P23898	0	1	1	1	0	3	I		1.31	2.35	1.21	1.02	2		0	1	1	0	0	2	I		-				
P23917	1	1	1	1	0	4	B		0.58	2.11	1.11	1.44	2		1	1	1	0	0	3	B	1.86E+02	27.85				
P25527	0	0	1	1	0	2	B			0.73		0.49	0		0	0	1	0	0	1	B						
P25718	0	0	1	1	0	2	G			0.48	0.65		2		0	0	1	0	0	1	G						
P25743	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P26459	0	0	1	1	0	2	B			1.24	0.65	0.39	2		0	0	1	1	0	2	B					0.0012353	
P27829	1	1	1	1	0	4	H		0.41	3.66	1.58	1.27	2		1	1	1	0	0	3	H	1.53E+02	20				
P27844	0	0	1	1	0	2	B			0.91			2		0	0	1	0	0	1	B						
P28224	0	1	1	1	0	3	I		4.18				0		0	1	1	0	0	2	I		-				
P28696	0	0	1	1	0	2	G						0		0	0	1	0	0	1	G						
P29744	0	0	1	1	0	2	F4				7.49		2		0	0	1	0	0	1	F4				5689.14		
P30138	1	0	1	1	0	3	B	0.27		3.93		2.95	0		1	0	1	0	0	2	B	4.05E+02					
P30143	0	0	1	1	0	2	B			0.5	0.3	0.43	2		0	0	1	0	0	1	B						
P31125	0	0	1	1	0	2	B				1.83	1.01	2		0	0	1	0	0	1	B						
P31133	1	0	1	1	0	3	G	0.37		6.54	3.16	3.47	2		1	0	1	0	0	2	G	2.23E+02			1917.69		
P31134	0	0	1	1	0	2	F1			1.54		0.66	0		0	0	1	0	0	1	F1						
P31462	0	0	1	1	0	2	B						2		0	0	1	0	0	1	B						
P31466	0	0	1	1	0	2	B				3.32	1.05	2		0	0	1	0	0	1	B						
P31474	0	0	1	1	0	2	B				0.24		2		0	0	1	0	0	1	B						
P31679	0	0	1	1	0	2	B				0.39	0.17	0		0	0	1	0	0	1	B						
P32057	0	0	1	1	0	2	B			0.89	0.92		2		0	0	1	0	0	1	B						
P32125	0	0	1	1	0	2	B			1.24	0.92		2		0	0	1	1	0	2	B					0.0015331	
P32129	0	0	1	1	0	2	B				0.29	0.19	2		0	0	1	0	0	1	B						
P32166	0	0	1	1	0	2	B			1.6	1.02	0.58	0		0	0	1	0	0	1	B						
P32689	0	0	1	1	0	2	E						0		0	0	1	0	0	1	E						
P32700	0	0	1	1	0	2	B				0.68		2		0	0	1	0	0	1	B						
P32715	0	0	1	1	0	2	B				0.9	0.4	2		0	0	1	0	0	1	B						
P33011	0	0	1	1	0	2	B				0.92	1.35	2		0	0	1	0	0	1	B						
P33024	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P33219	0	0	1	1	0	2	X				2.39	5.14	2		0	0	1	0	0	1	X						
P33225	0	0	1	1	0	2	G			1.66	1.39	0.75	2		0	0	1	1	0	2	G					0.00033747	
P33226	1	0	1	1	0	3	B						0		1	0	1	0	0	2	B	1.47E+02					
P33235	0	0	1	1	0	2	F4			0.72	11.33		2		0	0	1	0	0	1	F4						
P33358	0	0	1	1	0	2	B					0.55	0		0	0	1	1	0	2	B					0.0052621	
P33360	0	0	1	1	0	2	F1				0.91	0.71	1		0	0	1	0	0	1	F1						
P33590	0	0	1	1	0	2	G			0.32	0.52		2		0	0	1	0	0	1	G				990.8		
P33593	0	1	1	1	0	3	F1		0.39				1		0	1	1	1	0	3	F1		-			0.0013741	
P33594	0	0	1	1	0	2	F1						2		0	0	1	1	0	2	F1					0.0015155	
P33650	1	1	1	1	0	4	B	0.42	3.39	0.66	0.64	0.6	1		1	1	1	0	0	3	B	1.62E+02	1.67				
P33915	0	1	1	1	0	3	B		0.43				0		0	1	1	0	0	2	B		1				
P33934	0	0	1	1	0	2	B			1.06			2		0	0	1	0	0	1	B						
P36837	0	0	1	1	0	2	B				0.98	0.36	2		0	0	1	0	0	1	B						
P36881	0	0	1	1	0	2	F1			0.41	0.39		2		0	0	1	0	0	1	F1						
P37028	0	0	1	1	0	2	G					0.51	2		0	0	1	0	0	1	G						
P37180	0	0	1	1	0	2	B			0.58			2		0	0	1	0	0	1	B						
P37340	0	0	1	1	0	2	B				0.96	0.49	2		0	0	1	0	0	1	B						
P37387	0	0	1	1	0	2	G				0.33	0.31	0		0	0	1	0	0	1	G						
P37619	0	0	1	1	0	2	B				0.38	0.28	0		0	0	1	0	0	1	B						
P37631	1	0	1	1	0	3	B	0.32					2		1	0	1	0	0	2	B	1.47E+02					
P37637	0	1	1	1	0	3	B		0.29				2		0	1	1	0	0	2	B		1				
P37660	0	0	1	1	0	2	B				0.25	0.12	2		0	0	1	0	0	1	B						
P37758	0	0	1	1	0	2	B			0.72	0.94	0.41	2		0	0	1	0	0	1	B						
P38055	0	0	1	1	0	2	B				0.27		2		0	0	1	0	0	1	B						
P38135	0	0	1	1	0	2	F1				0.7	0.22	2		0	0	1	0	0	1	F1						
P38683	0	0	1	1	0	2	G						0		0	0	1	0	0	1	G						
P39187	0	0	1	1	0	2	G				0.81	1.27	2		0	0	1	0	0	1	G				671.19		
P39301	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P39314	0	0	1	1	0	2	B				0.77		2		0	0	1	0	0	1	B						
P39405	0	0	1	1	0	2	F1			4.52	1.34	2.7	2		0	0	1	1	0	2	F1					0.0085101	
P39836	0	0	1	1	0	2	B				1.31	0.8	2		0	0	1	0	0	1	B						
P40874	1	1	1	1	0	4	B		0.52	2.83		0.96	2		1	1	1	0	0	3	B	3.01E+02	25.05				
P42590	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P42591	0	0	1	1	0	2	G					0.15	2		0	0	1	0	0	1	G						
P42598	0	0	1	1	0	2	B				0.26	0.15	1		0	0	1	0	0	1	B						
P42603	0	0	1	1	0	2	B						1		0	0	1	0	0	1	B						
P42604	0	0	1	1	0	2	B						0		0	0	1	1	0	2	B					0.00095947	
P42616	0	0	1	1	0	2	G				3.4	10.62	2		0	0	1	0	0	1	G						
P42911	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P43341	0	1	1	1	0	3	F1		0.64	3.23	1.93	1.41	2		0	1	1	1	0	3	F1		-			0.0022142	
P43531	0	0	1	1	0	2	B				0.53	0.28	2		0	0	1	0	0	1	B						
P43667	0	0	1	1	0	2	B				2.7	2.47	2		0	0	1	0	0	1	B						
P43674	0	0	1	1	0	2	I					0.26	2		0	0	1	0	0	1	I						
P45395	0	1	1	1	0	3	B		1.25		2.41	1.86	2		0	1	1	1	0	3	B		58.63			0.0064964	
P45463	0	0	1	1	0	2	B						0		0	0	1	1	0	2	B					0.00027535	
P45751	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P45753	0	0	1	1	0	2	G						0		0	0	1	0	0	1	G						
P45768	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P45769	0	0	1	1	0	2	F1						0		0	0	1	0	0	1	F1						
P46126	0	0	1	1	0	2	E				0.4		2		0	0	1	0	0	1	E						
P46136	0	0	1	1	0	2	B				0.54	0.36	2		0	0	1	0	0	1	B						
P46139	0	0	1	1	0	2	B				0.51	0.47	2		0	0	1	0	0	1	B						
P46141	0	0	1	1	0	2	B				1.01	0.41	2		0	0	1	0	0	1	B						
P46478	0	0	1	1	0	2	B				0.43	0.19	2		0	0	1	0	0	1	B						
P52005	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P52107	0	0	1	1	0	2	G						0		0	0	1	0	0	1	G						
P60061	0	0	1	1	0	2	B				0.18		2		0	0	1	0	0	1	B						
P60560	1	1	1	1	0	4	B		28.76	5.93	4.18	3.89	2		1	1	1	1	0	4	B	6.40E+02	1226.02	257.09	4762.26	0.028706	
P60778	0	0	1	1	0	2	B				0.6	0.26	2		0	0	1	0	0	1	B						
P60782	0	0	1	1	0	2	B						2		0	0	1	0	0	1	B						
P62395	0	0	1	1	0	2	G			3.99	1.7	2.27	2		0	0	1	0	0	1	G						
P64426	0	1	1	1	0	3	I		0.17			0.32	2		0	1	1	0	0	2	I		8.47				
P64439	0	0	1	1	0	2	B						2		0	0	1	0	0	1	B						
P64445	0	0	1	1	0	2	B				3.8		0		0	0	1	0	0	1	B						
P64481	0	0	1	1	0	2	B						2		0	0	1	0	0	1	B						
P64515	0	0	1	1	0	2	B				2.56	2.41	2		0	0	1	0	0	1	B						
P64548	0	0	1	1	0	2	G					0.31	2		0	0	1	0	0	1	G						
P64550	0	0	1	1	0	2	B						2		0	0	1	0	0	1	B						
P65298	0	0	1	1	0	2	I						0		0	0	1	0	0	1	I						
P67153	0	0	1	1	0	2	B					0.4	2		0	0	1	0	0	1	B						
P67244	0	0	1	1	0	2	B				2.32	1.08	2		0	0	1	0	0	1	B						
P67444	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P67601	0	0	1	1	0	2	B						2		0	0	1	0	0	1	B						
P68183	0	0	1	1	0	2	B			0.75	0.84	0.67	2		0	0	1	0	0	1	B						
P69490	0	1	1	1	0	3	B		0.58	0.72			0		0	1	1	0	0	2	B		1.19				
P69739	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P69791	0	0	1	1	0	2	F1			1.03	0.58	0.31	2		0	0	1	0	0	1	F1						
P69853	0	0	1	1	0	2	F1					0.5	2		0	0	1	0	0	1	F1						
P71241	0	0	1	1	0	2	B			0.45			0		0	0	1	0	0	1	B						
P71244	0	0	1	1	0	2	G			0.27		0.25	0		0	0	1	0	0	1	G						
P75734	0	0	1	1	0	2	I				0.44		0		0	0	1	0	0	1	I						
P75742	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P75785	0	1	1	1	0	3	B		0.55		0.36		2		0	1	1	0	0	2	B		1.17				
P75799	0	0	1	1	0	2	B					0.55	0		0	0	1	0	0	1	B						
P75804	0	0	1	1	0	2	G					1.32	0		0	0	1	0	0	1	G						
P75806	0	0	1	1	0	2	B				1.62	2.78	2		0	0	1	0	0	1	B						
P75839	0	0	1	1	0	2	B				0.77	1.18	2		0	0	1	0	0	1	B						
P75916	0	0	1	1	0	2	B				1.3	0.62	2		0	0	1	0	0	1	B						
P75920	0	0	1	1	0	2	B				0.45	0.25	2		0	0	1	0	0	1	B						
P75938	0	0	1	1	0	2	G				7.53	0.22	2		0	0	1	0	0	1	G				3611.64		
P75948	0	0	1	1	0	2	B				1.87	2.61	2		0	0	1	0	0	1	B						
P75954	0	0	1	1	0	2	G				0.61	1.25	2		0	0	1	0	0	1	G						
P76001	0	0	1	1	0	2	G				1.15	1.08	2		0	0	1	0	0	1	G						
P76010	0	0	1	1	0	2	F1				8.97		2		0	0	1	0	0	1	F1						
P76169	0	0	1	1	0	2	B					0.79	2		0	0	1	0	0	1	B						
P76176	0	0	1	1	0	2	G					0.64	2		0	0	1	1	0	2	G					0.00054095	
P76214	0	0	1	1	0	2	B						2		0	0	1	0	0	1	B						
P76221	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P76236	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P76249	0	0	1	1	0	2	B						2		0	0	1	0	0	1	B						
P76261	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P76269	0	0	1	1	0	2	B						2		0	0	1	0	0	1	B						
P76278	0	0	1	1	0	2	B					1.64	2		0	0	1	0	0	1	B						
P76297	0	0	1	1	0	2	G				1.38		2		0	0	1	0	0	1	G						
P76341	0	0	1	1	0	2	G					0.31	0		0	0	1	0	0	1	G						
P76343	0	0	1	1	0	2	B					0.18	0		0	0	1	0	0	1	B						
P76344	1	0	1	1	0	3	G						0		1	0	1	0	0	2	G	2.83E+03					
P76350	0	0	1	1	0	2	B			1.25	0.74	0.53	2		0	0	1	0	0	1	B						
P76406	0	1	1	1	0	3	I		2.16	0.24			0		0	1	1	1	0	3	I		-			0.00094429	
P76421	0	0	1	1	0	2	B					0.31	0		0	0	1	0	0	1	B						
P76462	0	0	1	1	0	2	G					0.26	0		0	0	1	0	0	1	G						
P76463	0	0	1	1	0	2	G						2		0	0	1	0	0	1	G						
P76552	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P76559	0	0	1	1	0	2	G						0		0	0	1	0	0	1	G						
P76586	0	0	1	1	0	2	B				0.31	0.19	2		0	0	1	0	0	1	B						
P77202	1	0	1	1	0	3	G			2.23	0.77	0.85	2		1	0	1	1	0	3	G	2.12E+02				0.0063695	
P77214	0	0	1	1	0	2	G				1.06	2.24	0		0	0	1	0	0	1	G						
P77223	0	1	1	1	0	3	F1		9			1.04	2		0	1	1	1	0	3	F1		1.93			0.0020498	
P77279	0	0	1	1	0	2	F1			1.36	0.71	0.55	2		0	0	1	0	0	1	F1						
P77280	0	0	1	1	0	2	B				0.19	0.22	0		0	0	1	0	0	1	B						
P77328	0	0	1	1	0	2	B			0.22			0		0	0	1	0	0	1	B						
P77377	0	0	1	1	0	2	B			0.25	0.46	0.09	2		0	0	1	0	0	1	B						
P77538	0	0	1	1	0	2	B						2		0	0	1	0	0	1	B						
P77539	0	0	1	1	0	2	B						0		0	0	1	0	0	1	B						
P77726	0	1	1	1	0	3	B		0.78				2		0	1	1	0	0	2	B		1.27				
P78067	1	1	1	1	0	4	G		0			0.76	2		1	1	1	0	0	3	G	1.37E+02	9.92		6168.56		
Q46755	0	0	1	1	0	2	B					0.49	2		0	0	1	0	0	1	B						
Q46808	0	0	1	1	0	2	B					0.4	2		0	0	1	1	0	2	B					0.00053572	
Q46821	0	0	1	1	0	2	B						0		0	0	1	1	0	2	B					0.00077561	
Q46845	0	1	1	1	0	3	F1		0.54			3.1	2		0	1	1	0	0	2	F1		25.99				
Q46858	0	0	1	1	0	2	G					0.25	0		0	0	1	0	0	1	G						
Q47142	0	0	1	1	0	2	B			0.74	0.7	0.29	2		0	0	1	0	0	1	B						
