Merge ID	TableS3_K12_ProteomeV13_BasicProteome_3900	Gevaert2002	Taoka2004	Arifuzzaman2006	Ji2006	Iwasaki2009	Masuda2009	Iwasaki2010	Thein2010	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_BasicProteome_3900 Duplicates	Gevaert2002 Duplicates	Taoka2004 Duplicates	Arifuzzaman2006 Duplicates	Ji2006 Duplicates	Iwasaki2009 Duplicates	Masuda2009 Duplicates	Iwasaki2010 Duplicates	Thein2010 Duplicates	OurStudy_Feb2011_Common Duplicates	Subcellular Location(this study)	Entry name (Uniprot)	
P0A7K6	1		1	1		1	1	1	1	1	8	1		1	1		1	1	1	1	1	A	RL19_ECOLI	
P0A7R5	1		1	1	1	1	1	1	1	1	9	1		1	1	1	1	1	1	1	1	A	RS10_ECOLI	
P0A7R9	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	RS11_ECOLI	
P0A7S9	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	RS13_ECOLI	
P0A7T3	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	A	RS16_ECOLI	
P0A7U3	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	RS19_ECOLI	
P0A7V0	1	1	1	1	1	1	1	1	1	1	10	1	1	1	2	1	1	1	1	1	1	A	RS2_ECOLI	
P0A7V8	1		1	1	1	1	1	1	1	1	9	1		1	1	1	1	1	1	1	1	A	RS4_ECOLI	
P0A7W1	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	RS5_ECOLI	
P0A7W7	1	1	1			1	1	1	1	1	8	1	1	1			1	1	1	1	1	A	RS8_ECOLI	
P0A7X3	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	RS9_ECOLI	
P0A7X6	1	1	1				1	1	1	1	7	1	1	1				1	1	1	1	A	RIMM_ECOLI	
P0A7Y0	1		1	1		1	1	1	1	1	8	1		1	1		1	1	1	1	1	A	RNC_ECOLI	
P0A7Y4	1			1				1		1	4	1			1				1		1	A	RNH_ECOLI	
P0A7Y8	1	1						1		1	4	1	1						1		1	A	RNPA_ECOLI	
P0A7Z0	1	1	1				1	1		1	6	1	1	1				1	1		1	A	RPIA_ECOLI	
P0A7Z4	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	RPOA_ECOLI	
P0A805	1	1	1	1			1	1		1	7	1	1	1	1			1	1		1	A	RRF_ECOLI	
P0A809	1	1	1					1		1	5	1	1	1					1		1	A	RUVA_ECOLI	
P0A812	1			1	1	1	1	1		1	7	1			1	1	1	1	1		1	A	RUVB_ECOLI	
P0A817	1	1	1		1	1	1	1	1	1	9	1	1	1		1	1	1	1	1	1	A	METK_ECOLI	
P0A823	1			1		1		1		1	5	1			1		1		1		1	A	SFSA_ECOLI	
P0A825	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	GLYA_ECOLI	
P0A828	1										1	1										A	SMG_ECOLI	
P0A832	1		1			1	1	1		1	6	1		1			1	1	1		1	A	SSRP_ECOLI	
P0A836	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	SUCC_ECOLI	
P0A840	1			1			1	1		1	5	1			1			1	1		1	A	SURE_ECOLI	
P0A847	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	TGT_ECOLI	
P0A850	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	TIG_ECOLI	
P0A853	1		1	1		1	1	1	1		7	1		1	1		1	1	1	1		A	TNAA_ECOLI	
P0A855	1	1	1		1	1	1	1	1	1	9	1	1	1		1	1	1	1	1	1	G	TOLB_ECOLI	
P0A858	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	TPIS_ECOLI	
P0A867	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	TALA_ECOLI	
P0A870	1	1	1	1	1	1	1	1	1	1	10	1	1	1	2	1	1	1	1	1	1	A	TALB_ECOLI	
P0A873	1			1				1		1	4	1			1				1		1	A	TRMD_ECOLI	
P0A879	1		1	1	1	1	1	1		1	8	1		1	1	1	1	1	1		1	B	TRPB_ECOLI	
P0A884	1		1	1			1	1	1	1	7	1		1	1			1	1	1	1	A	TYSY_ECOLI	
P0A887	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	UBIE_ECOLI	
P0A894	1	1	1	1	1	1	1	1		1	9	1	1	1	1	1	1	1	1		1	A	YHBJ_ECOLI	
P0A8A4	1	1		1		1	1	1		1	7	1	1		1		1	1	1		1	A	YDIA_ECOLI	
P0A8A8	1	1					1	1		1	5	1	1					1	1		1	A	RIMP_ECOLI	
P0A8C1	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	A	YBJQ_ECOLI	
P0A8C4	1		1				1	1		1	5	1		1				1	1		1	A	YGFB_ECOLI	
P0A8D0	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	NRDR_ECOLI	
P0A8D3	1	1		1				1		1	5	1	1		1				1		1	A	YAII_ECOLI	
P0A8D6	1			1				1		1	4	1			1				1		1	A	YMDB_ECOLI	
P0A8E1	1		1	1			1	1	1	1	7	1		1	1			1	1	1	1	A	YCFP_ECOLI	
P0A8E5	1	1		1	1			1		1	6	1	1		1	1			1		1	A	YACL_ECOLI	
P0A8E7	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	YAJQ_ECOLI	
P0A8F0	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	UPP_ECOLI	
P0A8F4	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	URK_ECOLI	
P0A8F8	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	UVRB_ECOLI	
P0A8G0	1			1				1	1	1	5	1			1				1	1	1	A	UVRC_ECOLI	
P0A8G3	1	1	1	1		1	1	1			7	1	1	1	1		1	1	1			A	UXAC_ECOLI	
P0A8I1	1			1				1		1	4	1			1				1		1	A	RUVX_ECOLI	
P0A8I3	1			1		1	1	1		1	6	1			1		1	1	1		1	A	YAAA_ECOLI	
P0A8I5	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	TRMB_ECOLI	
P0A8I8	1			1					1	1	4	1			1					1	1	A	RLMH_ECOLI	
P0A8J4	1		1		1		1	1		1	6	1		1		1		1	1		1	A	YBED_ECOLI	
P0A8J8	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	RHLB_ECOLI	
P0A8L1	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	SYS_ECOLI	
P0A8L5	1		1					1		1	4	1		1					1		1	A	YCGN_ECOLI	
P0A8L7	1							1		1	3	1							1		1	A	YCIU_ECOLI	
P0A8M0	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	SYN_ECOLI	
P0A8M3	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	SYT_ECOLI	
P0A8M6	1		1	1		1	1	1	1	1	8	1		1	1		1	1	1	1	1	A	YEEX_ECOLI	
P0A8N0	1		1	1			1	1		1	6	1		1	1			1	1		1	A	YCBG_ECOLI	
P0A8N3	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	SYK1_ECOLI	
P0A8N5	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	SYK2_ECOLI	
P0A8N7	1	1	1					1			4	1	1	1					1			A	SYK3_ECOLI	
P0A8P1	1			1				1		1	4	1			1				1		1	A	LFTR_ECOLI	
P0A8P3	1		1	1			1	1		1	6	1		1	1			1	1		1	A	FETP_ECOLI	
P0A8Q6	1			1						1	3	1			1						1	A	CLPS_ECOLI	
P0A8R7	1		1			1	1	1	1	1	7	1		1			1	1	1	1	1	B	YCJF_ECOLI	
P0A8S1	1	1	1	1	1	1	1	1		1	9	1	1	1	1	1	1	1	1		1	A	ICIA_ECOLI	
P0A8S5	1						1				2	1						1				B	USPB_ECOLI	
P0A8T7	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	RPOC_ECOLI	
P0A8U0	1							1		1	3	1							1		1	F1	SYDP_ECOLI	
P0A8U2	1						1	1		1	4	1						1	1		1	A	YAFD_ECOLI	
P0A8U6	1	1	1				1	1			5	1	1	1				1	1			A	METJ_ECOLI	
P0A8V2	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	RPOB_ECOLI	
P0A8V6	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	FADR_ECOLI	
P0A8W0	1		1	1				1		1	5	1		1	1				1		1	A	NANR_ECOLI	
P0A8W2	1		1				1	1		1	5	1		1				1	1		1	A	SLYA_ECOLI	
P0A8W5	1	1	1				1	1		1	6	1	1	1				1	1		1	A	YQGE_ECOLI	
P0A8W8	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	YFBU_ECOLI	
P0A8X0	1		1				1	1	1	1	6	1		1				1	1	1	1	A	YJGA_ECOLI	
P0A8X2	1		1					1		1	4	1		1					1		1	G	YCEI_ECOLI	
P0A8X4	1										1	1										G	YCCT_ECOLI	
P0A8Y1	1		1				1			1	4	1		1				1			1	A	YJJG_ECOLI	
P0A8Y3	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	YIHX_ECOLI	
P0A8Y5	1		1	1			1	1		1	6	1		1	1			1	1		1	A	YIDA_ECOLI	
P0A8Y8	1										1	1										A	YBDB_ECOLI	
P0A8Z0	1			1			1	1		1	5	1			2			1	1		1	A	YCIA_ECOLI	
P0A8Z3	1			1				1		1	4	1			1				1		1	F1	YBGC_ECOLI	
P0A8Z7	1							1		1	3	1							1		1	A	YQIA_ECOLI	
P0A901	1			1	1	1	1	1	1	1	8	1			1	1	1	1	1	1	1	I	BLC_ECOLI	
P0A908	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	H	MIPA_ECOLI	
P0A912	1		1	1	1	1	1	1	1	1	9	1		1	1	1	1	1	1	1	1	I	PAL_ECOLI	
P0A917	1	1			1	1	1		1	1	7	1	1			1	1	1		1	1	H	OMPX_ECOLI	
P0A921	1			1	1	1	1		1	1	7	1			1	1	1	1		1	1	H	PA1_ECOLI	
P0A924	1			1	1	1				1	5	1			1	1	1				1	B	PGPB_ECOLI	
P0A930	1		1	1				1			4	1		1	1				1			I	WZA_ECOLI	
P0A935	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	I	MLTA_ECOLI	
P0A937	1				1	1	1	1	1	1	7	1				1	1	1	1	1	1	I	SMPA_ECOLI	
P0A940	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	H	YAET_ECOLI	
P0A944	1							1		1	3	1							1		1	A	RIMI_ECOLI	
P0A948	1		1	1		1		1	1	1	7	1		1	1		1		1	1	1	A	RIMJ_ECOLI	
P0A951	1	1		1			1	1	1	1	7	1	1		1			1	1	1	1	A	ATDA_ECOLI	
P0A953	1	1	1			1	1	1	1	1	8	1	1	1			1	1	1	1	1	A	FABB_ECOLI	
P0A955	1		1			1	1	1		1	6	1		1			1	1	1		1	A	ALKH_ECOLI	
P0A959	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	YFBQ_ECOLI	
P0A962	1		1	1			1	1			5	1		1	1			1	1			A	ASPG1_ECOLI	
P0A988	1	1	1			1	1	1		1	7	1	1	1			1	1	1		1	A	DPO3B_ECOLI	
P0A993	1		1			1	1	1		1	6	1		1			1	1	1		1	A	F16PA_ECOLI	
P0A996	1	1	1	1		1		1	1		7	1	1	1	1		1		1	1		F1	GLPC_ECOLI	
P0A998	1		1			1	1	1	1	1	7	1		1			1	1	1	1	1	A	FTNA_ECOLI	
P0A9A2	1			1						1	3	1			1						1	A	FTNB_ECOLI	
P0A9A9	1	1	1	1			1	1		1	7	1	1	1	1			1	1		1	A	FUR_ECOLI	
P0A9B2	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	G3P1_ECOLI	
P0A9B6	1	1	1				1	1		1	6	1	1	1				1	1		1	A	E4PD_ECOLI	
P0A9C0	1	1	1	1		1	1	1	1		8	1	1	1	1		1	1	1	1		F1	GLPA_ECOLI	
P0A9C5	1	1	1	1	1	1	1	1		1	9	1	1	1	1	1	1	1	1		1	A	GLNA_ECOLI	
P0A9C9	1	1	1			1	1	1	1	1	8	1	1	1			1	1	1	1	1	A	GLPX_ECOLI	
P0A9D2	1	1	1	1			1	1		1	7	1	1	1	1			1	1		1	A	GST_ECOLI	
P0A9D4	1	1	1			1	1	1		1	7	1	1	1			1	1	1		1	A	CYSE_ECOLI	
P0A9D8	1		1	1		1	1	1	1	1	8	1		1	2		1	1	1	1	1	A	DAPD_ECOLI	
P0A9E9	1					1					2	1					1					A	NSR_ECOLI	
P0A9F1	1		1				1	1		1	5	1		1				1	1		1	A	MNTR_ECOLI	
P0A9F3	1			1	1	1	1	1		1	7	1			1	1	1	1	1		1	A	CYSB_ECOLI	
P0A9F6	1							1		1	3	1							1		1	A	GCVA_ECOLI	
P0A9G2	1									1	2	1									1	A	NHAR_ECOLI	
P0A9G4	1			1				1			3	1			1				1			A	CUER_ECOLI	
P0A9G6	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	ACEA_ECOLI	
P0A9H3	1	1		1		1	1	1			6	1	1		1		1	1	1			A	LDCI_ECOLI	
P0A9H7	1				1	1	1	1	1	1	7	1				1	1	1	1	1	1	A	CFA_ECOLI	
P0A9H9	1			1			1			1	4	1			1			1			1	A	CHEZ_ECOLI	
P0A9I1	1					1		1		1	4	1					1		1		1	A	CITE_ECOLI	
P0A9I3	1							1		1	3	1							1		1	A	GCVR_ECOLI	
P0A9I5	1										1	1										A	NAPD_ECOLI	
P0A9I8	1		1					1			3	1		1					1			A	NIRD_ECOLI	
P0A9J0	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	RNG_ECOLI	
P0A9J4	1							1		1	3	1							1		1	G	PANE_ECOLI	
P0A9J6	1		1				1	1		1	5	1		1				1	1		1	A	RBSK_ECOLI	
P0A9J8	1	1		1		1	1	1		1	7	1	1		1		1	1	1		1	A	PHEA_ECOLI	
P0A9K3	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	PHOL_ECOLI	
P0A9K7	1	1	1		1	1	1	1		1	8	1	1	1		1	1	1	1		1	F1	PHOU_ECOLI	
P0A9K9	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	SLYD_ECOLI	
P0A9L5	1	1	1				1	1		1	6	1	1	1				1	1		1	A	PPIC_ECOLI	
P0A9L8	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	P5CR_ECOLI	
P0A9M0	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	LON_ECOLI	
P0A9M2	1		1			1	1	1		1	6	1		1			1	1	1		1	A	HPRT_ECOLI	
P0A9M5	1		1				1	1		1	5	1		1				1	1		1	F1	XGPT_ECOLI	
P0A9N0	1							1			2	1							1			A	PTSO_ECOLI	
P0A9N4	1	1	1	1	1	1	1	1		1	9	1	1	1	1	1	1	1	1		1	A	PFLA_ECOLI	
P0A9N8	1							1			2	1							1			A	NRDG_ECOLI	
P0A9P0	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	F1	DLDH_ECOLI	
P0A9P4	1	1	1	1			1	1		1	7	1	1	1	1			1	1		1	G	TRXB_ECOLI	
P0A9P6	1	1	1	1	1		1	1	1	1	9	1	1	1	1	1		1	1	1	1	A	DEAD_ECOLI	
P0A9Q1	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	ARCA_ECOLI	
P0A9Q5	1	1	1	1		1	1	1	1	1	9	1	1	2	1		1	1	1	1	1	A	ACCD_ECOLI	
P0A9Q7	1	1	1	1	1	1	1	1			8	1	1	1	1	1	1	1	1			A	ADHE_ECOLI	
P0A9Q9	1	1	1		1		1	1		1	7	1	1	1		1		1	1		1	B	DHAS_ECOLI	
P0A9R4	1		1				1	1			4	1		1				1	1			A	FER_ECOLI	
P0A9R7	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	F1	FTSE_ECOLI	
P0A9S1	1	1	1	1		1	1	1			7	1	1	1	1		1	1	1			A	FUCO_ECOLI	
P0A9S5	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	GLDA_ECOLI	
P0A9S7	1			1	1	1				1	5	1			1	1	1				1	F1	LIVG_ECOLI	
P0A9T0	1			1		1	1	1		1	6	1			1		1	1	1		1	A	SERA_ECOLI	
P0A9T4	1		1				1	1		1	5	1		1				1	1		1	A	TAS_ECOLI	
P0A9U1	1		1	1				1		1	5	1		1	1				1		1	F1	YBHF_ECOLI	
P0A9U3	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	F1	YBIT_ECOLI	
P0A9V1	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	F1	LPTB_ECOLI	
P0A9V5	1			1				1		1	4	1			1				1		1	A	YIAG_ECOLI	
P0A9W0	1	1		1				1		1	5	1	1		1				1		1	A	ULAR_ECOLI	
P0A9W3	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	F1	YJJK_ECOLI	
P0A9W6	1		1				1	1			4	1		1				1	1			A	YRBA_ECOLI	
P0A9W9	1		1					1		1	4	1		1					1		1	A	YRDA_ECOLI	
P0A9X1	1			1			1		1	1	5	1			1			1		1	1	F1	ZNUC_ECOLI	
P0A9X4	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	F1	MREB_ECOLI	
P0AA10	1	1	1		1	1	1	1	1	1	9	1	1	1		1	1	1	1	1	1	A	RL13_ECOLI	
P0AA16	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	OMPR_ECOLI	
P0AA37	1							1			2	1							1			A	RLUA_ECOLI	
P0AA39	1		1	1			1	1	1	1	7	1		1	1			1	1	1	1	A	RLUC_ECOLI	
P0AA41	1							1			2	1							1			A	TRUC_ECOLI	
P0AA43	1		1	1			1	1	1	1	7	1		1	1			1	1	1	1	A	RSUA_ECOLI	
P0AA47	1				1		1				3	1				1		1				B	YEEF_ECOLI	
P0AA49	1										1	1										B	YFDV_ECOLI	
P0AA53	1	1	1		1	1	1	1		1	8	1	1	1		1	1	1	1		1	B	QMCA_ECOLI	
P0AA63	1				1	1					3	1				1	1					B	YQJA_ECOLI	
P0AA73	1							1		1	3	1							1		1	B	YHBE_ECOLI	
P0AA84	1					1	1	1		1	5	1					1	1	1		1	F1	YBHO_ECOLI	
P0AA91	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	I	YEAY_ECOLI	
P0AA93	1			1		1		1		1	5	1			1		1		1		1	B	YPDA_ECOLI	
P0AA95	1			1						1	3	1			1						1	G	YACC_ECOLI	
P0AA97	1			1			1	1		1	5	1			1			1	1		1	A	YAEQ_ECOLI	
P0AA99	1					1					2	1					1					G	YAFK_ECOLI	
P0AAB2	1			1							2	1			1							A	WZB_ECOLI	
P0AAB4	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	F1	UBID_ECOLI	
P0AAB6	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	B	GALF_ECOLI	
P0AAB8	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	USPD_ECOLI	
P0AAC0	1		1	1	1	1	1	1		1	8	1		1	1	1	1	1	1		1	A	USPE_ECOLI	
P0AAC4	1					1	1	1		1	5	1					1	1	1		1	B	YBHL_ECOLI	
P0AAC6	1					1				1	3	1					1				1	B	YCCA_ECOLI	
P0AAD2	1					1	1	1			4	1					1	1	1			B	MTR_ECOLI	
P0AAD6	1		1			1	1	1	1	1	7	1		1			1	1	1	1	1	B	SDAC_ECOLI	
P0AAD8	1					1	1				3	1					1	1				B	TDCC_ECOLI	
P0AAE0	1				1	1	1	1		1	6	1				1	1	1	1		1	B	CYCA_ECOLI	
P0AAE5	1							1			2	1							1			B	ARCD_ECOLI	
P0AAE8	1										1	1										B	CADB_ECOLI	
P0AAF3	1		1			1				1	4	1		1			1				1	F1	ARAG_ECOLI	
P0AAF6	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	F1	ARTP_ECOLI	
P0AAG5	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	B	MDLB_ECOLI	
P0AAH0	1			1	1	1	1	1		1	7	1			1	1	1	1	1		1	F1	PSTB_ECOLI	
P0AAH4	1			1	1	1	1	1		1	7	1			1	1	1	1	1		1	F1	SAPD_ECOLI	
P0AAH8	1			1		1	1	1		1	6	1			1		1	1	1		1	F1	SAPF_ECOLI	
P0AAI5	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	FABF_ECOLI	
P0AAI9	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	FABD_ECOLI	
P0AAJ1	1			1				1		1	4	1			1				1		1	F2	YNFG_ECOLI	
P0AAJ5	1		1	1		1	1	1	1	1	8	1		1	1		1	1	1	1	1	B	FDOH_ECOLI	
P0AAJ8	1			1		1	1	1		1	6	1			1		1	1	1		1	F2	HYBA_ECOLI	
P0AAK1	1										1	1										A	HYCB_ECOLI	
P0AAK4	1										1	1										A	HYDN_ECOLI	
P0AAK7	1					1		1			3	1					1		1			G	NRFC_ECOLI	
P0AAL3	1			1		1		1			4	1			1		1		1			G	NAPG_ECOLI	
P0AAL6	1			1							2	1			1							B	YDHY_ECOLI	
P0AAM1	1			1		1		1			4	1			1		1		1			B	CYBH_ECOLI	
P0AAM3	1										1	1										A	HYPC_ECOLI	
P0AAN1	1		1	1				1		1	5	1		1	1				1		1	A	HYBE_ECOLI	
P0AAN3	1		1	1		1	1	1	1		7	1		1	1		1	1	1	1		A	HYPB_ECOLI	
P0AAN9	1		1	1				1			4	1		1	1				1			A	IRAP_ECOLI	
P0AAP1	1										1	1										B	ADRA_ECOLI	
P0AAP3	1		1	1				1		1	5	1		1	1				1		1	A	FRMR_ECOLI	
P0AAP7	1										1	1										B	YAIY_ECOLI	
P0AAQ0	1			1							2	1			1							B	YAIZ_ECOLI	
P0AAQ2	1							1			2	1							1			A	YAJD_ECOLI	
P0AAQ6	1			1				1			3	1			1				1			A	YBAA_ECOLI	
P0AAS0	1		1			1	1	1		1	6	1		1			1	1	1		1	B	YLAC_ECOLI	
P0AAS5	1										1	1										A	YLBF_ECOLI	
P0AAT2	1							1			2	1							1			A	YBDF_ECOLI	
P0AAT4	1	1	1		1	1	1	1		1	8	1	1	1		1	1	1	1		1	B	YBDG_ECOLI	
P0AAT9	1		1	1			1	1		1	6	1		1	1			1	1		1	A	YBEL_ECOLI	
P0AAV0	1			1						1	3	1			1						1	B	YBGE_ECOLI	
P0AAV4	1		1					1			3	1		1					1			A	YBGJ_ECOLI	
P0AAW1	1					1	1	1		1	5	1					1	1	1		1	A	YBHP_ECOLI	
P0AAX6	1										1	1										G	MCBA_ECOLI	
P0AAX8	1		1			1	1	1		1	6	1		1			1	1	1		1	G	YBIS_ECOLI	
P0AAY4	1										1	1										G	YBJH_ECOLI	
P0AAY6	1									1	2	1									1	A	YBJN_ECOLI	
P0AAZ0	1										1	1										B	YBJO_ECOLI	
P0AAZ4	1	1	1	1				1		1	6	1	1	1	1				1		1	A	RARA_ECOLI	
P0AB03	1		1			1	1	1			5	1		1			1	1	1			A	YCBJ_ECOLI	
P0AB06	1						1			1	3	1						1			1	G	YCBK_ECOLI	
P0AB10	1	1				1	1	1		1	6	1	1				1	1	1		1	E	YMBA_ECOLI	
P0AB12	1		1			1	1	1	1	1	7	1		1			1	1	1	1	1	B	YCCF_ECOLI	
P0AB18	1	1	1	1			1	1			6	1	1	1	1			1	1			A	TUSE_ECOLI	
P0AB20	1							1		1	3	1							1		1	A	HSPQ_ECOLI	
P0AB24	1			1		1		1		1	5	1			1		1		1		1	G	YCDO_ECOLI	
P0AB26	1		1			1	1	1		1	6	1		1			1	1	1		1	I	YCEB_ECOLI	
P0AB33	1										1	1										A	BSSS_ECOLI	
P0AB38	1		1			1	1	1	1	1	7	1		1			1	1	1	1	1	I	YCFM_ECOLI	
P0AB40	1							1			2	1							1			G	BHSA_ECOLI	
P0AB43	1	1	1	1				1		1	6	1	1	1	1				1		1	A	YCGL_ECOLI	
P0AB52	1	1	1				1	1		1	6	1	1	1				1	1		1	A	YCHN_ECOLI	
P0AB55	1		1				1	1		1	5	1		1				1	1		1	A	YCII_ECOLI	
P0AB58	1		1	1	1	1	1	1	1	1	9	1		1	1	1	1	1	1	1	1	G	YCIM_ECOLI	
P0AB61	1	1	1	1			1	1		1	7	1	1	1	1			1	1		1	A	YCIN_ECOLI	
P0AB67	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	B	PNTB_ECOLI	
P0AB71	1		1			1	1	1	1	1	7	1		1			1	1	1	1	1	A	ALF_ECOLI	
P0AB74	1										1	1										A	KBAY_ECOLI	
P0AB77	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	KBL_ECOLI	
P0AB80	1						1	1		1	4	1						1	1		1	A	ILVE_ECOLI	
P0AB83	1		1					1		1	4	1		1					1		1	A	END3_ECOLI	
P0AB85	1					1	1	1			4	1					1	1	1			E	APBE_ECOLI	
P0AB89	1	1	1	1	1	1	1	1		1	9	1	1	1	1	1	1	1	1		1	A	PUR8_ECOLI	
P0AB91	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	AROG_ECOLI	
P0AB96	1		1					1			3	1		1					1			A	ARSC_ECOLI	
P0AB98	1		1		1	1	1	1		1	7	1		1		1	1	1	1		1	B	ATP6_ECOLI	
P0ABA6	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	2	1	1	1	1	1	F1	ATPG_ECOLI	
P0ABB4	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	F1	ATPB_ECOLI	
P0ABB8	1	1	1			1	1	1	1	1	8	1	1	1			1	1	1	1	1	B	ATMA_ECOLI	
P0ABE2	1		1				1	1		1	5	1		1				1	1		1	A	BOLA_ECOLI	
P0ABF1	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	B	PCNB_ECOLI	
P0ABF6	1	1	1				1	1		1	6	1	1	1				1	1		1	B	CDD_ECOLI	
P0ABF8	1			1		1	1	1	1	1	7	1			1		1	1	1	1	1	B	PGSA_ECOLI	
P0ABG1	1										1	1										B	CDSA_ECOLI	
P0ABH0	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	F1	FTSA_ECOLI	
P0ABH4	1										1	1										B	MRED_ECOLI	
P0ABH7	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	CISY_ECOLI	
P0ABI4	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	B	CORA_ECOLI	
P0ABI8	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	B	CYOB_ECOLI	
P0ABJ1	1	1	1		1	1	1	1	1	1	9	1	1	1		1	1	1	1	1	1	B	CYOA_ECOLI	
P0ABJ3	1							1		1	3	1							1		1	B	CYOC_ECOLI	
P0ABJ6	1									1	2	1									1	B	CYOD_ECOLI	
