ID REF	VALUE	ABS_CALL
IG 2485 4030697 4030734 fwd at	334.654	2
trkH b3849 at	135.008	2
IG 2486 4032034 4032196 fwd at	448.244	2
hemG b3850 at	327.435	2
IG 2487 4032743 4033119 fwd s at	7766.83	2
rrsA b3851 s at	16394.1	2
IG 2488 4034662 4034729 fwd f at	1800.22	2
ileT b3852 s at	1257.86	2
IG 2489 4034807 4034848 fwd s at	113.713	1
alaT b3853 s at	1023.79	2
IG 2490 4034925 4035098 fwd s at	5042.12	2
rrlA b3854 f at	7454.01	2
IG 2491 4038004 4038096 fwd s at	2961.85	2
rrfA b3855 f at	10466.8	2
IG 2492 4038217 4039648 fwd f at	584.482	
mobB b3856 at	149.099	
mobA b3857 at	165.944	2
IG 2493 4039580 4043249 rev at	132.768	2
yihD b3858 at	598.28	2
IG 2494 4039919 4039995 fwd at	288.299	2
yihE b3859 at	375.241	2
dsbA b3860 at	559.752	2
IG 2495 4041626 4041736 fwd at	660.348	
yihF b3861 at	767.003	2
IG 2496 4043210 4044545 fwd at	135.155	0
yihG b3862 at	974.184	2
IG 2497 4044183 4047712 rev at	114.864	2
polA b3863 at	456.425	2
IG 2498 4047333 4047478 fwd at	126.019	2
spf b3864 at	1586.64	2
IG 2499 4047588 4048926 fwd at	459.256	2
yihA b3865 at	594.747	2
IG 2500 4048313 4051448 rev at	746.288	2
yihI b3866 at	298.129	2
IG 2501 4049437 4049618 fwd at	244.852	2
hemN b3867 at	179.815	2
IG 2502 4050999 4055986 fwd at	106.087	2
glnG b3868 at	450.925	0
glnL b3869 at	262.792	2
IG 2503 4053920 4054204 rev at	115.939	2
glnA b3870 at	864.497	2
IG 2504 4055615 4061181 rev at	368.506	2
yihK b3871 at	615.781	2
IG 2505 4057763 4058025 fwd at	562.973	0
yihL b3872 at	186.458	2
yihM b3873 at	113.761	2
IG 2506 4059725 4059825 fwd at	158.514	2
yihN b3874 at	348.996	0
IG 2507 4061092 4071312 fwd at	31.656	0
yshA b3875 at	539.876	0
yihO b3876 at	25.196	
IG 2508 4063353 4063388 rev at	496.243	0
yihP b3877 at	104.721	0
yihQ b3878 at	967.461	0
IG 2509 4066857 4067054 rev at	613.068	0
yihR b3879 at	158.916	0
IG 2510 4067982 4068094 rev at	207.335	0
yihS b3880 at	17.324	0
yihT b3881 at	228.986	2
yihU b3882 at	722.464	0
IG 2511 4071152 4077878 rev at	401.789	2
yihV b3883 at	932.179	
yihW b3884 at	234.759	2
IG 2512 4073035 4073111 fwd at	163.371	2
yihX b3885 at	690.842	2
rbn b3886 at	297.59	2
yihZ b3887 at	501.782	2
yiiD b3888 at	233.802	2
IG 2513 4076019 4076843 fwd at	148.239	0
yiiE b3889 at	46.071	
IG 2514 4077090 4077306 fwd at	278.997	0
yiiF b3890 at	665.763	2
IG 2515 4077550 4083595 fwd at	162.28	2
fdhE b3891 at	477.971	2
fdoI b3892 at	1438.27	2
fdoH b3893 at	1656.07	2
fdoG b3894 at	1888.85	2
IG 2516 4083403 4085687 rev at	181.704	2
fdhD b3895 at	932.869	
IG 2517 4084430 4084581 fwd at	-303.121	0
yiiG b3896 at	18.095	0
IG 2518 4085638 4095316 fwd f at	122.94	2
frvR b3897 at	699.475	0
frvX b3898 at	541.119	0
frvB b3899 at	196.042	
frvA b3900 at	107.521	0
IG 2519 4090405 4090704 rev at	330.179	
yiiL b3901 at	821.796	0
rhaD b3902 at	241.85	0
IG 2520 4091854 4092303 rev f at	268.262	0
rhaA b3903 at	290.568	0
rhaB b3904 at	802.217	2
IG 2521 4095030 4097071 rev at	773.852	0
rhaS b3905 at	250.724	0
rhaR b3906 at	158.607	0
rhaT b3907 at	678.652	0
IG 2522 4097076 4098390 fwd at	334.067	
IG 2523 4098107 4101182 rev f at	880.127	2
sodA b3908 at	1155.7	2
IG 2524 4099012 4099261 fwd at	428.803	0
kdgT b3909 at	141.827	0
IG 2525 4100255 4100372 fwd at	329.647	0
yiiM b3910 at	199.691	2
IG 2526 4101078 4103397 fwd f at	435.859	2
cpxA b3911 at	167.188	0
cpxR b3912 at	339.697	2
IG 2527 4103252 4108319 rev at	110.997	2
b3913 at	104.776	2
b3914 at	122.293	2
IG 2528 4103901 4104048 fwd at	391.991	
yiiP b3915 at	398.158	2
IG 2529 4104952 4105131 fwd at	1740.74	2
pfkA b3916 at	1802.19	2
IG 2530 4106095 4106413 fwd at	150.196	2
sbp b3917 at	510.586	
IG 2531 4107404 4107509 fwd at	132.326	
cdh b3918 at	170.688	2
IG 2532 4108266 4109894 fwd at	722.008	2
tpiA b3919 at	2145.75	2
IG 2533 4109088 4109194 rev at	778.32	2
yiiQ b3920 at	222.76	2
IG 2534 4109795 4111305 rev at	504.646	2
yiiR b3921 at	194.943	
IG 2535 4110336 4110546 fwd at	211.537	
yiiS b3922 at	390.283	2
yiiT b3923 at	266.424	2
IG 2536 4111302 4116094 fwd at	376.125	2
fpr b3924 at	324.843	2
IG 2537 4112053 4112148 rev at	143.414	2
glpX b3925 at	454.191	2
IG 2538 4113160 4113293 rev at	1150.68	2
glpK b3926 at	2162.62	2
glpF b3927 at	2508.3	2
IG 2539 4115671 4116424 rev at	961.789	2
yiiU b3928 at	1340.85	2
IG 2540 4116341 4124592 fwd at	244.217	2
menG b3929 at	1265.49	2
IG 2541 4116911 4117002 rev at	1038.86	2
menA b3930 at	135.516	
IG 2542 4117930 4117995 rev at	111.089	2
hslU b3931 at	365.83	2
hslV b3932 at	645.016	2
IG 2543 4119868 4119959 rev at	90.236	2
ftsN b3933 at	298.386	2
IG 2544 4120920 4121010 rev at	475.276	2
cytR b3934 at	323.951	2
IG 2545 4122037 4122191 rev at	604.678	2
priA b3935 at	873.949	0
IG 2546 4124391 4124865 rev at	115.767	2
rpmE b3936 at	3066.76	2
IG 2547 4124806 4126251 fwd at	395.953	2
yiiX b3937 at	168.403	0
IG 2548 4125475 4125657 rev at	152.99	2
metJ b3938 at	788.511	
IG 2549 4125976 4134619 rev at	150.131	2
metB b3939 at	125.57	0
metL b3940 at	-109.944	0
IG 2550 4129848 4130195 fwd at	170.943	0
metF b3941 at	117.652	0
IG 2551 4131087 4131414 fwd at	31.156	2
katG b3942 at	527.038	2
IG 2552 4133596 4133654 fwd at	630.504	0
yijE b3943 at	262.684	0
IG 2553 4134594 4139436 fwd f at	288.166	0
yijF b3944 at	833.551	0
IG 2554 4135238 4135511 rev at	396.702	2
gldA b3945 at	253.677	2
talC b3946 at	809.882	
ptsA b3947 at	142.027	2
IG 2555 4139436 4145044 rev at	153.274	0
yijI b3948 at	339.496	0
IG 2556 4139767 4140108 fwd at	229.969	0
frwC b3949 at	792.212	0
frwB b3950 at	626.682	2
IG 2557 4141524 4141573 fwd at	305.187	0
pflD b3951 at	995.307	0
pflC b3952 at	155.312	2
frwD b3953 at	870.876	0
yijO b3954 at	102.886	2
IG 2558 4145059 4152579 fwd at	343.003	2
IG 2559 4145897 4146110 rev at	305.212	2
yijP b3955 at	290.985	2
IG 2560 4147845 4148025 rev at	415.052	2
ppc b3956 at	472.146	2
IG 2561 4150678 4151274 rev at	130.746	2
argE b3957 at	188.217	2
IG 2562 4152427 4156968 rev at	69.734	2
argC b3958 at	614.323	
argB b3959 at	106.489	0
IG 2563 4154369 4154428 fwd at	196.171	
argH b3960 at	422.753	0
IG 2564 4155803 4156068 fwd at	780.137	0
oxyR b3961 at	430.392	2
udhA b3962 at	336.934	2
IG 2565 4156987 4158645 fwd at	652.348	
IG 2566 4158304 4159748 rev at	58.521	2
yijC b3963 at	1476.72	2
yijD b3964 at	690.722	2
IG 2567 4159710 4161217 fwd at	432.418	2
trmA b3965 at	237.034	2
IG 2568 4160850 4171654 rev f at	692.812	2
btuB b3966 at	400.565	2
murI b3967 at	589.998	2
IG 2569 4163865 4164237 fwd s at	4451.22	2
IG 2570 4165780 4165950 fwd f at	1672.48	2
gltT b3969 s at	2268.2	2
IG 2571 4166027 4166219 fwd f at	4469.54	2
IG 2572 4169124 4169215 fwd s at	4312.95	2
rrfB b3971 s at	12954.1	2
IG 2573 4169336 4169635 fwd f at	-886.453	0
murB b3972 at	239.004	2
birA b3973 at	186.222	2
IG 2574 4171627 4172966 fwd at	662.664	0
coaA b3974 at	225.617	2
IG 2575 4172606 4172791 rev at	321.936	
b3975 at	510.193	
IG 2576 4172948 4188312 rev at	464.051	2
thrU b3976 at	3113.79	2
tyrU b3977 f at	2044.18	2
IG 2577 4173136 4173251 fwd at	3192.26	2
glyT b3978 at	1268.57	2
thrT b3979 f at	1274.04	2
IG 2578 4173409 4173522 fwd at	3695.67	2
tufB b3980 s at	4219.82	2
IG 2579 4174708 4174936 fwd at	623.914	2
secE b3981 at	939.388	2
nusG b3982 at	656.293	2
IG 2580 4175868 4176024 fwd at	1315.59	2
rplK b3983 at	4382.79	2
rplA b3984 at	4339.42	2
IG 2581 4177162 4177573 fwd at	4442.16	2
rplJ b3985 at	4476.34	2
IG 2582 4178072 4178137 fwd at	1080.96	2
rplL b3986 f at	3199.21	2
IG 2583 4178504 4178822 fwd at	1348.53	2
rpoB b3987 at	2664.89	2
IG 2584 4182852 4182927 fwd at	1970.97	2
rpoC b3988 at	1466.02	2
IG 2585 4187152 4187363 fwd at	276.084	2
htrC b3989 at	106.598	
IG 2586 4187904 4194480 fwd at	626.053	2
thiH b3990 at	56.249	0
thiG b3991 at	220.783	1
IG 2587 4190289 4190398 rev at	650.444	2
thiF b3992 at	303.331	0
thiE b3993 at	685.286	0
thiC b3994 at	630.244	0
IG 2588 4193678 4193909 rev at	146.818	2
yjaE b3995 at	148.223	2
IG 2589 4194387 4198840 rev at	212.878	2
yjaD b3996 at	117.344	2
IG 2590 4195255 4195293 fwd at	485.13	2
hemE b3997 at	419.706	2
nfi b3998 at	152.595	
IG 2591 4197040 4197081 fwd at	998.745	2
yjaG b3999 at	452.797	2
IG 2592 4197673 4197858 fwd at	2955.41	2
hupA b4000 at	3691.74	2
yjaH b4001 at	204.954	2
IG 2593 4198840 4199503 fwd at	145.444	2
yjaI b4002 at	62.394	0
IG 2594 4199408 4202219 rev at	129.327	0
hydH b4003 at	288.322	2
hydG b4004 at	420.352	2
purD b4005 at	330.261	2
IG 2595 4202224 4205724 fwd f at	748.423	
purH b4006 at	508.038	2
IG 2596 4205111 4211258 rev f at	582.039	2
IG 2597 4207267 4207351 fwd s at	3350.06	2
gltV b4008 s at	2211.31	2
IG 2598 4207428 4207621 fwd f at	581.844	2
rrlE b4009 s at	10205.3	2
IG 2599 4210526 4210618 fwd s at	1798	2
rrfE b4010 s at	16925.7	2
IG 2600 4210739 4210812 fwd at	763.655	2
yjaA b4011 at	12.501	0
IG 2601 4211197 4211858 fwd at	124.862	0
yjaB b4012 at	782.279	
IG 2602 4211703 4217879 rev f at	34.327	2
metA b4013 at	667.449	0
IG 2603 4212789 4213056 fwd at	-279.806	0
aceB b4014 at	33.138	0
aceA b4015 at	724.458	2
IG 2604 4215993 4216174 fwd at	226.134	
aceK b4016 at	124.865	0
arp b4017 at	132.977	0
IG 2605 4217912 4221406 fwd at	292.279	2
IG 2606 4220067 4220382 rev at	754.653	2
iclR b4018 at	422.941	
IG 2607 4221247 4227031 rev f at	507.388	
metH b4019 at	550.752	
IG 2608 4225091 4225309 fwd at	107.336	2
yjbB b4020 at	756.492	0
IG 2609 4226942 4227932 fwd f at	22.866	0
pepE b4021 at	417.681	2
IG 2610 4227722 4228937 rev at	730.428	2
yjbC b4022 at	188.508	2
IG 2611 4228806 4231336 fwd at	75.627	2
yjbD b4023 at	808.351	2
IG 2612 4229211 4229462 rev at	366.014	2
lysC b4024 at	169.54	2
IG 2613 4230813 4238357 rev at	956.374	2
pgi b4025 at	778.108	2
IG 2614 4232987 4233484 fwd at	247.746	
yjbE b4026 at	287.762	0
IG 2615 4233728 4233810 fwd at	808.295	0
yjbF b4027 at	276.221	0
yjbG b4028 at	102.66	0
yjbH b4029 at	111.862	0
IG 2616 4237310 4237903 fwd at	222.423	0
yjbA b4030 at	87.838	0
IG 2617 4238315 4244362 fwd at	433.957	2
xylE b4031 at	684.358	0
IG 2618 4239834 4240204 rev at	86.422	0
malG b4032 at	190.968	2
malF b4033 at	281.275	2
IG 2619 4242655 4242807 rev at	441.827	2
malE b4034 at	1092.57	2
IG 2620 4243999 4251621 rev at	107.596	2
malK b4035 at	754.216	2
IG 2621 4245479 4245549 fwd at	589.429	2
lamB b4036 at	989.101	2
IG 2622 4246891 4247132 fwd at	248.452	2
malM b4037 at	257.183	2
IG 2623 4248054 4248533 fwd at	257.517	
yjbI b4038 at	302.854	0
IG 2624 4249863 4249973 fwd at	629.266	0
ubiC b4039 at	595.77	2
ubiA b4040 at	304.9	2
IG 2625 4251468 4254215 fwd at	171.555	2
plsB b4041 at	268.642	2
IG 2626 4254106 4257066 rev at	114.366	2
dgkA b4042 at	318.122	2
IG 2627 4254585 4254693 fwd at	791.904	2
lexA b4043 at	869.86	2
dinF b4044 at	732.423	
IG 2628 4256701 4256815 fwd at	606.946	2
yjbJ b4045 at	170.746	2
IG 2629 4257026 4257899 fwd at	704.782	2
yjbK b4046 at	477.525	2
IG 2630 4257643 4260826 rev at	246.747	
yjbL b4047 at	909.332	0
yjbM b4048 at	132.802	2
IG 2631 4258886 4259247 fwd at	806.444	0
yjbN b4049 at	382.671	2
yjbO b4050 at	397.77	
IG 2632 4260662 4261892 fwd at	845.538	2
qor b4051 at	465.043	2
IG 2633 4261811 4268627 rev at	180.202	2
dnaB b4052 at	333.191	2
IG 2634 4263309 4263360 fwd at	854.999	2
alr b4053 at	267.942	0
IG 2635 4264441 4264692 fwd at	115.693	
tyrB b4054 at	505.123	2
IG 2636 4265887 4266992 fwd at	881.717	0
aphA b4055 at	712.339	2
IG 2637 4267707 4267816 fwd at	185.937	2
yjbQ b4056 at	399.024	2
yjbR b4057 at	320.882	2
IG 2638 4268594 4271703 fwd at	948.237	2
uvrA b4058 at	263.096	
IG 2639 4271451 4272338 rev at	144.254	0
ssb b4059 at	775.429	2
IG 2640 4272241 4273049 fwd at	983.701	
yjcB b4060 at	151.667	0
IG 2641 4272690 4274638 rev at	520.772	0
yjcC b4061 at	530.795	0
IG 2642 4274637 4275047 fwd at	144.855	
soxS b4062 at	697.292	
IG 2643 4274963 4279361 rev at	169.995	
soxR b4063 at	740.242	0
IG 2644 4275513 4276057 fwd at	350.786	
yjcD b4064 at	933.897	
IG 2645 4277408 4277558 fwd at	106.386	2
yjcE b4065 at	315.401	2
IG 2646 4279209 4285342 fwd at	206.235	2
yjcF b4066 at	-0.0554112	0
IG 2647 4280655 4280831 rev at	150.417	0
yjcG b4067 at	185.904	
yjcH b4068 at	203.916	0
IG 2648 4282793 4282991 rev at	671.687	0
acs b4069 at	152.051	0
IG 2649 4284951 4294014 rev at	558.969	2
nrfA b4070 at	791.423	2
IG 2650 4286780 4286817 fwd at	165.469	0
nrfB b4071 at	537.172	2
nrfC b4072 at	179.504	2
nrfD b4073 at	112.843	2
IG 2651 4289012 4289090 fwd at	548.572	2
nrfE b4074 at	553.182	0
nrfF b4075 at	103.122	0
nrfG b4076 at	346.233	0
IG 2652 4291719 4292059 fwd at	114.577	2
gltP b4077 at	972.094	2
IG 2653 4293374 4310928 fwd at	426.395	2
yjcO b4078 at	151.819	
IG 2654 4294705 4294797 rev at	662.818	
fdhF b4079 at	232.807	2
IG 2655 4296946 4297142 rev at	-0.110092	
yjcP b4080 at	179.504	0
yjcQ b4081 at	207.45	2
IG 2656 4300517 4300656 rev at	378.259	
yjcR b4082 at	582.551	0
IG 2657 4301689 4302190 rev at	102.017	0
yjcS b4083 at	336.025	2
IG 2658 4304189 4304448 rev at	875.315	0
yjcT b4084 at	924.723	0
yjcU b4085 at	848.662	0
yjcV b4086 at	705.025	0
yjcW b4087 at	302.838	2
IG 2659 4308560 4308685 rev at	153.991	
yjcX b4088 at	182.696	2
IG 2660 4309622 4309679 rev at	105.767	
rpiR b4089 at	272.366	2
IG 2661 4310604 4311388 rev at	724.984	
rpiB b4090 at	192.692	2
IG 2662 4311379 4324712 fwd f at	128.904	2
phnQ b4091 at	217.89	0
IG 2663 4311797 4311921 rev at	-851.651	
phnP b4092 at	994.683	0
phnO b4093 at	292.986	
phnN b4094 at	359.576	2
phnM b4095 at	889.261	0
phnL b4096 at	121.792	0
IG 2664 4315474 4315583 rev f at	101.891	0
phnK b4097 at	178.257	0
phnJ b4098 at	627.151	2
phnI b4099 at	133.12	0
phnH b4100 at	820.411	0
phnG b4101 at	144.954	0
phnF b4102 at	216.224	0
b4103 at	262.436	0
phnE b4104 at	394.674	0
IG 2665 4320860 4320913 rev f at	379.237	0
phnD b4105 at	286.563	2
phnC b4106 at	143.867	0
IG 2666 4322744 4322875 rev at	161.323	
phnB b4107 at	542.832	0
IG 2667 4323320 4323976 rev f at	268.164	0
phnA b4108 at	589.072	2
IG 2668 4324313 4329758 rev at	622.275	2
yjdA b4109 at	66.432	
yjcZ b4110 at	103.85	0
IG 2669 4327817 4328079 fwd at	743.801	
proP b4111 at	143.203	
IG 2670 4329583 4339488 fwd at	794.101	2
basS b4112 at	218.873	2
basR b4113 at	279.341	2
yjdB b4114 at	255.519	0
IG 2671 4333199 4333271 rev at	561.232	0
yjdE b4115 at	516.407	2
IG 2672 4334610 4334745 rev at	458.546	
adiY b4116 at	772.004	2
IG 2673 4335508 4335831 rev at	160.996	0
adiA b4117 at	333.746	0
IG 2674 4338103 4338297 rev at	228.506	2
melR b4118 at	261.236	2
IG 2675 4339207 4342506 rev at	216.219	2
melA b4119 at	152.496	2
IG 2676 4340845 4340958 fwd at	607.642	0
melB b4120 at	473.119	
IG 2677 4342369 4349420 fwd at	819.187	2
yjdF b4121 at	190.449	2
IG 2678 4343137 4343257 rev at	430.789	0
fumB b4122 at	693.669	
IG 2679 4344905 4344981 rev at	231.521	2
dcuB b4123 at	270.76	2
IG 2680 4346323 4346892 rev at	453.369	2
yjdG b4124 at	300.634	2
yjdH b4125 at	229.768	2
IG 2681 4349241 4350777 rev at	458.532	2
yjdI b4126 at	605.629	0
yjdJ b4127 at	633.169	2
IG 2682 4349936 4350161 fwd at	563.688	2
yjdK b4128 at	203.622	2
IG 2683 4350459 4366340 fwd at	507.485	2
lysU b4129 at	1011.43	2
IG 2684 4352296 4352531 rev at	873.014	2
yjdL b4130 at	667.497	2
IG 2685 4353990 4354047 rev at	108.725	0
cadA b4131 at	130.443	
IG 2686 4356196 4356274 rev at	926.858	
cadB b4132 at	154.39	2
IG 2687 4357610 4357973 rev at	203.629	
cadC b4133 at	142.634	
IG 2688 4359513 4360128 rev at	153.593	0
pheU b4134 s at	116.558	2
IG 2689 4360205 4360310 rev at	139.06	2
yjdC b4135 at	209.049	2
dsbD b4136 at	271.261	2
cutA b4137 at	290.004	2
IG 2690 4362935 4363049 rev at	224.835	2
dcuA b4138 at	1350.06	2
IG 2691 4364352 4364468 rev at	892.747	2
aspA b4139 at	4063.34	2
IG 2692 4365951 4366733 rev at	900.297	2
b4140 at	887.171	0
IG 2693 4366719 4368265 fwd at	1445.91	2
yjeH b4141 at	113.138	
IG 2694 4367991 4370942 rev at	180.053	2
mopB b4142 at	2935.6	2
IG 2695 4368560 4368602 fwd at	3100.62	2
mopA b4143 at	1293.58	2
IG 2696 4370250 4370353 fwd at	822.355	2
yjeI b4144 at	588.922	2
IG 2697 4370741 4373276 fwd at	675.137	2
yjeJ b4145 at	785.571	2
IG 2698 4371813 4372206 rev at	596.624	0
yjeK b4146 at	157.013	2
IG 2699 4373236 4374766 rev at	187.676	2
efp b4147 at	949.045	2
IG 2700 4373844 4374302 fwd at	250.632	0
sugE b4148 at	262.205	
blc b4149 at	701.761	2
IG 2701 4374771 4380190 fwd at	38.134	
IG 2702 4375301 4375388 rev at	644.645	2
ampC b4150 at	104.366	2
IG 2703 4376523 4376584 rev at	111.075	0
frdD b4151 at	905.313	2
frdC b4152 at	890.958	2
frdB b4153 at	1851.96	2
frdA b4154 at	2449.58	2
IG 2704 4379897 4383624 rev at	1131.01	0
yjeA b4155 at	102.832	2
IG 2705 4381199 4381374 fwd at	517.932	2
yjeM b4156 at	554.744	
IG 2706 4382920 4382970 fwd at	154.852	2
yjeN b4157 at	345.157	0
yjeO b4158 at	51.002	2
IG 2707 4383597 4389112 fwd at	555.572	2
yjeP b4159 at	147.628	2
psd b4160 at	290.971	2
IG 2708 4387939 4388034 rev at	247.473	2
yjeQ b4161 at	403.171	2
IG 2709 4389049 4390505 rev f at	294.34	2
yjeR b4162 at	226.305	2
IG 2710 4389728 4389937 fwd at	351.368	2
glyV b4163 s at	1156.42	2
IG 2711 4390014 4390049 fwd f at	742.669	2
glyX b4164 s at	1173.65	2
IG 2712 4390126 4390160 fwd f at	881.504	2
glyY b4165 s at	535.47	
IG 2713 4390237 4391643 fwd at	230.165	
yjeS b4166 at	309.348	2
yjeF b4167 at	466.359	2
IG 2714 4391646 4413594 rev at	154.323	2
yjeE b4168 at	213.258	2
amiB b4169 at	297.625	2
mutL b4170 at	153.207	2
miaA b4171 at	1717.74	2
IG 2715 4397781 4397865 fwd at	2156.46	2
hfq b4172 at	1442.23	2
IG 2716 4398175 4398249 fwd at	325.319	2
hflX b4173 at	870.83	2
IG 2717 4399531 4399615 fwd at	1946.39	2
hflK b4174 at	564.779	2
hflC b4175 at	417.744	2
IG 2718 4401883 4401963 fwd at	756.699	2
yjeT b4176 at	557.183	0
IG 2719 4402162 4402264 fwd at	733.271	2
purA b4177 at	985.048	2
IG 2720 4403564 4403767 fwd at	335.507	2
yjeB b4178 at	327.63	2
vacB b4179 at	999.619	2
IG 2721 4406674 4406852 fwd f at	580.909	2
yjfH b4180 at	131.575	0
IG 2722 4407585 4407710 fwd at	118.958	0
yjfI b4181 at	492.433	2
yjfJ b4182 at	461.948	0
IG 2723 4408830 4408879 fwd at	146.736	0
yjfK b4183 at	150.808	
yjfL b4184 at	992.331	
yjfM b4185 at	417.001	0
yjfC b4186 at	250.374	0
IG 2724 4411770 4411837 fwd at	888.473	0
aidB b4187 at	500.449	0
IG 2725 4413479 4414529 fwd at	266.979	2
yjfN b4188 at	582.079	2
IG 2726 4413898 4414018 rev at	1298.67	2
yjfO b4189 at	1068.36	2
IG 2727 4414448 4415275 rev at	191.663	2
yjfP b4190 at	151.765	0
yjfQ b4191 at	147.526	2
IG 2728 4415280 4417500 fwd at	128.635	0
IG 2729 4416032 4416138 rev at	545.171	0
yjfR b4192 at	103.882	
IG 2730 4417210 4422093 rev at	255.685	0
sgaT b4193 at	-213.526	0
sgaB b4194 at	567.238	0
ptxA b4195 at	107.786	2
sgaH b4196 at	850.728	0
sgaU b4197 at	292.553	2
sgaE b4198 at	784.592	0
IG 2731 4421965 4422695 fwd at	1358.56	2
yjfY b4199 at	255.624	0
IG 2732 4422370 4424205 rev at	736.285	2
rpsF b4200 at	3448.41	2
priB b4201 at	3407.07	2
rpsR b4202 at	3257.09	2
IG 2733 4423645 4423685 fwd at	2775.12	2
rplI b4203 at	1706.34	2
IG 2734 4424136 4425346 fwd at	430.219	2
yjfZ b4204 at	103.315	0
IG 2735 4425001 4425656 rev at	153.592	0
ytfA b4205 at	146.823	0
ytfB b4206 at	419.466	2
IG 2736 4426332 4428898 rev at	223.942	0
fklB b4207 at	865.197	2
IG 2737 4427134 4427441 fwd at	112.291	2
cycA b4208 at	793.116	2
IG 2738 4428855 4431600 fwd at	229.692	0
ytfE b4209 at	109.811	2
IG 2739 4429562 4429668 rev at	120.565	0
ytfF b4210 at	163.593	
IG 2740 4430644 4430741 rev at	484.663	2
ytfG b4211 at	335.852	
ytfH b4212 at	131.926	0
IG 2741 4431603 4432199 rev at	267.581	2
IG 2742 4432072 4434332 fwd at	76.749	2
cpdB b4213 at	295.023	2
IG 2743 4434144 4436284 rev at	201.892	2
cysQ b4214 at	624.04	0
IG 2744 4435074 4435284 fwd at	430.445	2
ytfI b4215 at	113.95	0
IG 2745 4435786 4437124 fwd at	503.245	2
ytfJ b4216 at	197.616	2
IG 2746 4436840 4437448 rev at	124.145	2
ytfK b4217 at	301.849	2
IG 2747 4437371 4439958 fwd at	794.071	2
ytfL b4218 at	882.795	
IG 2748 4438793 4439114 rev at	746.175	2
msrA b4219 at	300.546	2
IG 2749 4439754 4445552 rev at	370.291	2
ytfM b4220 at	238.014	2
ytfN b4221 at	358.05	2
ytfP b4222 at	403.958	2
yjfA b4223 at	877.042	0
IG 2750 4445813 4446017 fwd at	288.407	0
IG 2751 4445823 4446698 rev at	292.661	0
chpS b4224 at	147.173	
chpB b4225 at	271.851	2
IG 2752 4446620 4447538 fwd at	46.703	2
ppa b4226 at	1734.62	2
IG 2753 4447230 4452184 rev at	799.578	0
ytfQ b4227 at	757.243	2
IG 2754 4448496 4448632 fwd at	172.014	2
ytfR b4228 at	154.928	0
ytfS b4229 at	491.719	0
ytfT b4230 at	753.441	0
yjfF b4231 at	215.495	0
IG 2755 4452153 4453358 fwd at	39.66	
fbp b4232 at	920.253	2
IG 2756 4453184 4454887 rev at	108.998	2
yjfG b4233 at	285.984	2
IG 2757 4454733 4455532 fwd at	716.881	
yjgA b4234 at	443.73	2
IG 2758 4455440 4457473 rev at	973.625	2
pmbA b4235 at	330.705	2
IG 2759 4456886 4457126 fwd at	443.22	2
cybC b4236 at	324.2	2
IG 2760 4457430 4465198 fwd at	827.834	2
nrdG b4237 at	150.181	2
IG 2761 4457939 4458095 rev at	133.559	2
nrdD b4238 at	351.47	2
IG 2762 4460235 4460627 rev at	578.425	2
treC b4239 at	1674.1	2
IG 2763 4462284 4462332 rev at	2927.81	2
treB b4240 at	3451.1	2
IG 2764 4463755 4463872 rev at	28.886	
treR b4241 at	115.776	0
IG 2765 4464821 4468100 rev at	364.996	2
mgtA b4242 at	927.767	2
IG 2766 4467896 4470086 fwd at	421.236	2
yjgF b4243 at	1885.71	2
IG 2767 4468527 4468559 rev at	314.275	2
pyrI b4244 at	354.219	2
pyrB b4245 at	411.458	2
pyrL b4246 at	664.417	2
yjgG b4247 at	157.712	
yjgH b4248 at	226.603	0
IG 2768 4470420 4471800 fwd at	697.171	
IG 2769 4470784 4470913 rev at	138.763	
yjgI b4249 at	491.961	0
IG 2770 4471628 4474869 rev at	292.018	2
b4250 at	378.501	2
IG 2771 4471966 4472036 fwd at	191.903	
yjgJ b4251 at	337.996	0
IG 2772 4472292 4472426 fwd at	537.224	0
yjgK b4252 at	242.007	2
IG 2773 4472889 4472974 fwd at	349.661	2
yjgL b4253 at	173.444	0
IG 2774 4474826 4476035 fwd at	669.841	2
argI b4254 at	934.196	0
IG 2775 4475875 4476596 rev at	305.257	
yjgD b4255 at	1280.18	2
IG 2776 4476453 4477309 fwd at	102.002	0
b4256 at	101.913	2
IG 2777 4476891 4478549 rev at	469.515	0
yjgN b4257 at	135.318	
IG 2778 4478492 4483785 fwd at	242.481	2
valS b4258 at	466.555	2
holC b4259 at	227.276	2
IG 2779 4481849 4482007 rev f at	280.643	2
pepA b4260 at	404.137	2
IG 2780 4483520 4486128 rev at	272.272	2
yjgP b4261 at	338.357	2
yjgQ b4262 at	116.633	2
IG 2781 4485969 4492190 fwd at	383.842	0
yjgR b4263 at	163.011	2
IG 2782 4487632 4487708 rev at	328.351	0
idnR b4264 at	95.52	2
IG 2783 4488708 4488773 rev at	449.816	0
idnT b4265 at	190.231	2
IG 2784 4490094 4490154 rev at	237.536	
idnO b4266 at	154.365	0
idnD b4267 at	394.646	2
IG 2785 4491975 4492757 rev at	355.438	0
idnK b4268 at	55.565	2
IG 2786 4492755 4493972 fwd at	144.891	2
yjgB b4269 at	691.483	2
IG 2787 4493820 4497610 rev at	268.118	
leuX b4270 at	647.372	2
IG 2788 4494058 4494317 fwd at	221.633	2
intB b4271 at	509.025	2
