ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
fdx b2525 at	835.218	2	0.00094359
hscA b2526 at	980.024	2	0.000327479
yfhE b2527 at	681.697	2	0.000402638
IG 1649 2657488 2657582 rev at	569.243	2	0.00550396
yfhF b2528 at	3667.1	2	0.000761638
b2529 at	3265.78	2	0.000327479
yfhO b2530 at	2000.18	2	0.00049077
IG 1650 2659576 2659662 rev at	2055.23	2	0.000327479
b2531 at	1890.7	2	0.00049077
IG 1651 2660152 2660602 rev at	3045.95	2	0.000327479
b2532 at	1851.92	2	0.000327479
IG 1652 2661344 2664726 rev at	503.853	0	0.0816569
suhB b2533 at	133.603	0	0.127994
IG 1653 2662266 2662382 fwd at	106.402	0	0.388213
b2534 at	618.192	0	0.11649
IG 1654 2663265 2663433 fwd at	118.192	0	0.070073
csiE b2535 at	548.516	2	0.00130539
hcaT b2536 at	224.404	2	0.00381521
IG 1655 2664736 2667051 fwd at	616.831	2	0.0299178
IG 1656 2665867 2666025 rev at	474.338	2	0.000493549
hcaR b2537 at	411.024	2	0.00094359
IG 1657 2666917 2671835 rev f at	634.694	2	5,22E+00
hcaA1 b2538 at	135.812	0	0.198363
hcaA2 b2539 at	268.46	1	0.0558844
hcaC b2540 at	383.934	2	0.0109718
hcaB b2541 at	218.696	0	0.197123
hcaD b2542 f at	248.837	0	0.167138
yphA b2543 at	123.892	0	0.11649
IG 1658 2671789 2680876 fwd f at	333.069	0	0.268596
yphB b2544 at	189.014	0	0.181744
yphC b2545 at	102.828	0	0.127994
IG 1659 2673815 2673846 rev at	134.586	0	0.992188
yphD b2546 at	997.394	0	0.213264
yphE b2547 at	754.094	0	0.437646
yphF b2548 at	171.438	2	0.0320196
IG 1660 2677388 2677483 rev at	255.639	0	0.965428
yphG b2549 at	156.871	0	0.181744
IG 1661 2680859 2682273 rev at	104.821	2	0.000603158
yphH b2550 at	130.766	2	0.0234132
IG 1662 2682077 2683854 fwd at	250.441	0	0.336639
glyA b2551 at	2197.15	2	0.000734887
IG 1663 2683528 2685089 rev at	473.228	2	0.0294349
hmpA b2552 at	1276.6	2	0.000402638
IG 1664 2685046 2693958 fwd at	732.917	2	8,56E+00
glnB b2553 at	500.567	2	0.00214285
IG 1665 2685429 2685488 rev at	835.015	2	0.00049077
yfhA b2554 at	479.308	2	0.00049077
yfhG b2555 at	473.695	2	0.0151637
IG 1666 2687527 2687690 rev at	147.601	1	0.059082
yfhK b2556 at	358.879	2	0.000402638
IG 1667 2689182 2689675 rev at	275.568	2	0.0072983
purL b2557 at	175.062	2	0.00657518 begin_of_the_skype_highlighting              00657518      end_of_the_skype_highlighting
IG 1668 2693564 2695373 rev at	512.584	2	0.00622665
yfhD b2558 at	42.065	0	0.213264
yfhC b2559 at	217.642	2	0.00130539
IG 1669 2695378 2696706 fwd at	33.865	0	0.28503
yfhB b2560 at	390.877	2	0.00657518 begin_of_the_skype_highlighting              00657518      end_of_the_skype_highlighting
IG 1670 2696508 2698637 rev at	164.787	2	1,13E+00
yfhH b2561 at	124.656	2	0.0267372
IG 1671 2697628 2697682 fwd at	356.368	2	0.0044925
yfhL b2562 at	126.914	0	0.127994
IG 1672 2697944 2708439 fwd at	714.527	2	0.00196275
acpS b2563 at	442.172	2	0.00529677
pdxJ b2564 at	618.858	2	0.0151637
recO b2565 at	230.445	2	0.0115479
era b2566 at	243.591	0	0.088557
rnc b2567 at	500.269	2	0.00269283
IG 1673 2702084 2702354 rev at	291.502	2	0.0044925
lepB b2568 at	560.329	2	0.0206634
lepA b2569 at	655.013	2	0.00049077
IG 1674 2705145 2705341 rev at	395.653	2	0.00049077
rseC b2570 at	280.026	2	0.00657518 begin_of_the_skype_highlighting              00657518      end_of_the_skype_highlighting
rseB b2571 at	735.317	2	0.00094359
rseA b2572 at	2224.35	2	0.00049077
IG 1675 2707425 2707456 rev at	6512.96	2	0.00390625
rpoE b2573 at	1658.45	2	0.00175518
IG 1676 2708033 2710046 rev at	1092.01	2	0.000493549
nadB b2574 at	151.589	2	0.015454
yfiC b2575 at	227.943	0	0.165268
IG 1677 2710905 2712458 rev at	26.795	2	0.0178004
srmB b2576 at	407.708	2	0.00529677
IG 1678 2712251 2713442 fwd at	467.177	2	0.0278322
yfiE b2577 at	211.142	2	0.0178004
IG 1679 2713386 2714085 rev at	949.477	0	0.830422
yfiK b2578 at	160.853	0	0.105738
IG 1680 2714031 2714773 fwd at	283.487	0	0.631691
yfiD b2579 at	145.171	0	0.198363
IG 1681 2714470 2715510 rev at	845.005	0	0.885173
ung b2580 at	466.389	2	0.000327479
IG 1682 2715464 2716754 fwd at	103.758	0	0.773144
yfiF b2581 at	554.042	2	0.00320325
IG 1683 2716549 2722467 rev at	661.701	2	1,87E-02
trxC b2582 at	508.395	2	0.00225703 begin_of_the_skype_highlighting              00225703      end_of_the_skype_highlighting
IG 1684 2717175 2717218 fwd at	65.875	1	0.0582721
yfiP b2583 at	130.032	2	0.000603158
IG 1685 2717942 2717972 fwd at	1449.09	2	0.0078125
yfiQ b2584 at	3450.4	2	0.000327479
IG 1686 2720634 2720743 fwd at	3860.95	2	0.000327479
pssA b2585 at	2004.84	2	0.000327479
IG 1687 2722103 2722198 fwd at	740.642	2	0.000327479
yfiM b2586 at	393.2	2	0.000327479
kgtP b2587 at	4369.71	2	0.000493549
IG 1688 2722472 2734165 fwd f at	148.558	2	3,00E-11
IG 1689 2723767 2724088 rev f at	995.952	2	0.000892689
rrfG b2588 s at	13019.9	2	0.00390625
IG 1690 2724209 2724300 rev s at	10521.3	2	4,43E+00
rrlG b2589 s at	8582.04	2	0.000146526
IG 1691 2727205 2727388 rev f at	3400.6	2	4,15E-01
gltW b2590 s at	8251.33	2	0.000327479
IG 1692 2727465 2727635 rev f at	5917.28	2	2,00E+00
rrsG b2591 f at	9120.16	2	9,11E-01
IG 1693 2729179 2729619 rev f at	5753.54	2	1,61E+00
clpB b2592 at	1114.94	2	0.00459071
IG 1694 2732194 2732322 rev at	2461.13	2	0.000402638
yfiH b2593 at	279.47	2	0.036797
sfhB b2594 at	684.022	2	0.00225703 begin_of_the_skype_highlighting              00225703      end_of_the_skype_highlighting
IG 1695 2734032 2736967 rev at	684.426	2	1,81E-01
b2595 at	714.344	2	0.00269283
b2596 at	194.742	2	0.0204441
yfiA b2597 at	13314.2	2	0.000327479
IG 1696 2735516 2735618 fwd at	502.145	2	0.00320325
pheL b2598 at	154.369	2	0.000976563
IG 1697 2735667 2735764 fwd at	322.136	2	0.00237088
pheA b2599 at	344.677	2	0.00108112
IG 1698 2736926 2739340 fwd at	433.612	1	0.051889
tyrA b2600 at	202.496	2	0.00188612
aroF b2601 at	176.339	2	0.0177324
IG 1699 2739171 2742202 rev at	688.802	2	0.000209863
yfiL b2602 at	895.711	2	0.0072983
IG 1700 2739746 2739894 fwd at	184.846	1	0.0558844
b2603 at	505.519	2	0.000493549
yfiN b2604 at	451.472	2	0.00993898
yfiB b2605 at	604.025	2	0.00852936
IG 1701 2742128 2745906 fwd at	164.738	2	2,83E+00
rplS b2606 at	2171.67	2	0.00049077
IG 1702 2742551 2742591 rev at	7073.68	2	0.000327479
trmD b2607 at	5413.21	2	0.00049077
yfjA b2608 at	5075.15	2	0.000327479
rpsP b2609 at	3103.05	2	0.000327479
IG 1703 2744206 2744453 rev at	1281.73	2	0.00094359
ffh b2610 at	1202.05	2	0.000327479
IG 1704 2745816 2748135 rev at	642.785	0	0.233971
b2611 at	184.161	2	0.0133783
IG 1705 2746774 2746817 fwd at	132.042	2	0.000976563
ypjE b2612 at	235.456	0	0.070073
yfjD b2613 at	258.718	0	0.5
IG 1706 2748082 2748851 fwd at	133.007	2	0.0322445
grpE b2614 at	435.778	2	0.000327479
IG 1707 2748730 2752028 rev at	550.024	2	3,49E-02
yfjB b2615 at	500.428	2	0.000327479
IG 1708 2749731 2749815 fwd at	291.114	2	0.00381521
recN b2616 at	267.264	2	0.0391461
IG 1709 2751478 2751814 fwd at	1385.2	2	0.000327479
smpA b2617 at	933.25	2	0.000402638
IG 1710 2751968 2752916 fwd at	262.218	2	5,96E+00
b2618 at	403.949	2	0.0421419
b2619 at	624.508	2	0.00459071
IG 1711 2752786 2755664 rev at	702.979	2	0.00204571
smpB b2620 at	2664.4	2	0.000327479
IG 1712 2753400 2753508 fwd at	739.513	2	0.000402638
ssrA b2621 at	19061.3	2	0.000327479
IG 1713 2753975 2754179 fwd at	103.881	2	0.00852936
intA b2622 at	134.807	2	0.00379911
IG 1714 2755422 2756664 fwd at	209.357	2	0.0428801
yfjH b2623 at	496.814	2	0.00188612
IG 1715 2756622 2759371 rev at	443.253	2	4,13E+00
alpA b2624 at	111.506	0	0.965428
IG 1716 2756878 2757005 fwd at	472.275	0	0.388213
yfjI b2625 at	836.878	0	0.611787
IG 1717 2758416 2758567 fwd at	0.576103	0	0.9822
yfjJ b2626 at	565.038	0	0.846688
IG 1718 2759195 2763938 fwd at	424.852	2	0.0114697
yfjK b2627 at	138.583	2	0.00550396
yfjL b2628 at	178.88	0	0.127994
IG 1719 2763175 2763533 rev at	382.244	2	0.00175518
yfjM b2629 at	514.588	1	0.0620214
IG 1720 2763798 2769860 rev at	716.919	2	0.0182648
yfjN b2630 at	1017.88	2	0.000327479
IG 1721 2765013 2765055 fwd at	197.953	2	0.00222768
yfjO b2631 at	358.691	2	0.00108112
IG 1722 2765377 2765724 fwd at	454.793	2	0.0391461
yfjP b2632 at	82.527	2	0.0391461
IG 1723 2766595 2766685 fwd at	453.043	0	0.213264
yfjQ b2633 at	959.743	0	0.181744
IG 1724 2767508 2767723 fwd at	325.908	0	0.929927
yfjR b2634 at	21.118	0	0.562354
b2636 at	767.054	0	0.432373
yfjT b2637 at	852.914	0	0.75224
IG 1725 2769637 2771338 fwd at	334.823	0	0.27296
b2638 at	138.079	2	0.0133783
b2639 at	137.708	0	0.110449
IG 1726 2770707 2770856 rev at	158.514	2	0.034572
b2640 at	51.354	0	0.48748
b2641 at	148.478	0	0.803711
IG 1727 2771114 2776166 rev at	422.606	2	0.0316697
yfjW b2642 at	316.975	2	0.0304463
IG 1728 2773043 2773939 fwd at	142.999	0	0.567648
yfjX b2643 at	132.437	0	0.11649
yfjY b2644 at	408.532	0	0.345472
IG 1729 2774890 2775135 fwd at	222.101	2	0.00320325
yfjZ b2645 at	266.294	0	0.324781
ypjF b2646 at	235.972	0	0.95023
IG 1730 2775804 2783240 fwd at	540.773	0	0.537863
ypjA b2647 f at	155.402	0	0.150784
IG 1731 2780877 2781084 rev at	398.239	0	0.71497
b2648 at	0.355165	0	0.987079
IG 1732 2781229 2781657 rev at	273.284	0	0.937979
b2649 at	246.547	0	0.965428
IG 1733 2782450 2782548 rev at	0.866618	0	0.957858
b2650 at	344.197	0	0.832862
IG 1734 2783032 2783781 rev at	45.589	0	0.850528
b2651 at	768.819	0	0.54522
IG 1735 2783373 2784416 fwd at	0.570618	0	0.998947
ileY b2652 f at	221.333	2	0.0234375
b2653 at	112.734	0	0.734858
IG 1736 2783994 2794357 rev at	179.083	2	0.0357703
b2654 at	147.829	0	0.965428
b2655 at	153.513	0	0.937423
b2656 at	115.781	0	0.944116
IG 1737 2785456 2785626 fwd at	110.769	0	0.832862
b2657 at	331.092	0	0.675219
IG 1738 2786260 2786397 fwd at	562.571	0	0.675219
b2658 at	310.775	0	0.894262
IG 1739 2786671 2786900 fwd at	841.544	0	0.153312
b2659 at	471.477	2	0.000612512
ygaF b2660 at	1267.4	2	0.000402638
gabD b2661 at	938.196	2	0.00269283
gabT b2662 at	1175.87	2	0.00157146
IG 1740 2792037 2792273 fwd at	711.414	2	0.00130539
gabP b2663 at	449.714	2	0.00379911
ygaE b2664 at	1497.66	2	0.0133783
ygaU b2665 at	330.237	2	0.00381521
IG 1741 2794358 2795231 fwd at	342.379	0	0.149472
IG 1742 2794808 2794890 rev at	456.666	0	0.165268
b2666 at	222.165	2	0.00315926
IG 1743 2795050 2796111 rev at	553.611	0	0.504313
b2667 at	411.154	2	0.034572
ygaP b2668 at	210.416	2	0.034572
IG 1744 2796066 2797184 fwd at	970.237	0	0.850528
stpA b2669 at	104.512	0	0.0957232
IG 1745 2796517 2797670 rev at	111.878	0	0.918258
b2670 at	320.73	2	0.000327479
IG 1746 2797635 2798154 fwd at	473.232	0	0.931332
ygaC b2671 at	778.838	0	0.135974
IG 1747 2798016 2812238 rev at	73.004	2	0.0001288
ygaM b2672 at	572.053	2	0.015454
IG 1748 2798497 2798743 fwd at	269.381	0	0.127994
nrdH b2673 at	127.33	2	0.00657518 begin_of_the_skype_highlighting              00657518      end_of_the_skype_highlighting
nrdI b2674 at	736.535	0	0.254899
nrdE b2675 at	484.517	0	0.976587
nrdF b2676 at	57.016	2	0.0391461
IG 1749 2802483 2802835 fwd at	137.595	0	0.366636
proV b2677 at	137.908	2	0.00529677
proW b2678 at	957.315	0	0.522646
IG 1750 2805096 2805152 fwd at	531.258	2	0.000327479
proX b2679 at	381.13	2	0.0304463
IG 1751 2806146 2806336 fwd at	452.233	2	0.000327479
b2680 at	860.837	0	0.070073
b2681 at	466.747	2	0.0234132
IG 1752 2807515 2807637 fwd at	252.292	0	0.522646
b2682 at	388.309	2	0.0277665
ygaH b2683 at	677.739	2	0.000612512
IG 1753 2808701 2808790 fwd at	150.376	2	0.000402638
emrR b2684 at	698.676	2	0.000327479
IG 1754 2809322 2809447 fwd at	369.204	2	0.00529677
emrA b2685 at	199.981	0	0.167138
emrB b2686 at	77.534	0	0.266065
IG 1755 2812176 2823854 fwd f at	512.962	2	4,63E-03
ygaG b2687 at	722.901	2	0.000327479
IG 1756 2812755 2812904 rev at	460.614	2	0.000327479
gshA b2688 at	1619.37	2	0.000327479
IG 1757 2814462 2814533 rev at	555.918	2	0.000327479
b2689 at	407.061	2	0.000612512
yqaB b2690 at	309.898	2	0.0421419
IG 1758 2815526 2815805 rev f at	202.752	2	0.0072983
argQ b2691 s at	1091.56	2	0.000603158
IG 1759 2815883 2816080 rev f at	2027.53	2	9,82E+00
argZ b2692 s at	925.594	2	0.00195313
IG 1760 2816158 2816219 rev f at	2279.12	2	0.000976563
IG 1761 2816297 2816494 rev f at	1986.94	2	0.000244141
argV b2694 s at	1008.47	2	0.00488281
serV b2695 at	4618.77	2	0.000327479
IG 1762 2816668 2816982 rev at	102.424	2	0.00143241
csrA b2696 at	2542.46	2	0.000327479
IG 1763 2817169 2817402 rev at	2589.91	2	0.00049077
alaS b2697 at	3352.11	2	0.000612512
IG 1764 2820034 2820161 rev at	580.032	2	0.00315926
oraA b2698 at	134.84	0	0.150145
IG 1765 2820663 2820730 rev at	648.508	2	0.00852936
recA b2699 at	1468.81	2	0.00379911
IG 1766 2821793 2821871 rev at	699.936	2	0.00049077
ygaD b2700 at	434.161	2	0.00320325
IG 1767 2822370 2822513 rev at	382.788	0	0.254899
mltB b2701 at	331.715	2	0.00852936
IG 1768 2823600 2828797 rev at	391.923	2	0.0315979
srlA b2702 at	575.01	2	0.000612512
srlE b2703 at	132.602	0	0.0957232
srlB b2704 at	222.728	2	0.00108112
srlD b2705 at	207.938	2	0.0234132
IG 1769 2826540 2826643 fwd at	843.774	0	0.198363
gutM b2706 at	113.021	2	0.0115479
IG 1770 2827004 2827069 fwd at	203.216	2	0.000327479
srlR b2707 at	272.971	2	0.00852936
IG 1771 2827844 2827874 fwd at	206.309	2	0.0234375
gutQ b2708 at	123.594	0	0.304618
ygaA b2709 at	353.789	2	0.00928336
IG 1772 2828802 2830498 fwd at	10.659	0	0.859735
IG 1773 2830388 2833195 rev at	275.197	1	0.0510053
b2710 at	360.029	0	0.462489
ygbD b2711 at	346.988	0	0.75224
IG 1774 2833069 2837546 fwd at	459.722	2	0.0108145
hypF b2712 at	186.423	0	0.153312
IG 1775 2835449 2835600 rev at	195.616	0	0.181343
hydN b2713 at	146.393	2	0.0109718
IG 1776 2836129 2836276 rev at	98.748	2	0.00049077
ascG b2714 at	124.113	1	0.0620214
IG 1777 2837291 2840595 rev at	125.608	2	0.00208456
ascF b2715 at	147.056	0	0.230151
ascB b2716 at	116.946	2	0.0267372
IG 1778 2840438 2848669 fwd f at	365.261	1	0.0572005
hycI b2717 at	704.913	2	0.00130539
hycH b2718 at	178.428	0	0.088557
hycG b2719 at	156.563	0	0.0990615
hycF b2720 at	885.518	0	0.45478
hycE b2721 at	862.717	0	0.275462
hycD b2722 at	118.308	0	0.216313
hycC b2723 at	272.191	2	0.0277665
hycB b2724 at	823.954	0	0.135974
IG 1779 2847873 2847996 rev at	45.744	0	0.724538
hycA b2725 at	74.238	0	0.877253
IG 1780 2848459 2854475 rev at	54.631	0	0.262137
hypA b2726 at	179.279	0	0.127994
hypB b2727 at	105.033	0	0.150145
hypC b2728 at	232.028	0	0.0778177
hypD b2729 at	196.092	2	0.034572
IG 1781 2851281 2851318 fwd at	952.465	2	0.00232472
hypE b2730 at	244.479	0	0.105738
IG 1782 2852288 2852360 fwd at	300.758	2	0.0204441
fhlA b2731 at	181.963	0	0.0864242
IG 1783 2854440 2855115 fwd at	613.889	0	0.802578
ygbA b2732 at	1205.8	2	0.00049077
IG 1784 2854830 2858489 rev at	380.443	2	0.000192663
mutS b2733 at	516.33	2	0.00225703 begin_of_the_skype_highlighting              00225703      end_of_the_skype_highlighting
IG 1785 2857678 2857782 fwd at	231.407	0	0.254899
pphB b2734 at	409.507	0	0.345472
IG 1786 2858440 2859452 fwd at	797.311	0	0.663361
ygbI b2735 at	711.734	2	0.000761638
IG 1787 2859288 2864581 rev at	660.878	1	0.0555785
b2736 at	88.642	0	0.150145
b2737 at	210.034	0	0.654528
IG 1788 2861525 2861615 fwd at	692.257	0	0.070073
ygbL b2738 at	306.63	2	0.0204441
ygbM b2739 at	109.823	0	0.167138
IG 1789 2863036 2863123 fwd at	126.123	0	0.126953
b2740 at	244.263	0	0.75224
IG 1790 2864489 2874603 fwd at	175.641	2	1,16E+00
rpoS b2741 at	4053.94	2	0.00094359
IG 1791 2865575 2865636 rev at	8428.66	2	0.00049077
nlpD b2742 at	11050.4	2	0.00049077
IG 1792 2866777 2866915 rev at	777.707	2	0.000327479
pcm b2743 at	1101.8	2	0.000612512
surE b2744 at	849.099	2	0.00143241
ygbO b2745 at	2460	2	0.00049077
ygbB b2746 at	373.581	2	0.00094359
ygbP b2747 at	405.949	2	0.00657518 begin_of_the_skype_highlighting              00657518      end_of_the_skype_highlighting
b2748 at	662.281	2	0.000603158
IG 1793 2870844 2871036 rev at	371.412	2	0.00108112
ygbE b2749 at	110.694	2	0.00116472
IG 1794 2871361 2871409 rev at	287.964	2	0.00049077
cysC b2750 at	212.461	0	0.127994
cysN b2751 at	513.781	2	0.00993898
cysD b2752 at	480.484	2	0.0234132
IG 1795 2874353 2876591 rev at	900.149	0	0.585494
iap b2753 at	688.636	0	0.266065
IG 1796 2875642 2890236 fwd at	254.211	2	0.0283069
ygbF b2754 at	207.504	2	0.00143241
b2755 at	923.888	1	0.0547106
b2756 at	136.506	0	0.088557
b2757 at	652.187	0	0.432352
b2758 at	162.792	0	0.654528
ygcK b2759 at	370.312	1	0.0558844
b2760 at	233.573	0	0.254899
IG 1797 2882162 2882575 rev at	0.985653	0	0.976587
ygcB b2761 at	511.694	0	0.181343
IG 1798 2885243 2885600 rev at	114.447	0	0.567648
cysH b2762 at	574.308	2	0.00108112
IG 1799 2886336 2886409 rev f at	1315.56	2	0.00379911
cysI b2763 at	469.664	2	0.00657518 begin_of_the_skype_highlighting              00657518      end_of_the_skype_highlighting
cysJ b2764 at	804.515	2	0.036797
IG 1800 2889922 2892941 rev at	103.971	2	0.0106431
ygcM b2765 at	707.552	0	0.432352
IG 1801 2890603 2890649 fwd at	941.153	2	0.0239258
ygcN b2766 at	200.352	0	0.681117
ygcO b2767 at	136.921	0	0.181343
ygcP b2768 at	622.188	0	0.28503
IG 1802 2892795 2898613 fwd at	144.057	0	0.157506
ygcQ b2769 at	316.196	0	0.0864242
ygcR b2770 at	293.729	0	0.122747
ygcS b2771 at	131.501	0	0.0778177
b2772 at	464.053	0	0.522646
ygcU b2773 at	180.196	0	0.165268
IG 1803 2897441 2897509 rev at	0.198819	0	0.929927
ygcW b2774 at	56.243	0	0.832862
IG 1804 2898371 2902768 rev at	120.135	0	0.921659
yqcE b2775 at	134.118	0	0.5
ygcE b2776 at	855.252	0	0.140265
IG 1805 2901397 2903663 fwd at	908.086	0	0.26522
ygcF b2777 at	774.435	2	0.000402638
IG 1806 2903441 2904664 rev at	365.656	0	0.0954021
ygcG b2778 at	692.339	0	0.24776
IG 1807 2904606 2913078 fwd at	234.962	2	1,25E-06
eno b2779 at	3516.73	2	8,57E-08
IG 1808 2905964 2906050 rev at	1331.27	2	0.00049077
pyrG b2780 at	1297.83	2	0.000612512
IG 1809 2907689 2907915 rev at	723.16	2	0.00049077
mazG b2781 at	1085.51	2	0.000327479
IG 1810 2908708 2908777 rev at	1365.21	2	0.000761638
chpA b2782 at	1343.3	2	0.000327479
chpR b2783 at	1616.02	2	0.000402638
IG 1811 2909362 2909438 rev at	770.534	2	0.000612512
relA b2784 at	1504.6	2	0.000603158
IG 1812 2911674 2911720 rev at	3922.72	2	0.000327479
ygcA b2785 at	2130.65	2	0.00049077
IG 1813 2913023 2916066 rev at	420.171	2	0.000415354
barA b2786 at	172.149	2	0.00622665
IG 1814 2915836 2923369 fwd at	576.917	2	2,69E+00
ygcX b2787 at	115.781	0	0.198363
ygcY b2788 at	150.217	0	0.105738
b2789 at	626.704	0	0.235169
IG 1815 2920123 2920556 rev at	969.138	1	0.0620214
b2790 at	1304.2	2	0.00049077
yqcB b2791 at	139.774	0	0.197123
b2792 at	322.556	2	0.00094359
IG 1816 2922136 2922756 rev at	17662.3	2	0.000327479
syd b2793 at	301.414	2	0.00049077
IG 1817 2923303 2929886 rev at	719.523	2	0.00057559
yqcD b2794 at	462.563	2	0.000327479
IG 1818 2924219 2924329 fwd at	510.286	2	0.00108112
ygdH b2795 at	2503.9	2	0.00269283
IG 1819 2925695 2926250 fwd at	125.095	2	0.000493549
sdaC b2796 at	843.679	2	0.000603158
IG 1820 2927541 2927597 fwd at	168.894	2	0.000488281
sdaB b2797 at	130.176	0	0.0957232
exo b2798 at	388.986	2	0.000892689
IG 1821 2929833 2932256 fwd at	631.824	0	0.0998165
fucO b2799 at	338.757	2	0.00214285
fucA b2800 at	634.957	2	0.000327479
IG 1822 2931711 2938164 rev at	201.833	2	0.00195599
fucP b2801 at	232.162	2	0.000734887
IG 1823 2933574 2933605 fwd at	134.85	2	0.00390625
fucI b2802 at	325.102	2	0.00529677
IG 1824 2935382 2935459 fwd at	321.267	1	0.0620214
fucK b2803 at	274.874	2	0.00269283
fucU b2804 at	497.125	2	0.00188612
IG 1825 2937333 2937389 fwd at	353.948	2	0.0107422
fucR b2805 at	1050.63	2	0.000734887
IG 1826 2938122 2941358 fwd at	480.659	2	2,47E+00
ygdE b2806 at	332.676	2	0.00188612
ygdD b2807 at	256.946	2	0.0277665
gcvA b2808 at	650.288	0	0.537511
IG 1827 2940590 2940939 rev at	123.824	2	0.0206634
b2809 at	334.729	2	0.000603158
IG 1828 2941171 2943057 rev at	138.395	1	0.0517764
b2810 at	499.22	2	0.00993898
ygdK b2811 at	454.162	2	0.00157146
IG 1829 2943008 2945408 fwd at	20.575	0	0.292036
ygdL b2812 at	156.016	0	0.230151
IG 1830 2943865 2944102 rev at	126.648	2	0.000493549
mltA b2813 at	273.897	1	0.0620214
IG 1831 2945201 2945778 rev f at	146.848	2	9,96E-03
metZ b2814 s at	3608.03	2	0.000244141
IG 1832 2945486 2945518 fwd f at	4875.69	2	0.00195313
metW b2815 s at	5151.78	2	0.0234375
IG 1833 2945596 2945628 fwd f at	5611.85	2	0.00195313
metV b2816 s at	3060.55	1	0.0625
IG 1834 2945706 2947263 fwd at	472.967	2	0.00249578
b2817 at	544.59	2	0.000327479
IG 1835 2947123 2948656 rev at	500.499	2	0.000385609
argA b2818 at	133.898	1	0.0625767
IG 1836 2948596 2967683 fwd at	955.131	2	0.000603659
recD b2819 at	260	2	0.00188612
recB b2820 at	488.266	2	0.00993898
ptr b2821 at	700.069	2	0.00214285
IG 1837 2956907 2957081 rev at	269.677	2	0.000327479
recC b2822 at	219.001	2	0.00116472
ppdC b2823 at	409.917	0	0.0957232
ygdB b2824 at	216.39	2	0.0177324
IG 1838 2961137 2961174 rev at	135.441	0	0.194093
ppdB b2825 at	345.152	2	0.0044925
ppdA b2826 at	666.505	0	0.213264
IG 1839 2962200 2962382 rev at	255.347	2	0.0133783
thyA b2827 at	1323.04	2	0.00049077
lgt b2828 at	924.862	2	0.00175518
IG 1840 2964060 2964209 rev at	365.619	2	0.00529677
ptsP b2829 at	827.645	2	0.000402638
ygdP b2830 at	6166.46	2	0.00049077
IG 1841 2967000 2970690 rev at	674.027	2	0.0305534
mutH b2831 at	157.858	0	0.140265
IG 1842 2968374 2968441 fwd at	427.986	0	0.303711
b2832 at	33.757	0	0.388213
IG 1843 2969156 2969292 fwd at	126.971	0	0.135974
b2833 at	388.288	2	0.000402638
IG 1844 2969512 2969618 fwd at	475.017	0	0.987079
b2834 at	452.467	0	0.0778177
IG 1845 2970660 2974620 fwd at	542.232	2	0.0133783
ygeD b2835 at	117.307	0	0.275462
aas b2836 at	231.763	2	0.00315926
IG 1846 2974037 2975658 rev at	328.129	0	0.345472
galR b2837 at	479.854	2	0.00379911
IG 1847 2975653 2977042 fwd at	236.371	2	0.00108112
lysA b2838 at	164.249	0	0.681117
IG 1848 2976922 2977964 rev at	0.75045	0	0.904277
lysR b2839 at	192.713	0	0.0957232
ygeA b2840 at	131.657	1	0.0547106
IG 1849 2977979 2983868 fwd at	182.352	0	0.3347
IG 1850 2978658 2978785 rev at	187.312	2	0.00928336
araE b2841 at	167.983	2	0.034572
IG 1851 2980205 2980518 rev at	159.206	0	0.65838
kduD b2842 at	646.684	0	0.769849
kduI b2843 at	117.852	1	0.0625767
IG 1852 2982147 2982432 rev at	343.753	2	0.00175518
yqeF b2844 at	419.004	2	0.00782678
IG 1853 2983618 2987956 rev at	708.313	0	0.124069
b2845 at	557.218	2	0.00529677
IG 1854 2985099 2985497 fwd at	363.065	0	0.633364
yqeH b2846 at	154.984	0	0.477354
IG 1855 2986191 2986523 fwd at	39.452	0	0.54522
yqeI b2847 at	158.946	0	0.562354
yqeJ b2848 at	18.183	0	0.786736
IG 1856 2987809 2988575 fwd at	807.277	1	0.0602224
yqeK b2849 at	206.299	0	0.724538
IG 1857 2988395 2992481 rev at	123.542	0	0.998788
ygeF b2850 at	0.895308	0	0.973263
IG 1858 2989023 2989289 fwd at	0.776321	0	0.922224
ygeG b2851 at	725.068	0	0.477354
IG 1859 2989782 2990115 fwd at	67.343	0	0.11649
ygeH b2852 at	561.475	0	0.324781
IG 1860 2991493 2991659 fwd at	0.417089	0	0.996207
b2853 at	126.446	0	0.818256
IG 1861 2991879 2992020 fwd at	483.484	0	0.41014
b2854 at	18.565	0	0.965428
IG 1862 2992438 2998366 fwd f at	643.478	0	0.534078
ygeK b2855 at	267.531	0	0.724538
IG 1863 2992929 2992958 rev at	72.394	0	0.1875
b2856 at	180.944	0	0.955799
IG 1864 2993115 2993335 rev at	0.295378	0	0.967773
b2857 at	0.678717	0	0.972234
b2858 at	1.943	0	0.904277
b2859 at	286.734	0	0.413046
yi22 4 b2860 s at	838.885	2	0.00585938
b2862 at	146.543	0	0.167138
IG 1865 2996011 2996055 rev at	639.811	2	0.00143671
b2863 at	866.009	0	0.266065
IG 1866 2996893 2997005 rev at	293.23	2	0.000402638
glyU b2864 at	1672.23	2	0.000327479
IG 1867 2997080 2997157 rev at	104.853	0	0.122747
b2865 at	226.605	0	0.070073
