ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
IG 707 1122497 1122629 rev at	904.858	2	0.00260662
grxB b1064 at	2578.3	2	0.00049077
IG 708 1123278 1123340 rev at	435.55	2	0.00260662
yceL b1065 at	107.442	0	0.181343
IG 709 1124580 1128636 rev at	114.186	2	7,81E+00
rimJ b1066 at	2566.58	2	0.000327479
yceH b1067 at	1589.21	2	0.000327479
mviM b1068 at	663.22	2	0.00320325
IG 710 1126953 1127061 fwd at	337.24	2	0.00108112
mviN b1069 at	610.124	2	0.000493549
IG 711 1128598 1130240 fwd at	145.153	2	0.00566372
flgN b1070 at	6545.54	2	0.000327479
flgM b1071 at	7857.82	2	0.00049077
IG 712 1129352 1129426 rev at	11391.9	2	0.00049077
flgA b1072 at	1270.79	2	0.00108112
IG 713 1130087 1140404 rev at	157.097	2	2,48E-02
flgB b1073 at	2055.87	2	0.000402638
flgC b1074 at	4186.84	2	0.000734887
flgD b1075 at	3376.36	2	0.000327479
flgE b1076 at	4039.7	2	0.000327479
flgF b1077 at	2015.21	2	0.000327479
IG 714 1133781 1133951 fwd at	1521.15	2	0.000327479
flgG b1078 at	2941.75	2	0.000603158
IG 715 1134735 1134786 fwd at	907.77	2	0.00185087
flgH b1079 at	1017.85	2	0.000402638
flgI b1080 at	643.286	2	0.00993898
flgJ b1081 at	685.876	2	0.000402638
IG 716 1137536 1137600 fwd at	488.292	2	0.00269283
flgK b1082 at	3176.09	2	0.000327479
flgL b1083 at	1910.64	2	0.000327479
IG 717 1140210 1143670 fwd at	301.431	2	3,49E-01
rne b1084 at	946.561	2	0.00143241
IG 718 1143591 1145233 rev at	322.729	2	3,11E-03
b1085 at	114.929	0	0.41014
IG 719 1144046 1144162 fwd at	12.652	0	0.230151
yceC b1086 at	827.615	0	0.153312
IG 720 1145123 1146016 fwd at	870.734	2	0.000226678
yceF b1087 at	147.539	2	0.00381521
IG 721 1145858 1158584 rev at	136.888	2	3,34E-08
yceD b1088 at	3464.58	2	0.000327479
rpmF b1089 at	2352.39	2	0.000603158
IG 722 1146764 1146873 fwd at	1083.63	2	0.000327479
plsX b1090 at	1357.49	2	0.000327479
IG 723 1147915 1147981 fwd at	783.532	2	0.000402638
fabH b1091 at	1221.62	2	0.000402638
fabD b1092 at	1472.6	2	0.000734887
fabG b1093 at	3974.52	2	0.00188612
IG 724 1150628 1150837 fwd at	3506.49	2	0.000327479
acpP b1094 at	8132.85	2	0.000327479
IG 725 1151075 1151161 fwd at	3275.81	2	0.00049077
fabF b1095 at	336.403	0	0.105738
IG 726 1152404 1152522 fwd at	207.193	2	0.00529677
pabC b1096 at	213.055	2	0.00225703 begin_of_the_skype_highlighting              00225703      end_of_the_skype_highlighting
yceG b1097 at	165.533	2	0.00852936
tmk b1098 at	407.946	2	0.0072983
holB b1099 at	171.68	0	0.181744
ycfH b1100 at	405.445	2	0.0267372
IG 727 1156798 1157091 fwd at	416.342	2	0.000327479
ptsG b1101 at	433.902	2	0.000327479
IG 728 1158526 1161107 fwd at	521.139	0	0.167966
fhuE b1102 at	924.993	2	0.0480985
IG 729 1160775 1167422 rev at	65.944	2	0.000126741
ycfF b1103 at	507.92	2	0.00269283
ycfL b1104 at	517.761	2	0.00157146
ycfM b1105 at	471.771	2	0.00094359
ycfN b1106 at	636.495	2	0.000402638
ycfO b1107 at	898.982	2	0.0277665
ycfP b1108 at	952.848	2	0.000327479
IG 730 1164909 1165307 fwd at	221.065	0	0.127994
ndh b1109 at	295.713	2	0.00529677
IG 731 1166613 1166821 fwd at	133.819	2	0.00320325
ycfJ b1110 at	178.331	2	0.00188612
IG 732 1167362 1168295 fwd at	336.143	2	0.0165905
ycfQ b1111 at	840.531	2	0.00049077
IG 733 1168134 1168634 rev at	813.033	0	0.144739
ycfR b1112 at	744.205	0	0.127994
IG 734 1168554 1174649 fwd at	192.324	0	0.435308
ycfS b1113 at	257.166	2	0.00928336
IG 735 1169598 1169740 rev at	700.813	0	0.197123
mfd b1114 at	351.972	2	0.000493549
IG 736 1173188 1173314 rev at	409.173	2	0.0320196
ycfT b1115 at	219.126	0	0.364945
IG 737 1174389 1179701 rev at	31.731	2	0.0488861
ycfU b1116 at	239.041	2	0.0133783
ycfV b1117 at	355.896	2	0.0072983
ycfW b1118 at	529.646	2	0.000734887
ycfX b1119 at	830.111	2	0.00320325
cobB b1120 at	692.367	2	0.00157146
IG 738 1179583 1185066 fwd at	571.517	0	0.0993051
b1121 at	178.391	0	0.944116
ymfA b1122 at	676.675	0	0.675219
potD b1123 at	983.618	2	0.0044925
potC b1124 at	529.86	2	0.00622665
potB b1125 at	179.569	2	0.00320325
potA b1126 at	286.489	2	0.000603158
IG 739 1184818 1186341 rev at	425.451	0	0.614824
pepT b1127 at	173.761	2	0.0133783
IG 740 1186294 1194345 fwd at	947.687	2	0.00249591
ycfD b1128 at	1006.04	2	0.000734887
IG 741 1187473 1187538 rev at	73.081	2	0.000327479
phoQ b1129 at	414.972	2	0.00049077
phoP b1130 at	1904.56	2	0.00049077
IG 742 1189671 1189838 rev at	294.723	2	0.0204441
purB b1131 at	564.64	2	0.0277665
ycfC b1132 at	1109.47	2	0.00550396
IG 743 1191855 1191889 rev at	1408.91	2	0.0078125
ycfB b1133 at	1145.94	2	0.036797
b1134 at	331.231	2	0.00782678
ymfC b1135 at	209.438	2	0.0115479
IG 744 1194145 1196089 rev at	62.751	2	0.0112669
icdA b1136 at	7681.23	2	0.000327479
IG 745 1195597 1197917 fwd at	482.628	2	0.0359517
ymfD b1137 at	342.677	0	0.197123
ymfE b1138 at	213.94	2	0.00157146
IG 746 1197461 1198901 rev at	490.528	2	0.000890378
lit b1139 at	456.362	2	0.0204441
IG 747 1198812 1200674 fwd f at	553.335	2	4,38E-02
intE b1140 at	358.792	2	0.0497698
b1141 at	102.998	0	0.231536
IG 748 1200256 1200291 rev at	370.419	2	0.00195313
ymfH b1142 at	794.508	0	0.165268
IG 749 1200604 1200998 rev f at	138.583	0	0.122747
ymfI b1143 at	435.624	2	0.000327479
ymfJ b1144 at	891.258	0	0.181744
IG 750 1201062 1201943 fwd at	17.861	0	0.213264
IG 751 1201284 1201481 rev at	434.055	0	0.432352
b1145 at	299.075	2	0.00225703 begin_of_the_skype_highlighting              00225703      end_of_the_skype_highlighting
b1146 at	881.452	0	0.522646
IG 752 1202157 1207739 rev f at	559.728	0	0.343687
ymfL b1147 at	618.506	0	0.5
ymfM b1148 at	378.302	2	0.0442012
ymfN b1149 at	404.473	0	0.345472
ymfR b1150 at	131.513	0	0.366636
ymfO b1151 at	101.131	0	0.235169
b1152 at	115.715	2	0.0277665
b1153 at	102.997	0	0.432352
ycfK b1154 f at	430.389	0	0.976235
b1155 at	123.588	0	0.24776
ycfA b1156 at	440.291	0	0.432352
b1157 at	366.288	0	0.51252
IG 753 1208882 1210902 rev at	0.471648	0	0.999519
pin b1158 at	124.781	2	0.00993898
IG 754 1209463 1209568 fwd at	402.183	0	0.430652
mcrA b1159 at	143.517	0	0.41014
IG 755 1210403 1215011 fwd at	352.231	0	0.830409
ycgW b1160 at	358.441	0	0.635055
IG 756 1211227 1211925 rev at	155.364	0	0.911443
ycgX b1161 at	931.685	0	0.58986
IG 757 1212331 1212550 rev at	365.588	2	0.0178004
ycgE b1162 at	561.81	2	0.00260662
IG 758 1213283 1213486 rev at	752.787	2	0.00049077
b1163 at	130.053	2	0.00225703 begin_of_the_skype_highlighting              00225703      end_of_the_skype_highlighting
IG 759 1214699 1221527 rev at	794.815	0	0.456068
ycgZ b1164 at	360.026	0	0.197123
IG 760 1215249 1215290 fwd at	162.185	2	0.0175785
ymgA b1165 at	941.254	2	0.0304463
ymgB b1166 at	246.248	2	0.0204441
IG 761 1215859 1215970 fwd at	328.808	0	0.675219
ymgC b1167 at	137.091	0	0.846688
IG 762 1216220 1216508 fwd at	621.935	0	0.5
b1168 at	152.333	0	0.960854
IG 763 1218075 1218823 fwd at	0.660667	0	0.986622
b1169 at	122.098	0	0.230151
IG 764 1220345 1220428 fwd at	197.816	0	0.75224
b1170 at	196.478	2	0.0234132
IG 765 1221446 1222917 fwd at	223.858	0	0.463128
b1171 at	105.664	2	0.0304463
b1172 at	420.504	2	0.00381521
IG 766 1222152 1223501 rev at	165.991	0	0.0722047
IG 767 1223131 1225822 fwd at	511.418	2	0.0121538
minE b1174 at	1904.25	2	0.000327479
minD b1175 at	1572.7	2	0.00049077
minC b1176 at	2028.9	2	0.000327479
IG 768 1225304 1226293 rev at	45.459	2	0.0175042
ycgJ b1177 at	149.846	2	0.00993898
IG 769 1226192 1226903 fwd at	745.558	2	0.0175021
ycgK b1178 at	577.092	2	0.00116472
IG 770 1226696 1228705 rev at	392.571	0	0.211831
ycgL b1179 at	337.626	2	0.000327479
IG 771 1227231 1227301 fwd at	551.689	2	0.0072983
b1180 at	566.981	2	0.0267372
IG 772 1227962 1228022 fwd at	230.235	2	0.00928336
ycgN b1181 at	144.504	2	0.00852936
IG 773 1228500 1229989 fwd at	6.847	0	0.569394
hlyE b1182 at	414.312	1	0.0547106
IG 774 1229624 1231722 rev at	533.662	0	0.329165
umuD b1183 at	858.393	2	0.0391461
umuC b1184 at	627.417	0	0.0778177
IG 775 1231678 1234160 fwd at	696.957	2	0.00698728
dsbB b1185 at	319.75	2	0.0304463
IG 776 1232254 1232398 rev at	775.848	2	0.0129214
nhaB b1186 at	190.919	2	0.0497698
IG 777 1233941 1234931 rev at	165.081	0	0.633364
fadR b1187 at	422.858	2	0.0234132
IG 778 1234881 1236793 fwd at	487.478	2	0.0304463
ycgB b1188 at	191.057	2	0.00379911
IG 779 1236465 1239557 rev at	105.37	2	0.00519833
dadA b1189 at	2072.31	2	0.00379911
dadX b1190 at	783.406	2	0.000603158
IG 780 1239173 1242288 fwd at	184.226	2	3,17E-01
b1191 at	315.999	2	0.0204441
IG 781 1241169 1241388 rev at	128.044	2	0.000327479
b1192 at	136.704	2	0.00459071
mltE b1193 at	418.887	1	0.0625767
IG 782 1243015 1243950 fwd at	380.906	2	0.034572
ycgR b1194 at	625.429	2	0.00108112
IG 783 1243751 1244901 rev at	706.077	2	1,80E+00
ymgE b1195 at	32.893	0	0.45478
IG 784 1244206 1244382 fwd at	717.369	0	0.832862
ycgY b1196 at	549.912	0	0.769849
IG 785 1244824 1250279 fwd at	64.782	1	0.0563809
treA b1197 at	207.849	0	0.0864242
IG 786 1246600 1246918 rev at	139.243	0	0.110449
ycgC b1198 at	246.388	2	0.0115479
b1199 at	904.747	2	0.00049077
b1200 at	984.145	2	0.000327479
IG 787 1250092 1252307 rev at	541.992	0	0.0722047
b1201 at	146.288	2	0.0044925
IG 788 1252209 1258013 fwd at	360.054	2	0.00641918
b1202 at	859.635	2	0.0480985
IG 789 1255176 1255943 rev at	151.848	1	0.0620214
ychF b1203 at	427.919	2	0.0239949
IG 790 1257036 1257151 rev at	521.619	2	0.000402638
pth b1204 at	292.327	2	0.00094359
IG 791 1257737 1258346 rev at	123.779	2	0.0115191
ychH b1205 f at	5338.7	2	0.000327479
IG 792 1258293 1262936 fwd at	698.017	2	3,32E-05
ychM b1206 at	206.239	0	0.135974
IG 793 1260000 1260150 rev at	187.007	2	0.00108112
prsA b1207 at	1075.74	2	0.000612512
IG 794 1261099 1261248 rev at	7798.83	2	0.000327479
ychB b1208 at	1984.86	2	0.000761638
hemM b1209 at	791.691	2	0.000402638
IG 795 1262724 1269971 rev f at	708.296	2	0.00069719
hemA b1210 at	751.731	2	0.00993898
IG 796 1264194 1264234 fwd at	191.889	2	0.00195313
prfA b1211 at	692.113	2	0.000603158
hemK b1212 at	286.636	2	0.0129214
b1213 at	219.445	2	0.0204441
ychA b1214 at	545.748	2	0.00269283
IG 797 1267353 1267387 fwd at	1637.89	2	0.000488281
kdsA b1215 at	801.144	2	0.000327479
IG 798 1268243 1271341 fwd f at	559.862	2	0.00265984
chaA b1216 at	90.978	1	0.0547106
IG 799 1271073 1272468 rev at	181.679	0	0.737263
chaB b1217 at	235.041	0	0.11649
IG 800 1271573 1271708 fwd at	172.63	2	0.00130539
chaC b1218 at	216.006	0	0.127994
IG 801 1272426 1273147 fwd at	886.034	0	0.882625
ychN b1219 at	1058.68	2	0.00049077
IG 802 1272823 1274401 rev at	805.912	2	0.0129214
ychP b1220 at	268.783	0	0.818256
IG 803 1274402 1277179 fwd at	202.059	0	0.197123
narL b1221 at	1081.65	2	0.00049077
narX b1222 at	485.195	2	0.0277665
IG 804 1276842 1286309 rev f at	610.885	2	0.00887824
narK b1223 at	274.205	0	0.633364
IG 805 1278572 1279086 fwd at	375.165	0	0.818256
narG b1224 at	112.325	0	0.070073
narH b1225 at	138.946	0	0.0990615
narJ b1226 at	212.952	0	0.0778177
narI b1227 at	668.757	0	0.140265
IG 806 1285750 1285931 fwd at	788.702	0	0.71497
b1228 f at	744.058	0	0.900939
IG 807 1286208 1288428 fwd f at	64.74	2	1,80E-01
tpr b1229 f at	104.786	0	0.6875
IG 808 1286412 1286466 rev f at	306.462	2	0.000327479
tyrV b1230 s at	2540.8	2	0.000327479
IG 809 1286552 1286760 rev at	400.035	2	0.000402638
tyrT b1231 s at	2268.62	2	0.0078125
IG 810 1286846 1287004 rev at	137.935	2	0.00320325
purU b1232 at	335.504	2	0.000734887
IG 811 1287848 1287896 rev at	624.036	2	0.00049077
ychJ b1233 at	137.645	2	0.00852936
IG 812 1288356 1291731 rev at	414.425	2	0.00536739
ychK b1234 at	169.279	2	0.00852936
IG 813 1289374 1289464 fwd at	324.284	2	0.00320325
hnr b1235 at	113.145	2	0.0133783
IG 814 1290479 1290679 fwd at	292.187	2	0.00157146
galU b1236 at	309.482	2	0.00379911
IG 815 1291589 1292749 fwd at	593.412	0	0.220261
hns b1237 at	5274.21	2	0.00049077
IG 816 1292146 1293648 rev at	333.326	2	0.00091629
tdk b1238 at	115.773	2	0.00108112
IG 817 1293368 1297820 fwd at	607.152	2	0.000201091
ychG b1239 at	110.813	0	0.0990615
b1240 at	441.714	2	0.0373677
IG 818 1294422 1294668 rev at	881.185	2	0.0320196
adhE b1241 at	1065.56	2	0.00130539
IG 819 1297345 1304844 rev at	134.095	2	3,41E-04
ychE b1242 at	119.587	0	0.304618
IG 820 1298469 1299205 fwd at	363.954	2	0.00529677
oppA b1243 at	8061.79	2	0.000327479
IG 821 1300838 1300922 fwd at	3047.98	2	0.000327479
oppB b1244 at	1132.04	2	0.00529677
oppC b1245 at	1423.74	2	0.000327479
oppD b1246 at	1802.34	2	0.000493549
oppF b1247 at	1573.64	2	0.000402638
IG 822 1304793 1309112 fwd at	98.002	2	1,01E-02
b1248 at	554.281	2	0.00073689
cls b1249 at	539.476	2	0.000935716
IG 823 1306670 1307039 rev at	211.412	2	0.0304463
kch b1250 at	821.167	2	0.00622665
IG 824 1308294 1308592 rev at	315.974	0	0.11649
yciI b1251 at	941.625	2	0.000603158
IG 825 1308986 1309871 rev f at	560.125	0	0.927462
tonB b1252 at	295.672	2	0.0391461
IG 826 1309833 1312043 fwd at	575.862	2	0.0228078
yciA b1253 at	167.771	2	0.00049077
IG 827 1310271 1310374 rev at	130.69	2	0.0178004
yciB b1254 at	760.74	2	0.000612512
yciC b1255 at	810.387	2	0.00188612
IG 828 1311688 1312741 rev at	785.768	0	0.0692781
yciD b1256 at	168.982	2	0.0044925
IG 829 1312683 1321243 fwd at	127.298	0	0.36191
yciE b1257 at	277.782	0	0.859735
yciF b1258 at	199.672	0	0.567648
IG 830 1313795 1313879 rev at	108.424	0	0.611218
yciG b1259 at	179.039	0	0.818256
IG 831 1314117 1314439 rev at	0.759449	0	0.567648
trpA b1260 at	482.704	2	0.0320196
trpB b1261 at	687.225	2	0.00315926
trpC b1262 at	322.253	2	0.00143241
trpD b1263 at	388.133	2	0.00459071
trpE b1264 at	76.2	0	0.388782
IG 832 1320971 1321061 rev at	117.946	0	0.266065
trpL b1265 at	428.997	0	0.275462
IG 833 1321107 1325790 rev at	284.977	2	0.0257612
yciV b1266 at	1358.49	2	0.000761638
yciO b1267 at	588.352	2	0.000327479
yciQ b1268 at	157.162	0	0.88351
IG 834 1324666 1324875 fwd at	266.643	2	0.000603158
yciL b1269 at	558.747	2	0.0304463
IG 835 1325752 1327355 fwd at	133.649	0	0.671217
btuR b1270 at	131.06	2	0.0391461
yciK b1271 at	414.479	2	0.0177324
IG 836 1327137 1328440 rev at	788.968	2	0.00640714
sohB b1272 at	390.328	2	0.015454
IG 837 1328406 1329071 fwd at	960.723	2	0.000651369
yciN b1273 at	1135.12	2	0.000327479
IG 838 1328693 1336593 rev at	782.896	2	1,10E-01
topA b1274 at	333.524	2	0.00320325
IG 839 1331670 1331878 fwd at	318.144	2	0.00157146
cysB b1275 at	765.867	2	0.000327479
IG 840 1332854 1333854 fwd at	182.054	2	0.000327479
acnA b1276 at	682.152	2	0.000327479
IG 841 1336531 1337353 fwd at	682.426	2	0.000691018
ribA b1277 at	1636.94	2	0.00049077
IG 842 1337185 1341133 rev at	645.371	2	4,48E+00
pgpB b1278 at	367.439	2	0.000327479
IG 843 1338119 1338266 fwd at	1098.34	2	0.000327479
yciS b1279 at	885.89	2	0.00130539
yciM b1280 at	298.036	2	0.0304463
IG 844 1339752 1339944 fwd at	363.177	2	0.00269283
pyrF b1281 at	264.704	2	0.00381521
yciH b1282 at	575.052	2	0.000327479
IG 845 1341009 1359131 fwd at	686.706	2	5,17E-05
osmB b1283 at	356.511	2	0.0178004
IG 846 1341353 1341620 rev at	121.731	2	0.0178004
b1284 at	275.086	2	0.0480985
IG 847 1342371 1342780 rev at	236.228	2	0.00320325
yciR b1285 at	460.764	0	0.181343
IG 848 1344767 1345001 rev at	476.243	0	0.0789057
rnb b1286 at	393.765	2	0.00928336
IG 849 1346937 1347003 rev at	512.517	2	0.000612512
yciW b1287 at	260.148	2	0.00928336
IG 850 1348210 1348274 rev at	922.735	2	0.000327479
fabI b1288 at	1445.39	2	0.000327479
IG 851 1349064 1349430 rev at	501.239	2	0.00049077
ycjD b1289 at	557.902	2	0.000603158
IG 852 1349785 1349851 rev f at	412.161	2	0.000402638
sapF b1290 at	396.337	2	0.00852936
sapD b1291 at	243.983	2	0.0239949
sapC b1292 at	202.831	2	0.000603158
sapB b1293 at	775.687	0	0.437646
sapA b1294 at	262.751	2	0.015454
IG 853 1355135 1355446 rev at	668.01	2	0.00049077
ymjA b1295 at	311.665	2	0.00529677
IG 854 1355693 1355825 rev at	377.467	2	0.00049077
ycjJ b1296 at	225.295	0	0.070073
IG 855 1357266 1357513 rev at	728.913	2	0.000761638
b1297 at	506.301	2	0.000892689
IG 856 1359011 1364958 rev at	140.657	2	1,47E-02
ycjL b1298 at	537.54	2	0.00130539
ycjC b1299 at	433.016	2	0.000402638
IG 857 1360493 1360766 fwd at	325.928	2	0.00225703 begin_of_the_skype_highlighting              00225703      end_of_the_skype_highlighting
aldH b1300 at	325.574	0	0.0778177
ordL b1301 at	599.782	2	0.0072983
IG 858 1363537 1363573 fwd at	1570.2	2	0.00110886
goaG b1302 at	524.143	2	0.015454
IG 859 1364840 1366102 fwd at	276.154	2	1,18E-01
pspF b1303 at	354.08	2	0.00188612
IG 860 1365952 1380986 rev at	353.253	2	0.000649174
pspA b1304 at	564.548	2	0.015454
IG 861 1366772 1366824 fwd at	674.298	0	0.150145
pspB b1305 at	602.563	2	0.00049077
pspC b1306 at	114.84	2	0.000327479
pspD b1307 at	310.943	2	0.000603158
IG 862 1367639 1367712 fwd at	650.126	2	0.000402638
pspE b1308 at	4470.79	2	0.000327479
IG 863 1368028 1368212 fwd at	145.879	2	0.000734887
ycjM b1309 at	532.072	2	0.0497698
b1310 at	243.057	2	0.0391461
ycjO b1311 at	674.999	2	0.0151637
ycjP b1312 at	135.305	0	0.266065
ycjQ b1313 at	166.432	0	0.153312
b1314 at	103.069	2	0.0234132
ycjS b1315 at	731.271	0	0.48748
ycjT b1316 at	582.372	0	0.951901
ycjU b1317 at	465.627	0	0.695382
ycjV b1318 at	184.445	0	0.45478
IG 864 1379814 1379970 fwd at	362.165	0	0.611787
ompG b1319 at	155.993	0	0.54522
IG 865 1380877 1382140 fwd at	111.749	2	0.00265984
ycjW b1320 at	109.225	2	0.0204441
IG 866 1381986 1386328 rev f at	678.746	2	0.0250564
ycjX b1321 at	247.172	0	0.0778177
ycjF b1322 at	985.611	0	0.304618
IG 867 1384597 1384743 fwd at	955.996	2	0.00269283
tyrR b1323 at	872.623	2	0.00993898
IG 868 1386286 1386911 fwd f at	409.006	2	2,96E-01
tpx b1324 at	3025.41	2	0.00049077
IG 869 1386836 1387893 rev at	275.625	2	0.00049077
ycjG b1325 at	554.875	2	0.000892689
ycjI b1326 at	469.165	2	0.000612512
IG 870 1387920 1390014 fwd at	262.895	2	0.00739771
IG 871 1388683 1388956 rev at	384.872	2	0.000734887
b1327 at	985.807	2	0.0480985
IG 872 1389890 1392914 rev at	266.931	0	0.0783018
ycjZ b1328 at	902.683	2	0.00529677
IG 873 1390915 1391229 fwd at	438.824	2	0.015454
b1329 at	756.904	2	0.000327479
IG 874 1392865 1394099 fwd at	740.272	2	3,16E+00
b1330 at	109.863	2	0.000892689
IG 875 1393947 1395695 rev f at	830.868	0	0.547172
IG 876 1395117 1395388 fwd f at	264.445	0	0.308246
ynaJ b1332 at	456.224	0	0.266065
IG 877 1395647 1402764 fwd at	712.911	0	0.27303
ydaA b1333 at	507.763	0	0.859735
IG 878 1396647 1396797 rev at	0.890281	0	0.733935
fnr b1334 at	137.107	0	0.110449
IG 879 1397551 1397744 rev at	0.272689	0	0.990717
ogt b1335 at	681.312	0	0.140265
ydaH b1336 at	139.493	0	0.45478
IG 880 1399804 1399833 rev f at	248.933	2	0.015625
b1337 at	102.636	0	0.654528
ydaJ b1338 at	246.224	0	0.088557
IG 881 1402605 1404586 rev at	506.212	0	0.966162
ydaK b1339 at	683.829	0	0.567648
IG 882 1403674 1404002 fwd at	0.917559	0	0.998114
ydaL b1340 at	168.762	0	0.969554
IG 883 1404567 1406073 fwd at	308.473	0	0.973263
b1341 at	635.811	0	0.51252
IG 884 1405880 1409036 rev at	439.315	0	0.739518
b1342 at	532.793	0	0.786736
IG 885 1407058 1407534 fwd at	345.372	0	0.872006
dbpA b1343 at	482.016	0	0.266065
IG 886 1408909 1416571 fwd at	143.662	0	0.241483
ydaO b1344 at	128.269	0	0.71497
IG 887 1409973 1410023 rev at	110.114	0	0.996841
b1345 at	176.318	0	0.818657
ydaQ b1346 at	411.246	0	0.95023
IG 888 1411501 1411554 rev at	362.154	0	0.366211
ydaC b1347 at	197.798	0	0.969554
lar b1348 at	795.084	0	0.846688
IG 889 1411952 1412007 rev at	363.714	0	0.413046
recT b1349 at	769.204	0	0.54522
recE b1350 at	13.478	0	0.764831
IG 890 1415411 1415511 rev at	912.652	0	0.167138
racC b1351 at	449.665	0	0.832862
IG 891 1415788 1416031 rev at	296.562	0	0.846688
ydaD b1352 at	588.915	0	0.724538
IG 892 1416266 1417345 rev f at	1.12	0	0.957858
sieB b1353 at	0.567504	0	0.965428
b1354 at	106.869	0	0.745101
b1355 at	885.927	0	0.48748
IG 893 1417369 1418388 fwd at	21.491	0	0.993013
IG 894 1417526 1417788 rev at	385.847	0	0.834732
ydaR b1356 at	408.839	0	0.733976
IG 895 1418266 1425769 rev at	197.374	0	0.999784
ydaS b1357 at	636.417	0	0.71497
ydaT b1358 at	137.715	0	0.54522
ydaU b1359 at	713.423	0	0.477354
b1360 at	153.511	2	0.036797
ydaW b1361 at	532.415	2	0.034572
b1362 at	193.042	0	0.324781
IG 896 1421669 1421805 fwd at	404.252	0	0.36661
trkG b1363 at	292.767	0	0.235169
b1364 at	0.260242	0	0.737793
b1365 at	486.878	0	0.562335
ydaY b1366 at	839.623	0	0.922182
IG 897 1424005 1424078 fwd at	159.168	0	0.1875
b1367 at	245.602	0	0.786736
IG 898 1424313 1424477 fwd at	222.166	0	0.477354
b1368 at	59.933	0	0.745101
b1369 at	131.453	0	0.827276
IG 899 1425638 1426546 fwd at	121.923	0	0.973263
trs5 5 b1370 at	951.586	0	0.181744
b1371 at	140.418	0	0.522646
IG 900 1426751 1431107 rev f at	132.682	0	0.360627
IG 901 1427009 1427066 fwd at	510.782	0	0.0698779
b1372 at	601.883	0	0.965428
IG 902 1431011 1441074 fwd f at	300.163	2	0.00610235
b1374 s at	107.084	1	0.0547106
IG 903 1431699 1432014 rev s at	187.992	0	0.733935
ynaE b1375 s at	678.002	2	0.0239949
IG 904 1432282 1433208 rev at	948.735	0	0.0698779
ynaF b1376 at	111.164	2	0.036797
IG 905 1433716 1433783 rev at	399.948	0	0.167138
b1377 at	300.055	0	0.153312
IG 906 1434918 1435283 rev at	201.375	0	0.75224
ydbK b1378 at	210.503	2	0.00852936
IG 907 1438809 1439344 rev at	602.146	0	0.135974
hslJ b1379 at	162.34	2	0.0206634
IG 908 1439768 1439877 rev at	489.264	2	0.00108112
ldhA b1380 at	344.508	2	0.000734887
IG 909 1440868 1444401 rev at	601.455	2	1,18E+00
ydbH b1381 at	224.131	2	0.00225703 begin_of_the_skype_highlighting              00225703      end_of_the_skype_highlighting
ynbE b1382 at	158.306	2	0.000327479
ydbL b1383 at	224.656	2	0.000892689
IG 910 1444231 1445539 fwd at	127.039	2	1,30E-01
feaR b1384 at	85.951	0	0.127994
IG 911 1445308 1447099 rev at	205.861	2	0.00111729
feaB b1385 at	141.367	0	0.127994
IG 912 1447043 1451950 fwd at	110.358	0	0.272003
tynA b1386 at	522.234	0	0.167138
IG 913 1449374 1449620 rev at	34.703	0	0.318883
