Merge ID	Ishihama2008_fin	Masuda2009_fin2	Taniguchi2010_fin_mmol	PengTable_fin	Thein_MergeMethods	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13 Duplicates	Entry name (Uniprot)	PAI lysate	emPAI	emPAI-derived copy no/cell (see Figure 2)	CAI	emPAI Value	Copy number per cell	mMol	molecules/cell (1molec/cell=10nM)	APEX	2D mol/cell	Mean emPAI value	MTH1/1	MTH1/2	MTH1/3	MTH2/1	MTH2/2	MTH2/3	MTH3/1	MTH3/2	MTH3/3	MTH4/1	MTH4/2	MTH4/3	MTH5/1	MTH5/2	Localization
P39451	0	0	0	1	0	1	2	B	ADHP_ECOLI																										B
P39830	0	0	0	1	1	1	3	B	YBAL_ECOLI											0.13	 	0.13	 												B
P39832	0	0	0	1	0	0	1	B	ZNUB_ECOLI																										
P39834	0	0	0	1	0	0	1	G	YGIL_ECOLI																										
P39835	1	0	0	1	1	1	4	B	GNTT_ECOLI	0.14	3.89E-01	1.67E+02	0.48							0.22	 	0.29	0.43	 	0.15	0.15	 	0.15	 	0.23	  	0.15			B
P40120	1	1	0	1	0	1	4	G	OPGD_ECOLI	0.22	6.68E-01	2.29E+02		0.15	7.51																				G
P40876	0	0	0	1	0	0	1	G	YCBF_ECOLI																										
P41036	0	1	0	1	0	0	2	B	NANT_ECOLI					1.15	54.08																				
P41441	0	0	0	1	0	1	2	B	GSPF_ECOLI																										B
P41442	0	0	0	1	0	0	1	B	GSPG_ECOLI																										
P41443	0	0	0	1	0	0	1	G	GSPH_ECOLI																										
P42615	0	0	0	1	0	0	1	B	YQJB_ECOLI																										
P42619	0	0	0	1	0	0	1	B	YQJF_ECOLI																										
P42628	0	0	0	1	0	1	2	B	YHAO_ECOLI																										B
P42630	0	0	0	1	0	0	1	B	TDCG_ECOLI																										
P42905	0	0	0	1	0	0	1	B	PTPC2_ECOLI																										
P42910	0	0	0	1	0	0	1	B	PTPC1_ECOLI																										
P42912	0	0	0	1	0	0	1	B	AGAI_ECOLI																										
P42913	0	0	0	1	0	0	1	G	YRAH_ECOLI																										
P42914	0	0	0	1	0	0	1	G	YRAI_ECOLI																										
P42915	0	0	0	1	0	0	1	H	YRAJ_ECOLI																										
P43319	0	0	0	1	0	0	1	G	YRAK_ECOLI																										
P43340	0	0	1	1	0	0	2	B	YCAK_ECOLI							0.00033124	33.124																		
P43672	1	1	1	1	0	1	5	F1	UUP_ECOLI	0.11	2.92E-01	1.41E+02		1.15	54.08	0.0056375	563.75																		F1
P43676	0	0	0	1	0	0	1	B	PITB_ECOLI																										
P45394	0	0	0	1	0	0	1	B	YRBG_ECOLI																										
P45425	0	1	0	1	0	0	2	B	NANK_ECOLI					1.03	49																				
P45428	0	0	0	1	0	0	1	B	DCUD_ECOLI																										
P45464	1	1	1	1	1	1	6	I	YRAM_ECOLI	0.33	1.15E+00	3.15E+02	0.37	1.01	47.69	0.0014514	145.14			0.21	 	  	0.09	 	0.42	 	0.14	  	0.19						I
P45508	0	0	0	1	0	0	1	H	YFAL_ECOLI																										
P45522	0	0	0	1	0	1	2	B	KEFB_ECOLI																										B
P45523	1	1	1	1	0	1	5	G	FKBA_ECOLI	2	9.90E+01	4.18E+03		9	398	0.0016707	167.07	3241.64	10675.12																G
P45539	0	0	0	1	0	0	1	B	FRLA_ECOLI																										
P45546	0	0	0	1	0	0	1	B	YHFT_ECOLI																										
P45566	0	0	0	1	0	1	2	B	YHDT_ECOLI																										B
P45568	0	1	0	1	0	1	3	B	DXR_ECOLI					0.35	17.07																				B
P45570	0	0	0	1	0	0	1	B	YBCI_ECOLI																										
P45750	0	0	0	1	0	0	1	B	YRFA_ECOLI																										
P45756	1	0	0	1	0	0	2	B	GSPA_ECOLI	0.08	2.12E-01	1.17E+02																							
P45757	0	0	0	1	0	0	1	B	GSPC_ECOLI																										
P45758	0	0	0	1	0	0	1	G	GSPD_ECOLI																										
P45759	0	0	0	1	0	0	1	F1	GSPE_ECOLI																										
P45760	0	0	0	1	0	0	1	G	GSPI_ECOLI																										
P45761	0	0	0	1	0	0	1	G	GSPJ_ECOLI																										
P45762	0	0	0	1	0	0	1	G	GSPK_ECOLI																										
P45763	0	0	0	1	0	0	1	B	GSPL_ECOLI																										
P45804	0	0	0	1	0	0	1	B	YHGE_ECOLI																										
P45955	1	1	1	1	0	1	5	G	YBGF_ECOLI	1.86	7.10E+01	3.44E+03	0.34	1.15	54.08	0.0001076	10.76	228.42																	G
P46119	0	0	0	1	0	0	1	B	YBJC_ECOLI																										
P46122	0	0	0	1	0	1	2	I	YAJI_ECOLI																										I
P46125	0	0	0	1	0	0	1	B	YEDI_ECOLI																										
P46133	0	0	0	1	0	0	1	B	ABGT_ECOLI																										
P46144	0	0	1	1	0	0	2	B	YEDJ_ECOLI							0.00041508	41.508																		
P46187	0	0	0	1	0	1	2	B	RSEC_ECOLI																										B
P46474	1	0	0	0	0	1	2	H	YHDP_ECOLI	0.03	7.58E-02	6.47E+01																							H
P46481	0	0	0	1	0	0	1	B	AAEB_ECOLI																										
P46923	0	0	0	1	0	0	1	G	TORZ_ECOLI																										
P52067	0	0	0	1	0	1	2	B	FSR_ECOLI																										B
P52094	0	0	0	1	0	1	2	B	HISQ_ECOLI																										B
P52101	0	0	0	1	0	1	2	B	YFHK_ECOLI																										B
P52600	0	0	0	1	0	0	1	B	EMRY_ECOLI																										
P52613	0	0	0	1	0	0	1	F1	FLIJ_ECOLI																										
P52644	0	0	1	1	0	1	3	I	HSLJ_ECOLI							0.00194	194																		I
P54745	0	0	0	1	0	0	1	B	HRSA_ECOLI																										
P55140	0	0	0	1	0	0	1	B	YGCG_ECOLI																										
P55734	0	0	1	1	0	1	3	B	YGAP_ECOLI							0.043509	4350.9																		B
P55914	0	0	0	0	0	0	0	B	YJJZ_ECOLI																										
P56100	0	0	0	0	0	0	0	B	YBGT_ECOLI																										
P56258	0	0	0	1	0	1	2	F1	WECF_ECOLI																										F1
P56579	0	0	0	1	1	0	2	B	PTHC_ECOLI											0.16	0.16	  	 												
P56580	0	0	0	1	0	0	1	B	PTHB_ECOLI																										
P56976	0	0	0	0	0	0	0	B	BLR_ECOLI																										
P58034	0	0	0	0	0	0	0	B	YMGF_ECOLI																										
P58035	0	0	0	0	0	0	0	F1	SGCB_ECOLI																										
P60632	0	0	0	1	0	1	2	B	YOHJ_ECOLI																										B
P60844	0	0	0	1	0	0	1	B	AQPZ_ECOLI																										
P60872	0	0	0	1	0	0	1	B	YIDE_ECOLI																										
P62723	0	0	0	1	0	1	2	B	YEIH_ECOLI																										B
P63235	0	0	0	1	0	0	1	B	GADC_ECOLI																										
P64429	0	0	0	1	0	1	2	B	YPFJ_ECOLI																										B
P64432	0	0	0	0	0	1	1	B	YPJD_ECOLI																										B
P64442	0	0	0	1	0	0	1	B	YCEO_ECOLI																										
P64448	0	0	0	1	0	1	2	I	YNBE_ECOLI																										I
P64451	0	1	0	1	1	1	4	I	YDCL_ECOLI					0.72	34.35					1.65	2.36	2.1	1.86	 	  	0.29									I
P64453	0	0	0	1	0	0	1	B	YDCX_ECOLI																										
P64459	0	0	0	1	0	0	1	G	YNCJ_ECOLI																										
P64471	0	0	0	1	0	0	1	B	YDHI_ECOLI																										
P64493	0	0	0	1	0	1	2	I	YOAF_ECOLI																										I
P64499	0	1	0	1	1	1	4	B	YEBO_ECOLI					2.98	136.13					21.38	7.26	67.19	10.74	 	0.32	 									B
P64506	1	0	0	1	0	1	3	G	YEBY_ECOLI	1	9.00E+00	1.04E+03																							G
P64512	0	0	0	1	0	0	1	G	MGRB_ECOLI																										
P64536	0	0	0	1	0	0	1	B	YEIS_ECOLI																										
P64542	0	0	0	1	0	0	1	G	YPEC_ECOLI																										
P64545	0	0	0	1	0	1	2	B	YFGG_ECOLI																										B
P64564	0	1	0	1	0	1	3	B	YGGT_ECOLI					2.16	99.64																				B
P64572	0	0	0	1	0	0	1	B	YGHR_ECOLI																										
P64581	1	1	1	1	1	1	6	B	YQJD_ECOLI	1.25	1.68E+01	1.49E+03	0.38	12.89	563.11	0.40617	40617			0.31	 	0.31	 												B
P64585	0	0	0	1	0	1	2	B	YQJE_ECOLI																										B
P64592	0	0	0	1	0	0	1	B	YHAI_ECOLI																										
P64596	1	1	0	1	1	1	5	I	YRAP_ECOLI	0.63	3.22E+00	5.71E+02	0.37	3.64	165.27					0.58	 	  	 	0.36	  	 	 	1.17	 	0.86	0.17	0.36			I
P64602	1	1	1	1	0	1	5	F1	MLAB_ECOLI	0.75	4.62E+00	7.04E+02	0.25	2.98	136.13	0.023668	2366.8																		F1
P64614	0	0	0	1	0	0	1	G	YHCN_ECOLI																										
P64619	0	0	0	1	0	0	1	B	YHDU_ECOLI																										
P64622	0	0	0	1	0	0	1	I	YHDV_ECOLI																										
P64627	0	0	0	1	0	0	1	I	YHFL_ECOLI																										
P64631	0	0	0	1	0	1	2	B	YHFU_ECOLI																										B
P64634	0	0	0	1	0	0	1	B	YRFC_ECOLI																										
P64646	0	0	0	0	0	0	0	B	YJDO_ECOLI																										
P65290	0	0	0	1	0	0	1	I	YFGH_ECOLI																										
P65292	0	0	0	1	0	1	2	I	YGDI_ECOLI																										I
P65294	0	0	0	1	0	1	2	I	YGDR_ECOLI																										I
P67127	0	0	0	1	0	0	1	B	YGDQ_ECOLI																										
P67143	0	0	0	1	0	0	1	B	YHGN_ECOLI																										
P67729	0	0	0	1	0	0	1	B	YFEO_ECOLI																										
P68699	1	1	0	1	1	1	5	B	ATPL_ECOLI	2	9.90E+01	4.18E+03		9	398					0.42	0.42	  	 												B
P69210	0	0	0	1	0	0	1	B	MDTI_ECOLI																										
P69212	0	0	0	1	0	0	1	B	MDTJ_ECOLI																										
P69367	0	0	0	1	0	0	1	B	MDTH_ECOLI																										
P69411	1	1	0	1	1	1	5	I	RCSF_ECOLI	0.5	2.16E+00	4.53E+02	0.32	4.62	208.24					0.37	  	0.52	0.23	 	  	0.22	0.23	0.23	0.23	0.23	0.88	0.52	 	0.23	I
P69428	1	1	1	1	1	1	6	B	TATA_ECOLI	0.6	2.98E+00	5.46E+02		9	398	0.32593	32593			0.36	 	0.36	 	0.36	  	 									B
P69432	0	0	0	1	0	0	1	B	PGAD_ECOLI																										
P69434	0	0	1	1	0	0	2	H	PGAA_ECOLI							0.00053636	53.636	58.55																	
P69681	0	0	0	1	0	0	1	B	AMTB_ECOLI																										
P69741	0	1	0	1	0	1	3	F2	MBHT_ECOLI					1.15	54.08																				F2
P69776	1	1	0	1	1	1	5	I	LPP_ECOLI	2.67	4.63E+02	1.02E+04		9	398					27.37	3.09	67.19	22.73	0.2	  	 	46.96	4.81	15.69	1.87	136.83	22.73	10.74	15.69	I
P69795	0	0	0	1	0	0	1	F1	PTQB_ECOLI																										
P69797	1	1	1	1	1	1	6	F1	PTNAB_ECOLI	0.69	3.92E+00	6.40E+02	0.42	12.69	554.63	0.024573	2457.3		1885.73	0.51	0.2	   	  	0.09	0.72	0.09	0.88	  	1.06						F1
P69808	0	0	0	1	0	0	1	G	PTFB1_ECOLI																										
P69811	0	1	0	1	0	1	3	F1	PTFAH_ECOLI					0.87	41.26				9524.51																F1
P69816	0	0	1	1	0	0	2	F1	PTFB2_ECOLI							0.0052567	525.67																		
P69820	0	0	0	1	0	0	1	F1	ULAC_ECOLI																										
P69824	1	0	0	1	0	0	2	F1	PTMA_ECOLI	0.17	4.68E-01	1.86E+02	0.55																						
P69826	0	0	0	1	0	0	1	B	PTMCB_ECOLI																										
P69828	1	1	1	1	1	1	6	F1	PTKA_ECOLI	1.14	1.29E+01	1.28E+03		13.68	596.53	0.024126	2412.6	16057.25		0.7	0.2	1.07	 	0.72	0.44	1.07									F1
P69831	1	1	0	1	1	1	5	B	PTKC_ECOLI	0.22	6.68E-01	2.29E+02		2.59	118.82					0.26	  	0.14	  	0.09	0.23	0.23	0.3	0.39	0.22	0.22	0.3	0.3	0.49	0.14	B
P69856	0	0	0	1	0	0	1	G	NANC_ECOLI																										
P69937	0	0	0	1	0	0	1	B	SUGE_ECOLI																										
P71238	0	0	0	1	0	0	1	B	WCAD_ECOLI																										
P75620	0	0	0	1	0	0	1	F1	YAAY_ECOLI																										
P75685	0	0	0	1	0	0	1	B	YKGB_ECOLI																										
P75687	0	0	0	1	0	0	1	G	YKGI_ECOLI																										
P75691	0	1	0	1	0	1	3	B	YAHK_ECOLI					3.08	140.56				1022.77																B
P75693	0	0	0	1	0	0	1	B	YAHN_ECOLI																										
P75694	0	0	0	1	0	0	1	G	YAHO_ECOLI																										
P75712	0	0	0	1	0	0	1	B	ALLP_ECOLI																										
P75715	0	0	0	1	0	0	1	G	SFMH_ECOLI																										
P75737	0	0	0	1	0	0	1	I	YBFP_ECOLI																										
P75747	0	0	0	1	0	0	1	B	ABRB_ECOLI																										
P75748	0	0	0	1	0	0	1	G	YBGO_ECOLI																										
P75749	0	0	0	1	0	1	2	G	YBGP_ECOLI																										G
P75750	0	1	0	1	0	0	2	H	YBGQ_ECOLI					0.16	7.99																				
P75757	0	0	0	1	0	0	1	B	ZITB_ECOLI																										
P75769	0	0	0	1	0	0	1	B	YBHM_ECOLI																										
P75770	0	0	0	1	0	0	1	B	YBHN_ECOLI																										
P75777	0	0	0	1	1	1	3	B	YBHG_ECOLI											0.19	  	0.19	  	 	0.19	 	 	  	0.19						B
P75783	1	0	0	1	0	1	3	B	YBIO_ECOLI	0.08	1.94E-01	1.12E+02																							B
P75788	0	0	0	1	0	0	1	B	YBIR_ECOLI																										
P75798	0	0	0	1	0	1	2	B	GSIC_ECOLI																										B
P75810	0	0	0	1	0	0	1	B	YBJJ_ECOLI																										
P75818	0	1	1	1	1	1	5	I	YBJP_ECOLI					1.85	85.75	0.00051379	51.379			0.82	0.62	0.62	0.18	 	3.66	0.67	 	0.38	 	 	1.24	0.18	0.91	0.38	I
P75826	0	0	0	1	0	1	2	B	YBJE_ECOLI																										B
P75831	0	0	0	1	0	1	2	B	MACB_ECOLI																										B
P75835	0	0	0	1	0	0	1	B	YCAM_ECOLI																										
P75851	0	0	0	1	0	0	1	B	SSUC_ECOLI																										
P75855	0	0	0	1	0	0	1	G	YCBQ_ECOLI																										
P75856	0	0	0	1	0	0	1	G	YCBR_ECOLI																										
P75857	0	0	0	1	0	0	1	H	YCBS_ECOLI																										
P75858	0	0	0	1	0	0	1	G	YCBT_ECOLI																										
P75859	0	0	0	1	0	0	1	G	YCBU_ECOLI																										
P75860	0	0	0	1	0	0	1	G	YCBV_ECOLI																										
P75882	0	0	0	1	0	0	1	G	GFCD_ECOLI																										
P75883	0	0	0	1	0	0	1	G	GFCC_ECOLI																										
P75884	0	0	0	1	0	0	1	I	GFCB_ECOLI																										
P75885	0	0	0	1	0	0	1	B	GFCA_ECOLI																										
P75892	0	0	0	1	0	0	1	B	RUTG_ECOLI																										
P75905	0	0	0	1	0	0	1	B	PGAC_ECOLI																										
P75906	0	0	0	1	0	0	1	I	PGAB_ECOLI																										
P75908	0	0	0	1	0	0	1	B	YCDT_ECOLI																										
P75917	0	0	0	1	0	0	1	G	YMDA_ECOLI																										
P75925	0	0	0	1	0	1	2	B	C56I_ECOLI																										B
P75933	0	0	0	1	0	0	1	G	FLGA_ECOLI																										
P75937	0	0	0	1	0	0	1	F4	FLGE_ECOLI										7670.75																
P75955	0	0	0	1	0	0	1	B	YCFT_ECOLI																										
P75958	1	1	0	1	0	1	4	B	LOLE_ECOLI	0.18	5.20E-01	1.98E+02		0.33	16.12																				B
P75961	0	0	0	1	0	0	1	B	YCFZ_ECOLI																										
P75962	0	0	0	1	0	0	1	B	YMFA_ECOLI																										
P76002	1	0	0	1	1	1	4	G	YCGK_ECOLI	1.17	1.37E+01	1.32E+03								0.23	 	  	0.23												G
P76007	0	0	0	1	0	1	2	B	CVRA_ECOLI																										B
P76011	0	0	0	1	0	0	1	B	YMGE_ECOLI																										
P76017	1	0	1	1	0	0	3	H	YCGV_ECOLI	0.09	2.33E-01	1.24E+02				0.00015252	15.252																		
P76037	0	0	0	1	0	0	1	B	PUUP_ECOLI																										
P76042	0	0	0	1	0	0	1	I	YCJN_ECOLI																										
P76043	0	0	0	1	0	0	1	B	YCJQ_ECOLI																										
P76045	0	0	0	1	0	0	1	H	OMPG_ECOLI																										
P76076	0	0	0	1	0	0	1	G	YDBL_ECOLI																										
P76090	0	0	0	1	0	0	1	B	YNBA_ECOLI																										
P76091	0	0	0	1	0	1	2	B	YNBB_ECOLI																										B
P76093	0	0	0	1	0	0	1	B	YNBD_ECOLI																										
P76097	0	0	1	1	0	0	2	B	YDCJ_ECOLI							0.0015582	155.82																		
P76103	0	0	0	1	0	0	1	B	YDCO_ECOLI																										
P76108	0	0	0	1	0	0	1	G	YDCS_ECOLI																										
P76111	0	0	0	1	0	0	1	B	YDCZ_ECOLI																										
P76115	0	0	0	1	1	1	3	H	YNCD_ECOLI											0.13	0.04	0.09	  	 	  	0.36	 	0.04	 	0.09	0.13	0.18			H
P76116	1	1	0	1	0	1	4	G	YNCE_ECOLI	2.5	3.15E+02	8.19E+03		0.37	18.01				2077.49																G
P76118	0	0	0	1	0	0	1	B	YNCH_ECOLI																										
P76128	0	0	1	1	0	0	2	G	DDPA_ECOLI							0.0058402	584.02																		
P76136	0	0	0	1	0	0	1	B	YNEN_ECOLI																										
P76142	0	0	0	1	0	0	1	G	LSRB_ECOLI																										
P76146	1	0	0	1	0	0	2	B	YNEE_ECOLI	0.15	4.25E-01	1.76E+02																							
P76170	0	1	0	1	1	1	4	F3	YNFB_ECOLI					1.15	54.08					0.46	0.26	   	0.26	0.65	0.98	1.36	0.26	  	 	 	0.26	0.26	0.26	0.26	F3
P76172	0	0	0	1	0	0	1	G	YNFD_ECOLI																										
P76173	0	0	0	1	0	1	2	B	YNFH_ECOLI																										B
P76175	0	0	0	1	0	0	1	B	CLCB_ECOLI																										
P76177	1	1	0	1	1	1	5	G	YDGH_ECOLI	1.12	1.21E+01	1.23E+03		3.81	172.75			649.83	8981.17	0.17	0.45	0.1	0.1	 	0.21	 	0.1	  	0.1	 	  	0.1			G
P76180	0	0	0	1	0	0	1	B	YDGK_ECOLI																										
P76185	0	0	0	1	0	1	2	B	YDHJ_ECOLI																										B
P76186	0	0	0	1	0	0	1	B	YDHK_ECOLI																										
P76190	0	0	0	1	0	0	1	G	YDHO_ECOLI																										
P76194	0	0	0	1	0	0	1	F1	SUFE_ECOLI																										
P76219	0	0	0	1	0	0	1	B	YDJX_ECOLI																										
P76220	0	0	0	1	0	0	1	E	YDJY_ECOLI																										
P76223	0	0	0	1	0	1	2	G	YNJB_ECOLI																										G
P76224	0	0	0	1	0	0	1	B	YNJC_ECOLI																										
P76226	0	0	0	1	0	0	1	B	YNJF_ECOLI																										
P76227	0	0	0	1	0	0	1	G	YNJH_ECOLI																										
P76228	0	0	0	1	0	0	1	B	YNJI_ECOLI																										
P76230	0	0	0	1	0	0	1	B	YDJK_ECOLI																										
P76237	0	0	0	1	1	1	3	B	YEAJ_ECOLI											0.06	 	  	0.06												B
P76242	0	0	0	1	0	0	1	B	YEAN_ECOLI																										
P76250	0	0	0	1	0	1	2	B	YEAT_ECOLI																										B
P76296	0	0	0	1	0	0	1	G	YECT_ECOLI																										
P76298	0	0	0	1	0	1	2	B	FLHA_ECOLI																										B
P76299	0	0	0	1	0	1	2	B	FLHB_ECOLI																										B
P76308	0	0	0	1	0	0	1	I	YECR_ECOLI																										
P76330	0	0	0	1	0	1	2	B	YEDQ_ECOLI																										B
P76334	0	0	0	1	0	0	1	B	YEDR_ECOLI																										
P76342	0	0	0	1	0	0	1	F2	YEDY_ECOLI																										
P76345	0	0	0	1	0	1	2	B	C56H_ECOLI																										B
P76347	0	0	0	1	0	0	1	H	YEEJ_ECOLI																										
P76352	0	0	0	1	0	0	1	B	YEEO_ECOLI																										
P76372	1	1	0	1	1	1	5	B	WZZB_ECOLI	0.93	7.48E+00	9.32E+02		14	626.95					0.14	 	0.19	 	 	  	0.09									B
P76399	0	0	0	1	1	1	3	B	MDTC_ECOLI											0.03	 	  	0.03												B
P76417	0	0	0	1	0	0	1	B	YEGT_ECOLI																										
P76423	1	0	0	1	1	0	3	B	THIM_ECOLI	0.29	9.31E-01	2.78E+02								0.09	  	   	0.12	 	0.02	 	 	0.12	 						
P76460	0	0	0	1	0	0	1	B	ATOE_ECOLI																										
P76464	0	0	0	0	0	0	0	G	YFAS_ECOLI																										
P76469	0	0	0	1	0	1	2	B	KDRA_ECOLI																										B
P76470	0	0	0	1	0	0	1	B	YFAV_ECOLI																										
P76471	0	0	0	1	1	1	3	H	YFAZ_ECOLI											0.18	 	0.18	 												H
P76474	0	0	0	1	0	0	1	B	ARNF_ECOLI																										
P76498	0	0	0	1	0	0	1	G	YFCO_ECOLI																										
P76499	0	0	0	1	0	0	1	G	YFCP_ECOLI																										
P76500	0	0	0	1	0	0	1	G	YFCQ_ECOLI																										
P76501	0	0	0	1	0	0	1	G	YFCR_ECOLI																										
P76520	0	0	0	1	0	0	1	G	YFDX_ECOLI																										
P76521	0	0	0	1	0	0	1	B	YFDY_ECOLI																										
P76538	0	0	0	1	0	1	2	B	YFEZ_ECOLI																										B
P76551	0	0	0	1	0	1	2	B	EUTA_ECOLI																										B
P76562	0	0	1	1	0	0	2	B	YPFI_ECOLI							0.0010795	107.95																		
P76573	0	0	0	1	0	0	1	G	YFGI_ECOLI																										
P76655	0	0	0	1	0	0	1	H	YQIG_ECOLI																										
P76656	0	0	0	1	0	0	1	G	YQII_ECOLI																										
P76657	0	0	0	1	0	0	1	B	YQIJ_ECOLI																										
P76773	0	0	0	1	0	0	1	H	OMPL_ECOLI																										
P76909	0	0	0	1	0	1	2	F1	YNJD_ECOLI																										F1
P77031	0	0	0	1	0	0	1	B	YQCE_ECOLI																										
P77091	0	0	0	0	0	0	0	B	HOKE_ECOLI																										
P77156	0	0	0	1	0	0	1	B	YDCU_ECOLI																										
P77165	0	0	0	1	0	0	1	G	YAGT_ECOLI																										
P77172	0	0	0	1	0	0	1	B	YFGF_ECOLI									89.65																	
P77179	0	0	0	1	0	1	2	B	RNFE_ECOLI																										B
P77180	0	0	0	1	0	0	1	B	YKGH_ECOLI																										
P77188	0	0	0	1	0	0	1	G	MATC_ECOLI																										
P77196	0	0	0	1	0	0	1	G	YFCU_ECOLI																										
P77211	0	0	0	1	1	0	2	I	CUSC_ECOLI											0.7	  	0.07	  	0.55	1.98	1.39	 	0.07	0.14						
P77219	0	0	0	1	0	0	1	B	YAHC_ECOLI																										
P77231	0	0	1	1	0	0	2	B	CITG_ECOLI							0.00019368	19.368																		
P77245	0	0	0	1	0	1	2	B	MURR_ECOLI																										B
P77249	0	0	0	1	0	0	1	G	SFMC_ECOLI																										
P77256	0	0	0	1	0	0	1	G	YDJG_ECOLI																										
P77263	0	0	0	1	0	0	1	G	YAGV_ECOLI																										
P77268	0	0	0	1	0	0	1	F1	DDPD_ECOLI																										
P77272	0	0	0	1	0	1	2	B	PTYBC_ECOLI																										B
P77288	0	0	0	1	0	0	1	G	YFCV_ECOLI																										
P77294	0	0	0	1	0	0	1	G	YDER_ECOLI																										
P77306	0	0	0	1	0	0	1	B	YQIK_ECOLI																										
P77307	0	0	0	1	0	1	2	B	YBBM_ECOLI																										B
P77308	0	0	0	1	0	0	1	B	DDPB_ECOLI																										
P77309	0	0	0	1	0	1	2	B	YNEJ_ECOLI																										B
P77315	0	0	0	1	0	0	1	B	YPHD_ECOLI																										
P77316	0	0	0	1	0	0	1	B	YBDR_ECOLI																										
P77318	0	1	0	1	0	1	3	G	YDEN_ECOLI					0.75	35.73																				G
P77324	0	0	0	1	0	0	1	G	YAGS_ECOLI																										
P77329	0	0	0	1	0	0	1	B	HYFG_ECOLI																										
P77333	0	0	0	1	0	1	2	B	YCJZ_ECOLI																										B
P77339	0	0	0	1	0	0	1	I	YAFT_ECOLI																										
P77348	1	0	0	1	0	1	3	G	MPPA_ECOLI	0.4	1.51E+00	3.68E+02																							G
P77374	0	0	0	1	0	1	2	F2	YNFE_ECOLI																										F2
P77375	0	0	0	1	0	0	1	G	YDHX_ECOLI																										
P77379	0	0	0	1	0	0	1	B	YKGD_ECOLI																										
P77389	0	0	0	1	0	0	1	B	YDHP_ECOLI																										
P77397	0	0	0	1	0	0	1	B	MHPA_ECOLI																										
P77400	0	0	0	1	0	0	1	B	YBAT_ECOLI																										
P77409	0	0	0	1	0	0	1	B	PHSC_ECOLI																										
P77416	0	0	0	1	0	0	1	B	HYFD_ECOLI																										
P77437	0	0	0	1	0	0	1	B	HYFF_ECOLI																										
P77439	0	0	0	1	0	1	2	F1	PTFX1_ECOLI																										F1
P77463	0	0	0	1	0	0	1	B	DDPC_ECOLI																										
P77468	0	0	0	1	0	0	1	H	SFMD_ECOLI																										
P77485	0	0	1	1	0	1	3	B	CUSS_ECOLI							0.00086893	86.893																		B
P77489	0	0	0	1	0	0	1	G	YAGR_ECOLI																										
P77504	0	0	0	1	0	1	2	B	YBBP_ECOLI																										B
P77506	0	0	0	1	0	0	1	B	YBDJ_ECOLI																										
P77519	0	0	0	1	0	0	1	G	YDDL_ECOLI																										
P77529	0	0	0	1	1	1	3	B	YDJN_ECOLI											0.05	 	0.03	0.07												B
P77541	0	0	0	1	0	1	2	B	PRPB_ECOLI																										B
P77549	0	0	0	1	0	1	2	B	YFCJ_ECOLI																										B
P77554	0	0	0	1	0	0	1	G	YAHJ_ECOLI																										
P77562	1	0	0	1	1	1	4	I	YAIW_ECOLI	0.14	3.89E-01	1.67E+02								0.49	  	0.08	0.08	 	1.97	1.07	 	0.08	0.08	 	0.08	 			I
P77588	0	0	0	1	0	0	1	G	YDEQ_ECOLI																										
P77589	0	0	0	1	0	0	1	B	MHPT_ECOLI																										
P77599	0	0	0	1	0	0	1	G	YFCS_ECOLI																										
P77610	0	0	0	1	0	0	1	B	ANSP_ECOLI																										
P77611	0	0	1	1	1	1	4	F1	RNFC_ECOLI							0.0035848	358.48	117.13		0.74	  	   	0.04	 	1.78	1.78	 	0.04	 	 	0.08	 			F1
P77616	0	0	0	1	0	0	1	H	YQIH_ECOLI																										
P77622	0	0	0	1	0	0	1	F1	DDPF_ECOLI																										
P77694	0	0	0	1	0	0	1	H	YAGW_ECOLI																										
P77716	0	0	0	1	0	0	1	B	YCJP_ECOLI																										
P77717	0	1	0	1	0	1	3	I	YBAY_ECOLI					5.31	238.33																				I
P77733	0	0	0	1	0	0	1	B	FOCB_ECOLI																										
P77747	0	0	0	1	1	0	2	H	OMPN_ECOLI											0.17	 	  	0.17												
P77754	0	0	1	1	0	1	3	G	SPY_ECOLI							6.55E-05	6.5538																		G
P77783	0	0	0	1	0	1	2	F2	YNFF_ECOLI																										F2
P77789	0	0	0	1	0	0	1	F4	YDES_ECOLI																										
P77795	0	0	0	1	0	0	1	F1	YDCT_ECOLI																										
P77802	0	0	0	1	0	0	1	G	YAGX_ECOLI																										
Q06067	0	0	0	1	0	0	1	B	ATOS_ECOLI																										
Q2EES1	0	0	0	0	0	0	0	B	YNID_ECOLI																										
Q2EES6	0	0	0	0	0	0	0	B	YOHO_ECOLI																										
Q2EET2	0	0	0	0	0	0	0	B	YPFN_ECOLI																										
Q2M5U1	0	0	0	0	0	0	0	B	YTJA_ECOLI																										
Q2M7M3	0	0	0	0	0	0	0	I	YSAB_ECOLI																										
Q2M7X4	0	0	0	0	0	0	0	G	YICS_ECOLI																										
Q2MB16	0	0	0	0	0	1	1	B	YOBH_ECOLI																										B
Q46798	0	0	1	1	1	1	4	I	YGER_ECOLI							0.00013829	13.829			0.54	0.86	1.53	0.86	0.26	0.26	0.26	 	0.42	0.12	 	  	0.26			I
Q46831	0	0	0	1	0	0	1	B	YQGA_ECOLI																										
