Merge ID	Ishihama2008_fin	Masuda2009_fin2	Taniguchi2010_fin_mmol	PengTable_fin	Thein_MergeMethods	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13 Duplicates	Entry name (Uniprot)	PAI lysate	emPAI	emPAI-derived copy no/cell (see Figure 2)	CAI	emPAI Value	Copy number per cell	mMol	molecules/cell (1molec/cell=10nM)	APEX	2D mol/cell	Mean emPAI value	MTH1/1	MTH1/2	MTH1/3	MTH2/1	MTH2/2	MTH2/3	MTH3/1	MTH3/2	MTH3/3	MTH4/1	MTH4/2	MTH4/3	MTH5/1	MTH5/2	Localization
P26648	1	0	0	1	0	1	3	G	SUFI_ECOLI	0.1	2.59E-01	1.32E+02	0.31																						G
P27278	0	1	0	1	1	1	4	F1	NADR_ECOLI					0.27	13.27					0.11	  	0.07	0.14												F1
P27297	0	0	0	1	0	0	1	G	BAX_ECOLI																										
P27829	1	1	0	1	0	1	4	H	WECC_ECOLI	0.13	3.34E-01	1.53E+02		0.41	20																				H
P27844	0	0	0	1	0	0	1	B	RARD_ECOLI																										
P27896	0	0	0	1	0	1	2	B	NARQ_ECOLI																										B
P28224	0	0	0	1	0	1	2	I	MLIC_ECOLI																										I
P28249	0	0	1	1	1	1	4	B	ASMA_ECOLI							0.00069466	69.466			1.32	1.17	1.04	1.75												B
P28306	0	0	0	1	1	1	3	B	YCEG_ECOLI											0.09	 	0.09	 												B
P28635	1	0	1	1	1	1	5	E	METQ_ECOLI	0.83	5.81E+00	8.05E+02				0.0065742	657.42	171.31	1438.27	0.27	0.15	0.23	0.4	 	0.24	 	0.38	  	0.24						E
P28696	0	0	0	1	0	0	1	G	YAAI_ECOLI																										
P29018	0	1	1	1	1	1	5	B	CYDD_ECOLI					0.28	13.75	0.0063273	632.73			0.11	0.2	0.09	0.09	 	  	0.05	 	0.1	 	0.1	  	 			B
P29217	1	1	0	1	0	1	4	B	YCEH_ECOLI	0.25	7.78E-01	2.50E+02	0.32	1.15	54.08			467.12																	B
P29744	0	0	0	1	0	0	1	F4	FLGL_ECOLI										5689.14																
P30136	1	0	0	1	0	0	2	B	THIC_ECOLI	1.23	1.60E+01	1.45E+03																							
P30138	1	0	0	1	0	1	3	B	THIF_ECOLI	0.44	1.78E+00	4.05E+02	0.27																						B
P30143	0	0	0	1	0	0	1	B	YAAJ_ECOLI																										
P30750	0	0	0	1	0	1	2	F1	METN_ECOLI																										F1
P30844	0	0	1	1	1	1	4	B	BASS_ECOLI							0.00029603	29.603			0.72	0.69	0.52	1.58	 	0.08	 									B
P30845	0	0	0	1	1	1	3	B	EPTA_ECOLI											0.31	 	0.51	0.51	0.11	  	0.29	 	0.29	 	 	0.11	0.36			B
P30847	0	0	0	1	0	1	2	B	BAES_ECOLI																										B
P30859	1	1	0	1	0	1	4	G	ARTI_ECOLI	1.36	2.21E+01	1.75E+03	0.54	0.33	16.12			175.46	6008.75																G
P30864	0	0	1	1	0	1	3	B	YAFC_ECOLI							0.0076028	760.28																		B
P31069	0	0	1	1	0	1	3	B	KCH_ECOLI							0.012004	1200.4																		B
P31119	0	0	0	1	1	1	3	B	AAS_ECOLI											0.08	 	0.08	 												B
P31125	0	0	0	1	0	0	1	B	EAMA_ECOLI																										
P31133	1	0	0	1	0	0	2	G	POTF_ECOLI	0.21	6.38E-01	2.23E+02	0.37						1917.69																
P31134	0	0	0	1	0	1	2	F1	POTG_ECOLI																										F1
P31433	0	0	1	1	1	1	4	B	YICH_ECOLI							0.00076455	76.455			3.68	1.04	11.14	2.48	 	0.05	 									B
P31435	0	0	0	1	0	0	1	B	YICJ_ECOLI																										
P31440	0	0	0	1	0	0	1	B	YICO_ECOLI																										
P31462	0	0	0	1	0	0	1	B	MDTL_ECOLI																										
P31466	0	0	0	1	0	1	2	B	YIEG_ECOLI																										B
P31474	0	0	0	1	0	0	1	B	HSRA_ECOLI																										
P31545	0	0	0	1	0	1	2	G	YCDB_ECOLI																										G
P31553	0	0	0	1	0	0	1	B	CAIT_ECOLI																										
P31554	1	1	0	1	1	1	5	H	LPTD_ECOLI	0.4	1.54E+00	3.72E+02		2.86	130.81					0.69	0.43	0.77	0.71	 	  	0.15	0.2	0.43	1.63	0.38	1.28	0.38	1.2	0.77	H
P31666	0	0	1	1	1	1	4	G	YADE_ECOLI							0.00079202	79.202			0.07	  	   	0.07												G
P31679	0	0	0	1	0	0	1	B	YAAU_ECOLI																										
P31979	1	1	1	1	1	1	6	F1	NUOF_ECOLI	0.67	3.64E+00	6.13E+02	0.48	4.38	197.75	0.0038072	380.72			0.35	 	  	0.21	 	0.78	 	0.38	0.07	0.29						F1
P32057	0	0	0	1	0	0	1	B	WCAI_ECOLI																										
P32108	0	0	0	1	0	0	1	B	YIBI_ECOLI																										
P32125	0	0	1	1	0	0	2	B	MOBB_ECOLI							0.0015331	153.31																		
P32129	0	0	0	1	0	1	2	B	YIHG_ECOLI																										B
P32160	0	0	0	1	0	1	2	G	YIIQ_ECOLI																										G
P32166	0	0	0	1	0	1	2	B	MENA_ECOLI																										B
P32670	0	0	0	1	0	0	1	F1	PTFX2_ECOLI																										
P32676	0	0	0	1	0	0	1	F1	PTFB3_ECOLI																										
P32681	0	0	0	1	0	1	2	I	YJAH_ECOLI																										I
P32687	0	0	0	1	0	0	1	I	YJBF_ECOLI																										
P32689	0	0	0	1	0	0	1	E	YJBH_ECOLI																										
P32700	0	0	0	1	0	0	1	B	YJCB_ECOLI																										
P32712	0	0	0	1	0	0	1	I	NRFG_ECOLI																										
P32714	0	0	0	1	0	0	1	I	MDTP_ECOLI																										
P32715	0	0	0	1	0	0	1	B	MDTO_ECOLI																										
P33011	0	0	0	1	0	1	2	B	YEEA_ECOLI																										B
P33024	0	0	0	1	0	0	1	B	PSUT_ECOLI																										
P33136	1	1	0	1	1	1	5	G	OPGG_ECOLI	1.26	1.72E+01	1.51E+03		4.84	217.85			326.04	3995.18	0.13	0.12	0.25	0.18	 	0.06	 	 	0.12	 	0.06	  	 			G
P33219	0	0	0	1	0	0	1	X	YEBF_ECOLI																										
P33225	0	0	1	1	0	1	3	G	TORA_ECOLI							0.00033747	33.747																		G
P33226	1	0	0	1	0	1	3	B	TORC_ECOLI	0.12	3.11E-01	1.47E+02																							B
P33232	0	1	1	1	1	1	5	B	LLDD_ECOLI					13.68	596.53	0.004497	449.7			0.26	 	  	0.35	 	0.35	 	 	  	0.08						B
P33235	0	0	0	1	0	0	1	F4	FLGK_ECOLI																										
P33358	0	0	1	1	0	1	3	B	MLRA_ECOLI							0.0052621	526.21																		B
P33360	0	0	0	1	0	1	2	F1	YEHX_ECOLI																										F1
P33362	1	0	0	1	0	1	3	G	OSMF_ECOLI	0.13	3.59E-01	1.60E+02	0.31																						G
P33363	1	1	0	1	0	1	4	G	BGLX_ECOLI	0.27	8.74E-01	2.68E+02	0.4	0.49	23.65			75.51	6232.48																G
P33554	0	0	0	1	0	0	1	G	PPDA_ECOLI																										
P33590	0	0	0	1	0	0	1	G	NIKA_ECOLI										990.8																
P33591	0	0	0	1	0	0	1	B	NIKB_ECOLI																										
P33593	0	0	1	1	0	0	2	F1	NIKD_ECOLI							0.0013741	137.41																		
P33594	0	0	1	1	0	0	2	F1	NIKE_ECOLI							0.0015155	151.55																		
P33599	1	1	1	1	1	1	6	F1	NUOCD_ECOLI	0.59	2.92E+00	5.40E+02		13.53	590.19	0.012685	1268.5			0.32	  	0.05	  	 	0.14	0.22	 	  	0.2	 	1.22	 	 	  	F1
P33602	1	1	1	1	1	1	6	F1	NUOG_ECOLI	0.7	4.04E+00	6.52E+02		8.57	379.07	0.015867	1586.7			0.3	0.03	   	  	0.13	0.28	0.45	 	  	0.03	 	0.66	 	0.47	  	F1
P33607	0	0	0	1	0	1	2	B	NUOL_ECOLI																										B
P33650	1	0	0	1	0	1	3	B	FEOB_ECOLI	0.14	3.69E-01	1.62E+02	0.42																						B
P33915	0	0	0	1	0	1	2	B	YEJE_ECOLI																										B
P33916	1	0	0	1	0	1	3	F1	YEJF_ECOLI	0.07	1.79E-01	1.06E+02	0.23																						F1
P33927	0	0	0	1	0	1	2	B	CCMF_ECOLI									353.33																	B
P33934	0	0	0	1	0	0	1	B	NAPH_ECOLI																										
P33937	0	0	0	1	0	1	2	G	NAPA_ECOLI																										G
P33940	1	1	0	1	0	1	4	B	MQO_ECOLI	0.08	2.02E-01	1.14E+02		0.64	30.64																				B
P34749	0	0	0	1	0	0	1	H	HOFQ_ECOLI																										
P36548	0	0	0	1	0	1	2	G	AMIA_ECOLI																										G
P36647	0	0	0	1	0	0	1	B	PPDD_ECOLI																										
P36672	1	1	0	1	1	1	5	B	PTTBC_ECOLI	0.25	7.78E-01	2.50E+02	0.34	236.14	9440.35					0.4	  	0.45	0.13	 	  	0.08	0.36	0.55	0.64	0.28	0.55	0.45	0.55	0.28	B
P36837	0	0	0	1	0	0	1	B	YHIP_ECOLI																										
P36879	1	0	1	1	1	1	5	F1	YADG_ECOLI	0.13	3.34E-01	1.53E+02	0.32			0.0046328	463.28			0.25	0.2	  	0.44	0.1	  	 									F1
P36881	0	0	0	1	0	0	1	F1	YADI_ECOLI																										
P36929	1	1	0	1	1	1	5	B	RSMB_ECOLI	0.11	2.92E-01	1.41E+02		0.82	38.96					0.14	  	0.14	  												B
P37028	0	0	0	1	0	1	2	G	BTUF_ECOLI																										G
P37146	0	0	0	1	0	0	1	B	RIR4_ECOLI																										
P37177	0	0	0	1	1	1	3	F1	PT1P_ECOLI											0.04	 	  	0.04												F1
P37180	0	0	0	1	0	0	1	B	HYBB_ECOLI																										
P37194	1	1	0	1	1	1	5	I	SLP_ECOLI	0.29	9.31E-01	2.78E+02	0.29	2.59	118.82					0.35	 	0.35	 												I
P37313	0	0	0	1	0	1	2	F1	DPPF_ECOLI																										F1
P37339	0	0	0	1	0	1	2	B	YGAF_ECOLI																										B
P37340	0	0	0	1	0	1	2	B	MDTK_ECOLI																										B
P37387	0	0	0	1	0	0	1	G	XYLF_ECOLI																										
P37619	0	0	0	1	0	0	1	B	YHHQ_ECOLI																										
P37624	0	0	0	1	0	1	2	B	YHIH_ECOLI																										B
P37631	1	0	0	1	0	0	2	B	YHIN_ECOLI	0.12	3.11E-01	1.47E+02	0.32																						
P37636	0	0	1	1	0	1	3	E	MDTE_ECOLI							0.00037259	37.259																		E
P37637	0	0	0	1	1	1	3	B	MDTF_ECOLI											0.16	 	  	0.16												B
P37641	0	0	0	1	0	1	2	B	YHJC_ECOLI																										B
P37642	0	0	0	1	0	1	2	B	YHJD_ECOLI																										B
P37648	1	0	1	1	0	1	4	G	YHJJ_ECOLI	0.48	1.99E+00	4.32E+02	0.33			0.00035271	35.271																		G
P37649	0	0	0	1	0	1	2	B	YHJK_ECOLI																										B
P37651	0	0	0	1	0	1	2	G	GUN_ECOLI																										G
P37652	0	0	0	1	1	1	3	B	BCSB_ECOLI											0.06	 	0.04	 	 	  	0.08									B
P37660	0	0	0	1	0	0	1	B	YHJV_ECOLI																										
P37661	0	0	0	1	0	0	1	B	EPTB_ECOLI																										
P37690	0	0	0	1	1	1	3	G	YIBP_ECOLI											0.07	  	0.07	  												G
P37691	0	0	0	1	0	1	2	G	YIBQ_ECOLI																										G
P37758	0	0	0	1	0	0	1	B	NARU_ECOLI																										
P37767	0	0	0	1	0	1	2	B	YFHH_ECOLI																										B
P37908	0	0	0	1	1	1	3	B	YFJD_ECOLI											0.14	 	  	0.14												B
P38054	0	0	0	1	1	0	2	B	CUSA_ECOLI											0.05	  	0.06	  	 	  	0.03									
P38055	0	0	0	1	0	0	1	B	YDJE_ECOLI																										
P38135	0	0	0	1	0	1	2	F1	FADK_ECOLI																										F1
P38506	0	0	1	1	0	1	3	B	XNI_ECOLI							0.0016985	169.85																		B
P38683	0	0	0	1	0	0	1	G	TORT_ECOLI																										
P39165	0	0	0	1	0	0	1	G	YCHO_ECOLI																										
P39176	0	0	0	1	0	1	2	G	ERFK_ECOLI																										G
P39187	0	0	0	1	0	1	2	G	YTFJ_ECOLI										671.19																G
P39276	0	0	0	1	0	0	1	B	YJDL_ECOLI																										
P39285	0	0	0	1	1	1	3	B	YJEP_ECOLI											0.05	 	  	0.05												B
P39301	0	0	0	1	0	0	1	B	ULAA_ECOLI																										
P39314	0	0	0	1	0	0	1	B	YTFF_ECOLI																										
P39321	1	0	1	1	0	1	4	B	YTFN_ECOLI	0.07	1.72E-01	1.04E+02	0.34			0.00025756	25.756																		B
P39325	0	0	0	1	0	1	2	G	YTFQ_ECOLI																										G
P39342	0	1	1	1	0	1	4	B	YJGR_ECOLI					0	15	0.0052193	521.93																		B
P39405	0	0	1	1	0	0	2	F1	FHUF_ECOLI							0.0085101	851.01																		
P39453	0	0	1	1	0	0	2	B	TORS_ECOLI							0.0011204	112.04																		
P39836	0	0	0	1	0	1	2	B	YFEH_ECOLI																										B
P40710	0	0	0	1	1	1	3	I	NLPE_ECOLI											0.27	0.21	0.4	0.47	 	0.13	 	 	  	0.13						I
P40719	0	0	0	1	0	1	2	B	QSEC_ECOLI																										B
P40874	1	1	0	1	0	0	3	B	MTOX_ECOLI	0.32	1.07E+00	3.01E+02		0.52	25.05																				
P41052	0	1	1	1	1	1	5	I	MLTB_ECOLI					0.54	25.99	6.35E-05	6.3512			0.13	  	   	0.08	 	  	0.17									I
P42588	0	0	1	1	0	0	2	G	PAT_ECOLI							0.0054025	540.25																		
P42590	0	0	0	1	0	0	1	B	YGJI_ECOLI																										
P42591	0	0	0	1	0	1	2	G	YGJJ_ECOLI																										G
P42592	0	0	0	1	0	0	1	G	YGJK_ECOLI																										
P42598	0	0	0	1	0	0	1	B	YGJQ_ECOLI																										
P42601	0	0	0	1	0	1	2	B	ALX_ECOLI																										B
P42603	0	0	0	1	0	0	1	B	YGJV_ECOLI																										
P42604	0	0	1	1	0	0	2	B	UXAA_ECOLI							0.00095947	95.947																		
P42616	0	0	0	1	0	0	1	G	YQJC_ECOLI																										
P42640	0	0	0	1	0	0	1	B	YHBX_ECOLI																										
P42911	0	0	0	1	0	0	1	B	PTPD_ECOLI																										
P43337	0	0	1	1	0	1	3	B	NUDL_ECOLI							0.0023076	230.76																		B
P43341	0	0	1	1	0	1	3	F1	LPXH_ECOLI							0.0022142	221.42																		F1
P43531	0	0	0	1	0	0	1	B	YNFM_ECOLI																										
P43667	0	0	0	1	0	0	1	B	YGAH_ECOLI																										
P43671	1	1	1	1	1	1	6	B	PQIB_ECOLI	0.16	4.45E-01	1.81E+02	0.32	0.23	11.36	0.00031571	31.571			1.39	1.52	7.61	2.42	 	0.11	0.24	 	0.24	0.11	0.17	0.11	 			B
P43674	0	0	0	1	0	1	2	I	YCAL_ECOLI																										I
P45395	0	1	1	1	0	1	4	B	KDSD_ECOLI					1.25	58.63	0.0064964	649.64																		B
P45463	0	0	1	1	0	0	2	B	TTDR_ECOLI							0.00027535	27.535																		
P45468	0	0	0	1	0	0	1	B	YRAQ_ECOLI																										
P45537	0	0	0	1	0	1	2	B	YHFK_ECOLI																										B
P45565	0	0	0	1	1	1	3	G	AIS_ECOLI											0.73	  	0.32	0.15	 	0.74	 	0.15	2.48	0.52	0.74	  	 			G
P45751	0	0	0	1	0	0	1	B	YRFB_ECOLI																										
P45753	0	0	0	1	0	0	1	G	YRFD_ECOLI																										
P45767	0	0	0	1	0	0	1	B	YHDX_ECOLI																										
P45768	0	0	0	1	0	0	1	B	YHDY_ECOLI																										
P45769	0	0	0	1	0	1	2	F1	YHDZ_ECOLI																										F1
P45800	0	0	0	1	1	1	3	B	IGAA_ECOLI											0.78	1.28	1.28	1.28	0.04	  	 	 	0.04	 						B
P46022	0	0	0	1	0	1	2	B	MTGA_ECOLI																										B
P46118	0	1	0	1	1	1	4	B	HEXR_ECOLI					0.72	34.35					0.1	  	   	0.1												B
P46126	0	0	0	1	0	0	1	E	YFIM_ECOLI																										
P46130	1	1	0	1	1	1	5	I	YBHC_ECOLI	0.36	1.31E+00	3.39E+02	0.42	1.51	70.42					0.3	0.39	0.48	0.48	 	0.07	 	0.07	  	 						I
P46136	0	0	0	1	0	0	1	B	YDDG_ECOLI																										
P46139	0	0	0	1	0	0	1	B	YFIN_ECOLI																										
P46141	0	0	0	1	0	0	1	B	YGBE_ECOLI																										
P46142	0	0	0	1	0	0	1	G	YGGM_ECOLI																										
P46478	0	0	0	1	0	0	1	B	AAEX_ECOLI																										
P46482	0	0	0	1	0	1	2	B	AAEA_ECOLI																										B
P46889	1	0	1	1	1	1	5	B	FTSK_ECOLI	0.14	3.77E-01	1.64E+02				0.001874	187.4			0.9	 	0.9	 	 	  	 									B
P50456	0	0	0	1	0	1	2	F1	MLC_ECOLI																										F1
P50466	0	0	0	1	0	0	1	B	AER_ECOLI																										
P51981	0	0	0	1	0	1	2	B	AEEP_ECOLI																										B
P52005	0	0	0	1	0	0	1	B	TORY_ECOLI																										
P52107	0	0	0	1	0	0	1	G	CSGC_ECOLI																										
P52599	0	0	0	1	0	0	1	G	EMRK_ECOLI																										
P52636	0	0	0	1	0	0	1	B	YCCM_ECOLI																										
P52645	0	0	0	1	1	1	3	B	YDBH_ECOLI											0.03	 	  	0.03												B
P60061	0	0	0	1	0	0	1	B	ADIC_ECOLI																										
P60560	1	1	1	1	0	1	5	B	GUAC_ECOLI	0.69	3.92E+00	6.40E+02		28.76	1226.02	0.028706	2870.6	257.09	4762.26																B
P60752	1	1	1	1	1	1	6	B	MSBA_ECOLI	0.19	5.57E-01	2.06E+02	0.39	0.91	43	0.0099165	991.65			0.18	 	0.54	 	 	  	0.28	 	0.1	 	0.05	0.05	0.05			B
P60778	0	0	0	1	0	0	1	B	TSGA_ECOLI																										
P60782	0	0	0	1	0	1	2	B	PLSY_ECOLI																										B
P60785	1	1	1	1	1	1	6	F1	LEPA_ECOLI	0.79	5.19E+00	7.53E+02		8.28	366.63	0.02678	2678	469.2		0.2	 	0.05	0.1	0.09	0.09	0.3	 	0.61	 	0.33	0.05	0.4	0.15	  	F1
P60869	0	1	0	1	0	1	3	B	YBJL_ECOLI					0.44	21.31																				B
P60932	0	0	0	1	0	1	2	B	UPPP_ECOLI																										B
P60955	0	1	0	1	0	1	3	B	LGT_ECOLI					0.78	37.12																				B
P61316	1	1	1	1	0	1	5	G	LOLA_ECOLI	0.67	3.64E+00	6.13E+02	0.41	0.33	16.12	0.0013501	135.01	306.88																	G
P61320	1	1	0	1	1	1	5	I	LOLB_ECOLI	0.21	6.38E-01	2.23E+02		1.05	49.52					0.59	 	  	0.09	 	  	0.14	 	2.29	 	 	0.14	0.3			I
P61889	1	1	0	1	0	1	4	F1	MDH_ECOLI	1.85	6.92E+01	3.39E+03		86.99	582.65			29034.27	2173.38																F1
P62395	0	0	0	1	0	0	1	G	SECM_ECOLI																										
P62517	0	1	1	1	1	1	5	B	OPGH_ECOLI					1	28.78	0.011987	1198.7			0.07	 	0.16	0.08	 	  	0.07	 	0.03	 	 	0.03	 			B
P63183	0	0	0	1	1	1	3	B	KUP_ECOLI											0.05	 	  	0.05												B
P63340	0	0	0	1	0	1	2	B	YQEG_ECOLI																										B
P63386	0	1	0	1	0	1	3	F1	MLAF_ECOLI					0.78	37.12																				F1
P63389	1	1	0	1	1	1	5	F1	YHES_ECOLI	0.07	1.66E-01	1.02E+02	0.4	0.55	26.45					0.18	 	0.31	 	0.05	  	0.31	 	  	0.05						F1
P63883	0	0	0	1	1	1	3	G	AMIC_ECOLI											0.15	  	0.15	  												G
P64423	0	0	0	1	0	1	2	B	ZNTB_ECOLI																										B
P64426	0	1	0	1	0	0	2	I	YDDW_ECOLI					0.17	8.47																				
P64439	0	0	0	1	0	0	1	B	YBJM_ECOLI																										
P64445	0	0	0	1	0	0	1	B	YNAJ_ECOLI																										
P64481	0	0	0	1	0	1	2	B	YDJM_ECOLI																										B
P64515	0	0	0	1	0	1	2	B	YECN_ECOLI																										B
P64548	0	0	0	1	0	0	1	G	YFIR_ECOLI																										
P64550	0	0	0	1	0	0	1	B	YGAW_ECOLI																										
P64590	0	0	0	1	0	1	2	B	YHAH_ECOLI																										B
P64604	1	1	0	1	1	1	5	G	YRBD_ECOLI	0.5	2.16E+00	4.53E+02		7.11	316.29					0.32	 	  	0.37	0.37	0.17	0.17	 	0.37	0.17	 	0.61	 			G
P64606	0	0	0	1	0	1	2	B	YRBE_ECOLI																										B
P65298	0	0	0	1	0	0	1	I	YQHH_ECOLI																										
P66948	0	1	0	1	0	1	3	G	YFGC_ECOLI					0.19	9.44				2556.92																G
P67153	0	0	0	1	0	0	1	B	YQFA_ECOLI																										
P67244	0	0	0	1	1	1	3	B	YQHA_ECOLI											0.16	 	0.21	0.1	 	  	 	 	  	 						B
P67444	0	0	0	1	0	0	1	B	YGFO_ECOLI																										
P67553	0	0	0	1	0	1	2	E	YNFC_ECOLI																										E
P67601	0	0	0	1	0	0	1	B	YOBD_ECOLI																										
P67662	0	0	0	1	0	1	2	B	AAER_ECOLI																										B
P68183	0	0	0	1	0	0	1	B	MALG_ECOLI																										
P68187	1	1	1	1	1	0	5	F1	MALK_ECOLI	0.2	5.85E-01	2.12E+02	0.38	3.33	152	0.040257	4025.7			0.22	  	0.08	0.08	 	  	0.05	 	0.47	0.47	0.26	0.17	0.17	0.26	  	
P68644	0	0	1	1	0	0	2	F1	FIXC_ECOLI							0.0014438	144.38																		
P69054	0	0	0	1	0	1	2	B	DHSC_ECOLI																										B
P69380	0	0	0	1	0	1	2	B	FIEF_ECOLI																										B
P69423	0	0	0	1	0	1	2	B	TATC_ECOLI																										B
P69425	1	0	1	1	1	1	5	B	TATB_ECOLI	0.25	7.78E-01	2.50E+02				0.016094	1609.4			1.48	 	2.77	 	 	0.18	 									B
P69451	0	1	0	1	0	1	3	F1	LCFA_ECOLI					0.19	9.44																				F1
P69490	0	0	0	1	0	1	2	B	CCME_ECOLI																										B
P69739	0	0	0	1	0	0	1	B	MBHS_ECOLI																										
P69783	1	1	0	1	1	1	5	F1	PTGA_ECOLI	5.2	1.58E+05	3.04E+05		9	398			9435.59	20487.29	0.19	 	0.19	 	0.19	  	 									F1
P69786	1	1	0	1	1	1	5	B	PTGCB_ECOLI	1.07	1.08E+01	1.15E+03		7.58	336.54					0.11	0.04	0.13	0.13	0.06	  	0.29	 	0.13	 	0.06	  	0.06			B
P69791	0	0	0	1	0	0	1	F1	PTQA_ECOLI																										
P69801	0	1	1	1	1	1	5	B	PTNC_ECOLI					0.12	6.05	0.086909	8690.9			0.22	0.16	0.25	0.35	 	0.12	 									B
P69805	1	1	0	1	1	1	5	B	PTND_ECOLI	0.45	1.85E+00	4.14E+02	0.53	2.46	113.03					0.26	 	  	 	0.22	  	0.22	 	0.65	 	0.11	0.11	0.22			B
P69829	1	1	0	1	0	1	4	F1	PTSN_ECOLI	0.71	4.18E+00	6.64E+02	0.37	2.73	125.04																				F1
P69853	0	0	0	1	0	1	2	F1	DMSD_ECOLI																										F1
P69874	1	1	0	1	1	1	5	F1	POTA_ECOLI	0.47	1.98E+00	4.30E+02	0.37	0.86	41					0.08	 	  	0.08												F1
P69902	0	0	0	1	0	0	1	B	FCTA_ECOLI																										
P69924	1	1	0	1	0	1	4	B	RIR2_ECOLI	0.61	3.08E+00	5.57E+02		4.48	202.12																				B
P69931	0	0	1	1	0	1	3	F1	HDA_ECOLI							0.004869	486.9																		F1
P71241	0	0	0	1	0	0	1	B	WCAJ_ECOLI																										
P71244	0	0	0	1	0	0	1	G	WCAM_ECOLI																										
P75728	0	1	1	1	0	1	4	B	UBIF_ECOLI					0.47	22.71	0.0077651	776.51																		B
P75733	0	0	0	1	0	0	1	H	YBFM_ECOLI																										
P75734	0	0	0	1	0	0	1	I	YBFN_ECOLI																										
P75742	0	0	0	1	0	0	1	B	DTPD_ECOLI																										
P75780	1	1	0	1	1	1	5	H	FIU_ECOLI	0.41	1.59E+00	3.79E+02		0.13	6.53				926.88	0.52	0.48	0.6	0.8	 	  	0.12	 	0.48	0.42	0.42	0.66	0.37	0.6	0.73	H
P75785	0	0	0	1	0	1	2	B	YBIP_ECOLI																										B
P75796	0	0	0	1	0	1	2	F1	GSIA_ECOLI																										F1
P75797	0	0	1	1	0	1	3	G	GSIB_ECOLI							0.0009061	90.61	207.13																	G
P75799	0	0	0	1	0	0	1	B	GSID_ECOLI																										
P75801	0	0	0	1	0	1	2	B	YLIF_ECOLI																										B
P75804	0	0	0	1	0	0	1	G	YLII_ECOLI																										
P75806	0	0	0	1	0	0	1	B	YBJG_ECOLI																										
P75820	0	0	0	1	0	1	2	I	AMID_ECOLI																										I
P75822	0	0	0	1	0	1	2	B	YBJT_ECOLI																										B
P75828	0	0	0	1	0	1	2	B	YBJD_ECOLI																										B
P75829	0	1	1	1	1	1	5	F1	YBJX_ECOLI					3.33	152	0.003654	365.4			0.18	0.18	0.09	0.28												F1
P75830	0	0	1	1	1	1	4	F2	MACA_ECOLI							0.00010501	10.501			0.08	0.08	  	 	0.08	  	 									F2
P75839	0	0	0	1	0	0	1	B	YCAP_ECOLI																										
P75853	0	0	0	1	0	1	2	G	SSUA_ECOLI																										G
P75870	0	0	0	1	0	1	2	B	YCCS_ECOLI																										B
P75916	0	0	0	1	0	0	1	B	YCDZ_ECOLI																										
P75920	0	0	0	1	0	0	1	B	OPGC_ECOLI																										
P75938	0	0	0	1	0	0	1	G	FLGF_ECOLI										3611.64																
P75946	0	0	0	1	0	1	2	I	YCFL_ECOLI																										I
P75948	0	0	0	1	0	0	1	B	THIK_ECOLI																										
P75954	0	0	0	1	0	1	2	G	YCFS_ECOLI																										G
P75957	1	1	1	1	1	1	6	F1	LOLD_ECOLI	0.25	7.78E-01	2.50E+02		0.47	22.71	0.023721	2372.1			0.13	 	  	0.13												F1
P76001	0	0	0	1	0	0	1	G	YCGJ_ECOLI																										
P76010	0	0	0	1	0	0	1	F1	YCGR_ECOLI																										
P76027	0	1	0	1	0	1	3	F1	OPPD_ECOLI					1.82	84																				F1
P76135	0	0	0	1	0	0	1	B	YDEO_ECOLI																										
P76169	0	0	0	1	0	0	1	B	YNFA_ECOLI																										
P76176	0	0	1	1	0	1	3	G	YDGD_ECOLI							0.00054095	54.095																		G
P76182	0	0	0	1	0	1	2	B	RNFD_ECOLI																										B
P76193	0	1	1	1	0	1	4	G	YNHG_ECOLI					0.47	22.71	0.0015514	155.14																		G
P76198	0	0	0	1	0	0	1	B	YDIN_ECOLI																										
P76206	0	1	0	1	0	1	3	G	YDIY_ECOLI					0.67	32.03																				G
P76208	0	0	0	1	0	1	2	B	YNIB_ECOLI																										B
P76214	0	0	0	1	0	0	1	B	VES_ECOLI																										
P76221	0	0	0	1	0	0	1	B	YDJZ_ECOLI																										
P76222	0	0	0	1	0	1	2	B	YNJA_ECOLI																										B
P76236	0	0	0	1	0	0	1	B	YEAI_ECOLI																										
P76249	0	0	0	1	0	0	1	B	LEUE_ECOLI																										
P76261	0	0	0	1	0	0	1	B	YOAD_ECOLI																										
P76264	0	0	0	1	0	0	1	B	YEBN_ECOLI																										
P76269	0	0	0	1	0	1	2	B	YEBQ_ECOLI																										B
P76272	1	0	0	0	1	1	3	B	YEBT_ECOLI	0.06	1.45E-01	9.43E+01								0.68	0.15	0.23	0.23	1.78	2.16	3.35	 	0.07	0.31	 	0.15	0.07	0.07	0.03	B
P76278	0	0	0	1	0	0	1	B	YEBZ_ECOLI																										
P76297	0	0	0	1	0	0	1	G	FLHE_ECOLI																										
P76339	0	0	1	1	0	1	3	B	YEDV_ECOLI							0.0014271	142.71																		B
P76341	0	0	0	1	0	0	1	G	HIUH_ECOLI																										
P76343	0	0	0	1	0	0	1	B	YEDZ_ECOLI																										
P76344	1	0	0	1	0	0	2	G	YODA_ECOLI	1.71	5.08E+01	2.83E+03																							
