Merge ID	Masuda2009_fin	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	DetectedProtein	# Studies	DB_NoveV12 Duplicates	Normalized And Descr Itensity	0BS_C0LL	ABS_CALL	ABS_CALL	Merge ID	Masuda2009_fin	Taniguchi2010_fin_mmol	DetectedProtein	# Studies	DB_NoveV12 Duplicates	Copy number per cell	mMol	Merge ID
Q6BF86	0	0	0	0	0	0	B						0	0	0	0	B			
P37388	0	1	1	1	0	3	F1		0	2	0		0	0	0	0	F1			
P64485	0	1	1	1	0	3	B		2	2	0		0	0	0	0	B			
P00804	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P00805	1	1	1	1	0	4	G	2	0	0	2		1	0	0	1	G	58.18		
P00811	1	1	1	1	0	4	G	1	2	0	2		1	0	0	1	G	10		
P00904	0	1	1	1	0	3	F1		2	2	0		0	0	0	0	F1			
P02916	1	1	1	1	0	4	B	1	2	2	2		1	0	0	1	B	24.12		
P02920	0	1	1	1	0	3	B		0	2	0		0	0	0	0	B			
P02924	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P02932	1	1	1	1	0	4	H	1	2	2	2		1	0	0	1	H	12.79		
P02943	1	1	1	1	0	4	H	1	2	2	2		1	0	0	1	H	106.35		
P04983	1	1	1	1	0	4	F1	1	2	2	2		1	0	0	1	F1	13.75		
P05050	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P05824	0	1	1	1	0	3	B		2	2			0	1	0	1	B		0.0048333	
P06611	1	1	1	1	0	4	F1	1	2	0	0		1	0	0	1	F1			
P07021	1	1	1	1	0	4	I	1	2	2	2		1	0	0	1	I			
P08370	0	1	1	1	0	3	G		2	2	1		0	0	0	0	G			
P08371	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P08550	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P09348	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P09836	0	1	1	1	0	3	B		2	0			0	0	0	0	B			
P0A6E9	0	1	1	1	0	3	B		0	0	2		0	1	0	1	B		0.0012663	
P0A6S0	0	1	1	1	0	3	I		2	2	2		0	0	0	0	I			
P0A6X3	1	1	1	1	0	4	F1	2	2	2	2		1	1	0	2	F1	99.64	1.434	
P0A754	0	1	1	1	0	3	F1		2	2	2		0	0	0	0	F1			
P0A759	1	1	1	1	0	4	B	1	2	2	2		1	0	0	1	B	146.75		
P0A766	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P0A769	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P0A7B3	0	1	1	1	0	3	F1		2	2	2		0	1	0	1	F1		0.006953	
P0A7H3	0	1	1	1	0	3	B		2	2	2		0	1	0	1	B		0.00011574	
P0A7J0	1	1	1	1	0	4	F1	1	2	2	2		1	1	0	2	F1	181.53	0.080874	
P0A8S5	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P0A8X4	0	1	1	1	0	3	G		2	2	2		0	1	0	1	G		0.0001377	
P0A937	1	1	1	1	0	4	I	1	2	2	2		1	0	0	1	I			
P0A996	0	1	1	1	0	3	F1		0	0	2		0	1	0	1	F1		0.0002731	
P0A9C0	1	1	1	1	0	4	F1	1	0	0	2		1	0	0	1	F1	22.71		
P0AA47	1	1	1	1	0	4	B	1	2	0	2		1	0	0	1	B	78		
P0AA63	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AA73	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AA91	1	1	1	1	0	4	I	1	2	2	2		1	0	0	1	I			
P0AA95	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P0AA99	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P0AAD2	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AAD8	1	1	1	1	0	4	B	1	2	2	2		1	0	0	1	B	1.19		
P0AAE5	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P0AAE8	0	1	1	1	0	3	B		0	1	2		0	0	0	0	B			
P0AAF3	0	1	1	1	0	3	F1		2	0	2		0	0	0	0	F1			
P0AAJ8	0	1	1	1	0	3	F2		2	2	2		0	0	0	0	F2			
P0AAK7	0	1	1	1	0	3	G		0	0	2		0	0	0	0	G			
P0AAL3	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P0AAL6	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AAM1	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AAP7	0	1	1	1	0	3	B		0	2	0		0	0	0	0	B			
P0AAQ0	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AAV0	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AAY4	0	1	1	1	0	3	G		2	2			0	0	0	0	G			
P0AAZ0	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AB40	0	1	1	1	0	3	G		2	0	0		0	1	0	1	G		0.0013614	
P0ABF6	1	1	1	1	0	4	B	1	2	2	2		1	0	0	1	B	34.35		
P0ABG1	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0ABH4	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0ABJ3	0	1	1	1	0	3	B		2	2	2		0	1	0	1	B		0.021879	
P0ABJ6	0	1	1	1	0	3	B		2	2	2		0	1	0	1	B		0.10038	
P0ABK9	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P0ABL3	0	1	1	1	0	3	G		0	0	2		0	0	0	0	G			
P0ABL5	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0ABV2	1	1	1	1	0	4	B	1	2	2	2		1	0	0	1	B	260.06		
P0ABW9	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P0ABX2	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P0ABX5	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P0AC26	0	1	1	1	0	3	B		0	0	2		0	0	0	0	B			
P0AC55	1	1	1	1	0	4	F1	2	0	2	0		1	0	0	1	F1	1302.81		
P0AC98	0	1	1	1	0	3	B		0	1	0		0	0	0	0	B			
P0ACJ5	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P0ACV2	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0ACX0	0	1	1	1	0	3	B		2	2	0		0	0	0	0	B			
P0AD03	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P0AD17	0	1	1	1	0	3	B		0	1	0		0	0	0	0	B			
P0AD19	0	1	1	1	0	3	B		2	0	0		0	0	0	0	B			
P0AD59	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P0AD70	1	1	1	1	0	4	G	1	2	1	2		1	0	0	1	G			
P0ADD2	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0ADD5	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0ADE4	1	1	1	1	0	4	H	1	2	2	2		1	0	0	1	H			
P0ADI4	0	1	1	1	0	3	F1		1	1	2		0	0	0	0	F1			
P0ADM4	1	1	1	1	0	4	E	1	2	2	2		1	0	0	1	E			
P0ADR0	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0ADR2	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P0ADU5	1	1	1	1	0	4	G	1	2	2	2		1	0	0	1	G	125.04		
P0AE28	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AEA5	0	1	1	1	0	3	B		2	2	2		0	1	0	1	B		0.0028573	
P0AEJ0	0	1	1	1	0	3	B		2	0	0		0	0	0	0	B			
P0AEK7	0	1	1	1	0	3	B		0	0	2		0	0	0	0	B			
P0AES9	1	1	1	1	0	4	G	1	2	2	2		1	1	0	2	G	99.64	0.018774	
P0AET2	0	1	1	1	0	3	G		2	2	2		0	1	0	1	G		0.0068204	
P0AEX9	1	1	1	1	0	4	G	1	2	2	2		1	0	0	1	G	533.01		
P0AEY1	0	1	1	1	0	3	B		2	1	2		0	0	0	0	B			
P0AEY8	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AEZ7	0	1	1	1	0	3	I		1	2			0	1	0	1	I		0.00031653	
P0AF06	0	1	1	1	0	3	B		2	2	0		0	0	0	0	B			
P0AF34	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P0AF40	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AF56	0	1	1	1	0	3	G		0	2			0	0	0	0	G			
P0AF70	1	1	1	1	0	4	I	1	2	2	2		1	0	0	1	I			
P0AF80	0	1	1	1	0	3	B		0	2			0	0	0	0	B			
P0AF82	0	1	1	1	0	3	G		0	2	2		0	0	0	0	G			
P0AFI5	1	1	1	1	0	4	G	1	2	2	2		1	1	0	2	G	12.32	0.0004419	
P0AFL9	1	1	1	1	0	4	B	1	2	2			1	0	0	1	B	1.03		
P0AFQ2	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AFQ5	0	1	1	1	0	3	G		2	2	0		0	1	0	1	G		0.00016763	
P0AFU0	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AFV0	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AFV4	0	0	1	1	0	2	I			2	2		0	0	0	0	I			
P0AFX9	1	1	1	1	0	4	G	1	2	2	2		1	0	0	1	G			
P0AG78	0	1	1	1	0	3	G		2	0			0	0	0	0	G			
P0AGC0	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P0AGF6	1	1	1	1	0	4	B	1	0	2	2		1	0	0	1	B	24.12		
P0AGM0	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P0AGM5	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AGM7	1	1	1	1	0	4	B	1	2	0	0		1	0	0	1	B	54.08		
P0C066	1	1	1	1	0	4	I	1	2	2	2		1	0	0	1	I			
P0C960	1	1	1	1	0	4	I	1	2	1	2		1	0	0	1	I			
P10378	0	1	1	1	0	3	F1		0	2			0	1	0	1	F1		0.013405	
P10423	0	1	1	1	0	3	F2		2	0			0	0	0	0	F2			
P12996	0	0	1	1	0	2	B			2	2		0	0	0	0	B			
P13033	1	1	1	1	0	4	F1	1	2	0	2		1	0	0	1	F1			
P16430	0	1	1	1	0	3	B		2	0	0		0	0	0	0	B			
P16431	1	1	1	1	0	4	B	1	0	0	0		1	1	0	2	B	6.53	0.00064249	
P16682	0	1	1	1	0	3	G		2	2	2		0	1	0	1	G		0.0017324	
P17334	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P18200	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P18390	1	1	1	1	0	4	G	1	2	2	2		1	0	0	1	G	44.02		
P18392	1	1	1	1	0	4	B	1	2	2	2		1	0	0	1	B	1.31		
P18776	0	1	1	1	0	3	F2		0	0	2		0	0	0	0	F2			
P18956	0	1	1	1	0	3	G		2	0	0		0	1	0	1	G		0.0013207	
P19318	0	1	1	1	0	3	F1		2	2			0	0	0	0	F1			
P21503	0	1	1	1	0	3	B		2	0	0		0	0	0	0	B			
P22731	0	1	1	1	0	3	F1		1	0	0		0	0	0	0	F1			
P23256	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P23524	0	1	1	1	0	3	B		2	0	2		0	1	0	1	B		0.0010949	
P23898	1	1	1	1	0	4	I	1	2	2	2		1	0	0	1	I			
P23917	1	1	1	1	0	4	B	1	2	2	2		1	0	0	1	B	27.85		
P25527	0	1	1	1	0	3	B		0	2	0		0	0	0	0	B			
P25718	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P26459	0	1	1	1	0	3	B		2	1	2		0	1	0	1	B		0.0012353	
P26648	1	1	1	1	0	4	G	1	2	2	2		1	0	0	1	G			
P27297	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P27829	1	1	1	1	0	4	H	1	2	2	2		1	0	0	1	H	20		
P27844	0	1	1	1	0	3	B		2	0	2		0	0	0	0	B			
P28224	1	1	1	1	0	4	I	1	0	0	0		1	0	0	1	I			
P29744	0	1	1	1	0	3	F4		2	2			0	0	0	0	F4			
P30136	0	1	1	1	0	3	B		2	0	0		0	0	0	0	B			
P30143	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P30750	1	1	1	1	0	4	F1	1	1	0	0		1	0	0	1	F1			
P31119	1	1	1	1	0	4	B	1	2	2	2		1	0	0	1	B			
P31125	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P31133	0	1	1	1	0	3	G		2	2			0	0	0	0	G			
P31462	0	1	1	1	0	3	B		2	0	0		0	0	0	0	B			
P31466	0	1	1	1	0	3	B		2	0			0	0	0	0	B			
P31474	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P31666	0	1	1	1	0	3	G		2	2	2		0	1	0	1	G		0.00079202	
P32057	0	1	1	1	0	3	B		2	2	0		0	0	0	0	B			
P32125	0	1	1	1	0	3	B		2	1			0	1	0	1	B		0.0015331	
P32129	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P32670	0	1	1	1	0	3	F1		2	2	2		0	0	0	0	F1			
P32681	1	1	1	1	0	4	I	1	2	2	2		1	0	0	1	I			
P32700	0	1	1	1	0	3	B		2	0	0		0	0	0	0	B			
P32715	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P33219	0	1	1	1	0	3	X		2	2	2		0	0	0	0	X			
P33225	0	1	1	1	0	3	G		2	2	2		0	1	0	1	G		0.00033747	
P33235	0	1	1	1	0	3	F4		2	2	2		0	0	0	0	F4			
P33360	0	1	1	1	0	3	F1		1	2			0	0	0	0	F1			
P33590	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P33591	0	1	1	1	0	3	B		0	0	2		0	0	0	0	B			
P33593	1	1	1	1	0	4	F1	1	1	0	2		1	1	0	2	F1		0.0013741	
P33594	0	1	1	1	0	3	F1		2	0	2		0	1	0	1	F1		0.0015155	
P33915	1	1	1	1	0	4	B	1	0	0	0		1	0	0	1	B	1		
P33934	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P33937	0	0	1	1	0	2	G			0	2		0	0	0	0	G			
P36837	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P36881	0	1	1	1	0	3	F1		2	2	2		0	0	0	0	F1			
P37146	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P37180	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P37339	1	1	1	1	0	4	B	2	2	2	0		1	0	0	1	B			
P37387	0	1	1	1	0	3	G		0	2	0		0	0	0	0	G			
P37619	0	1	1	1	0	3	B		0	1	2		0	0	0	0	B			
P37631	0	1	1	1	0	3	B		2	0	0		0	0	0	0	B			
P37636	1	1	1	1	0	4	E	1	0	0	0		1	1	0	2	E		0.00037259	
P37637	1	1	1	1	0	4	B	1	2	0			1	0	0	1	B	1		
P37651	1	1	1	1	0	4	G	1	0	0			1	0	0	1	G			
P37660	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P37661	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P37758	0	1	1	1	0	3	B		2	0	1		0	0	0	0	B			
P38055	0	1	1	1	0	3	B		2	2	0		0	0	0	0	B			
P38135	0	1	1	1	0	3	F1		2	2	2		0	0	0	0	F1			
P39165	0	1	1	1	0	3	G		2	0	0		0	0	0	0	G			
P39276	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P39314	0	1	1	1	0	3	B		2	0			0	0	0	0	B			
P39405	0	1	1	1	0	3	F1		2	2	2		0	1	0	1	F1		0.0085101	
P39453	0	1	1	1	0	3	B		2	2			0	1	0	1	B		0.0011204	
P39836	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P40710	1	1	1	1	0	4	I	1	2	2	2		1	0	0	1	I			
P40874	1	1	1	1	0	4	B	1	2	0	0		1	0	0	1	B	25.05		
P42591	0	1	1	1	0	3	G		2	2			0	0	0	0	G			
P42592	0	1	1	1	0	3	G		2	1			0	0	0	0	G			
P42598	0	1	1	1	0	3	B		1	2	0		0	0	0	0	B			
P42603	0	1	1	1	0	3	B		1	0	0		0	0	0	0	B			
P42604	0	1	1	1	0	3	B		0	2	0		0	1	0	1	B		0.00095947	
P42616	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P43531	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P43667	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P43674	0	1	1	1	0	3	I		2	1	2		0	0	0	0	I			
P45395	1	1	1	1	0	4	B	1	2	2	2		1	1	0	2	B	58.63	0.0064964	
P45463	0	1	1	1	0	3	B		0	0	2		0	1	0	1	B		0.00027535	
P45468	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P46126	0	1	1	1	0	3	E		2	2			0	0	0	0	E			
P46136	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P46139	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P46141	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P46142	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P46478	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P50466	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P51981	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P52636	0	1	1	1	0	3	B		0	0	2		0	0	0	0	B			
P60061	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P60778	0	1	1	1	0	3	B		2	0	2		0	0	0	0	B			
P60782	0	1	1	1	0	3	B		2	0			0	0	0	0	B			
P62395	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P63883	1	1	1	1	0	4	G	1	2	2	2		1	0	0	1	G			
P64426	1	1	1	1	0	4	I	1	2	2	2		1	0	0	1	I	8.47		
P64439	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P64445	0	1	1	1	0	3	B		0	0	2		0	0	0	0	B			
P64481	0	1	1	1	0	3	B		2	1			0	0	0	0	B			
P64515	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P64548	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P64550	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P67153	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P67553	1	1	1	1	0	4	E	1	2	2	2		1	0	0	1	E			
P67601	0	1	1	1	0	3	B		2	0	2		0	0	0	0	B			
P68183	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P68187	1	1	1	1	0	4	F1	1	2	2	2		1	1	0	2	F1	152	0.040257	
P69791	0	1	1	1	0	3	F1		2	2	2		0	0	0	0	F1			
P69853	0	1	1	1	0	3	F1		2	1	2		0	0	0	0	F1			
P69902	0	1	1	1	0	3	B		2	0	0		0	0	0	0	B			
P75734	0	1	1	1	0	3	I		0	1			0	0	0	0	I			
P75785	1	1	1	1	0	4	B	1	2	2	2		1	0	0	1	B	1.17		
P75806	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P75820	1	1	1	1	0	4	I	1	2	2	2		1	0	0	1	I			
P75839	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P75916	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P75920	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P75938	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P75948	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P75954	0	1	1	1	0	3	G		2	2			0	0	0	0	G			
P76001	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P76010	0	1	1	1	0	3	F1		2	2	0		0	0	0	0	F1			
P76169	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P76176	0	1	1	1	0	3	G		2	2	2		0	1	0	1	G		0.00054095	
P76206	1	1	1	1	0	4	G	1	2	0			1	0	0	1	G	32.03		
P76214	0	1	1	1	0	3	B		2	0	0		0	0	0	0	B			
P76221	0	1	1	1	0	3	B		0	2			0	0	0	0	B			
P76249	0	1	1	1	0	3	B		2	0	2		0	0	0	0	B			
P76261	0	1	1	1	0	3	B		0	2			0	0	0	0	B			
P76269	0	1	1	1	0	3	B		2	0			0	0	0	0	B			
P76278	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P76297	0	1	1	1	0	3	G		2	2			0	0	0	0	G			
P76341	0	1	1	1	0	3	G		0	2			0	0	0	0	G			
P76344	0	1	1	1	0	3	G		0	2			0	0	0	0	G			
P76346	1	1	1	1	0	4	F1	1	2	2	2		1	0	0	1	F1			
P76350	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P76393	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P76421	0	1	1	1	0	3	B		0	2			0	0	0	0	B			
P76463	0	1	1	1	0	3	G		2	2	0		0	0	0	0	G			
P76466	0	1	1	1	0	3	G		0	1			0	0	0	0	G			
P76537	1	1	1	1	0	4	I	1	2	2	2		1	0	0	1	I			
P76577	0	1	1	1	0	3	B		1	1	2		0	0	0	0	B			
P76586	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P77202	0	1	1	1	0	3	G		2	2	2		0	1	0	1	G		0.0063695	
P77223	1	1	1	1	0	4	F1	1	2	2	2		1	1	0	2	F1	1.93	0.0020498	
P77239	0	1	1	1	0	3	F2		2	0	0		0	0	0	0	F2			
P77269	0	1	1	1	0	3	G		0	2			0	0	0	0	G			
P77279	0	1	1	1	0	3	F1		2	2	2		0	0	0	0	F1			
P77280	0	1	1	1	0	3	B		0	2			0	0	0	0	B			
P77285	1	1	1	1	0	4	G	1	2	0			1	0	0	1	G			
P77360	0	1	1	1	0	3	B		1	0	0		0	0	0	0	B			
P77377	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P77510	0	1	1	1	0	3	B		2	0			0	0	0	0	B			
P77538	0	1	1	1	0	3	B		2	0	2		0	0	0	0	B			
P77726	1	1	1	1	0	4	B	1	2	2	0		1	0	0	1	B	1.27		
P78067	1	1	1	1	0	4	G	1	2	2			1	0	0	1	G	9.92		
Q46755	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
Q46808	0	1	1	1	0	3	B		2	2	2		0	1	0	1	B		0.00053572	
Q46821	0	1	1	1	0	3	B		0	2	0		0	1	0	1	B		0.00077561	
Q46845	1	1	1	1	0	4	F1	1	2	2	2		1	0	0	1	F1	25.99		
Q47142	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
A5A616	0	0	0	0	0	0	B						0	0	0	0	B			
A5A619	0	0	0	0	0	0	B						0	0	0	0	B			
A5A628	0	0	0	0	0	0	B						0	0	0	0	B			
A5A630	0	0	0	0	0	0	B						0	0	0	0	B			
C1P5Z8	0	0	0	0	0	0	B						0	0	0	0	B			
C1P5Z9	0	0	0	0	0	0	B						0	0	0	0	B			
C1P614	0	0	0	0	0	0	B						0	0	0	0	B			
P00909	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P02921	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P02942	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P03825	0	1	1	1	0	3	B		2	0	0		0	0	0	0	B			
P03841	1	1	1	1	0	4	G	1	2	2	2		1	0	0	1	G	308.96		
P04128	1	1	1	1	0	4	F4	2	2	2	2		1	0	0	1	F4	1.45		
P04949	0	1	1	1	0	3	F4		2	2			0	0	0	0	F4			
P05706	1	1	1	1	0	4	F1	1	2	2	2		1	0	0	1	F1	208.24		
P05825	1	1	1	1	0	4	H	1	2	2	2		1	0	0	1	H			
P06609	0	1	1	1	0	3	B		2	0			0	0	0	0	B			
P06972	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P06974	0	1	1	1	0	3	F1		2	2	2		0	0	0	0	F1			
P07017	1	1	1	1	0	4	B	1	2	2			1	1	0	2	B	0.85	0.00013449	
P08189	0	1	1	1	0	3	F4		2	2	2		0	0	0	0	F4			
P08190	0	1	1	1	0	3	F4		2	0	0		0	0	0	0	F4			
P08191	0	1	1	1	0	3	F4		2	2			0	0	0	0	F4			
P08194	1	1	1	1	0	4	B	1	2	2	2		1	0	0	1	B	269.17		
P08555	1	1	1	1	0	4	B	1	0	0			1	0	0	1	B	1.27		
P0A6S3	0	1	1	1	0	3	G		2	2	0		0	0	0	0	G			
P0A710	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0A7C8	0	1	1	1	0	3	B		2	0	0		0	0	0	0	B			
P0A7G6	1	1	1	1	0	4	F1	1	2	2	2		1	0	0	1	F1	449.64		
P0A8H3	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0A8T5	0	1	1	1	0	3	B		2	0			0	0	0	0	B			
P0A915	0	1	1	1	0	3	H		0	2	2		0	0	0	0	H			
P0A932	1	1	1	1	0	4	I	1	2	0	0		1	0	0	1	I			
P0AA57	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P0AA60	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AA67	1	1	1	1	0	4	B	1	2	0	0		1	0	0	1	B	1.69		
P0AA70	0	1	1	1	0	3	B		2	0	0		0	0	0	0	B			
P0AA78	0	1	1	1	0	3	B		2	2	1		0	0	0	0	B			
P0AA80	1	1	1	1	0	4	B	1	0	0	2		1	0	0	1	B	1.45		
P0AA82	1	1	1	1	0	4	B	1	2	2	0		1	0	0	1	B	1.93		
P0AAA5	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AAA7	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AAD4	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P0AAJ3	0	1	1	1	0	3	B		0	2	2		0	0	0	0	B			
P0AAL9	0	1	1	1	0	3	G		2	2			0	0	0	0	G			
P0AAR5	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AAR8	0	1	1	1	0	3	G		0	2			0	0	0	0	G			
P0AAS3	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P0AAU2	0	0	1	1	0	2	B			2	2		0	0	0	0	B			
P0AAV6	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
P0AAW5	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AAX3	0	1	1	1	0	3	G		2	0	0		0	0	0	0	G			
P0AB31	0	1	1	1	0	3	I		2	2			0	0	0	0	I			
P0AB35	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P0AB46	0	1	1	1	0	3	G		0	2			0	0	0	0	G			
P0AB49	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AB93	0	1	1	1	0	3	B		2	0			0	0	0	0	B			
P0ABC0	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0ABE5	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0ABG4	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0ABL1	0	1	1	1	0	3	G		0	0	2		0	0	0	0	G			
P0ABL8	0	1	1	1	0	3	B		0	0	2		0	0	0	0	B			
P0ABN9	0	1	1	1	0	3	B		0	0	2		0	0	0	0	B			
P0ABP3	0	1	1	1	0	3	B		1	2	2		0	0	0	0	B			
P0ABX8	0	1	1	1	0	3	F1		2	2			0	0	0	0	F1			
P0ABZ1	0	1	1	1	0	3	F1		2	2	2		0	0	0	0	F1			
P0AC05	0	1	1	1	0	3	B		2	2	2		0	0	0	0	B			
P0AC07	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P0AC94	0	1	1	1	0	3	B		2	0	0		0	0	0	0	B			
P0AC96	0	1	1	1	0	3	B		2	0			0	0	0	0	B			
P0ACA1	0	1	1	1	0	3	B		2	2			0	0	0	0	B			
P0ACW2	0	0	0	0	0	0	I						0	0	0	0	I			
P0ACW4	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
