Join Name	CommonCore	K12	No files found in	CommonCore Duplicates	K12 Duplicates
P37672	1	1	2	1	1	EG12279
P37674	1	1	2	1	1	EG12281
P37675	1	1	2	1	1	EG12282
P37676	1	1	2	1	1	EG12283
P37682	1	1	2	1	1	EG12289
P37683	1	1	2	1	1	EG12290
P37685	1	1	2	1	1	EG12292
P37686	1	1	2	1	1	EG12293
P0AC62	1	1	2	1	1	EG12294
P0AG27	1	1	2	1	1	EG12295
P37689	1	1	2	1	1	EG12296
P37690	1	1	2	1	1	EG12297
P0ACU2	1	1	2	1	1	EG12301
P0A720	1	1	2	1	1	EG12302
P0AFQ7	1	1	2	1	1	EG12303
P0AAH4	1	1	2	1	1	EG12304
P0AAH8	1	1	2	1	1	EG12305
P0A731	1	1	2	1	1	EG12307
P37005	1	1	2	1	1	EG12309
P37095	1	1	2	1	1	EG12310
P0C0L9	1	1	2	1	1	EG12311
P0A6I9	1	1	2	1	1	EG12312
P0A8H8	1	1	2	1	1	EG12314
P36682	1	1	2	1	1	EG12315
P36683	1	1	2	1	1	EG12316
P61517	1	1	2	1	1	EG12319
P37024	1	1	2	1	1	EG12329
P37025	1	1	2	1	1	EG12330
P0ACC3	1	1	2	1	1	EG12332
P0AFP0	1	1	2	1	1	EG12333
P37028	1	1	2	1	1	EG12334
P0A9W3	1	1	2	1	1	EG12343
P37344	1	1	2	1	1	EG12344
P39831	1	1	2	1	1	EG12345
P37774	1	1	2	1	1	EG12347
P0A9L5	1	1	2	1	1	EG12352
P40711	1	1	2	1	1	EG12354
P38135	1	1	2	1	1	EG12357
P0AAI1	1	1	2	1	1	EG12358
P0ABW3	1	1	2	1	1	EG12360
P37769	1	1	2	1	1	EG12361
P38051	1	1	2	1	1	EG12362
P0AEX5	1	1	2	1	1	EG12365
P0AGL7	1	1	2	1	1	EG12366
P38054	1	1	2	1	1	EG12367
P39832	1	1	2	1	1	EG12368
P38506	1	1	2	1	1	EG12372
P0ADR8	1	1	2	1	1	EG12373
P37443	1	1	2	1	1	EG12375
P39836	1	1	2	1	1	EG12376
P37147	1	1	2	1	1	EG12382
P39838	1	1	2	1	1	EG12385
P37338	1	1	2	1	1	EG12386
P37339	1	1	2	1	1	EG12387
P0AFR2	1	1	2	1	1	EG12392
P0A746	1	1	2	1	1	EG12394
P37340	1	1	2	1	1	EG12400
P36979	1	1	2	1	1	EG12401
P0AE63	1	1	2	1	1	EG12402
P37595	1	1	2	1	1	EG12407
P37127	1	1	2	1	1	EG12409
P37128	1	1	2	1	1	EG12410
P37760	1	1	2	1	1	EG12411
P37759	1	1	2	1	1	EG12412
P0ACC1	1	1	2	1	1	EG12424
P37329	1	1	2	1	1	EG12427
P0A9U6	1	1	2	1	1	EG12431
P37766	1	1	2	1	1	EG12432
P37765	1	1	2	1	1	EG12433
P0AEH1	1	1	2	1	1	EG12436
P37773	1	1	2	1	1	EG12440
P37908	1	1	2	1	1	EG12442
P0A951	1	1	2	1	1	EG12447
P39199	1	1	2	1	1	EG12449
P37596	1	1	2	1	1	EG12450
P38104	1	1	2	1	1	EG12451
P0AAR3	1	1	2	1	1	EG12454
P39196	1	1	2	1	1	EG12455
P39276	1	1	2	1	1	EG12469
P39277	1	1	2	1	1	EG12470
P0A901	1	1	2	1	1	EG12474
P39285	1	1	2	1	1	EG12478
P39286	1	1	2	1	1	EG12479
P0A784	1	1	2	1	1	EG12480
P39288	1	1	2	1	1	EG12481
P63177	1	1	2	1	1	EG12483
P0AF78	1	1	2	1	1	EG12485
P0AF80	1	1	2	1	1	EG12487
P0A9L3	1	1	2	1	1	EG12503
P0AAE0	1	1	2	1	1	EG12504
P69506	1	1	2	1	1	EG12505
P39315	1	1	2	1	1	EG12507
P0ACN2	1	1	2	1	1	EG12508
P0AE45	1	1	2	1	1	EG12512
P0ADE4	1	1	2	1	1	EG12513
P39321	1	1	2	1	1	EG12514
Q6BEX0	1	1	2	1	1	EG12518
P39829	1	1	2	1	1	EG12522
P0A9N8	1	1	2	1	1	EG12523
P0AF93	1	1	2	1	1	EG12524
P0ABB8	1	1	2	1	1	EG12525
P39333	1	1	2	1	1	EG12528
P39337	1	1	2	1	1	EG12532
P0AF98	1	1	2	1	1	EG12535
P0ADC6	1	1	2	1	1	EG12536
P39343	1	1	2	1	1	EG12538
P0A9P9	1	1	2	1	1	EG12540
P39346	1	1	2	1	1	EG12541
P39360	1	1	2	1	1	EG12551
P39361	1	1	2	1	1	EG12552
P39362	1	1	2	1	1	EG12553
P0AC94	1	1	2	1	1	EG12563
P39376	1	1	2	1	1	EG12566
P39381	1	1	2	1	1	EG12571
P39386	1	1	2	1	1	EG12576
P39389	1	1	2	1	1	EG12579
P39396	1	1	2	1	1	EG12586
P39398	1	1	2	1	1	EG12588
P39401	1	1	2	1	1	EG12591
P0ADD7	1	1	2	1	1	EG12593
P39404	1	1	2	1	1	EG12594
P39406	1	1	2	1	1	EG12596
P39408	1	1	2	1	1	EG12598
P0AAI5	1	1	2	1	1	EG12606
P39206	1	1	2	1	1	EG12608
P0AA37	1	1	2	1	1	EG12609
P39099	1	1	2	1	1	EG12612
P0A9D2	1	1	2	1	1	EG12613
P38684	1	1	2	1	1	EG12615
P39453	1	1	2	1	1	EG12617
P0ADV1	1	1	2	1	1	EG12618
P0AAT4	1	1	2	1	1	EG12620
P39451	1	1	2	1	1	EG12622
P39830	1	1	2	1	1	EG12623
P0AEF8	1	1	2	1	1	EG12625
P0AEG1	1	1	2	1	1	EG12626
P0AAG0	1	1	2	1	1	EG12627
P37313	1	1	2	1	1	EG12628
P46859	1	1	2	1	1	EG12629
P0ACP5	1	1	2	1	1	EG12630
P0AFW4	1	1	2	1	1	EG12637
P0AEY5	1	1	2	1	1	EG12656
P75925	1	1	2	1	1	EG12659
P0AER3	1	1	2	1	1	EG12661
P0AAG3	1	1	2	1	1	EG12663
P43341	1	1	2	1	1	EG12666
P0A862	1	1	2	1	1	EG12672
P37903	1	1	2	1	1	EG12674
P0ADE6	1	1	2	1	1	EG12675
P0A940	1	1	2	1	1	EG12676
P0A6B7	1	1	2	1	1	EG12677
P39172	1	1	2	1	1	EG12678
P39173	1	1	2	1	1	EG12679
P0AEM9	1	1	2	1	1	EG12680
P39176	1	1	2	1	1	EG12682
P61316	1	1	2	1	1	EG12684
P0ADE8	1	1	2	1	1	EG12685
P0AAZ4	1	1	2	1	1	EG12690
P0AB58	1	1	2	1	1	EG12691
P43337	1	1	2	1	1	EG12693
P45463	1	1	2	1	1	EG12694
P41407	1	1	2	1	1	EG12695
P0A6G3	1	1	2	1	1	EG12698
P41052	1	1	2	1	1	EG12699
P37902	1	1	2	1	1	EG12700
P41409	1	1	2	1	1	EG12701
P46125	1	1	2	1	1	EG12709
P46144	1	1	2	1	1	EG12710
P46136	1	1	2	1	1	EG12713
P45568	1	1	2	1	1	EG12715
P42588	1	1	2	1	1	EG12718
P42593	1	1	2	1	1	EG12723
P64578	1	1	2	1	1	EG12725
P42601	1	1	2	1	1	EG12731
P0AGE4	1	1	2	1	1	EG12732
P0AA78	1	1	2	1	1	EG12738
P0AA63	1	1	2	1	1	EG12740
P42619	1	1	2	1	1	EG12745
P42620	1	1	2	1	1	EG12746
P64590	1	1	2	1	1	EG12747
P64592	1	1	2	1	1	EG12748
P67660	1	1	2	1	1	EG12749
P42624	1	1	2	1	1	EG12750
P42630	1	1	2	1	1	EG12756
P0AGL2	1	1	2	1	1	EG12757
P0AA80	1	1	2	1	1	EG12760
P0ACK2	1	1	2	1	1	EG12762
P67087	1	1	2	1	1	EG12777
P45465	1	1	2	1	1	EG12779
P64596	1	1	2	1	1	EG12781
P45469	1	1	2	1	1	EG12783
P45472	1	1	2	1	1	EG12786
P63417	1	1	2	1	1	EG12788
P45527	1	1	2	1	1	EG12790
P45475	1	1	2	1	1	EG12791
P0ADV5	1	1	2	1	1	EG12792
P0AGK4	1	1	2	1	1	EG12794
P42641	1	1	2	1	1	EG12795
P64604	1	1	2	1	1	EG12799
P64606	1	1	2	1	1	EG12800
P63386	1	1	2	1	1	EG12801
P45394	1	1	2	1	1	EG12802
P45395	1	1	2	1	1	EG12803
P0ABZ4	1	1	2	1	1	EG12804
P46022	1	1	2	1	1	EG12808
P64612	1	1	2	1	1	EG12819
P46481	1	1	2	1	1	EG12822
P46482	1	1	2	1	1	EG12823
P67662	1	1	2	1	1	EG12825
P0AGG8	1	1	2	1	1	EG12826
P45767	1	1	2	1	1	EG12835
P45768	1	1	2	1	1	EG12836
P45769	1	1	2	1	1	EG12837
P0A9W9	1	1	2	1	1	EG12838
P45748	1	1	2	1	1	EG12840
P45771	1	1	2	1	1	EG12841
P0AAR5	1	1	2	1	1	EG12843
P45955	1	1	2	1	1	EG12854
P40120	1	1	2	1	1	EG12859
P46118	1	1	2	1	1	EG12860
P46130	1	1	2	1	1	EG12875
P0AB18	1	1	2	1	1	EG12876
P0AAS7	1	1	2	1	1	EG12879
P46139	1	1	2	1	1	EG12880
P43676	1	1	2	1	1	EG12883
P41441	1	1	2	1	1	EG12885
P45758	1	1	2	1	1	EG12890
P45759	1	1	2	1	1	EG12891
P45530	1	1	2	1	1	EG12896
P45531	1	1	2	1	1	EG12897
P45532	1	1	2	1	1	EG12898
P45523	1	1	2	1	1	EG12900
P0ACV2	1	1	2	1	1	EG12901
P0A756	1	1	2	1	1	EG12902
P63389	1	1	2	1	1	EG12903
P45524	1	1	2	1	1	EG12904
P45537	1	1	2	1	1	EG12906
P45799	1	1	2	1	1	EG12926
P64636	1	1	2	1	1	EG12928
P0ACG8	1	1	2	1	1	EG12929
P0A6Y5	1	1	2	1	1	EG12930
P46837	1	1	2	1	1	EG12932
P46846	1	1	2	1	1	EG12934
P46850	1	1	2	1	1	EG12939
P67143	1	1	2	1	1	EG12941
P46852	1	1	2	1	1	EG12943
P46854	1	1	2	1	1	EG12945
P43531	1	1	2	1	1	EG12951
Q46871	1	1	2	1	1	EG12953
P67826	1	1	2	1	1	EG12956
P0A6V8	1	1	2	1	1	EG12957
Q46877	1	1	2	1	1	EG12963
P43671	1	1	2	1	1	EG12966
P0AFR4	1	1	2	1	1	EG12967
P52037	1	1	2	1	1	EG12971
P52044	1	1	2	1	1	EG12974
P52052	1	1	2	1	1	EG12978
P67080	1	1	2	1	1	EG12979
P64564	1	1	2	1	1	EG12980
P52060	1	1	2	1	1	EG12981
P52061	1	1	2	1	1	EG12982
P52062	1	1	2	1	1	EG12983
Q46839	1	1	2	1	1	EG12995
Q46845	1	1	2	1	1	EG13005
P69741	1	1	2	1	1	EG13006
Q46851	1	1	2	1	1	EG13010
Q46855	1	1	2	1	1	EG13013
Q46856	1	1	2	1	1	EG13014
Q46861	1	1	2	1	1	EG13019
Q46863	1	1	2	1	1	EG13021
Q46866	1	1	2	1	1	EG13024
P52076	1	1	2	1	1	EG13026
P40719	1	1	2	1	1	EG13027
P64554	1	1	2	1	1	EG13034
Q46798	1	1	2	1	1	EG13048
Q46817	1	1	2	1	1	EG13067
Q46820	1	1	2	1	1	EG13070
P67153	1	1	2	1	1	EG13077
Q46925	1	1	2	1	1	EG13082
Q46927	1	1	2	1	1	EG13084
P0A935	1	1	2	1	1	EG13085
P0A776	1	1	2	1	1	EG13091
P67127	1	1	2	1	1	EG13092
P0A9T4	1	1	2	1	1	EG13093
Q46939	1	1	2	1	1	EG13097
P63340	1	1	2	1	1	EG13098
P55799	1	1	2	1	1	EG13102
P52598	1	1	2	1	1	EG13103
Q46888	1	1	2	1	1	EG13104
Q46890	1	1	2	1	1	EG13106
Q46891	1	1	2	1	1	EG13107
Q46893	1	1	2	1	1	EG13110
P65870	1	1	2	1	1	EG13120
P0A9X1	1	1	2	1	1	EG13132
P43674	1	1	2	1	1	EG13133
P43672	1	1	2	1	1	EG13134
Q47155	1	1	2	1	1	EG13141
Q47150	1	1	2	1	1	EG13142
Q47146	1	1	2	1	1	EG13145
P63224	1	1	2	1	1	EG13146
Q47147	1	1	2	1	1	EG13147
Q47151	1	1	2	1	1	EG13149
Q47158	1	1	2	1	1	EG13153
Q47149	1	1	2	1	1	EG13154
P46068	1	1	2	1	1	EG13161
P0AES2	1	1	2	1	1	EG13167
Q46915	1	1	2	1	1	EG13168
Q46916	1	1	2	1	1	EG13169
P65367	1	1	2	1	1	EG13170
P0AA41	1	1	2	1	1	EG13171
Q46920	1	1	2	1	1	EG13173
P77031	1	1	2	1	1	EG13174
P0A8D3	1	1	2	1	1	EG13176
P52647	1	1	2	1	1	EG13183
P0AEH3	1	1	2	1	1	EG13184
P52643	1	1	2	1	1	EG13186
P50457	1	1	2	1	1	EG13187
P0AFS3	1	1	2	1	1	EG13189
P52143	1	1	2	1	1	EG13213
P52102	1	1	2	1	1	EG13215
P46891	1	1	2	1	1	EG13216
P46890	1	1	2	1	1	EG13217
P0ACJ5	1	1	2	1	1	EG13218
P52095	1	1	2	1	1	EG13219
P52097	1	1	2	1	1	EG13220
P0AA97	1	1	2	1	1	EG13223
P52096	1	1	2	1	1	EG13224
P46889	1	1	2	1	1	EG13226
P0A9G8	1	1	2	1	1	EG13227
P51981	1	1	2	1	1	EG13228
P52697	1	1	2	1	1	EG13231
P0AE76	1	1	2	1	1	EG13238
P52086	1	1	2	1	1	EG13240
P0A752	1	1	2	1	1	EG13241
P77301	1	1	2	1	1	EG13244
Q59385	1	1	2	1	1	EG13246
P0ADY1	1	1	2	1	1	EG13249
P0AAR8	1	1	2	1	1	EG13250
P77756	1	1	2	1	1	EG13252
P0AFP2	1	1	2	1	1	EG13254
P0A9G4	1	1	2	1	1	EG13256
P0AA53	1	1	2	1	1	EG13258
P77395	1	1	2	1	1	EG13261
P0AFP4	1	1	2	1	1	EG13262
P77504	1	1	2	1	1	EG13263
P77161	1	1	2	1	1	EG13265
P0ACR0	1	1	2	1	1	EG13267
P52067	1	1	2	1	1	EG13268
P60844	1	1	2	1	1	EG13270
P0A9J4	1	1	2	1	1	EG13271
Q46948	1	1	2	1	1	EG13272
P52006	1	1	2	1	1	EG13275
P76318	1	1	2	1	1	EG13278
P52599	1	1	2	1	1	EG13282
P52600	1	1	2	1	1	EG13283
P0A8W5	1	1	2	1	1	EG13289
P0A8I1	1	1	2	1	1	EG13290
P77589	1	1	2	1	1	EG13293
P51025	1	1	2	1	1	EG13295
P0AAP3	1	1	2	1	1	EG13296
Q47538	1	1	2	1	1	EG13299
Q47539	1	1	2	1	1	EG13301
P75742	1	1	2	1	1	EG13304
P0AFP6	1	1	2	1	1	EG13305
P0AAV4	1	1	2	1	1	EG13306
P75745	1	1	2	1	1	EG13307
P75746	1	1	2	1	1	EG13308
P75747	1	1	2	1	1	EG13310
P0A9U1	1	1	2	1	1	EG13314
P75780	1	1	2	1	1	EG13317
P75782	1	1	2	1	1	EG13319
P75785	1	1	2	1	1	EG13321
P0AAX8	1	1	2	1	1	EG13324
P0A9U3	1	1	2	1	1	EG13325
P60472	1	1	2	1	1	EG13329
P0AC84	1	1	2	1	1	EG13330
P77744	1	1	2	1	1	EG13353
P77302	1	1	2	1	1	EG13355
P64423	1	1	2	1	1	EG13356
P76055	1	1	2	1	1	EG13357
P77348	1	1	2	1	1	EG13376
P76346	1	1	2	1	1	EG13377
P76347	1	1	2	1	1	EG13378
P76369	1	1	2	1	1	EG13392
P76578	1	1	2	1	1	EG13394
P0ACD4	1	1	2	1	1	EG13395
P0AGK8	1	1	2	1	1	EG13397
P76373	1	1	2	1	1	EG13407
P0A8W2	1	1	2	1	1	EG13408
P0A905	1	1	2	1	1	EG13409
P76658	1	1	2	1	1	EG13416
P0AGD1	1	1	2	1	1	EG13419
P0AC81	1	1	2	1	1	EG13421
P75826	1	1	2	1	1	EG13426
P75949	1	1	2	1	1	EG13433
P75952	1	1	2	1	1	EG13435
P75954	1	1	2	1	1	EG13437
P0ADC3	1	1	2	1	1	EG13439
P75957	1	1	2	1	1	EG13440
P75958	1	1	2	1	1	EG13441
P75959	1	1	2	1	1	EG13442
P0AEI6	1	1	2	1	1	EG13446
P75966	1	1	2	1	1	EG13447
P0AE01	1	1	2	1	1	EG13452
Q47142	1	1	2	1	1	EG13454
Q47141	1	1	2	1	1	EG13455
P77646	1	1	2	1	1	EG13459
P77650	1	1	2	1	1	EG13460
P52101	1	1	2	1	1	EG13461
P0AD47	1	1	2	1	1	EG13462
P76584	1	1	2	1	1	EG13463
P77315	1	1	2	1	1	EG13465
P77509	1	1	2	1	1	EG13466
P77269	1	1	2	1	1	EG13467
P76586	1	1	2	1	1	EG13469
P78055	1	1	2	1	1	EG13471
P75800	1	1	2	1	1	EG13476
P75801	1	1	2	1	1	EG13477
P0AEI4	1	1	2	1	1	EG13478
P75804	1	1	2	1	1	EG13480
P0ACA7	1	1	2	1	1	EG13481
P77256	1	1	2	1	1	EG13483
P77493	1	1	2	1	1	EG13484
P77704	1	1	2	1	1	EG13485
P77280	1	1	2	1	1	EG13486
P77539	1	1	2	1	1	EG13488
P76234	1	1	2	1	1	EG13491
P0ACY3	1	1	2	1	1	EG13493
P76235	1	1	2	1	1	EG13494
P76236	1	1	2	1	1	EG13495
P76237	1	1	2	1	1	EG13496
P64483	1	1	2	1	1	EG13497
P76241	1	1	2	1	1	EG13499
P76242	1	1	2	1	1	EG13500
P76243	1	1	2	1	1	EG13501
P76245	1	1	2	1	1	EG13502
P64485	1	1	2	1	1	EG13503
P76249	1	1	2	1	1	EG13505
P76250	1	1	2	1	1	EG13506
P76251	1	1	2	1	1	EG13507
P0ABD1	1	1	2	1	1	EG13508
P76256	1	1	2	1	1	EG13512
P76257	1	1	2	1	1	EG13513
P0AEB7	1	1	2	1	1	EG13514
P76261	1	1	2	1	1	EG13516
P0AEC0	1	1	2	1	1	EG13517
P77295	1	1	2	1	1	EG13524
P0ADR0	1	1	2	1	1	EG13529
P77806	1	1	2	1	1	EG13531
P77746	1	1	2	1	1	EG13534
P77202	1	1	2	1	1	EG13535
P77316	1	1	2	1	1	EG13537
P77231	1	1	2	1	1	EG13539
P77258	1	1	2	1	1	EG13546
P0A930	1	1	2	1	1	EG13566
P0AAB2	1	1	2	1	1	EG13567
P76387	1	1	2	1	1	EG13568
P77414	1	1	2	1	1	EG13569
P0ACC9	1	1	2	1	1	EG13570
P71241	1	1	2	1	1	EG13575
P77377	1	1	2	1	1	EG13576
P0AAB6	1	1	2	1	1	EG13578
P77379	1	1	2	1	1	EG13581
P77700	1	1	2	1	1	EG13586
P75691	1	1	2	1	1	EG13595
P75693	1	1	2	1	1	EG13598
P77743	1	1	2	1	1	EG13600
P77541	1	1	2	1	1	EG13601
P77243	1	1	2	1	1	EG13603
P77495	1	1	2	1	1	EG13604
P0AAE2	1	1	2	1	1	EG13609
P77735	1	1	2	1	1	EG13611
P77488	1	1	2	1	1	EG13612
P0A8E7	1	1	2	1	1	EG13613
P77726	1	1	2	1	1	EG13614
P77364	1	1	2	1	1	EG13621
P77485	1	1	2	1	1	EG13642
P77234	1	1	2	1	1	EG13647
P77296	1	1	2	1	1	EG13650
P0AE78	1	1	2	1	1	EG13654
P0A898	1	1	2	1	1	EG13655
P0A9K3	1	1	2	1	1	EG13656
P0AEI1	1	1	2	1	1	EG13657
P75728	1	1	2	1	1	EG13658
P75757	1	1	2	1	1	EG13662
P75763	1	1	2	1	1	EG13665
P0AAW1	1	1	2	1	1	EG13672
P0AFP9	1	1	2	1	1	EG13674
P75806	1	1	2	1	1	EG13676
P0A8C1	1	1	2	1	1	EG13686
P75820	1	1	2	1	1	EG13687
P75823	1	1	2	1	1	EG13690
P75824	1	1	2	1	1	EG13691
P75830	1	1	2	1	1	EG13694
P75831	1	1	2	1	1	EG13695
P0AEY8	1	1	2	1	1	EG13696
P75836	1	1	2	1	1	EG13698
P75839	1	1	2	1	1	EG13700
P75849	1	1	2	1	1	EG13704
P75851	1	1	2	1	1	EG13705
P75863	1	1	2	1	1	EG13716
P75864	1	1	2	1	1	EG13717
P75867	1	1	2	1	1	EG13718
P75870	1	1	2	1	1	EG13721
P75874	1	1	2	1	1	EG13723
P75876	1	1	2	1	1	EG13725
P0AB65	1	1	2	1	1	EG13726
P0ACZ2	1	1	2	1	1	EG13727
P0A932	1	1	2	1	1	EG13728
P75882	1	1	2	1	1	EG13729
P76102	1	1	2	1	1	EG13756
P77626	1	1	2	1	1	EG13757
P76103	1	1	2	1	1	EG13758
P76104	1	1	2	1	1	EG13759
P77730	1	1	2	1	1	EG13761
P76108	1	1	2	1	1	EG13762
P77795	1	1	2	1	1	EG13763
P77156	1	1	2	1	1	EG13764
P0AFR9	1	1	2	1	1	EG13765
P77674	1	1	2	1	1	EG13766
P76111	1	1	2	1	1	EG13769
P76112	1	1	2	1	1	EG13770
P76113	1	1	2	1	1	EG13772
P76114	1	1	2	1	1	EG13773
P76115	1	1	2	1	1	EG13774
P77567	1	1	2	1	1	EG13780
P0AA89	1	1	2	1	1	EG13793
P76135	1	1	2	1	1	EG13797
P77561	1	1	2	1	1	EG13798
P76145	1	1	2	1	1	EG13812
P76146	1	1	2	1	1	EG13813
P76147	1	1	2	1	1	EG13814
P0A6W0	1	1	2	1	1	EG13816
P76149	1	1	2	1	1	EG13817
P77309	1	1	2	1	1	EG13818
P77260	1	1	2	1	1	EG13821
P76169	1	1	2	1	1	EG13839
P0A6E9	1	1	2	1	1	EG13849
P77559	1	1	2	1	1	EG13850
P0ACZ8	1	1	2	1	1	EG13851
P75892	1	1	2	1	1	EG13853
P75893	1	1	2	1	1	EG13854
P75895	1	1	2	1	1	EG13856
P0AFQ5	1	1	2	1	1	EG13857
P75897	1	1	2	1	1	EG13858
P75905	1	1	2	1	1	EG13863
P75906	1	1	2	1	1	EG13864
P75908	1	1	2	1	1	EG13866
P0A8D6	1	1	2	1	1	EG13874
P75919	1	1	2	1	1	EG13875
P0AF16	1	1	2	1	1	EG13880
P75989	1	1	2	1	1	EG13886
P75990	1	1	2	1	1	EG13887
P75995	1	1	2	1	1	EG13888
P76004	1	1	2	1	1	EG13894
P76007	1	1	2	1	1	EG13896
P76016	1	1	2	1	1	EG13902
P76017	1	1	2	1	1	EG13903
P78061	1	1	2	1	1	EG13908
P77333	1	1	2	1	1	EG13923
P0AEB5	1	1	2	1	1	EG13924
P69210	1	1	2	1	1	EG13926
P69212	1	1	2	1	1	EG13927
P0AFS5	1	1	2	1	1	EG13928
P0AAE5	1	1	2	1	1	EG13930
P77376	1	1	2	1	1	EG13931
P0A766	1	1	2	1	1	EG13933
P77223	1	1	2	1	1	EG13934
P77611	1	1	2	1	1	EG13935
P76182	1	1	2	1	1	EG13936
P77285	1	1	2	1	1	EG13937
P77179	1	1	2	1	1	EG13938
P77304	1	1	2	1	1	EG13939
P77150	1	1	2	1	1	EG13940
P77570	1	1	2	1	1	EG13942
P76185	1	1	2	1	1	EG13944
P76186	1	1	2	1	1	EG13945
P67430	1	1	2	1	1	EG13947
P76190	1	1	2	1	1	EG13949
P77389	1	1	2	1	1	EG13950
P77375	1	1	2	1	1	EG13958
P0AAL6	1	1	2	1	1	EG13959
P77444	1	1	2	1	1	EG13962
P77689	1	1	2	1	1	EG13963
P77499	1	1	2	1	1	EG13964
P77522	1	1	2	1	1	EG13965
P77781	1	1	2	1	1	EG13968
P77748	1	1	2	1	1	EG13969
P77402	1	1	2	1	1	EG13975
P77649	1	1	2	1	1	EG13980
P77739	1	1	2	1	1	EG13986
P77247	1	1	2	1	1	EG13988
P77529	1	1	2	1	1	EG13990
P76213	1	1	2	1	1	EG13993
P76217	1	1	2	1	1	EG13997
P77581	1	1	2	1	1	EG13999
P76222	1	1	2	1	1	EG14003
P78067	1	1	2	1	1	EG14007
P77788	1	1	2	1	1	EG14009
P76264	1	1	2	1	1	EG14012
P76193	1	1	2	1	1	EG14015
P76268	1	1	2	1	1	EG14018
P76270	1	1	2	1	1	EG14020
P55798	1	1	2	1	1	EG14026
P76278	1	1	2	1	1	EG14028
P0AA57	1	1	2	1	1	EG14029
P0AEK0	1	1	2	1	1	EG14031
P76299	1	1	2	1	1	EG14035
P0AFT2	1	1	2	1	1	EG14037
P76316	1	1	2	1	1	EG14038
P76340	1	1	2	1	1	EG14045
P76341	1	1	2	1	1	EG14046
P76342	1	1	2	1	1	EG14047
P76343	1	1	2	1	1	EG14048
P76389	1	1	2	1	1	EG14051
P76397	1	1	2	1	1	EG14056
P76398	1	1	2	1	1	EG14057
P76399	1	1	2	1	1	EG14058
P76403	1	1	2	1	1	EG14060
P76419	1	1	2	1	1	EG14065
P0ACM5	1	1	2	1	1	EG14066
P76422	1	1	2	1	1	EG14068
P76423	1	1	2	1	1	EG14069
P64530	1	1	2	1	1	EG14070
P76425	1	1	2	1	1	EG14071
P0AFV4	1	1	2	1	1	EG14076
P76446	1	1	2	1	1	EG14077
P76469	1	1	2	1	1	EG14083
P76470	1	1	2	1	1	EG14084
P77215	1	1	2	1	1	EG14085
P77732	1	1	2	1	1	EG14086
P77808	1	1	2	1	1	EG14087
P77690	1	1	2	1	1	EG14089
P77757	1	1	2	1	1	EG14090
P77398	1	1	2	1	1	EG14091
P76473	1	1	2	1	1	EG14093
P76481	1	1	2	1	1	EG14095
P0A959	1	1	2	1	1	EG14101
P0AFU2	1	1	2	1	1	EG14103
P77625	1	1	2	1	1	EG14104
P77544	1	1	2	1	1	EG14109
P77526	1	1	2	1	1	EG14110
P77775	1	1	2	1	1	EG14111
P77549	1	1	2	1	1	EG14113
P77182	1	1	2	1	1	EG14114
P77399	1	1	2	1	1	EG14127
P76503	1	1	2	1	1	EG14128
P0AA93	1	1	2	1	1	EG14148
P0AE39	1	1	2	1	1	EG14149
P77396	1	1	2	1	1	EG14150
P69808	1	1	2	1	1	EG14155
P0A769	1	1	2	1	1	EG14157
P76536	1	1	2	1	1	EG14165
P76539	1	1	2	1	1	EG14168
P77173	1	1	2	1	1	EG14169
P76553	1	1	2	1	1	EG14183
P77218	1	1	2	1	1	EG14188
P76558	1	1	2	1	1	EG14193
P64429	1	1	2	1	1	EG14197
P77434	1	1	2	1	1	EG14198
P66948	1	1	2	1	1	EG14199
P76569	1	1	2	1	1	EG14200
P69931	1	1	2	1	1	EG14201
P77172	1	1	2	1	1	EG14202
P0A6P5	1	1	2	1	1	EG14207
P77774	1	1	2	1	1	EG14208
P76577	1	1	2	1	1	EG14210
P77733	1	1	2	1	1	EG14220
P0AFI9	1	1	2	1	1	EG14221
P0AC02	1	1	2	1	1	EG14222
Q47319	1	1	2	1	1	EG14223
P76594	1	1	2	1	1	EG14224
P64432	1	1	2	1	1	EG14226
P77211	1	1	2	1	1	EG14233
P77473	1	1	2	1	1	EG14237
P77791	1	1	2	1	1	EG14239
P77338	1	1	2	1	1	EG14240
P0A8Q6	1	1	2	1	1	EG14241
P0A978	1	1	2	1	1	EG14243
P77766	1	1	2	1	1	EG14257
P0AC19	1	1	2	1	1	EG14263
Q47083	1	1	2	1	1	EG14264
Q47005	1	1	2	1	1	EG14265
P0ABW9	1	1	2	1	1	EG14266
P0ABX2	1	1	2	1	1	EG14267
P75936	1	1	2	1	1	EG14268
P75937	1	1	2	1	1	EG14269
P75938	1	1	2	1	1	EG14270
P0ABX5	1	1	2	1	1	EG14271
P75942	1	1	2	1	1	EG14272
P76298	1	1	2	1	1	EG14273
P77608	1	1	2	1	1	EG14274
P76506	1	1	2	1	1	EG14276
P0AAZ7	1	1	2	1	1	EG14287
P0A7N1	1	1	2	1	1	EG14326
P76011	1	1	2	1	1	EG14338
P0AAG5	1	1	2	1	1	EG14374
P0A830	1	1	2	1	1	EG20044
Q6BF17	1	1	2	1	1	EG20050
P0A9M2	1	1	2	1	1	EG20098
P45522	1	1	2	1	1	EG20110
P38489	1	1	2	1	1	EG20151
P0A9M8	1	1	2	1	1	EG20173
P76350	1	1	2	1	1	EG20205
P0AGG0	1	1	2	1	1	EG20227
