Merge ID	Gevaert2002	Corbin2003	Taoka2004	Butland2005	Lopez2005	Arifuzzaman2006	Ji2006	Zhang2007	Ishihama2008_fin	Iwasaki2009	Masuda2009_fin2	Iwasaki2010	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_conBL21 Duplicates	Entry name (Uniprot)	BL21(DE3) Entry name (Uniprot)	P76316	Q9S4X5	P00350	P31119	P60560	P17583	P0A6H8	P45763	emPAI	emPAI-derived copy no/cell (see Figure 2)	C1P619	emPAI Value	Copy number per cell	P00350	Accession
P0AGB6	1	0	1	0	1	0	1	1	1	0	0	1	1	8	F1	RPOE_ECOLI	C6EK14_ECOBD	P0AGB6		P0AGB6		P0AGB6		P0AGB6	P0AGB6	6.68E-01	2.29E+02				P0AGB6	P0AGB6
P0AGC0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	UHPT_ECOLI	C6EDA3_ECOBD															
P0AGC3	1	1	1	0	1	1	0	0	0	1	1	1	1	9	G	SLT_ECOLI	C6EBH9_ECOBD	P0AGC3	P0AGC3	P0AGC3		P0AGC3	P0AGC3					P0AGC3	0	5.07	P0AGC3	P0AGC3
P0AGD1	0	0	0	0	1	0	0	0	0	0	0	1	1	3	G	SODC_ECOLI	C6EDJ9_ECOBD					P0AGD1									P0AGD1	P0AGD1
P0AGD7	1	1	1	1	0	1	1	0	1	1	1	1	1	11	F1	SRP54_ECOLI	C6EJY2_ECOBD	P0AGD7	P0AGD7	P0AGD7	P0AGD7		P0AGD7	P0AGD7		1.45E+00	3.59E+02	P0AGD7	7.48	332.24	P0AGD7	P0AGD7
P0AGF6	1	0	1	0	0	1	0	0	1	1	1	0	0	6	B	THD2_ECOLI	C6EHA7_ECOBD	P0AGF6		P0AGF6			P0AGF6			3.34E-01	1.53E+02	P0AGF6	1	24.12		
P0AGH3	0	0	0	0	0	0	0	0	0	1	0	1	1	3	B	SAPB_ECOLI	C6EFT9_ECOBD											P0AGH3			P0AGH3	P0AGH3
P0AGH5	0	0	0	1	0	0	0	0	0	1	0	1	1	4	B	SAPC_ECOLI	C6EFU0_ECOBD				P0AGH5							P0AGH5			P0AGH5	P0AGH5
P0AGM0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	B	YHHT_ECOLI	C6EFA0_ECOBD											P0AGM0				
P0AGM5	0	0	0	1	0	0	1	0	0	0	0	0	1	3	B	SIRB1_ECOLI	C6EGQ2_ECOBD				P0AGM5			P0AGM5								P0AGM5
P0AGM7	0	0	0	1	0	0	1	0	0	1	1	1	0	5	B	URAA_ECOLI	C6EKL4_ECOBD				P0AGM7			P0AGM7				P0AGM7	1.15	54.08	P0AGM7	
P0AGM9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	XANP_ECOLI	C6EDD5_ECOBD															
P0C066	0	0	0	0	0	0	1	0	0	1	0	1	1	4	I	MLTC_ECOLI	C6EIE7_ECOBD							P0C066				P0C066			P0C066	P0C066
P0C0L7	0	0	1	0	0	0	0	1	1	1	1	1	1	7	B	PROP_ECOLI	C6ED13_ECOBD			P0C0L7					P0C0L7	1.31E+00	3.39E+02	P0C0L7	0.52	25.05	P0C0L7	P0C0L7
P0C960	0	0	1	0	0	1	0	0	0	1	0	1	1	5	I	EMTA_ECOLI	C6EGS4_ECOBD			P0C960			P0C960					P0C960			P0C960	P0C960
P0CB39	0	1	0	0	0	1	1	1	1	1	1	1	1	9	B	CPTA_ECOLI	C6EE54_ECOBD		P0CB39				P0CB39	P0CB39	P0CB39	1.79E-01	1.06E+02	P0CB39	0.53	25.52	P0CB39	P0CB39
P10121	1	1	1	1	0	1	0	0	1	1	1	1	1	10	F1	FTSY_ECOLI	C6EFB0_ECOBD	P10121	P10121	P10121	P10121		P10121			2.73E+00	5.18E+02	P10121	6.02	269.17	P10121	P10121
P10346	1	1	1	0	1	0	1	1	1	1	1	1	1	11	F1	GLNQ_ECOLI	C6EIX3_ECOBD	P10346	P10346	P10346		P10346		P10346	P10346	1.15E+00	3.15E+02	P10346	3.92	177.58	P10346	P10346
P10378	0	1	0	1	0	1	0	0	1	0	0	1	1	6	F1	ENTE_ECOLI	C6EKA0_ECOBD		P10378		P10378		P10378			6.50E+00	8.59E+02				P10378	P10378
P10408	1	1	1	1	0	1	1	0	1	1	1	1	1	11	F1	SECA_ECOLI	C6EAV7_ECOBD	P10408	P10408	P10408	P10408		P10408	P10408		2.73E+00	5.18E+02	P10408	5.17	232.24	P10408	P10408
P10423	0	0	0	0	0	0	0	0	0	0	0	1	0	1	F2	IAP_ECOLI	C6EJB4_ECOBD														P10423	
P10441	1	0	1	1	0	1	0	1	0	1	1	1	1	9	F1	LPXB_ECOLI	C6EAA3_ECOBD	P10441		P10441	P10441		P10441		P10441			P10441	0.45	21.78	P10441	P10441
P10905	0	0	0	0	0	0	0	0	0	0	0	0	1	1	B	UGPA_ECOLI	C6EFC2_ECOBD															P10905
P10906	0	0	0	0	0	0	0	0	0	0	0	0	1	1	B	UGPE_ECOLI	C6EFC3_ECOBD															P10906
P10907	0	1	0	0	0	0	0	0	0	0	0	1	1	3	F1	UGPC_ECOLI	C6EFC4_ECOBD		P10907												P10907	P10907
P11289	0	0	0	0	0	0	0	0	0	0	0	1	1	2	I	YFIL_ECOLI	C6EJZ0_ECOBD														P11289	P11289
P11349	1	0	1	1	1	1	0	1	1	1	1	1	1	11	F1	NARH_ECOLI	C6EGN8_ECOBD	P11349		P11349	P11349	P11349	P11349		P11349	2.12E-01	1.17E+02	P11349	1.41	66	P11349	P11349
P11350	0	0	0	1	0	0	0	1	0	1	0	1	1	5	B	NARI_ECOLI	C6EGN6_ECOBD				P11350				P11350			P11350			P11350	P11350
P11454	0	1	0	1	0	1	0	0	1	1	0	1	1	7	F1	ENTF_ECOLI	C6EKA9_ECOBD		P11454		P11454		P11454			1.80E+00	4.07E+02	P11454			P11454	P11454
P12008	0	1	1	0	1	0	0	0	1	1	1	1	1	8	B	AROC_ECOLI	C6ELC4_ECOBD		P12008	P12008		P12008				7.01E-01	2.36E+02	P12008	0.33	16.12	P12008	P12008
P12996	0	0	0	1	1	0	0	0	1	0	0	0	0	3	B	BIOB_ECOLI	C6EJ07_ECOBD				P12996	P12996				1.51E+00	3.68E+02					
P13033	1	1	1	1	1	0	0	0	0	1	0	1	0	7	F1	GLPB_ECOLI	C6E9V9_ECOBD	P13033	P13033	P13033	P13033	P13033						P13033			P13033	
P13518	0	0	0	1	0	0	0	0	0	1	0	1	1	4	B	CSRD_ECOLI	C6EGK8_ECOBD				P13518							P13518			P13518	P13518
P14376	1	0	0	1	0	0	1	1	0	1	0	1	1	7	B	RCSC_ECOLI	C6E9Y2_ECOBD	P14376			P14376			P14376	P14376			P14376			P14376	P14376
P15877	0	1	1	1	1	1	1	1	1	1	0	1	1	11	B	DHG_ECOLI	C6EAT3_ECOBD		P15877	P15877	P15877	P15877	P15877	P15877	P15877	2.28E+00	4.67E+02	P15877			P15877	P15877
P15993	0	0	1	0	0	0	0	0	0	0	0	0	1	2	B	AROP_ECOLI	C6EAU5_ECOBD			P15993												P15993
P16095	1	0	1	0	0	1	0	0	1	1	1	1	1	8	B	SDHL_ECOLI	C6EC17_ECOBD	P16095		P16095			P16095			9.95E-01	2.89E+02	P16095	2.55	117.04	P16095	P16095
P16430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	HYCD_ECOLI	C6EJE6_ECOBD															
P16431	1	0	0	1	0	1	0	0	0	1	1	0	0	5	B	HYCE_ECOLI	C6EJE7_ECOBD	P16431			P16431		P16431					P16431	0.13	6.53		
P16676	0	1	0	1	0	0	1	0	0	0	0	1	1	5	F1	CYSA_ECOLI	C6EL55_ECOBD		P16676		P16676			P16676							P16676	P16676
P16677	0	0	0	0	0	0	0	0	0	1	0	0	0	1	F1	PHNC_ECOLI	C6ED18_ECOBD											P16677				
P16678	0	0	0	0	0	1	0	0	0	0	0	0	0	1	F1	PHNK_ECOLI	C6ED26_ECOBD						P16678									
P16679	0	0	0	0	0	1	0	0	0	0	0	0	0	1	F1	PHNL_ECOLI	C6ED27_ECOBD						P16679									
P16682	0	0	0	0	0	1	0	0	0	0	0	1	0	2	G	PHND_ECOLI	C6ED19_ECOBD						P16682								P16682	
P16700	0	1	0	1	0	1	0	0	0	0	0	1	1	5	G	CYSP_ECOLI	C6EL52_ECOBD		P16700		P16700		P16700								P16700	P16700
P17334	0	0	0	1	0	0	0	0	0	0	0	0	0	1	B	PTQC_ECOLI	C6ECM1_ECOBD				P17334											
P17443	0	1	1	1	1	0	1	1	1	1	1	1	1	11	F1	MURG_ECOLI	C6EAW5_ECOBD		P17443	P17443	P17443	P17443		P17443	P17443	3.59E-01	1.60E+02	P17443	0.26	12.79	P17443	P17443
P18200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	PGPA_ECOLI	C6ELG6_ECOBD															
P18390	0	0	1	0	0	0	0	0	1	0	1	1	0	4	G	YJJA_ECOLI	C6EBL0_ECOBD			P18390						1.51E+00	3.68E+02		0.93	44.02	P18390	
P18392	0	1	0	0	0	1	1	0	0	1	0	1	1	6	B	RSTB_ECOLI	C6EDN9_ECOBD		P18392				P18392	P18392				P18392			P18392	P18392
P18776	0	0	1	0	0	0	0	0	0	0	0	1	1	3	F2	DMSB_ECOLI	C6EI87_ECOBD			P18776											P18776	P18776
P18956	0	1	0	1	0	0	0	0	0	0	0	1	0	3	G	GGT_ECOLI	C6EFC7_ECOBD		P18956		P18956										P18956	
P19318	0	0	1	1	0	1	0	0	0	1	0	1	1	6	F1	NARY_ECOLI	C6EEP8_ECOBD			P19318	P19318		P19318					P19318			P19318	P19318
P19319	1	0	0	1	0	1	0	1	0	1	0	1	1	7	F1	NARZ_ECOLI	C6EEP7_ECOBD	P19319			P19319		P19319		P19319			P19319			P19319	P19319
P21338	0	0	0	1	0	1	0	0	1	1	0	1	1	6	G	RNI_ECOLI	C6EK83_ECOBD				P21338		P21338			1.03E+00	2.95E+02	P21338			P21338	P21338
P21345	0	0	0	0	0	0	0	0	0	0	0	0	1	1	B	GLTP_ECOLI	C6ED48_ECOBD															P21345
P21503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YCAD_ECOLI	C6EI84_ECOBD															
P21889	1	1	1	1	0	1	0	0	1	1	1	1	1	10	F1	SYD_ECOLI	C6EBW1_ECOBD	P21889	P21889	P21889	P21889		P21889			9.75E+00	1.09E+03	P21889	9	398	P21889	P21889
P21893	0	0	0	1	0	1	1	0	0	0	1	1	1	6	B	RECJ_ECOLI	C6EIL6_ECOBD				P21893		P21893	P21893					0.23	11.36	P21893	P21893
P22525	0	0	0	1	0	1	0	0	0	1	0	1	1	5	B	YCBB_ECOLI	C6EI57_ECOBD				P22525		P22525					P22525			P22525	P22525
P22731	0	1	0	0	0	1	1	0	0	1	0	0	1	5	F1	LIVF_ECOLI	C6EFC0_ECOBD		P22731				P22731	P22731				P22731				P22731
P23256	1	0	0	0	0	0	0	0	0	0	0	1	0	2	B	MALY_ECOLI	C6EDM5_ECOBD	P23256													P23256	
P23524	0	0	0	1	0	1	0	0	0	0	0	1	0	3	B	GLXK2_ECOLI	C6EHA2_ECOBD				P23524		P23524								P23524	
P23830	0	1	1	1	0	1	1	0	1	1	1	1	1	10	F1	PSS_ECOLI	C6EK01_ECOBD		P23830	P23830	P23830		P23830	P23830		4.25E-01	1.76E+02	P23830	2.16	99.64	P23830	P23830
P23837	0	0	0	0	0	1	1	0	0	1	0	1	1	5	B	PHOQ_ECOLI	C6EGW2_ECOBD						P23837	P23837				P23837			P23837	P23837
P23843	1	1	1	0	1	0	0	1	1	1	1	1	1	10	G	OPPA_ECOLI	C6EGM4_ECOBD	P23843	P23843	P23843		P23843			P23843	6.05E+02	1.20E+04	P23843	11.12	487.98	P23843	P23843
P23847	1	1	1	1	1	1	0	0	1	1	1	1	1	11	G	DPPA_ECOLI	C6EED6_ECOBD	P23847	P23847	P23847	P23847	P23847	P23847			3.16E+00	5.65E+02	P23847	0.58	27.85	P23847	P23847
P23865	1	1	1	1	1	0	1	0	1	1	1	1	1	11	F2	PRC_ECOLI	C6EBZ9_ECOBD	P23865	P23865	P23865	P23865	P23865		P23865		9.11E-01	2.74E+02	P23865	2.16	99.64	P23865	P23865
P23878	0	0	0	0	0	1	0	0	0	0	0	0	1	2	F1	FEPC_ECOLI	C6EKA7_ECOBD						P23878									P23878
P23886	0	0	1	0	0	1	1	1	0	1	1	1	1	8	B	CYDC_ECOLI	C6EI96_ECOBD			P23886			P23886	P23886	P23886			P23886	0.32	15.65	P23886	P23886
P23894	0	1	1	0	0	0	1	1	1	1	1	1	1	9	B	HTPX_ECOLI	C6EC00_ECOBD		P23894	P23894				P23894	P23894	9.31E-01	2.78E+02	P23894	2.51	115.26	P23894	P23894
P23898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	NLPC_ECOLI	C6ECP9_ECOBD															
P23909	1	0	1	1	0	1	0	0	1	1	1	1	1	9	B	MUTS_ECOLI	C6EJD4_ECOBD	P23909		P23909	P23909		P23909			1.29E-01	8.80E+01	P23909	0.45	21.78	P23909	P23909
P23917	0	1	1	0	0	0	0	0	1	1	1	1	1	7	B	MAK_ECOLI	C6ELJ0_ECOBD		P23917	P23917						4.68E-01	1.86E+02	P23917	0.58	27.85	P23917	P23917
P23930	0	1	1	1	0	0	1	1	1	1	1	1	1	10	B	LNT_ECOLI	C6EK38_ECOBD		P23930	P23930	P23930			P23930	P23930	4.68E-01	1.86E+02	P23930	0.26	12.79	P23930	P23930
P24177	0	0	0	1	0	0	0	0	0	1	0	1	1	4	B	ACRD_ECOLI	C6EKP2_ECOBD				P24177							P24177			P24177	P24177
P24205	0	0	1	1	0	1	1	0	1	1	1	1	1	9	B	MSBB_ECOLI	C6EBX2_ECOBD			P24205	P24205		P24205	P24205		4.68E-01	1.86E+02	P24205	0.33	16.12	P24205	P24205
P24228	0	0	0	0	1	1	0	0	0	1	1	1	1	6	F2	DACB_ECOLI	C6EH45_ECOBD					P24228	P24228					P24228	0	9.92	P24228	P24228
P25522	0	1	1	1	0	0	0	1	0	1	1	1	1	8	F1	MNME_ECOLI	C6EG97_ECOBD		P25522	P25522	P25522				P25522			P25522	1.81	83.95	P25522	P25522
P25527	0	0	0	1	0	0	0	0	0	0	0	1	0	2	B	GABP_ECOLI	C6EJW2_ECOBD				P25527										P25527	
P25534	1	0	1	1	0	1	0	0	0	1	0	1	1	7	F1	UBIH_ECOLI	C6EIK1_ECOBD	P25534		P25534	P25534		P25534					P25534			P25534	P25534
P25535	0	0	1	0	0	1	0	0	0	1	0	1	1	5	B	VISC_ECOLI	C6EIK2_ECOBD			P25535			P25535					P25535			P25535	P25535
P25714	1	1	1	0	0	0	1	1	1	1	1	1	1	10	B	OXAA_ECOLI	C6EG98_ECOBD	P25714	P25714	P25714				P25714	P25714	4.62E+00	7.04E+02	P25714	3.83	173.62	P25714	P25714
P25718	1	0	0	1	0	0	0	0	0	1	0	1	0	4	G	AMY1_ECOLI	C6EEA8_ECOBD	P25718			P25718							P25718			P25718	
P25737	0	0	0	0	0	0	0	1	0	1	0	1	1	4	B	LYSP_ECOLI	C6EAF7_ECOBD								P25737			P25737			P25737	P25737
P25743	1	0	1	0	0	0	0	0	0	1	0	0	0	3	B	YCHE_ECOLI	C6EGM7_ECOBD	P25743		P25743								P25743				
P25746	0	0	1	0	0	0	0	1	0	1	1	1	1	6	F1	HFLD_ECOLI	C6EGV9_ECOBD			P25746					P25746			P25746	1.15	54.08	P25746	P25746
P26365	0	0	0	0	0	0	0	0	0	0	0	1	1	2	G	AMIB_ECOLI	C6ECV9_ECOBD														P26365	P26365
P26458	0	0	0	0	0	1	0	0	0	1	0	0	0	2	B	APPB_ECOLI	C6EHM9_ECOBD						P26458					P26458				
P26459	1	0	0	0	0	0	1	1	0	1	0	1	1	6	B	APPC_ECOLI	C6EHN0_ECOBD	P26459						P26459	P26459			P26459			P26459	P26459
P26647	0	0	0	0	0	1	1	1	0	1	1	1	1	7	F1	PLSC_ECOLI	C6EHX6_ECOBD						P26647	P26647	P26647			P26647	1.03	49	P26647	P26647
P26648	1	1	0	0	1	0	0	0	1	0	0	1	1	6	G	SUFI_ECOLI	C6EHX7_ECOBD	P26648	P26648			P26648				2.59E-01	1.32E+02				P26648	P26648
P27278	1	0	1	0	0	1	0	0	0	1	1	1	1	7	F1	NADR_ECOLI	C6EBI1_ECOBD	P27278		P27278			P27278					P27278	0.27	13.27	P27278	P27278
P27297	0	0	0	0	0	1	0	0	0	0	0	0	0	1	G	BAX_ECOLI	C6EEA9_ECOBD						P27297									
P27829	1	0	0	0	0	0	0	0	1	1	1	1	1	6	H	WECC_ECOLI	C6EG25_ECOBD	P27829								3.34E-01	1.53E+02	P27829	0.41	20	P27829	P27829
P27844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	RARD_ECOLI	C6EFZ3_ECOBD															
P27896	0	0	0	1	0	0	0	0	0	1	0	1	1	4	B	NARQ_ECOLI	C6EKP3_ECOBD				P27896							P27896			P27896	P27896
P28224	0	0	0	1	0	0	0	0	0	1	0	1	1	4	I	MLIC_ECOLI	C6EDK6_ECOBD				P28224							P28224			P28224	P28224
P28249	1	1	1	0	0	1	1	0	0	1	0	1	1	8	B	ASMA_ECOLI	C6EAP3_ECOBD	P28249	P28249	P28249			P28249	P28249				P28249			P28249	P28249
P28306	0	0	0	0	0	1	1	0	0	1	0	1	1	5	B	YCEG_ECOLI	C6EHB7_ECOBD						P28306	P28306				P28306			P28306	P28306
P28635	0	1	0	1	1	0	1	1	1	1	0	1	1	9	E	METQ_ECOLI	C6EA87_ECOBD		P28635		P28635	P28635		P28635	P28635	5.81E+00	8.05E+02	P28635			P28635	P28635
P28696	0	0	0	0	0	1	0	0	0	0	0	0	0	1	G	YAAI_ECOLI	C6EB41_ECOBD						P28696									
P29018	0	1	1	0	0	1	1	1	0	1	1	1	1	9	B	CYDD_ECOLI	C6EI95_ECOBD		P29018	P29018			P29018	P29018	P29018			P29018	0.28	13.75	P29018	P29018
P29217	1	1	1	1	0	0	0	0	1	1	1	1	1	9	B	YCEH_ECOLI	C6EHE6_ECOBD	P29217	P29217	P29217	P29217					7.78E-01	2.50E+02	P29217	1.15	54.08	P29217	P29217
P29744	0	0	0	0	1	1	0	0	0	0	0	0	0	2	F4	FLGL_ECOLI	C6EHD0_ECOBD					P29744	P29744									
P30136	0	1	0	0	0	1	0	0	1	1	0	0	0	4	B	THIC_ECOLI	C6EE24_ECOBD		P30136				P30136			1.60E+01	1.45E+03	P30136				
P30138	0	1	0	0	0	1	0	0	1	0	0	1	1	5	B	THIF_ECOLI	C6EE26_ECOBD		P30138				P30138			1.78E+00	4.05E+02				P30138	P30138
P30143	0	0	0	0	0	0	0	0	0	1	0	0	0	1	B	YAAJ_ECOLI	C6EBG2_ECOBD											P30143				
P30750	0	1	1	1	0	1	1	0	0	1	0	1	1	8	F1	METN_ECOLI	C6EA85_ECOBD		P30750	P30750	P30750		P30750	P30750				P30750			P30750	P30750
P30844	0	0	0	1	0	0	0	1	0	1	0	1	1	5	B	BASS_ECOLI	C6ED12_ECOBD				P30844				P30844			P30844			P30844	P30844
P30845	0	0	0	1	0	0	1	0	0	0	0	0	1	3	B	EPTA_ECOLI	C6ED10_ECOBD				P30845			P30845								P30845
P30847	0	0	0	0	0	1	1	0	0	1	0	1	1	5	B	BAES_ECOLI	C6EAM7_ECOBD						P30847	P30847				P30847			P30847	P30847
P30859	1	1	1	0	1	1	0	0	1	0	1	1	1	9	G	ARTI_ECOLI	C6EIB8_ECOBD	P30859	P30859	P30859		P30859	P30859			2.21E+01	1.75E+03		0.33	16.12	P30859	P30859
P30864	0	0	0	1	0	1	1	0	0	0	0	1	1	5	B	YAFC_ECOLI	C6EA82_ECOBD				P30864		P30864	P30864							P30864	P30864
P31069	0	0	0	0	0	0	0	0	0	1	0	1	1	3	B	KCH_ECOLI	C6EFY6_ECOBD											P31069			P31069	P31069
P31119	1	0	0	1	0	1	1	1	0	1	0	1	1	8	B	AAS_ECOLI	C6EJ32_ECOBD	P31119			P31119		P31119	P31119	P31119			P31119			P31119	P31119
P31125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	EAMA_ECOLI	C6EDV4_ECOBD															
P31133	0	0	0	0	1	0	0	0	1	0	0	0	0	2	G	POTF_ECOLI	C6EIC7_ECOBD					P31133				6.38E-01	2.23E+02					
P31134	0	0	0	0	0	1	1	0	0	0	0	1	1	4	F1	POTG_ECOLI	C6EIC6_ECOBD						P31134	P31134							P31134	P31134
P31433	0	1	1	0	0	0	1	1	0	1	0	1	1	7	B	YICH_ECOLI	C6EDD4_ECOBD		P31433	P31433				P31433	P31433			P31433			P31433	P31433
P31435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YICJ_ECOLI	C6EDD2_ECOBD															
P31440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YICO_ECOLI	C6EDA5_ECOBD															
P31462	0	0	0	1	0	0	0	0	0	0	0	1	0	2	B	MDTL_ECOLI	C6EG93_ECOBD				P31462										P31462	
P31466	0	0	0	0	0	0	0	1	0	1	0	1	1	4	B	PURP_ECOLI	C6EG89_ECOBD								P31466			P31466			P31466	P31466
P31474	0	0	0	1	0	0	0	0	0	0	0	0	0	1	B	HSRA_ECOLI	C6EG48_ECOBD				P31474											
P31545	0	0	0	0	0	1	0	0	0	0	0	0	1	2	G	YCDB_ECOLI	C6EHI8_ECOBD						P31545									P31545
P31553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	CAIT_ECOLI	C6EB13_ECOBD															
P31554	1	1	1	1	1	1	1	0	1	1	1	1	1	12	H	LPTD_ECOLI	C6EAZ9_ECOBD	P31554	P31554	P31554	P31554	P31554	P31554	P31554		1.54E+00	3.72E+02	P31554	2.86	130.81	P31554	P31554
P31666	0	0	0	0	0	1	0	0	0	1	0	1	1	4	G	YADE_ECOLI	C6EAS7_ECOBD						P31666					P31666			P31666	P31666
P31679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YAAU_ECOLI	C6EB08_ECOBD															
P31979	1	1	1	0	0	1	1	1	1	1	1	1	1	11	F1	NUOF_ECOLI	C6E9R8_ECOBD	P31979	P31979	P31979			P31979	P31979	P31979	3.64E+00	6.13E+02	P31979	4.38	197.75	P31979	P31979
P32057	0	0	0	1	0	0	0	0	0	0	0	0	0	1	B	WCAI_ECOLI	C6EAQ7_ECOBD				P32057											
P32108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YIBI_ECOLI	C6EDJ4_ECOBD															
P32125	0	0	0	1	0	1	0	0	0	0	0	1	0	3	B	MOBB_ECOLI	C6EF47_ECOBD				P32125		P32125								P32125	
P32129	0	0	0	0	0	0	0	0	0	0	0	0	1	1	B	YIHG_ECOLI	C6EF40_ECOBD															P32129
P32160	0	0	0	0	0	1	0	0	0	0	0	1	1	3	G	YIIQ_ECOLI	C6EEX8_ECOBD						P32160								P32160	P32160
P32166	0	0	0	0	0	0	1	0	0	1	0	1	1	4	B	MENA_ECOLI	C6EE79_ECOBD							P32166				P32166			P32166	P32166
P32670	0	0	0	0	0	1	0	0	0	1	0	1	0	3	F1	PTFX2_ECOLI	C6EE61_ECOBD						P32670					P32670			P32670	
P32676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	F1	PTFB3_ECOLI	C6EE56_ECOBD															
P32681	0	0	1	1	0	0	0	0	0	0	0	1	1	4	I	YJAH_ECOLI	C6EE17_ECOBD			P32681	P32681										P32681	P32681
P32687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	YJBF_ECOLI	C6EDZ7_ECOBD															
P32689	0	0	0	1	0	1	0	0	0	0	0	1	0	3	E	YJBH_ECOLI	C6EDZ5_ECOBD				P32689		P32689								P32689	
P32700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YJCB_ECOLI	C6ED64_ECOBD															
P32712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	NRFG_ECOLI	C6ED49_ECOBD															
P32714	0	0	0	0	0	1	0	0	0	0	0	1	0	2	I	MDTP_ECOLI	C6ED44_ECOBD						P32714								P32714	
P32715	0	0	0	1	0	1	0	0	0	0	0	0	0	2	B	MDTO_ECOLI	C6ED43_ECOBD				P32715		P32715									
P33011	0	0	0	0	0	0	0	0	0	1	0	1	1	3	B	YEEA_ECOLI	C6EB75_ECOBD											P33011			P33011	P33011
P33024	0	0	1	1	0	0	0	0	0	0	0	0	0	2	B	PSUT_ECOLI	C6EAE9_ECOBD			P33024	P33024											
P33136	1	1	1	0	1	1	0	0	1	1	1	1	1	10	G	OPGG_ECOLI	C6EHG4_ECOBD	P33136	P33136	P33136		P33136	P33136			1.72E+01	1.51E+03	P33136	4.84	217.85	P33136	P33136
P33219	0	1	0	0	0	0	0	0	0	1	0	1	0	3	X	YEBF_ECOLI	C6EBY1_ECOBD		P33219									P33219			P33219	
P33225	0	0	0	1	0	1	0	0	0	0	0	0	1	3	G	TORA_ECOLI	C6EHL0_ECOBD				P33225		P33225									P33225
P33226	0	0	0	1	0	0	1	0	1	0	0	0	1	4	B	TORC_ECOLI	C6EHL1_ECOBD				P33226			P33226		3.11E-01	1.47E+02					P33226
P33232	1	0	1	1	1	1	0	1	0	1	1	1	1	10	B	LLDD_ECOLI	C6EDI4_ECOBD	P33232		P33232	P33232	P33232	P33232		P33232			P33232	13.68	596.53	P33232	P33232
P33235	0	0	0	1	0	1	0	0	0	0	0	0	0	2	F4	FLGK_ECOLI	C6EHD1_ECOBD				P33235		P33235									
P33358	0	0	0	0	0	0	0	0	0	1	0	1	1	3	B	MLRA_ECOLI	C6EAI5_ECOBD											P33358			P33358	P33358
P33360	0	0	0	1	0	1	0	0	0	1	0	1	1	5	F1	YEHX_ECOLI	C6EAI2_ECOBD				P33360		P33360					P33360			P33360	P33360
P33362	0	1	0	0	1	1	0	0	1	0	0	1	1	6	G	OSMF_ECOLI	C6EAI0_ECOBD		P33362			P33362	P33362			3.59E-01	1.60E+02				P33362	P33362
P33363	1	0	1	0	1	1	0	1	1	1	1	1	1	10	G	BGLX_ECOLI	C6EAH9_ECOBD	P33363		P33363		P33363	P33363		P33363	8.74E-01	2.68E+02	P33363	0.49	23.65	P33363	P33363
P33554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G	PPDA_ECOLI	C6EJ43_ECOBD															
P33590	0	0	0	1	1	1	0	0	0	0	0	1	0	4	G	NIKA_ECOLI	C6EF98_ECOBD				P33590	P33590	P33590								P33590	
P33591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	NIKB_ECOLI	C6EF97_ECOBD															
P33593	0	0	0	1	0	1	0	0	0	1	0	0	0	3	F1	NIKD_ECOLI	C6EF95_ECOBD				P33593		P33593					P33593				
P33594	0	0	0	1	0	0	0	0	0	0	0	0	0	1	F1	NIKE_ECOLI	C6EF94_ECOBD				P33594											
P33599	1	1	1	1	0	1	1	1	1	1	1	1	1	12	F1	NUOCD_ECOLI	C6E9R6_ECOBD	P33599	P33599	P33599	P33599		P33599	P33599	P33599	2.92E+00	5.40E+02	P33599	13.53	590.19	P33599	P33599
P33602	1	1	1	1	1	1	1	1	1	1	1	1	1	13	F1	NUOG_ECOLI	C6E9R9_ECOBD	P33602	P33602	P33602	P33602	P33602	P33602	P33602	P33602	4.04E+00	6.52E+02	P33602	8.57	379.07	P33602	P33602
P33607	0	1	1	0	0	0	0	1	0	1	0	1	1	6	B	NUOL_ECOLI	C6E9S4_ECOBD		P33607	P33607					P33607			P33607			P33607	P33607
P33650	0	0	0	0	0	0	1	1	1	1	0	1	1	6	B	FEOB_ECOLI	C6EFG5_ECOBD							P33650	P33650	3.69E-01	1.62E+02	P33650			P33650	P33650
