Merge ID	Orbi detected	Non Orbi detected	# Identified	
P02924	0	1	1	ARAF_ECOLI
P02925	1	1	2	RBSB_ECOLI
P02930	1	1	2	TOLC_ECOLI
P02931	1	1	2	OMPF_ECOLI
P02932	1	1	2	PHOE_ECOLI
P02943	1	1	2	LAMB_ECOLI
P03007	1	1	2	DPO3E_ECOLI
P03018	1	1	2	UVRD_ECOLI
P03024	1	1	2	GALR_ECOLI
P03030	1	1	2	LYSR_ECOLI
P03813	0	1	1	YGEA_ECOLI
P03817	1	1	2	MIOC_ECOLI
P03959	0	0	0	ATKA_ECOLI
P03961	1	0	1	ATKC_ECOLI
P04036	1	1	2	DAPB_ECOLI
P04079	1	1	2	GUAA_ECOLI
P04152	0	1	1	UMUC_ECOLI
P04335	1	1	2	FRSA_ECOLI
P04425	1	1	2	GSHB_ECOLI
P04693	1	1	2	TYRB_ECOLI
P04805	1	1	2	SYE_ECOLI
P04816	0	1	1	LIVK_ECOLI
P04825	1	1	2	AMPN_ECOLI
P04951	1	1	2	KDSB_ECOLI
P04968	1	1	2	THD1_ECOLI
P04983	1	1	2	RBSA_ECOLI
P04993	1	1	2	EX5A_ECOLI
P04995	1	1	2	EX1_ECOLI
P05020	1	1	2	PYRC_ECOLI
P05042	1	1	2	FUMC_ECOLI
P05050	0	1	1	ALKB_ECOLI
P05055	1	1	2	PNP_ECOLI
P05194	1	1	2	AROD_ECOLI
P05458	1	1	2	PTRA_ECOLI
P05459	1	1	2	PDXB_ECOLI
P05523	0	1	1	FPG_ECOLI
P05637	1	1	2	APAH_ECOLI
P05793	1	1	2	ILVC_ECOLI
P05804	0	1	1	BGLR_ECOLI
P05824	1	1	2	RECN_ECOLI
P05827	1	0	1	ILVY_ECOLI
P05847	1	1	2	TTDA_ECOLI
P05852	1	1	2	GCP_ECOLI
P06136	1	1	2	FTSQ_ECOLI
P06149	1	1	2	DLD_ECOLI
P06282	1	1	2	CDH_ECOLI
P06610	1	1	2	BTUE_ECOLI
P06611	1	1	2	BTUD_ECOLI
P06612	1	1	2	TOP1_ECOLI
P06616	1	1	2	ERA_ECOLI
P06709	1	1	2	BIRA_ECOLI
P06710	1	1	2	DPO3X_ECOLI
P06715	1	1	2	GSHR_ECOLI
P06720	1	1	2	AGAL_ECOLI
P06721	1	1	2	METC_ECOLI
P06722	1	1	2	MUTH_ECOLI
P06846	1	1	2	EBGR_ECOLI
P06864	0	1	1	BGA2_ECOLI
P06961	1	1	2	CCA_ECOLI
P06968	1	1	2	DUT_ECOLI
P06983	1	1	2	HEM3_ECOLI
P06986	1	1	2	HIS8_ECOLI
P06987	1	1	2	HIS7_ECOLI
P06988	1	1	2	HISX_ECOLI
P06992	1	1	2	RSMA_ECOLI
P06999	1	1	2	K6PF2_ECOLI
P07000	1	1	2	PLDB_ECOLI
P07001	1	1	2	PNTA_ECOLI
P07003	1	1	2	POXB_ECOLI
P07004	1	1	2	PROA_ECOLI
P07014	1	1	2	DHSB_ECOLI
P07021	1	1	2	YFIB_ECOLI
P07023	1	1	2	TYRA_ECOLI
P07102	1	1	2	PPA_ECOLI
P07109	1	1	2	HISP_ECOLI
P07118	1	1	2	SYV_ECOLI
P07330	1	0	1	CHEB_ECOLI
P07364	0	0	0	CHER_ECOLI
P07604	1	1	2	TYRR_ECOLI
P07623	0	1	1	META_ECOLI
P07639	1	1	2	AROB_ECOLI
P07648	1	1	2	EX5C_ECOLI
P07649	1	1	2	TRUA_ECOLI
P07650	1	1	2	TYPH_ECOLI
P07654	1	1	2	PSTA_ECOLI
P07762	1	1	2	GLGB_ECOLI
P07813	1	1	2	SYL_ECOLI
P07821	1	1	2	FHUC_ECOLI
P07822	1	0	1	FHUD_ECOLI
P07862	1	1	2	DDLB_ECOLI
P07913	1	1	2	TDH_ECOLI
P08142	1	1	2	ILVB_ECOLI
P08178	1	1	2	PUR5_ECOLI
P08179	1	1	2	PUR3_ECOLI
P08192	1	1	2	FOLC_ECOLI
P08200	1	1	2	IDH_ECOLI
P08201	1	0	1	NIRB_ECOLI
P08244	1	1	2	PYRF_ECOLI
P08312	1	1	2	SYFA_ECOLI
P08331	1	1	2	CPDB_ECOLI
P08337	0	1	1	MUTT_ECOLI
P08368	0	1	1	CREB_ECOLI
P08370	0	0	0	YGDB_ECOLI
P08371	0	1	1	PPDB_ECOLI
P08373	1	1	2	MURB_ECOLI
P08394	1	1	2	EX5B_ECOLI
P08395	1	1	2	SPPA_ECOLI
P08400	1	1	2	PHOR_ECOLI
P08401	1	1	2	CREC_ECOLI
P08506	1	1	2	DACC_ECOLI
P08550	0	1	1	CVPA_ECOLI
P08839	1	1	2	PT1_ECOLI
P08997	1	1	2	MASY_ECOLI
P09029	1	1	2	PURK_ECOLI
P09030	1	1	2	EX3_ECOLI
P09053	1	1	2	AVTA_ECOLI
P09126	1	1	2	HEM4_ECOLI
P09152	1	1	2	NARG_ECOLI
P09155	1	1	2	RND_ECOLI
P09158	1	1	2	SPEE_ECOLI
P09163	0	0	0	YJAB_ECOLI
P09348	1	1	2	MOTA_ECOLI
P09377	1	1	2	RHAS_ECOLI
P09391	1	1	2	GLPG_ECOLI
P09394	1	1	2	GLPQ_ECOLI
P09424	1	1	2	MTLD_ECOLI
P09546	1	1	2	PUTA_ECOLI
P09549	1	1	2	DEDD_ECOLI
P09832	1	1	2	GLTD_ECOLI
P09836	1	0	1	UHPC_ECOLI
P09980	1	1	2	REP_ECOLI
P09996	1	0	1	YIDB_ECOLI
P0A6A0	1	1	2	UBIB_ECOLI
P0A6A3	1	1	2	ACKA_ECOLI
P0A6B4	1	1	2	ALR1_ECOLI
P0A6B7	1	1	2	ISCS_ECOLI
P0A6C5	1	1	2	ARGA_ECOLI
P0A6C8	1	1	2	ARGB_ECOLI
P0A6D0	1	1	2	ARGR_ECOLI
P0A6D5	0	1	1	YDIB_ECOLI
P0A6D7	1	1	2	AROK_ECOLI
P0A6E1	1	0	1	AROL_ECOLI
P0A6E4	1	1	2	ASSY_ECOLI
P0A6E9	1	1	2	BIOD2_ECOLI
P0A6F1	1	1	2	CARA_ECOLI
P0A6F3	1	1	2	GLPK_ECOLI
P0A6F5	1	1	2	CH60_ECOLI
P0A6G3	0	1	1	YGAD_ECOLI
P0A6G5	0	1	1	CITX_ECOLI
P0A6G7	1	1	2	CLPP_ECOLI
P0A6H1	1	1	2	CLPX_ECOLI
P0A6H5	1	1	2	HSLU_ECOLI
P0A6H8	1	1	2	CLS_ECOLI
P0A6I3	1	1	2	COAA_ECOLI
P0A6I9	0	1	1	COAE_ECOLI
P0A6J1	1	1	2	CYSC_ECOLI
P0A6J3	1	1	2	CYSZ_ECOLI
P0A6J5	1	1	2	DADA_ECOLI
P0A6J8	1	1	2	DDLA_ECOLI
P0A6K1	1	1	2	DAPF_ECOLI
P0A6K3	1	1	2	DEF_ECOLI
P0A6K6	1	1	2	DEOB_ECOLI
P0A6L2	1	1	2	DAPA_ECOLI
P0A6L4	1	1	2	NANA_ECOLI
P0A6L9	1	1	2	HSCB_ECOLI
P0A6M4	0	1	1	DTD_ECOLI
P0A6M8	1	1	2	EFG_ECOLI
P0A6N4	1	1	2	EFP_ECOLI
P0A6P5	1	1	2	ENGA_ECOLI
P0A6P7	1	1	2	ENGB_ECOLI
P0A6P9	1	1	2	ENO_ECOLI
P0A6Q3	1	1	2	FABA_ECOLI
P0A6Q6	1	1	2	FABZ_ECOLI
P0A6R0	1	1	2	FABH_ECOLI
P0A6R3	1	1	2	FIS_ECOLI
P0A6S0	1	0	1	FLGH_ECOLI
P0A6S7	1	1	2	GPDA_ECOLI
P0A6T1	1	1	2	G6PI_ECOLI
P0A6T9	1	1	2	GCSH_ECOLI
P0A6U8	1	1	2	GLGA_ECOLI
P0A6V1	1	1	2	GLGC_ECOLI
P0A6V5	0	0	0	GLPE_ECOLI
P0A6V8	1	1	2	GLK_ECOLI
P0A6W5	1	1	2	GREA_ECOLI
P0A6W9	1	1	2	GSH1_ECOLI
P0A6X1	1	1	2	HEM1_ECOLI
P0A6X3	1	1	2	HFQ_ECOLI
P0A6Y8	1	1	2	DNAK_ECOLI
P0A6Z1	1	1	2	HSCA_ECOLI
P0A6Z3	1	1	2	HTPG_ECOLI
P0A700	0	0	0	HYPA_ECOLI
P0A703	0	0	0	HYBF_ECOLI
P0A715	1	1	2	KDSA_ECOLI
P0A717	1	1	2	KPRS_ECOLI
P0A720	1	1	2	KTHY_ECOLI
P0A722	1	1	2	LPXA_ECOLI
P0A725	1	1	2	LPXC_ECOLI
P0A729	1	1	2	YCEF_ECOLI
P0A731	1	1	2	MGSA_ECOLI
P0A734	1	1	2	MINE_ECOLI
P0A738	1	1	2	MOAC_ECOLI
P0A744	1	1	2	MSRA_ECOLI
P0A746	1	1	2	MSRB_ECOLI
P0A752	0	0	0	NADD_ECOLI
P0A754	0	1	1	KEFF_ECOLI
P0A756	1	0	1	KEFG_ECOLI
P0A759	1	1	2	NAGB_ECOLI
P0A763	1	1	2	NDK_ECOLI
P0A766	0	0	0	RNFA_ECOLI
P0A769	1	1	2	MNTH_ECOLI
P0A772	0	1	1	NRDI_ECOLI
P0A776	1	1	2	RPPH_ECOLI
P0A784	1	1	2	ORN_ECOLI
P0A786	1	1	2	PYRB_ECOLI
P0A790	1	1	2	PAND_ECOLI
P0A794	1	1	2	PDXJ_ECOLI
P0A796	1	1	2	K6PF1_ECOLI
P0A799	1	1	2	PGK_ECOLI
P0A7A5	1	1	2	PIMT_ECOLI
P0A7A9	1	1	2	IPYR_ECOLI
P0A7B1	1	1	2	PPK_ECOLI
P0A7B3	0	1	1	PPNK_ECOLI
P0A7B5	1	1	2	PROB_ECOLI
P0A7B8	1	1	2	HSLV_ECOLI
P0A7C2	1	1	2	LEXA_ECOLI
P0A7C6	1	1	2	PEPE_ECOLI
P0A7D4	1	1	2	PURA_ECOLI
P0A7D7	1	1	2	PUR7_ECOLI
P0A7E1	1	1	2	PYRD_ECOLI
P0A7E3	1	1	2	PYRE_ECOLI
P0A7E5	1	1	2	PYRG_ECOLI
P0A7E9	1	1	2	PYRH_ECOLI
P0A7F3	1	1	2	PYRI_ECOLI
P0A7F6	1	1	2	SPED_ECOLI
P0A7F9	1	1	2	QUEA_ECOLI
P0A7G2	1	1	2	RBFA_ECOLI
P0A7H0	1	1	2	RECF_ECOLI
P0A7H3	0	0	0	RECO_ECOLI
P0A7H6	1	1	2	RECR_ECOLI
P0A7I0	1	1	2	RF1_ECOLI
P0A7I4	1	1	2	RF3_ECOLI
P0A7I7	1	1	2	RIBA_ECOLI
P0A7J0	1	1	2	RIBB_ECOLI
P0A7J3	1	1	2	RL10_ECOLI
P0A7K6	1	1	2	RL19_ECOLI
P0A7R5	1	1	2	RS10_ECOLI
P0A7R9	1	1	2	RS11_ECOLI
P0A7S9	1	1	2	RS13_ECOLI
P0A7T3	1	1	2	RS16_ECOLI
P0A7U3	1	1	2	RS19_ECOLI
P0A7V0	1	1	2	RS2_ECOLI
P0A7V8	1	1	2	RS4_ECOLI
P0A7W1	1	1	2	RS5_ECOLI
P0A7W7	1	1	2	RS8_ECOLI
P0A7X3	1	1	2	RS9_ECOLI
P0A7X6	1	1	2	RIMM_ECOLI
P0A7Y0	1	1	2	RNC_ECOLI
P0A7Y4	0	1	1	RNH_ECOLI
P0A7Y8	1	1	2	RNPA_ECOLI
P0A7Z0	1	1	2	RPIA_ECOLI
P0A7Z4	1	1	2	RPOA_ECOLI
P0A805	1	1	2	RRF_ECOLI
P0A809	0	1	1	RUVA_ECOLI
P0A812	1	1	2	RUVB_ECOLI
P0A817	1	1	2	METK_ECOLI
P0A823	1	1	2	SFSA_ECOLI
P0A825	1	1	2	GLYA_ECOLI
P0A828	0	0	0	SMG_ECOLI
P0A832	1	1	2	SSRP_ECOLI
P0A836	1	1	2	SUCC_ECOLI
P0A840	1	1	2	SURE_ECOLI
P0A847	1	1	2	TGT_ECOLI
P0A850	1	1	2	TIG_ECOLI
P0A853	1	1	2	TNAA_ECOLI
P0A855	1	1	2	TOLB_ECOLI
P0A858	1	1	2	TPIS_ECOLI
P0A867	1	1	2	TALA_ECOLI
P0A870	1	1	2	TALB_ECOLI
P0A873	0	1	1	TRMD_ECOLI
P0A879	1	1	2	TRPB_ECOLI
P0A884	1	1	2	TYSY_ECOLI
P0A887	1	1	2	UBIE_ECOLI
P0A894	1	1	2	YHBJ_ECOLI
P0A8A4	1	1	2	YDIA_ECOLI
P0A8A8	1	1	2	RIMP_ECOLI
P0A8C1	1	1	2	YBJQ_ECOLI
P0A8C4	1	1	2	YGFB_ECOLI
P0A8D0	1	1	2	NRDR_ECOLI
P0A8D3	1	1	2	YAII_ECOLI
P0A8D6	1	1	2	YMDB_ECOLI
P0A8E1	1	1	2	YCFP_ECOLI
P0A8E5	0	1	1	YACL_ECOLI
P0A8E7	1	1	2	YAJQ_ECOLI
P0A8F0	1	1	2	UPP_ECOLI
P0A8F4	1	1	2	URK_ECOLI
P0A8F8	1	1	2	UVRB_ECOLI
P0A8G0	1	1	2	UVRC_ECOLI
P0A8G3	1	1	2	UXAC_ECOLI
P0A8I1	1	1	2	RUVX_ECOLI
P0A8I3	1	1	2	YAAA_ECOLI
P0A8I5	1	1	2	TRMB_ECOLI
P0A8I8	1	1	2	RLMH_ECOLI
P0A8J4	1	1	2	YBED_ECOLI
P0A8J8	1	1	2	RHLB_ECOLI
P0A8L1	1	1	2	SYS_ECOLI
P0A8L5	0	1	1	YCGN_ECOLI
P0A8L7	0	1	1	YCIU_ECOLI
P0A8M0	1	1	2	SYN_ECOLI
P0A8M3	1	1	2	SYT_ECOLI
P0A8M6	1	1	2	YEEX_ECOLI
P0A8N0	1	1	2	YCBG_ECOLI
P0A8N3	1	1	2	SYK1_ECOLI
P0A8N5	1	1	2	SYK2_ECOLI
P0A8N7	0	1	1	SYK3_ECOLI
P0A8P1	1	1	2	LFTR_ECOLI
P0A8P3	1	1	2	FETP_ECOLI
P0A8Q6	0	1	1	CLPS_ECOLI
P0A8R7	1	1	2	YCJF_ECOLI
P0A8S1	1	1	2	ICIA_ECOLI
P0A8S5	1	0	1	USPB_ECOLI
P0A8T7	1	1	2	RPOC_ECOLI
P0A8U0	1	0	1	SYDP_ECOLI
P0A8U2	1	0	1	YAFD_ECOLI
P0A8U6	1	1	2	METJ_ECOLI
P0A8V2	1	1	2	RPOB_ECOLI
P0A8V6	1	1	2	FADR_ECOLI
P0A8W0	1	1	2	NANR_ECOLI
P0A8W2	1	1	2	SLYA_ECOLI
P0A8W5	1	1	2	YQGE_ECOLI
P0A8W8	1	1	2	YFBU_ECOLI
P0A8X0	1	1	2	YJGA_ECOLI
P0A8X2	1	1	2	YCEI_ECOLI
P0A8X4	0	0	0	YCCT_ECOLI
P0A8Y1	1	1	2	YJJG_ECOLI
P0A8Y3	1	1	2	YIHX_ECOLI
P0A8Y5	1	1	2	YIDA_ECOLI
P0A8Y8	0	0	0	YBDB_ECOLI
P0A8Z0	1	1	2	YCIA_ECOLI
P0A8Z3	1	1	2	YBGC_ECOLI
P0A8Z7	1	0	1	YQIA_ECOLI
P0A901	1	1	2	BLC_ECOLI
P0A908	1	1	2	MIPA_ECOLI
P0A912	1	1	2	PAL_ECOLI
P0A917	1	1	2	OMPX_ECOLI
P0A921	1	1	2	PA1_ECOLI
P0A924	1	1	2	PGPB_ECOLI
P0A930	0	1	1	WZA_ECOLI
P0A935	1	1	2	MLTA_ECOLI
P0A937	1	1	2	SMPA_ECOLI
P0A940	1	1	2	YAET_ECOLI
P0A944	0	0	0	RIMI_ECOLI
P0A948	1	1	2	RIMJ_ECOLI
P0A951	1	1	2	ATDA_ECOLI
P0A953	1	1	2	FABB_ECOLI
P0A955	1	1	2	ALKH_ECOLI
P0A959	1	1	2	YFBQ_ECOLI
P0A962	1	1	2	ASPG1_ECOLI
P0A988	1	1	2	DPO3B_ECOLI
P0A993	1	1	2	F16PA_ECOLI
P0A996	1	1	2	GLPC_ECOLI
P0A998	1	1	2	FTNA_ECOLI
P0A9A2	0	1	1	FTNB_ECOLI
P0A9A9	1	1	2	FUR_ECOLI
P0A9B2	1	1	2	G3P1_ECOLI
P0A9B6	1	1	2	E4PD_ECOLI
P0A9C0	1	1	2	GLPA_ECOLI
P0A9C5	1	1	2	GLNA_ECOLI
P0A9C9	1	1	2	GLPX_ECOLI
P0A9D2	1	1	2	GST_ECOLI
P0A9D4	1	1	2	CYSE_ECOLI
P0A9D8	1	1	2	DAPD_ECOLI
P0A9E9	1	0	1	NSR_ECOLI
P0A9F1	1	1	2	MNTR_ECOLI
P0A9F3	1	1	2	CYSB_ECOLI
P0A9F6	1	0	1	GCVA_ECOLI
P0A9G2	1	0	1	NHAR_ECOLI
P0A9G4	0	1	1	CUER_ECOLI
P0A9G6	1	1	2	ACEA_ECOLI
P0A9H3	1	1	2	LDCI_ECOLI
P0A9H7	1	1	2	CFA_ECOLI
P0A9H9	1	1	2	CHEZ_ECOLI
P0A9I1	1	1	2	CITE_ECOLI
P0A9I3	0	1	1	GCVR_ECOLI
P0A9I5	0	1	1	NAPD_ECOLI
P0A9I8	0	1	1	NIRD_ECOLI
P0A9J0	1	1	2	RNG_ECOLI
P0A9J4	1	0	1	PANE_ECOLI
P0A9J6	1	1	2	RBSK_ECOLI
P0A9J8	1	1	2	PHEA_ECOLI
P0A9K3	1	1	2	PHOL_ECOLI
P0A9K7	1	1	2	PHOU_ECOLI
P0A9K9	1	1	2	SLYD_ECOLI
P0A9L5	1	1	2	PPIC_ECOLI
P0A9L8	1	1	2	P5CR_ECOLI
P0A9M0	1	1	2	LON_ECOLI
P0A9M2	1	1	2	HPRT_ECOLI
P0A9M5	1	1	2	XGPT_ECOLI
P0A9N0	0	0	0	PTSO_ECOLI
P0A9N4	1	1	2	PFLA_ECOLI
P0A9N8	0	0	0	NRDG_ECOLI
P0A9P0	1	1	2	DLDH_ECOLI
P0A9P4	1	1	2	TRXB_ECOLI
P0A9P6	1	1	2	DEAD_ECOLI
P0A9Q1	1	1	2	ARCA_ECOLI
P0A9Q5	1	1	2	ACCD_ECOLI
P0A9Q7	1	1	2	ADHE_ECOLI
P0A9Q9	1	1	2	DHAS_ECOLI
P0A9R4	1	1	2	FER_ECOLI
P0A9R7	1	1	2	FTSE_ECOLI
P0A9S1	1	1	2	FUCO_ECOLI
P0A9S5	1	1	2	GLDA_ECOLI
P0A9S7	1	1	2	LIVG_ECOLI
P0A9T0	1	1	2	SERA_ECOLI
P0A9T4	1	1	2	TAS_ECOLI
P0A9U1	1	1	2	YBHF_ECOLI
P0A9U3	1	1	2	YBIT_ECOLI
P0A9V1	1	1	2	LPTB_ECOLI
P0A9V5	0	1	1	YIAG_ECOLI
P0A9W0	1	1	2	ULAR_ECOLI
P0A9W3	1	1	2	YJJK_ECOLI
P0A9W6	1	1	2	YRBA_ECOLI
P0A9W9	1	1	2	YRDA_ECOLI
P0A9X1	1	1	2	ZNUC_ECOLI
P0A9X4	1	1	2	MREB_ECOLI
P0AA10	1	1	2	RL13_ECOLI
P0AA16	1	1	2	OMPR_ECOLI
P0AA37	0	0	0	RLUA_ECOLI
P0AA39	1	1	2	RLUC_ECOLI
P0AA41	0	0	0	TRUC_ECOLI
P0AA43	1	1	2	RSUA_ECOLI
P0AA47	1	1	2	YEEF_ECOLI
P0AA49	0	1	1	YFDV_ECOLI
P0AA53	1	1	2	QMCA_ECOLI
P0AA63	1	1	2	YQJA_ECOLI
P0AA73	0	0	0	YHBE_ECOLI
P0AA84	1	1	2	YBHO_ECOLI
P0AA91	1	1	2	YEAY_ECOLI
P0AA93	1	1	2	YPDA_ECOLI
P0AA95	0	1	1	YACC_ECOLI
P0AA97	1	1	2	YAEQ_ECOLI
P0AA99	1	0	1	YAFK_ECOLI
P0AAB2	0	1	1	WZB_ECOLI
P0AAB4	1	1	2	UBID_ECOLI
P0AAB6	1	1	2	GALF_ECOLI
P0AAB8	1	1	2	USPD_ECOLI
P0AAC0	1	1	2	USPE_ECOLI
P0AAC4	1	1	2	YBHL_ECOLI
P0AAC6	1	1	2	YCCA_ECOLI
P0AAD2	1	1	2	MTR_ECOLI
P0AAD6	1	1	2	SDAC_ECOLI
P0AAD8	1	1	2	TDCC_ECOLI
P0AAE0	1	1	2	CYCA_ECOLI
P0AAE5	0	1	1	ARCD_ECOLI
P0AAE8	0	1	1	CADB_ECOLI
P0AAF3	1	1	2	ARAG_ECOLI
P0AAF6	1	1	2	ARTP_ECOLI
P0AAG5	1	1	2	MDLB_ECOLI
P0AAH0	1	1	2	PSTB_ECOLI
P0AAH4	1	1	2	SAPD_ECOLI
P0AAH8	1	1	2	SAPF_ECOLI
P0AAI5	1	1	2	FABF_ECOLI
P0AAI9	1	1	2	FABD_ECOLI
P0AAJ1	0	1	1	YNFG_ECOLI
P0AAJ5	1	1	2	FDOH_ECOLI
P0AAJ8	1	1	2	HYBA_ECOLI
P0AAK1	0	0	0	HYCB_ECOLI
P0AAK4	0	0	0	HYDN_ECOLI
P0AAK7	1	0	1	NRFC_ECOLI
P0AAL3	1	1	2	NAPG_ECOLI
P0AAL6	0	1	1	YDHY_ECOLI
P0AAM1	1	1	2	CYBH_ECOLI
P0AAM3	0	1	1	HYPC_ECOLI
P0AAN1	1	1	2	HYBE_ECOLI
P0AAN3	1	1	2	HYPB_ECOLI
P0AAN9	0	1	1	IRAP_ECOLI
P0AAP1	0	0	0	ADRA_ECOLI
P0AAP3	1	1	2	FRMR_ECOLI
P0AAP7	0	0	0	YAIY_ECOLI
P0AAQ0	0	1	1	YAIZ_ECOLI
P0AAQ2	0	1	1	YAJD_ECOLI
P0AAQ6	0	1	1	YBAA_ECOLI
P0AAS0	1	1	2	YLAC_ECOLI
P0AAS5	0	0	0	YLBF_ECOLI
P0AAT2	0	0	0	YBDF_ECOLI
P0AAT4	1	1	2	YBDG_ECOLI
P0AAT9	1	1	2	YBEL_ECOLI
P0AAV0	0	1	1	YBGE_ECOLI
P0AAV4	0	1	1	YBGJ_ECOLI
P0AAW1	1	0	1	YBHP_ECOLI
P0AAX6	0	0	0	MCBA_ECOLI
P0AAX8	1	1	2	YBIS_ECOLI
P0AAY4	0	0	0	YBJH_ECOLI
P0AAY6	1	0	1	YBJN_ECOLI
P0AAZ0	0	1	1	YBJO_ECOLI
P0AAZ4	1	1	2	RARA_ECOLI
P0AB03	1	1	2	YCBJ_ECOLI
P0AB06	1	0	1	YCBK_ECOLI
P0AB10	1	1	2	YMBA_ECOLI
P0AB12	1	1	2	YCCF_ECOLI
P0AB18	1	1	2	TUSE_ECOLI
P0AB20	0	0	0	HSPQ_ECOLI
P0AB24	1	1	2	YCDO_ECOLI
P0AB26	1	1	2	YCEB_ECOLI
P0AB33	0	1	1	BSSS_ECOLI
P0AB38	1	1	2	YCFM_ECOLI
P0AB40	0	0	0	BHSA_ECOLI
P0AB43	0	1	1	YCGL_ECOLI
P0AB52	1	1	2	YCHN_ECOLI
P0AB55	1	1	2	YCII_ECOLI
P0AB58	1	1	2	YCIM_ECOLI
P0AB61	1	1	2	YCIN_ECOLI
P0AB67	1	1	2	PNTB_ECOLI
P0AB71	1	1	2	ALF_ECOLI
P0AB74	0	1	1	KBAY_ECOLI
P0AB77	1	1	2	KBL_ECOLI
P0AB80	1	1	2	ILVE_ECOLI
P0AB83	1	1	2	END3_ECOLI
P0AB85	1	0	1	APBE_ECOLI
P0AB89	1	1	2	PUR8_ECOLI
P0AB91	1	1	2	AROG_ECOLI
P0AB96	0	1	1	ARSC_ECOLI
P0AB98	1	1	2	ATP6_ECOLI
P0ABA6	1	1	2	ATPG_ECOLI
P0ABB4	1	1	2	ATPB_ECOLI
P0ABB8	1	1	2	ATMA_ECOLI
P0ABE2	1	1	2	BOLA_ECOLI
P0ABF1	1	1	2	PCNB_ECOLI
P0ABF6	1	1	2	CDD_ECOLI
P0ABF8	1	1	2	PGSA_ECOLI
P0ABG1	0	0	0	CDSA_ECOLI
P0ABH0	1	1	2	FTSA_ECOLI
P0ABH4	0	0	0	MRED_ECOLI
P0ABH7	1	1	2	CISY_ECOLI
P0ABI4	1	1	2	CORA_ECOLI
P0ABI8	1	1	2	CYOB_ECOLI
P0ABJ1	1	1	2	CYOA_ECOLI
P0ABJ3	0	1	1	CYOC_ECOLI
P0ABJ6	0	1	1	CYOD_ECOLI
P0ABJ9	1	1	2	CYDA_ECOLI
P0ABK5	1	1	2	CYSK_ECOLI
P0ABK7	1	0	1	CSGB_ECOLI
P0ABK9	1	1	2	NRFA_ECOLI
P0ABL3	0	0	0	NAPB_ECOLI
P0ABL5	1	1	2	NAPC_ECOLI
P0ABM9	1	1	2	CCMH_ECOLI
P0ABP8	1	1	2	DEOD_ECOLI
P0ABQ2	1	1	2	GARR_ECOLI
P0ABQ4	1	1	2	DYR_ECOLI
P0ABR1	0	0	0	DINI_ECOLI
P0ABS1	1	1	2	DKSA_ECOLI
P0ABS5	1	1	2	PRIM_ECOLI
P0ABT2	1	1	2	DPS_ECOLI
P0ABT5	0	1	1	DUSB_ECOLI
P0ABT8	0	0	0	YIJE_ECOLI
P0ABU0	1	1	2	MENB_ECOLI
P0ABU2	1	1	2	ENGD_ECOLI
P0ABU5	1	1	2	ELBB_ECOLI
P0ABU7	1	1	2	EXBB_ECOLI
P0ABU9	1	1	2	TOLQ_ECOLI
P0ABV2	1	1	2	EXBD_ECOLI
P0ABV6	1	1	2	TOLR_ECOLI
P0ABW3	0	0	0	YFAE_ECOLI
P0ABW9	0	1	1	FLGB_ECOLI
P0ABX2	1	1	2	FLGC_ECOLI
P0ABX5	1	1	2	FLGG_ECOLI
P0ABY4	0	1	1	FLAW_ECOLI
P0ABZ4	1	1	2	KDSC_ECOLI
