Entry Name A	Entry Name B	Accession A	Accession B	Satus
PLSB_ECOLI	IF3_ECOLI	P0A7A7	P0A707	P
PLSB_ECOLI	RS3_ECOLI	P0A7A7	P0A7V3	P
PLSB_ECOLI	SRMB_ECOLI	P0A7A7	P21507	P
IPYR_ECOLI	YEFI_ECOLI	P0A7A9	P37751	P
PPK_ECOLI	DLDH_ECOLI	P0A7B1	P0A9P0	P
PPK_ECOLI	RNPA_ECOLI	P0A7B1	P0A7Y8	P
PPK_ECOLI	ODP2_ECOLI	P0A7B1	P06959	P
PPK_ECOLI	RNPA_ECOLI	P0A7B1	P0A7Y8	P
PPK_ECOLI	P5CR_ECOLI	P0A7B1	P0A9L8	P
PPK_ECOLI	PPK_ECOLI	P0A7B1	P0A7B1	P
PPNK_ECOLI	SPOT_ECOLI	P0A7B3	P0AG24	P
PPNK_ECOLI	SPOT_ECOLI	P0A7B3	P0AG24	P
PPNK_ECOLI	PPNK_ECOLI	P0A7B3	P0A7B3	P
HSLV_ECOLI	PUTA_ECOLI	P0A7B8	P09546	P
LEXA_ECOLI	RECA_ECOLI	P0A7C2	P0A7G6	P
PTH_ECOLI	EFTU1_ECOLI	P0A7D1	P0CE47	P
PURA_ECOLI	NUOG_ECOLI	P0A7D4	P33602	P
PYRD_ECOLI	CH60_ECOLI	P0A7E1	P0A6F5	P
PYRD_ECOLI	CH60_ECOLI	P0A7E1	P0A6F5	P
PYRH_ECOLI	RECA_ECOLI	P0A7E9	P0A7G6	P
PYRH_ECOLI	USPA_ECOLI	P0A7E9	P0AED0	P
PYRH_ECOLI	USPA_ECOLI	P0A7E9	P0AED0	P
PYRH_ECOLI	PTKB_ECOLI	P0A7E9	P37188	P
PYRH_ECOLI	PTKB_ECOLI	P0A7E9	P37188	P
PYRH_ECOLI	PTKA_ECOLI	P0A7E9	P69828	P
RECA_ECOLI	RECA_ECOLI	P0A7G6	P0A7G6	P
RECA_ECOLI	METK_ECOLI	P0A7G6	P0A817	P
RECA_ECOLI	FTSZ_ECOLI	P0A7G6	P0A9A6	P
RECA_ECOLI	DNAJ_ECOLI	P0A7G6	P08622	P
RECA_ECOLI	DNAJ_ECOLI	P0A7G6	P08622	P
RECA_ECOLI	GYRA_ECOLI	P0A7G6	P0AES4	P
RECA_ECOLI	CH60_ECOLI	P0A7G6	P0A6F5	P
RECA_ECOLI	CLPX_ECOLI	P0A7G6	P0A6H1	P
RECA_ECOLI	HSLU_ECOLI	P0A7G6	P0A6H5	P
RECA_ECOLI	EFG_ECOLI	P0A7G6	P0A6M8	P
RECA_ECOLI	SUCC_ECOLI	P0A7G6	P0A836	P
RECA_ECOLI	FTSZ_ECOLI	P0A7G6	P0A9A6	P
RECA_ECOLI	YLIJ_ECOLI	P0A7G6	P0ACA7	P
RECA_ECOLI	GYRA_ECOLI	P0A7G6	P0AES4	P
RECA_ECOLI	MREB_ECOLI	P0A7G6	P0A9X4	P
RECA_ECOLI	CLPP_ECOLI	P0A7G6	P0A6G7	P
RECA_ECOLI	YJIA_ECOLI	P0A7G6	P24203	P
RECA_ECOLI	PYRH_ECOLI	P0A7G6	P0A7E9	P
RECA_ECOLI	HSLU_ECOLI	P0A7G6	P0A6H5	P
RECA_ECOLI	RLMN_ECOLI	P0A7G6	P36979	P
RF1_ECOLI	WAAU_ECOLI	P0A7I0	P27242	P
RIBB_ECOLI	LPXA_ECOLI	P0A7J0	P0A722	P
RIBB_ECOLI	ARCB_ECOLI	P0A7J0	P0AEC3	P
RIBB_ECOLI	ARCB_ECOLI	P0A7J0	P0AEC3	P
RIBB_ECOLI	RIBB_ECOLI	P0A7J0	P0A7J0	P
RIBB_ECOLI	YBAL_ECOLI	P0A7J0	P39830	P
RL10_ECOLI	DNAK_ECOLI	P0A7J3	P0A6Y8	P
RL10_ECOLI	SRP54_ECOLI	P0A7J3	P0AGD7	P
RL10_ECOLI	FABI_ECOLI	P0A7J3	P0AEK4	P
RL10_ECOLI	YBJX_ECOLI	P0A7J3	P75829	P
RL11_ECOLI	PLSB_ECOLI	P0A7J7	P0A7A7	P
RL11_ECOLI	FTSE_ECOLI	P0A7J7	P0A9R7	P
RL11_ECOLI	SECA_ECOLI	P0A7J7	P10408	P
RL11_ECOLI	MURG_ECOLI	P0A7J7	P17443	P
RL11_ECOLI	RNE_ECOLI	P0A7J7	P21513	P
RL7_ECOLI	DNAA_ECOLI	P0A7K2	P03004	P
RL7_ECOLI	DNAA_ECOLI	P0A7K2	P03004	P
RL7_ECOLI	ACP_ECOLI	P0A7K2	P0A6A8	P
RL7_ECOLI	HFQ_ECOLI	P0A7K2	P0A6X3	P
RL7_ECOLI	ZNUC_ECOLI	P0A7K2	P0A9X1	P
RL7_ECOLI	SECA_ECOLI	P0A7K2	P10408	P
RL7_ECOLI	MURG_ECOLI	P0A7K2	P17443	P
RL7_ECOLI	PARC_ECOLI	P0A7K2	P0AFI2	P
RL7_ECOLI	PSS_ECOLI	P0A7K2	P23830	P
RL7_ECOLI	PLSC_ECOLI	P0A7K2	P26647	P
RL7_ECOLI	YADG_ECOLI	P0A7K2	P36879	P
RL7_ECOLI	MLAF_ECOLI	P0A7K2	P63386	P
RL7_ECOLI	YBJX_ECOLI	P0A7K2	P75829	P
RL7_ECOLI	YBJX_ECOLI	P0A7K2	P75829	P
RL19_ECOLI	DNAK_ECOLI	P0A7K6	P0A6Y8	P
RL19_ECOLI	LPXB_ECOLI	P0A7K6	P10441	P
RL19_ECOLI	MURG_ECOLI	P0A7K6	P17443	P
RL19_ECOLI	YADG_ECOLI	P0A7K6	P36879	P
RL19_ECOLI	YEFI_ECOLI	P0A7K6	P37751	P
RL19_ECOLI	YBJX_ECOLI	P0A7K6	P75829	P
RL1_ECOLI	SRP54_ECOLI	P0A7L0	P0AGD7	P
RL1_ECOLI	FABZ_ECOLI	P0A7L0	P0A6Q6	P
RL1_ECOLI	KDSC_ECOLI	P0A7L0	P0ABZ4	P
RL1_ECOLI	SRP54_ECOLI	P0A7L0	P0AGD7	P
RL1_ECOLI	RNE_ECOLI	P0A7L0	P21513	P
RL1_ECOLI	HFQ_ECOLI	P0A7L0	P0A6X3	P
RL1_ECOLI	YEFI_ECOLI	P0A7L0	P37751	P
RL1_ECOLI	YBJX_ECOLI	P0A7L0	P75829	P
RL20_ECOLI	HFQ_ECOLI	P0A7L3	P0A6X3	P
RL20_ECOLI	HFQ_ECOLI	P0A7L3	P0A6X3	P
RL20_ECOLI	YADG_ECOLI	P0A7L3	P36879	P
RL27_ECOLI	SRP54_ECOLI	P0A7L8	P0AGD7	P
RL27_ECOLI	PARC_ECOLI	P0A7L8	P0AFI2	P
RL28_ECOLI	PLSB_ECOLI	P0A7M2	P0A7A7	P
RL28_ECOLI	ACP_ECOLI	P0A7M2	P0A6A8	P
RL28_ECOLI	PUTA_ECOLI	P0A7M2	P09546	P
RL28_ECOLI	FABZ_ECOLI	P0A7M2	P0A6Q6	P
RL28_ECOLI	HFQ_ECOLI	P0A7M2	P0A6X3	P
RL28_ECOLI	ATPG_ECOLI	P0A7M2	P0ABA6	P
RL28_ECOLI	SECA_ECOLI	P0A7M2	P10408	P
RL28_ECOLI	HFQ_ECOLI	P0A7M2	P0A6X3	P
RL28_ECOLI	YADG_ECOLI	P0A7M2	P36879	P
RL28_ECOLI	DMSD_ECOLI	P0A7M2	P69853	P
RL28_ECOLI	YBJX_ECOLI	P0A7M2	P75829	P
RL29_ECOLI	PUTA_ECOLI	P0A7M6	P09546	P
RL29_ECOLI	FTSE_ECOLI	P0A7M6	P0A9R7	P
RL33_ECOLI	DNAK_ECOLI	P0A7N9	P0A6Y8	P
RL33_ECOLI	PUTA_ECOLI	P0A7N9	P09546	P
RL33_ECOLI	ZNUC_ECOLI	P0A7N9	P0A9X1	P
RL33_ECOLI	HTPG_ECOLI	P0A7N9	P0A6Z3	P
RL33_ECOLI	ZNUC_ECOLI	P0A7N9	P0A9X1	P
RL33_ECOLI	YBJX_ECOLI	P0A7N9	P75829	P
RL33_ECOLI	YBJX_ECOLI	P0A7N9	P75829	P
RL9_ECOLI	DNAK_ECOLI	P0A7R1	P0A6Y8	P
RL9_ECOLI	LEPA_ECOLI	P0A7R1	P60785	P
RL9_ECOLI	HFQ_ECOLI	P0A7R1	P0A6X3	P
RL9_ECOLI	YBGC_ECOLI	P0A7R1	P0A8Z3	P
RL9_ECOLI	RNE_ECOLI	P0A7R1	P21513	P
RL9_ECOLI	FABZ_ECOLI	P0A7R1	P0A6Q6	P
RL9_ECOLI	HFQ_ECOLI	P0A7R1	P0A6X3	P
RL9_ECOLI	YADG_ECOLI	P0A7R1	P36879	P
RL9_ECOLI	YBJX_ECOLI	P0A7R1	P75829	P
RS10_ECOLI	PLSB_ECOLI	P0A7R5	P0A7A7	P
RS10_ECOLI	DNAA_ECOLI	P0A7R5	P03004	P
RS10_ECOLI	LEPA_ECOLI	P0A7R5	P60785	P
RS10_ECOLI	SECA_ECOLI	P0A7R5	P10408	P
RS10_ECOLI	PARC_ECOLI	P0A7R5	P0AFI2	P
RS10_ECOLI	RNE_ECOLI	P0A7R5	P21513	P
RS13_ECOLI	ACP_ECOLI	P0A7S9	P0A6A8	P
RS13_ECOLI	DNAA_ECOLI	P0A7S9	P03004	P
RS13_ECOLI	DNAA_ECOLI	P0A7S9	P03004	P
RS13_ECOLI	HFQ_ECOLI	P0A7S9	P0A6X3	P
RS13_ECOLI	ATPG_ECOLI	P0A7S9	P0ABA6	P
RS13_ECOLI	YBJX_ECOLI	P0A7S9	P75829	P
RS16_ECOLI	PUTA_ECOLI	P0A7T3	P09546	P
RS16_ECOLI	FTSE_ECOLI	P0A7T3	P0A9R7	P
RS16_ECOLI	RNE_ECOLI	P0A7T3	P21513	P
RS16_ECOLI	YADG_ECOLI	P0A7T3	P36879	P
RS18_ECOLI	YBGC_ECOLI	P0A7T7	P0A8Z3	P
RS18_ECOLI	YADG_ECOLI	P0A7T7	P36879	P
RS19_ECOLI	FABZ_ECOLI	P0A7U3	P0A6Q6	P
RS19_ECOLI	YEFI_ECOLI	P0A7U3	P37751	P
RS20_ECOLI	DNAA_ECOLI	P0A7U7	P03004	P
RS20_ECOLI	DNAA_ECOLI	P0A7U7	P03004	P
RS20_ECOLI	YBGC_ECOLI	P0A7U7	P0A8Z3	P
RS20_ECOLI	YADG_ECOLI	P0A7U7	P36879	P
RS20_ECOLI	YEFI_ECOLI	P0A7U7	P37751	P
RS2_ECOLI	DNAA_ECOLI	P0A7V0	P03004	P
RS2_ECOLI	DNAK_ECOLI	P0A7V0	P0A6Y8	P
RS2_ECOLI	FTSA_ECOLI	P0A7V0	P0ABH0	P
RS2_ECOLI	ERA_ECOLI	P0A7V0	P06616	P
RS2_ECOLI	EFTU1_ECOLI	P0A7V0	P0CE47	P
RS2_ECOLI	SECA_ECOLI	P0A7V0	P10408	P
RS2_ECOLI	LPXB_ECOLI	P0A7V0	P10441	P
RS2_ECOLI	MURG_ECOLI	P0A7V0	P17443	P
RS2_ECOLI	PARC_ECOLI	P0A7V0	P0AFI2	P
RS2_ECOLI	PSS_ECOLI	P0A7V0	P23830	P
RS3_ECOLI	DNAA_ECOLI	P0A7V3	P03004	P
RS3_ECOLI	DNAA_ECOLI	P0A7V3	P03004	P
RS3_ECOLI	FABZ_ECOLI	P0A7V3	P0A6Q6	P
RS3_ECOLI	GLPC_ECOLI	P0A7V3	P0A996	P
RS3_ECOLI	RNE_ECOLI	P0A7V3	P21513	P
RS3_ECOLI	HFQ_ECOLI	P0A7V3	P0A6X3	P
RS3_ECOLI	YADG_ECOLI	P0A7V3	P36879	P
RS3_ECOLI	YBJX_ECOLI	P0A7V3	P75829	P
RS3_ECOLI	YBJX_ECOLI	P0A7V3	P75829	P
RS4_ECOLI	PLSB_ECOLI	P0A7V8	P0A7A7	P
RS4_ECOLI	SRP54_ECOLI	P0A7V8	P0AGD7	P
RS4_ECOLI	YBGC_ECOLI	P0A7V8	P0A8Z3	P
RS4_ECOLI	PLSB_ECOLI	P0A7V8	P0A7A7	P
RS4_ECOLI	YBGC_ECOLI	P0A7V8	P0A8Z3	P
RS4_ECOLI	SRP54_ECOLI	P0A7V8	P0AGD7	P
RS4_ECOLI	PSS_ECOLI	P0A7V8	P23830	P
RS4_ECOLI	HFQ_ECOLI	P0A7V8	P0A6X3	P
RS4_ECOLI	YEFI_ECOLI	P0A7V8	P37751	P
RS4_ECOLI	YBJX_ECOLI	P0A7V8	P75829	P
RS4_ECOLI	YBJX_ECOLI	P0A7V8	P75829	P
RS5_ECOLI	FTSZ_ECOLI	P0A7W1	P0A9A6	P
RS5_ECOLI	ERA_ECOLI	P0A7W1	P06616	P
RS5_ECOLI	LEPA_ECOLI	P0A7W1	P60785	P
RS5_ECOLI	EFTU1_ECOLI	P0A7W1	P0CE47	P
RS5_ECOLI	FTSE_ECOLI	P0A7W1	P0A9R7	P
RS5_ECOLI	RNE_ECOLI	P0A7W1	P21513	P
RS5_ECOLI	FABZ_ECOLI	P0A7W1	P0A6Q6	P
RS5_ECOLI	PSS_ECOLI	P0A7W1	P23830	P
RS8_ECOLI	PLSB_ECOLI	P0A7W7	P0A7A7	P
RS8_ECOLI	ACP_ECOLI	P0A7W7	P0A6A8	P
RS8_ECOLI	YADG_ECOLI	P0A7W7	P36879	P
RS9_ECOLI	FTSE_ECOLI	P0A7X3	P0A9R7	P
RS9_ECOLI	YADG_ECOLI	P0A7X3	P36879	P
RNH_ECOLI	ATPG_ECOLI	P0A7Y4	P0ABA6	P
RNH_ECOLI	ATPA_ECOLI	P0A7Y4	P0ABB0	P
RNPA_ECOLI	DLDH_ECOLI	P0A7Y8	P0A9P0	P
RPOA_ECOLI	ODP2_ECOLI	P0A7Z4	P06959	P
RPOA_ECOLI	MREB_ECOLI	P0A7Z4	P0A9X4	P
RPOA_ECOLI	SYD_ECOLI	P0A7Z4	P21889	P
RPOA_ECOLI	PSS_ECOLI	P0A7Z4	P23830	P
RPOA_ECOLI	PSS_ECOLI	P0A7Z4	P23830	P
RPOA_ECOLI	WAAU_ECOLI	P0A7Z4	P27242	P
RPOA_ECOLI	YEFI_ECOLI	P0A7Z4	P37751	P
RRF_ECOLI	YEFI_ECOLI	P0A805	P37751	P
METK_ECOLI	PSTB_ECOLI	P0A817	P0AAH0	P
METK_ECOLI	EFTU1_ECOLI	P0A817	P0CE47	P
METK_ECOLI	RECA_ECOLI	P0A817	P0A7G6	P
METK_ECOLI	MREB_ECOLI	P0A817	P0A9X4	P
METK_ECOLI	PSTB_ECOLI	P0A817	P0AAH0	P
METK_ECOLI	SRP54_ECOLI	P0A817	P0AGD7	P
METK_ECOLI	SECA_ECOLI	P0A817	P10408	P
METK_ECOLI	MREB_ECOLI	P0A817	P0A9X4	P
METK_ECOLI	LOLD_ECOLI	P0A817	P75957	P
SSRP_ECOLI	SECA_ECOLI	P0A832	P10408	P
TGT_ECOLI	ODP2_ECOLI	P0A847	P06959	P
TGT_ECOLI	HFQ_ECOLI	P0A847	P0A6X3	P
TIG_ECOLI	HFQ_ECOLI	P0A850	P0A6X3	P
TIG_ECOLI	GLPC_ECOLI	P0A850	P0A996	P
TIG_ECOLI	MREB_ECOLI	P0A850	P0A9X4	P
TIG_ECOLI	HFQ_ECOLI	P0A850	P0A6X3	P
TNAA_ECOLI	DNAK_ECOLI	P0A853	P0A6Y8	P
TNAA_ECOLI	YBHF_ECOLI	P0A853	P0A9U1	P
TPIS_ECOLI	DNAK_ECOLI	P0A858	P0A6Y8	P
TPIS_ECOLI	ENTB_ECOLI	P0A858	P0ADI4	P
TPX_ECOLI	YEFI_ECOLI	P0A862	P37751	P
TALA_ECOLI	YEFI_ECOLI	P0A867	P37751	P
YHBJ_ECOLI	EFTU1_ECOLI	P0A894	P0CE47	P
YCFP_ECOLI	YEFI_ECOLI	P0A8E1	P37751	P
YACL_ECOLI	HFQ_ECOLI	P0A8E5	P0A6X3	P
YACL_ECOLI	HFQ_ECOLI	P0A8E5	P0A6X3	P
YACL_ECOLI	NUOG_ECOLI	P0A8E5	P33602	P
UVRB_ECOLI	DLDH_ECOLI	P0A8F8	P0A9P0	P
UVRC_ECOLI	GLNK_ECOLI	P0A8G0	P0AC55	P
WRBA_ECOLI	YEFI_ECOLI	P0A8G6	P37751	P
TRMB_ECOLI	DNAK_ECOLI	P0A8I5	P0A6Y8	P
TRMB_ECOLI	PSS_ECOLI	P0A8I5	P23830	P
TRMB_ECOLI	PSS_ECOLI	P0A8I5	P23830	P
YBED_ECOLI	EFTU1_ECOLI	P0A8J4	P0CE47	P
YBED_ECOLI	MREB_ECOLI	P0A8J4	P0A9X4	P
RHLB_ECOLI	EFTU1_ECOLI	P0A8J8	P0CE47	P
RHLB_ECOLI	RNE_ECOLI	P0A8J8	P21513	P
RHLB_ECOLI	RNE_ECOLI	P0A8J8	P21513	P
YCIU_ECOLI	LEPA_ECOLI	P0A8L7	P60785	P
SYN_ECOLI	SYD_ECOLI	P0A8M0	P21889	P
SYT_ECOLI	DNAK_ECOLI	P0A8M3	P0A6Y8	P
SYK2_ECOLI	MREB_ECOLI	P0A8N5	P0A9X4	P
SYK2_ECOLI	YEFI_ECOLI	P0A8N5	P37751	P
XERD_ECOLI	ACP_ECOLI	P0A8P8	P0A6A8	P
XERD_ECOLI	ACP_ECOLI	P0A8P8	P0A6A8	P
YCJF_ECOLI	NUOG_ECOLI	P0A8R7	P33602	P
ICIA_ECOLI	EFTU1_ECOLI	P0A8S1	P0CE47	P
FLHD_ECOLI	FLIG_ECOLI	P0A8S9	P0ABZ1	P
RPOC_ECOLI	HTPG_ECOLI	P0A8T7	P0A6Z3	P
RPOC_ECOLI	CYSQ_ECOLI	P0A8T7	P22255	P
RPOC_ECOLI	HFQ_ECOLI	P0A8T7	P0A6X3	P
SYDP_ECOLI	YCCS_ECOLI	P0A8U0	P75870	P
RPOB_ECOLI	ATPB_ECOLI	P0A8V2	P0ABB4	P
RPOB_ECOLI	PSTB_ECOLI	P0A8V2	P0AAH0	P
RPOB_ECOLI	EFTU1_ECOLI	P0A8V2	P0CE47	P
RPOB_ECOLI	EFTU1_ECOLI	P0A8V2	P0CE47	P
YQGE_ECOLI	ZAPB_ECOLI	P0A8W5	P0AF36	P
YJGA_ECOLI	SECA_ECOLI	P0A8X0	P10408	P
YIDA_ECOLI	DNAK_ECOLI	P0A8Y5	P0A6Y8	P
YIDA_ECOLI	EFTU1_ECOLI	P0A8Y5	P0CE47	P
YIDA_ECOLI	MNME_ECOLI	P0A8Y5	P25522	P
YBGC_ECOLI	RL2_ECOLI	P0A8Z3	P60422	P
YBGC_ECOLI	RL15_ECOLI	P0A8Z3	P02413	P
YBGC_ECOLI	YBGC_ECOLI	P0A8Z3	P0A8Z3	P
YBGC_ECOLI	RL28_ECOLI	P0A8Z3	P0A7M2	P
YBGC_ECOLI	RL29_ECOLI	P0A8Z3	P0A7M6	P
YBGC_ECOLI	RS11_ECOLI	P0A8Z3	P0A7R9	P
YBGC_ECOLI	RL16_ECOLI	P0A8Z3	P0ADY7	P
YBGC_ECOLI	RL4_ECOLI	P0A8Z3	P60723	P
YBGC_ECOLI	YNBC_ECOLI	P0A8Z3	P76092	P
YBGC_ECOLI	YBDL_ECOLI	P0A8Z3	P77806	P
BLC_ECOLI	SECB_ECOLI	P0A901	P0AG86	P
OMPA_ECOLI	MREB_ECOLI	P0A910	P0A9X4	P
OMPA_ECOLI	YEFI_ECOLI	P0A910	P37751	P
FABB_ECOLI	ACP_ECOLI	P0A953	P0A6A8	P
FABB_ECOLI	ERA_ECOLI	P0A953	P06616	P
FABB_ECOLI	ACP_ECOLI	P0A953	P0A6A8	P
YFBQ_ECOLI	EFTU1_ECOLI	P0A959	P0CE47	P
CSPD_ECOLI	DPPD_ECOLI	P0A968	P0AAG0	P
CSPD_ECOLI	DPPD_ECOLI	P0A968	P0AAG0	P
CSPE_ECOLI	SECA_ECOLI	P0A972	P10408	P
CSPE_ECOLI	HFQ_ECOLI	P0A972	P0A6X3	P
DPO3B_ECOLI	POXB_ECOLI	P0A988	P07003	P
DPO3B_ECOLI	PUTA_ECOLI	P0A988	P09546	P
DPO3B_ECOLI	HDA_ECOLI	P0A988	P69931	P
ALF1_ECOLI	DNAK_ECOLI	P0A991	P0A6Y8	P
GLPC_ECOLI	RL16_ECOLI	P0A996	P0ADY7	P
GLPC_ECOLI	YJGD_ECOLI	P0A996	P0AF90	P
FTNA_ECOLI	YADG_ECOLI	P0A998	P36879	P
FTSZ_ECOLI	RS2_ECOLI	P0A9A6	P0A7V0	P
FTSZ_ECOLI	RS10_ECOLI	P0A9A6	P0A7R5	P
FTSZ_ECOLI	DNAK_ECOLI	P0A9A6	P0A6Y8	P
FTSZ_ECOLI	FTSA_ECOLI	P0A9A6	P0ABH0	P
FTSZ_ECOLI	FTSZ_ECOLI	P0A9A6	P0A9A6	P
FTSZ_ECOLI	EFG_ECOLI	P0A9A6	P0A6M8	P
FTSZ_ECOLI	PSTB_ECOLI	P0A9A6	P0AAH0	P
FTSZ_ECOLI	ADD_ECOLI	P0A9A6	P22333	P
FTSZ_ECOLI	ISPG_ECOLI	P0A9A6	P62620	P
FTSZ_ECOLI	GATY_ECOLI	P0A9A6	P0C8J6	P
FTSZ_ECOLI	FTSK_ECOLI	P0A9A6	P46889	P
FTSZ_ECOLI	FTSK_ECOLI	P0A9A6	P46889	P
FTSZ_ECOLI	ISPG_ECOLI	P0A9A6	P62620	P
FTSZ_ECOLI	YBAY_ECOLI	P0A9A6	P77717	P
G3P1_ECOLI	DNAK_ECOLI	P0A9B2	P0A6Y8	P
G3P1_ECOLI	CPXR_ECOLI	P0A9B2	P0AE88	P
DAPD_ECOLI	GLNQ_ECOLI	P0A9D8	P10346	P
MNTR_ECOLI	METN_ECOLI	P0A9F1	P30750	P
LDCI_ECOLI	SECA_ECOLI	P0A9H3	P10408	P
CFA_ECOLI	PSTB_ECOLI	P0A9H7	P0AAH0	P
CFA_ECOLI	PSTB_ECOLI	P0A9H7	P0AAH0	P
RNG_ECOLI	HFQ_ECOLI	P0A9J0	P0A6X3	P
RNG_ECOLI	HFQ_ECOLI	P0A9J0	P0A6X3	P
PHOL_ECOLI	SECA_ECOLI	P0A9K3	P10408	P
PHOL_ECOLI	FABZ_ECOLI	P0A9K3	P0A6Q6	P
PHOL_ECOLI	PSS_ECOLI	P0A9K3	P23830	P
PHOU_ECOLI	PHOU_ECOLI	P0A9K7	P0A9K7	P
SLYD_ECOLI	GLPC_ECOLI	P0A9K9	P0A996	P
SLYD_ECOLI	SAPD_ECOLI	P0A9K9	P0AAH4	P
LON_ECOLI	SRP54_ECOLI	P0A9M0	P0AGD7	P
LON_ECOLI	SECB_ECOLI	P0A9M0	P0AG86	P
LON_ECOLI	HFQ_ECOLI	P0A9M0	P0A6X3	P
HPRT_ECOLI	GLNQ_ECOLI	P0A9M2	P10346	P
DLDH_ECOLI	DMA_ECOLI	P0A9P0	P0AEE8	P
DLDH_ECOLI	PLSB_ECOLI	P0A9P0	P0A7A7	P
DLDH_ECOLI	PHSM_ECOLI	P0A9P0	P00490	P
DLDH_ECOLI	DPO1_ECOLI	P0A9P0	P00582	P
DLDH_ECOLI	RNH_ECOLI	P0A9P0	P0A7Y4	P
DLDH_ECOLI	DNAA_ECOLI	P0A9P0	P03004	P
DLDH_ECOLI	UVRD_ECOLI	P0A9P0	P03018	P
DLDH_ECOLI	EX5A_ECOLI	P0A9P0	P04993	P
DLDH_ECOLI	CHEY_ECOLI	P0A9P0	P0AE67	P
DLDH_ECOLI	ODO1_ECOLI	P0A9P0	P0AFG3	P
DLDH_ECOLI	ODO2_ECOLI	P0A9P0	P0AFG6	P
DLDH_ECOLI	UVRY_ECOLI	P0A9P0	P0AED5	P
DLDH_ECOLI	UVRC_ECOLI	P0A9P0	P0A8G0	P
DLDH_ECOLI	CH60_ECOLI	P0A9P0	P0A6F5	P
DLDH_ECOLI	DPO3A_ECOLI	P0A9P0	P10443	P
DLDH_ECOLI	FUCM_ECOLI	P0A9P0	P0AEN8	P
DLDH_ECOLI	TOP3_ECOLI	P0A9P0	P14294	P
DLDH_ECOLI	RECQ_ECOLI	P0A9P0	P15043	P
DLDH_ECOLI	PARC_ECOLI	P0A9P0	P0AFI2	P
DLDH_ECOLI	END3_ECOLI	P0A9P0	P0AB83	P
DLDH_ECOLI	SURA_ECOLI	P0A9P0	P0ABZ6	P
DLDH_ECOLI	RECJ_ECOLI	P0A9P0	P21893	P
DLDH_ECOLI	LDCI_ECOLI	P0A9P0	P0A9H3	P
DLDH_ECOLI	YCEA_ECOLI	P0A9P0	P24188	P
DLDH_ECOLI	NUDB_ECOLI	P0A9P0	P0AFC0	P
DLDH_ECOLI	GLUQ_ECOLI	P0A9P0	P27305	P
DLDH_ECOLI	UBIE_ECOLI	P0A9P0	P0A887	P
DLDH_ECOLI	IBPA_ECOLI	P0A9P0	P0C054	P
DLDH_ECOLI	IBPB_ECOLI	P0A9P0	P0C058	P
DLDH_ECOLI	YJEF_ECOLI	P0A9P0	P31806	P
DLDH_ECOLI	TRMB_ECOLI	P0A9P0	P0A8I5	P
DLDH_ECOLI	DUSC_ECOLI	P0A9P0	P33371	P
DLDH_ECOLI	YEJF_ECOLI	P0A9P0	P33916	P
DLDH_ECOLI	NAPA_ECOLI	P0A9P0	P33937	P
DLDH_ECOLI	HRPB_ECOLI	P0A9P0	P37024	P
DLDH_ECOLI	YJGD_ECOLI	P0A9P0	P0AF90	P
DLDH_ECOLI	INTS_ECOLI	P0A9P0	P37326	P
DLDH_ECOLI	YRAN_ECOLI	P0A9P0	P45465	P
DLDH_ECOLI	YHBU_ECOLI	P0A9P0	P45527	P
DLDH_ECOLI	YBCJ_ECOLI	P0A9P0	P0AAS7	P
DLDH_ECOLI	YGFF_ECOLI	P0A9P0	P52037	P
DLDH_ECOLI	ZNUC_ECOLI	P0A9P0	P0A9X1	P
DLDH_ECOLI	YBHK_ECOLI	P0A9P0	P75767	P
DLDH_ECOLI	YBJX_ECOLI	P0A9P0	P75829	P
DLDH_ECOLI	YFIQ_ECOLI	P0A9P0	P76594	P
DLDH_ECOLI	YDAM_ECOLI	P0A9P0	P77302	P
DLDH_ECOLI	PHOL_ECOLI	P0A9P0	P0A9K3	P
DLDH_ECOLI	PINR_ECOLI	P0A9P0	P0ADI0	P
DEAD_ECOLI	ACP_ECOLI	P0A9P6	P0A6A8	P
DEAD_ECOLI	HFQ_ECOLI	P0A9P6	P0A6X3	P
DEAD_ECOLI	RNE_ECOLI	P0A9P6	P21513	P
DEAD_ECOLI	RNE_ECOLI	P0A9P6	P21513	P
DEAD_ECOLI	PSS_ECOLI	P0A9P6	P23830	P
DEAD_ECOLI	HFQ_ECOLI	P0A9P6	P0A6X3	P
ACCD_ECOLI	FTSA_ECOLI	P0A9Q5	P0ABH0	P
ADHE_ECOLI	SRP54_ECOLI	P0A9Q7	P0AGD7	P
FTSE_ECOLI	RS2_ECOLI	P0A9R7	P0A7V0	P
FTSE_ECOLI	RS10_ECOLI	P0A9R7	P0A7R5	P
FTSE_ECOLI	RL22_ECOLI	P0A9R7	P61175	P
FTSE_ECOLI	MURB_ECOLI	P0A9R7	P08373	P
FTSE_ECOLI	EFTU1_ECOLI	P0A9R7	P0CE47	P
FTSE_ECOLI	FTSE_ECOLI	P0A9R7	P0A9R7	P
FTSE_ECOLI	SBCC_ECOLI	P0A9R7	P13458	P
FTSE_ECOLI	HLDD_ECOLI	P0A9R7	P67910	P
FTSE_ECOLI	MURE_ECOLI	P0A9R7	P22188	P
FTSE_ECOLI	YNAA_ECOLI	P0A9R7	P77658	P
GLDA_ECOLI	NARZ_ECOLI	P0A9S5	P19319	P
TAS_ECOLI	MNMG_ECOLI	P0A9T4	P0A6U3	P
