ID interactor A_ID interactor B	ID interactor A	ID interactor B
P10484_P0AAB4	P10484	P0AAB4
P0A7K2_P26647	P0A7K2	P26647
P0A7Z4_P27242	P0A7Z4	P27242
P0A7I0_P27242	P0A7I0	P27242
P06959_P27305	P06959	P27305
P0A9P0_P27305	P0A9P0	P27305
P0A6X3_P0ABT2	P0A6X3	P0ABT2
P0A9A6_P62620	P0A9A6	P62620
P0A9P0_P0A887	P0A9P0	P0A887
P0A6Y8_P27896	P0A6Y8	P27896
P0AFF6_P0AED0	P0AFF6	P0AED0
P0A7E9_P0AED0	P0A7E9	P0AED0
P0A6Y8_P69910	P0A6Y8	P69910
P0AFL6_P28630	P0AFL6	P28630
P10408_P28631	P10408	P28631
P0A754_P28635	P0A754	P28635
P0AAF3_P28635	P0AAF3	P28635
P0AAF6_P0A7B1	P0AAF6	P0A7B1
P00956_P0A7B1	P00956	P0A7B1
P0A7B1_P0A7B1	P0A7B1	P0A7B1
P0AGD7_P0C0R7	P0AGD7	P0C0R7
P0CE47_P0C0R7	P0CE47	P0C0R7
P0CE47_P0A749	P0CE47	P0A749
P0ABH0_P29131	P0ABH0	P29131
P0AEK4_P0AEK4	P0AEK4	P0AEK4
P0A7J3_P0AEK4	P0A7J3	P0AEK4
P0ABB4_P0C054	P0ABB4	P0C054
P0A9P0_P0C054	P0A9P0	P0C054
P06993_P0C054	P06993	P0C054
P0AAH0_P0C054	P0AAH0	P0C054
P0AED0_P0C054	P0AED0	P0C054
P0A9P0_P0C058	P0A9P0	P0C058
P68187_P0C058	P68187	P0C058
P06993_P0C058	P06993	P0C058
P0A9X4_P0C058	P0A9X4	P0C058
P0A6Y8_P0A7E9	P0A6Y8	P0A7E9
P69828_P0A7E9	P69828	P0A7E9
P0A7G6_P0A7E9	P0A7G6	P0A7E9
P10408_P0A7E9	P10408	P0A7E9
P09546_P30126	P09546	P30126
P17443_P30130	P17443	P30130
P0CE47_P30745	P0CE47	P30745
P30750_P30750	P30750	P30750
P0A9F1_P30750	P0A9F1	P30750
P0AES6_P30750	P0AES6	P30750
P16433_P30750	P16433	P30750
P05791_P30750	P05791	P30750
P71237_P30750	P71237	P30750
P23842_P30750	P23842	P30750
P0A705_P30750	P0A705	P30750
P03018_P30750	P03018	P30750
P0ABH0_P0A9K9	P0ABH0	P0A9K9
P0AFI2_P0A9K9	P0AFI2	P0A9K9
P0AAG3_P0A9K9	P0AAG3	P0A9K9
P0AAF6_P0AAF6	P0AAF6	P0AAF6
P0A6Y8_P0ABD5	P0A6Y8	P0ABD5
P0A6A8_P0ABD5	P0A6A8	P0ABD5
P0A6X3_P30871	P0A6X3	P30871
P06959_P30871	P06959	P30871
P10441_P60932	P10441	P60932
P0CE47_P0A7B8	P0CE47	P0A7B8
P25798_P0ABZ1	P25798	P0ABZ1
P0A6A8_P31119	P0A6A8	P31119
P10408_P31119	P10408	P31119
P0A6A8_P31119	P0A6A8	P31119
P0CE47_P31120	P0CE47	P31120
P0A9T8_P0A9T8	P0A9T8	P0A9T8
P0AEM0_P31450	P0AEM0	P31450
P0A6Y8_P31473	P0A6Y8	P31473
P69931_P31600	P69931	P31600
P0A6Y8_P31663	P0A6Y8	P31663
P0ABA6_P31663	P0ABA6	P31663
P0A6X3_P69913	P0A6X3	P69913
P0A6Y8_P0AF67	P0A6Y8	P0AF67
P06959_P31806	P06959	P31806
P0A9P0_P31806	P0A9P0	P31806
P33602_P31979	P33602	P31979
P0A9P0_P0A8I5	P0A9P0	P0A8I5
P0AFI2_P0A832	P0AFI2	P0A832
P06959_P32053	P06959	P32053
P31450_P32053	P31450	P32053
P09152_P32125	P09152	P32125
P10408_P0A8H6	P10408	P0A8H6
P0A6Y8_P0ADQ2	P0A6Y8	P0ADQ2
P09152_P0A6H5	P09152	P0A6H5
P0AAH0_P0A6H5	P0AAH0	P0A6H5
P0A7G6_P0A6H5	P0A7G6	P0A6H5
P10408_P0A6H5	P10408	P0A6H5
P00561_P0A6H5	P00561	P0A6H5
P0CE47_P0A6H5	P0CE47	P0A6H5
P09152_P32173	P09152	P32173
P06959_P32177	P06959	P32177
P0A6Y8_P0AG07	P0A6Y8	P0AG07
P32670_P32670	P32670	P32670
P0A6X3_P68739	P0A6X3	P68739
P0A9X4_P32689	P0A9X4	P32689
P77268_P32718	P77268	P32718
P75838_P32721	P75838	P32721
P60785_P33025	P60785	P33025
P60785_P33025	P60785	P33025
P15070_P33135	P15070	P33135
P0A9X4_P0A6H1	P0A9X4	P0A6H1
P0CE47_P0A6H1	P0CE47	P0A6H1
P0A6A8_P33224	P0A6A8	P33224
P06959_P33224	P06959	P33224
P0A6X3_P33224	P0A6X3	P33224
P0A6A8_P33224	P0A6A8	P33224
P10441_P33226	P10441	P33226
P64602_P33368	P64602	P33368
P10378_P33371	P10378	P33371
P0A9P0_P33371	P0A9P0	P33371
P10408_P33371	P10408	P33371
P33593_P33593	P33593	P33593
P0AFG8_P33593	P0AFG8	P33593
P33594_P33594	P33594	P33594
P60422_P33594	P60422	P33594
P10408_P33594	P10408	P33594
P0A6H5_P33599	P0A6H5	P33599
P0A9X4_P33599	P0A9X4	P33599
P36979_P33599	P36979	P33599
P33599_P33599	P33599	P33599
P00509_P33599	P00509	P33599
P38038_P33599	P38038	P33599
P75863_P33599	P75863	P33599
P0ACA7_P33599	P0ACA7	P33599
P0A8E5_P33602	P0A8E5	P33602
P30126_P33602	P30126	P33602
P30011_P33602	P30011	P33602
P0AFD1_P33602	P0AFD1	P33602
P0A7D4_P33602	P0A7D4	P33602
P0A8R7_P33602	P0A8R7	P33602
P0AEM0_P0AFD6	P0AEM0	P0AFD6
P0ABH0_P0AGJ5	P0ABH0	P0AGJ5
P0A6X3_P0AGJ5	P0A6X3	P0AGJ5
P21513_P0AGJ5	P21513	P0AGJ5
P77499_P0AGJ5	P77499	P0AGJ5
P69931_P33915	P69931	P33915
P33916_P33916	P33916	P33916
P10443_P33916	P10443	P33916
P0A9P0_P33916	P0A9P0	P33916
P0CE47_P33916	P0CE47	P33916
P0A9P0_P33937	P0A9P0	P33937
P06959_P0A9I5	P06959	P0A9I5
P0A6A8_P0A894	P0A6A8	P0A894
P0AFX9_P0AGB6	P0AFX9	P0AGB6
P0AFX4_P0AGB6	P0AFX4	P0AGB6
P10408_P0A6Z1	P10408	P0A6Z1
P0A9K9_P0AAH4	P0A9K9	P0AAH4
P25522_P0AAH8	P25522	P0AAH8
P0CE47_P69488	P0CE47	P69488
P0ABH0_P69488	P0ABH0	P69488
P0AFY8_P0AFY8	P0AFY8	P0AFY8
P0AFI2_P0AFY8	P0AFI2	P0AFY8
P0ACF4_P0AFY8	P0ACF4	P0AFY8
P69910_P36879	P69910	P36879
P09551_P36879	P09551	P36879
P0A998_P36879	P0A998	P36879
P0A6F9_P36879	P0A6F9	P36879
P0C054_P36879	P0C054	P36879
P60723_P36879	P60723	P36879
P0A7R1_P36879	P0A7R1	P36879
P0A7K2_P36879	P0A7K2	P36879
P0AA10_P36879	P0AA10	P36879
P0ADY7_P36879	P0ADY7	P36879
P0C018_P36879	P0C018	P36879
P0A7K6_P36879	P0A7K6	P36879
P0A7L3_P36879	P0A7L3	P36879
P0AG48_P36879	P0AG48	P36879
P60624_P36879	P60624	P36879
P0A7M2_P36879	P0A7M2	P36879
P0A7V3_P36879	P0A7V3	P36879
P0A7W7_P36879	P0A7W7	P36879
P0A7X3_P36879	P0A7X3	P36879
P0A7T3_P36879	P0A7T3	P36879
P0A7T7_P36879	P0A7T7	P36879
P0A7U7_P36879	P0A7U7	P36879
P0A6Y8_P0ACE7	P0A6Y8	P0ACE7
P06959_P36979	P06959	P36979
P0A9X4_P36979	P0A9X4	P36979
P21513_P36979	P21513	P36979
P10408_P36979	P10408	P36979
P0A7G6_P36979	P0A7G6	P36979
P0ADI4_P0A9Y6	P0ADI4	P0A9Y6
P0A6X3_P0A9Y6	P0A6X3	P0A9Y6
P09546_P0A9Y6	P09546	P0A9Y6
P10408_P0A972	P10408	P0A972
P0CE47_P37009	P0CE47	P37009
P06959_P37024	P06959	P37024
P0A9P0_P37024	P0A9P0	P37024
P0A6Y8_P37095	P0A6Y8	P37095
P0AEK4_P0AF90	P0AEK4	P0AF90
P06959_P0AF90	P06959	P0AF90
P0A9P0_P0AF90	P0A9P0	P0AF90
P0CE47_P0ACE0	P0CE47	P0ACE0
P63386_P0ACE0	P63386	P0ACE0
P0C054_P69828	P0C054	P69828
P37188_P37188	P37188	P37188
P02990_P37188	P02990	P37188
P0C054_P37188	P0C054	P37188
P0A9X4_P37188	P0A9X4	P37188
P0A7E9_P37188	P0A7E9	P37188
P0C054_P37188	P0C054	P37188
P0A7E9_P37188	P0A7E9	P37188
P0A9A6_P0C8J6	P0A9A6	P0C8J6
P0A9X4_P0C8J6	P0A9X4	P0C8J6
P0AAH0_P0C8J6	P0AAH0	P0C8J6
P0A968_P0AAG0	P0A968	P0AAG0
P0A9P0_P37326	P0A9P0	P37326
P0CE47_P0AFQ7	P0CE47	P0AFQ7
P0AES4_P37349	P0AES4	P37349
P37349_P37349	P37349	P37349
P76558_P37349	P76558	P37349
P16700_P37349	P16700	P37349
P39277_P37349	P39277	P37349
P30750_P37640	P30750	P37640
P61889_P37645	P61889	P37645
P69828_P37685	P69828	P37685
P0A6F9_P37751	P0A6F9	P37751
P76658_P37751	P76658	P37751
P28249_P37751	P28249	P37751
P00805_P37751	P00805	P37751
P0ABB0_P37751	P0ABB0	P37751
P63284_P37751	P63284	P37751
P0A9Y6_P37751	P0A9Y6	P37751
P76015_P37751	P76015	P37751
P0A6P9_P37751	P0A6P9	P37751
P0AAI5_P37751	P0AAI5	P37751
P0A805_P37751	P0A805	P37751
P63235_P37751	P63235	P37751
P0ABH7_P37751	P0ABH7	P37751
P0A6Z3_P37751	P0A6Z3	P37751
P0A8N5_P37751	P0A8N5	P37751
P23843_P37751	P23843	P37751
P15288_P37751	P15288	P37751
P09373_P37751	P09373	P37751
P0A799_P37751	P0A799	P37751
P0A7A9_P37751	P0A7A9	P37751
P0A7L0_P37751	P0A7L0	P37751
P60422_P37751	P60422	P37751
P62399_P37751	P62399	P37751
P0AG55_P37751	P0AG55	P37751
P0AA10_P37751	P0AA10	P37751
P0ADY7_P37751	P0ADY7	P37751
P0A7K6_P37751	P0A7K6	P37751
P68919_P37751	P68919	P37751
P0A7Z4_P37751	P0A7Z4	P37751
P0AG67_P37751	P0AG67	P37751
P0A7V8_P37751	P0A7V8	P37751
P02358_P37751	P02358	P37751
P0A7U3_P37751	P0A7U3	P37751
P0A7U7_P37751	P0A7U7	P37751
P0A867_P37751	P0A867	P37751
P0A862_P37751	P0A862	P37751
P0A8G6_P37751	P0A8G6	P37751
P21367_P37751	P21367	P37751
P0A8E1_P37751	P0A8E1	P37751
P0AD33_P37751	P0AD33	P37751
P68066_P37751	P68066	P37751
P0A910_P37751	P0A910	P37751
P0A6X3_P37765	P0A6X3	P37765
P0A9U1_P37765	P0A9U1	P37765
P36879_P37765	P36879	P37765
P0A7B3_P0A7B3	P0A7B3	P0A7B3
P39346_P37774	P39346	P37774
P77395_P0A9W3	P77395	P0A9W3
P0AAG3_P37902	P0AAG3	P37902
P0A9V1_P37903	P0A9V1	P37903
P0AGB6_P0AFX7	P0AGB6	P0AFX7
P0A9Z1_P0AC55	P0A9Z1	P0AC55
P0AC55_P0AC55	P0AC55	P0AC55
P0A8G0_P0AC55	P0A8G0	P0AC55
P0A6Y8_P38506	P0A6Y8	P38506
P33360_P0A9L5	P33360	P0A9L5
P0A6Y8_P0A6B7	P0A6Y8	P0A6B7
P0A9X4_P39177	P0A9X4	P39177
P0A6Y8_P39177	P0A6Y8	P39177
P10408_P39177	P10408	P39177
P0AG86_P39177	P0AG86	P39177
P37751_P39177	P37751	P39177
P0CE47_P0A9M8	P0CE47	P0A9M8
P33916_P39199	P33916	P39199
P0A6Y8_P39199	P0A6Y8	P39199
P0AGB6_P39280	P0AGB6	P39280
P06974_P39280	P06974	P39280
P0A6Y8_P39286	P0A6Y8	P39286
P06959_P0A9W0	P06959	P0A9W0
P0CE47_P0A9W0	P0CE47	P0A9W0
P0ADI4_P0A9L3	P0ADI4	P0A9L3
P30750_P39353	P30750	P39353
P05791_P39405	P05791	P39405
P0AFI2_P39407	P0AFI2	P39407
P0A6A8_P0AAI5	P0A6A8	P0AAI5
P0A6Y8_P0AAI5	P0A6Y8	P0AAI5
P0A7J0_P39830	P0A7J0	P39830
P0A6Y8_P42184	P0A6Y8	P42184
P0A9X4_P42184	P0A9X4	P42184
P11349_P42593	P11349	P42593
P0A6Y8_P42630	P0A6Y8	P42630
P0ABH0_P42632	P0ABH0	P42632
P06959_P43329	P06959	P43329
P0CE47_P43329	P0CE47	P43329
P43672_P43672	P43672	P43672
P25553_P43672	P25553	P43672
P63386_P63386	P63386	P63386
P02990_P63386	P02990	P63386
P0A6Y8_P45428	P0A6Y8	P45428
P06959_P45465	P06959	P45465
P0A9P0_P45465	P0A9P0	P45465
P10378_P45523	P10378	P45523
P0A9P0_P45527	P0A9P0	P45527
P0CE47_P45527	P0CE47	P45527
P63389_P63389	P63389	P63389
P0AFG3_P63389	P0AFG3	P63389
P14175_P0A8E5	P14175	P0A8E5
P06959_P0AAS7	P06959	P0AAS7
P0A9P0_P0AAS7	P0A9P0	P0AAS7
P23830_P0AAS7	P23830	P0AAS7
P31134_P45800	P31134	P45800
P33593_P0A6Y5	P33593	P0A6Y5
P0A9A6_P46889	P0A9A6	P46889
P0AFI2_P46889	P0AFI2	P46889
P0A9A6_P46889	P0A9A6	P46889
P69786_P50456	P69786	P50456
P50456_P50456	P50456	P50456
P0A9P0_P52037	P0A9P0	P52037
P0A6Z3_P52052	P0A6Z3	P52052
P0A6Z3_P52052	P0A6Z3	P52052
P77737_P52096	P77737	P52096
P0A6Y8_P52126	P0A6Y8	P52126
P0AGB6_P52612	P0AGB6	P52612
P0ABY2_P52613	P0ABY2	P52613
P0A9X1_P0A9X1	P0A9X1	P0A9X1
P0AFG8_P0A9X1	P0AFG8	P0A9X1
P06959_P0A9X1	P06959	P0A9X1
P0A9P0_P0A9X1	P0A9P0	P0A9X1
P61175_P0A9X1	P61175	P0A9X1
P0A7N9_P0A9X1	P0A7N9	P0A9X1
P10121_P60390	P10121	P60390
P21513_P60422	P21513	P60422
P0AFI2_P60422	P0AFI2	P60422
P75829_P60422	P75829	P60422
P36879_P60422	P36879	P60422
P21889_P60472	P21889	P60472
P75829_P60624	P75829	P60624
P0A8Z3_P60723	P0A8Z3	P60723
P10408_P60723	P10408	P60723
P60785_P60785	P60785	P60785
P0A8L7_P60785	P0A8L7	P60785
P0A6C5_P60785	P0A6C5	P60785
P0AEW1_P60785	P0AEW1	P60785
P15032_P60785	P15032	P60785
P64423_P60785	P64423	P60785
P0ADM6_P60785	P0ADM6	P60785
P0ACD8_P61320	P0ACD8	P61320
P39180_P61889	P39180	P61889
P36879_P62399	P36879	P62399
P0A9A6_P62620	P0A9A6	P62620
P77499_P63228	P77499	P63228
P0A6F5_P63386	P0A6F5	P63386
P0A6F9_P63386	P0A6F9	P63386
P0ACE0_P63386	P0ACE0	P63386
P0A7K2_P63386	P0A7K2	P63386
P0AGD7_P64517	P0AGD7	P64517
P11349_P64517	P11349	P64517
P10408_P64517	P10408	P64517
P37751_P64581	P37751	P64581
P10408_P64588	P10408	P64588
P63386_P64602	P63386	P64602
P75967_P64602	P75967	P64602
P0ABZ4_P67910	P0ABZ4	P67910
P36879_P67910	P36879	P67910
P75829_P67910	P75829	P67910
P0AFP6_P68187	P0AFP6	P68187
P0A9X4_P68187	P0A9X4	P68187
P37751_P68206	P37751	P68206
P23830_P68679	P23830	P68679
P36879_P68679	P36879	P68679
P0A6X3_P68739	P0A6X3	P68739
P0CE47_P69407	P0CE47	P69407
P09546_P69441	P09546	P69441
P37751_P69441	P37751	P69441
P0CE47_P69488	P0CE47	P69488
P0ACD8_P69739	P0ACD8	P69739
P0ABT2_P69783	P0ABT2	P69783
P04335_P69783	P04335	P69783
P33599_P69783	P33599	P69783
P75863_P69783	P75863	P69783
P50456_P69786	P50456	P69786
P76268_P69797	P76268	P69797
P76270_P69797	P76270	P69797
P24255_P69797	P24255	P69797
P32693_P69828	P32693	P69828
P36683_P69828	P36683	P69828
P29012_P69828	P29012	P69828
P0A7E9_P69828	P0A7E9	P69828
P18775_P69853	P18775	P69853
P0A7M2_P69853	P0A7M2	P69853
P36879_P69910	P36879	P69910
P37751_P69910	P37751	P69910
P33599_P69910	P33599	P69910
P21513_P69913	P21513	P69913
P0A988_P69931	P0A988	P69931
P69931_P69931	P69931	P69931
P33915_P69931	P33915	P69931
P31600_P69931	P31600	P69931
Q47536_P69931	Q47536	P69931
P0A717_P69931	P0A717	P69931
P0AG86_P75697	P0AG86	P75697
P0A6A8_P0AAV4	P0A6A8	P0AAV4
P0A9P0_P75767	P0A9P0	P75767
P10408_P75767	P10408	P75767
P0A9U1_P75767	P0A9U1	P75767
P0A9U1_P75767	P0A9U1	P75767
P0A9X9_P0A9U1	P0A9X9	P0A9U1
P0A9U1_P0A9U1	P0A9U1	P0A9U1
P0AFG8_P0A9U1	P0AFG8	P0A9U1
P25522_P75786	P25522	P75786
P67910_P75829	P67910	P75829
P75829_P75829	P75829	P75829
P06959_P75829	P06959	P75829
P0ACF4_P75829	P0ACF4	P75829
P0A9P0_P75829	P0A9P0	P75829
P23830_P75829	P23830	P75829
P0A7L0_P75829	P0A7L0	P75829
P60723_P75829	P60723	P75829
P0AG55_P75829	P0AG55	P75829
P0A7J3_P75829	P0A7J3	P75829
P0A7K2_P75829	P0A7K2	P75829
P0AA10_P75829	P0AA10	P75829
P02413_P75829	P02413	P75829
P0AG44_P75829	P0AG44	P75829
P61175_P75829	P61175	P75829
P0A7M2_P75829	P0A7M2	P75829
P0A7N9_P75829	P0A7N9	P75829
P0AG67_P75829	P0AG67	P75829
P0A7V3_P75829	P0A7V3	P75829
P0A7V8_P75829	P0A7V8	P75829
P02359_P75829	P02359	P75829
P21507_P75829	P21507	P75829
P02990_P75829	P02990	P75829
P21499_P75829	P21499	P75829
P37765_P75829	P37765	P75829
P60723_P75829	P60723	P75829
P62399_P75829	P62399	P75829
P0AG55_P75829	P0AG55	P75829
P0A7K6_P75829	P0A7K6	P75829
P0A7V3_P75829	P0A7V3	P75829
P0A7V8_P75829	P0A7V8	P75829
P0ACF4_P75829	P0ACF4	P75829
P0A7R1_P75829	P0A7R1	P75829
P0A7K2_P75829	P0A7K2	P75829
P0AG48_P75829	P0AG48	P75829
P0A7N9_P75829	P0A7N9	P75829
P0A7S9_P75829	P0A7S9	P75829
P0ABB4_P75830	P0ABB4	P75830
P60785_P75830	P60785	P75830
P23830_P75838	P23830	P75838
P06974_P75849	P06974	P75849
P0AEK4_P75864	P0AEK4	P75864
P0A8U0_P75870	P0A8U0	P75870
P0A6A8_P0AB65	P0A6A8	P0AB65
P0AAH0_P75954	P0AAH0	P75954
P0A817_P75957	P0A817	P75957
P0A9W3_P75967	P0A9W3	P75967
P06959_P75990	P06959	P75990
P0ABZ4_P75990	P0ABZ4	P75990
P33916_P76027	P33916	P76027
P06959_P0A8L7	P06959	P0A8L7
P60785_P0A8L7	P60785	P0A8L7
P60785_P76037	P60785	P76037
P60785_P76037	P60785	P76037
P60785_P64423	P60785	P64423
P43672_P76069	P43672	P76069
P37349_P76072	P37349	P76072
P37188_P76092	P37188	P76092
P0A8Z3_P76092	P0A8Z3	P76092
P0A9X1_P76092	P0A9X1	P76092
P0A734_P76116	P0A734	P76116
P21513_P76116	P21513	P76116
P69853_P69853	P69853	P69853
P18775_P69853	P18775	P69853
P33225_P69853	P33225	P69853
P76194_P76194	P76194	P76194
P77444_P76194	P77444	P76194
P13024_P76194	P13024	P76194
P0A9X4_P64476	P0A9X4	P64476
P06959_P0AE60	P06959	P0AE60
P0A6Z3_P76236	P0A6Z3	P76236
P0A6Z3_P76236	P0A6Z3	P76236
Q46845_P76257	Q46845	P76257
P0A698_P76268	P0A698	P76268
P33602_P76347	P33602	P76347
P43672_P76440	P43672	P76440
P0AEK4_P76573	P0AEK4	P76573
P0AEK4_P76573	P0AEK4	P76573
P0A9P0_P76594	P0A9P0	P76594
P10408_P76658	P10408	P76658
P0ABH0_P77173	P0ABH0	P77173
P0A6Y8_P0ACX3	P0A6Y8	P0ACX3
P77279_P77279	P77279	P77279
P0A9P0_P77302	P0A9P0	P77302
P0A6Z3_P77329	P0A6Z3	P77329
P04825_P77329	P04825	P77329
P06959_P0A9K3	P06959	P0A9K3
P0A9P0_P0A9K3	P0A9P0	P0A9K3
P06959_P77399	P06959	P77399
P77439_P77439	P77439	P77439
P76503_P77439	P76503	P77439
P0ADZ0_P77439	P0ADZ0	P77439
P77399_P77439	P77399	P77439
P77444_P77444	P77444	P77444
P37024_P77481	P37024	P77481
P0A9X4_P77488	P0A9X4	P77488
P0A707_P77499	P0A707	P77499
P77499_P77499	P77499	P77499
P77689_P77522	P77689	P77522
P77499_P77522	P77499	P77522
P77522_P77522	P77522	P77522
P10408_P77539	P10408	P77539
P0CE47_P77552	P0CE47	P77552
P06959_P0ADI0	P06959	P0ADI0
P0A9P0_P0ADI0	P0A9P0	P0ADI0
P0A6Y8_P0AEI1	P0A6Y8	P0AEI1
P0CE47_P0AEI1	P0CE47	P0AEI1
P0A9R7_P77658	P0A9R7	P77658
P77689_P77689	P77689	P77689
P77499_P77689	P77499	P77689
P0A9A6_P77717	P0A9A6	P77717
P0A6Y8_P77756	P0A6Y8	P77756
P23830_P77781	P23830	P77781
P69853_P77783	P69853	P77783
P0A8Z3_P77806	P0A8Z3	P77806
P0A6Y8_P69908	P0A6Y8	P69908
P37349_P80644	P37349	P80644
P0CE47_Q46802	P0CE47	Q46802
P0ACD8_Q46811	P0ACD8	Q46811
P10408_Q46845	P10408	Q46845
P10408_Q46877	P10408	Q46877
P69931_Q47536	P69931	Q47536
P43672_Q47536	P43672	Q47536
P0A6Y8_Q47622	P0A6Y8	Q47622
P0A6A8_Q47718	P0A6A8	Q47718
P30750_Q57083	P30750	Q57083
P77625_Q6BEX0	P77625	Q6BEX0
