	ID interactor A	ID interactor B
DPO3B_ECOLI	P0A988	P0A9D8
HPRT_ECOLI	P0A9M2	P0A9D8
YDAC_ECOLI	P33230	P0A9F3
FADA_ECOLI	P21151	P0A9F3
DPIA_ECOLI	P0AEF4	P0A9F3
RAVA_ECOLI	P31473	P0A9H3
G3P1_ECOLI	P0A9B2	P0A9H9
CHEA_ECOLI	P07363	P0A9H9
CHEZ_ECOLI	P0A9H9	P0A9H9
YACL_ECOLI	P0A8E5	P0A9I5
CH60_ECOLI	P0A6F5	P0A9I5
YAJQ_ECOLI	P0A8E7	P0A9I5
CH10_ECOLI	P0A6F9	P0A9I5
RL23_ECOLI	P0ADZ0	P0A9I5
ENO_ECOLI	P0A6P9	P0A9J0
RPE_ECOLI	P0AG07	P0A9J0
RS21_ECOLI	P68679	P0A9J0
CBPA_ECOLI	P36659	P0A9J6
RRAA_ECOLI	P0A8R0	P0A9K3
TRMB_ECOLI	P0A8I5	P0A9K3
RL15_ECOLI	P02413	P0A9K3
RL16_ECOLI	P0ADY7	P0A9K3
RS13_ECOLI	P0A7S9	P0A9K3
RL20_ECOLI	P0A7L3	P0A9K3
RL33_ECOLI	P0A7N9	P0A9K3
RS16_ECOLI	P0A7T3	P0A9K3
RL6_ECOLI	P0AG55	P0A9K3
RL24_ECOLI	P60624	P0A9K3
YFCB_ECOLI	P39199	P0A9K3
RLUB_ECOLI	P37765	P0A9K3
RS4_ECOLI	P0A7V8	P0A9K3
YRDA_ECOLI	P0A9W9	P0A9K9
LGUL_ECOLI	P0AC81	P0A9K9
HYPC_ECOLI	P0AAM3	P0A9K9
HPRT_ECOLI	P0A9M2	P0A9K9
YACL_ECOLI	P0A8E5	P0A9K9
YBGI_ECOLI	P0AFP6	P0A9K9
YDII_ECOLI	P77781	P0A9K9
YGAD_ECOLI	P0A6G3	P0A9K9
RIMO_ECOLI	P0AEI4	P0A9K9
YQJI_ECOLI	P64588	P0A9K9
AHPC_ECOLI	P0AE08	P0A9L8
ENO_ECOLI	P0A6P9	P0A9L8
FABB_ECOLI	P0A953	P0A9L8
DCEB_ECOLI	P69910	P0A9L8
GYRA_ECOLI	P0AES4	P0A9L8
DBHB_ECOLI	P0ACF4	P0A9L8
RL5_ECOLI	P62399	P0A9L8
RL10_ECOLI	P0A7J3	P0A9L8
RL11_ECOLI	P0A7J7	P0A9L8
RS1_ECOLI	P0AG67	P0A9L8
RS16_ECOLI	P0A7T3	P0A9L8
GRCA_ECOLI	P68066	P0A9L8
YJGD_ECOLI	P0AF90	P0A9L8
YJGL_ECOLI	P39336	P0A9M0
CH10_ECOLI	P0A6F9	P0A9M0
END4_ECOLI	P0A6C1	P0A9M0
YBGI_ECOLI	P0AFP6	P0A9M0
YODC_ECOLI	P64517	P0A9M0
KDSA_ECOLI	P0A715	P0A9M0
RL1_ECOLI	P0A7L0	P0A9M0
RS3_ECOLI	P0A7V3	P0A9M0
RLME_ECOLI	P0C0R7	P0A9M0
CHPS_ECOLI	P08365	P0A9M8
YJGH_ECOLI	P39332	P0A9M8
DNAJ_ECOLI	P08622	P0A9M8
RS17_ECOLI	P0AG63	P0A9P6
RL6_ECOLI	P0AG55	P0A9P6
RS21_ECOLI	P68679	P0A9P6
RS1_ECOLI	P0AG67	P0A9P6
RL5_ECOLI	P62399	P0A9P6
YBCJ_ECOLI	P0AAS7	P0A9P6
HCP_ECOLI	P75825	P0A9P6
RL17_ECOLI	P0AG44	P0A9P6
RL18_ECOLI	P0C018	P0A9P6
RL23_ECOLI	P0ADZ0	P0A9P6
RL27_ECOLI	P0A7L8	P0A9P6
RS12_ECOLI	P0A7S3	P0A9P6
RS19_ECOLI	P0A7U3	P0A9P6
YIBL_ECOLI	P0ADK8	P0A9P6
FDHF_ECOLI	P07658	P0A9P6
CSPD_ECOLI	P0A968	P0A9P6
HRPA_ECOLI	P43329	P0A9P6
GYRB_ECOLI	P0AES6	P0A9P6
NUSG_ECOLI	P0AFG0	P0A9P6
RLMN_ECOLI	P36979	P0A9P6
YJGD_ECOLI	P0AF90	P0A9P6
RLUC_ECOLI	P0AA39	P0A9P6
RNR_ECOLI	P21499	P0A9P6
RL1_ECOLI	P0A7L0	P0A9P6
RL9_ECOLI	P0A7R1	P0A9P6
RS6_ECOLI	P02358	P0A9P6
RS10_ECOLI	P0A7R5	P0A9P6
CSPC_ECOLI	P0A9Y6	P0A9P6
DBHA_ECOLI	P0ACF0	P0A9P6
RL21_ECOLI	P0AG48	P0A9P6
RS8_ECOLI	P0A7W7	P0A9P6
RS14_ECOLI	P0AG59	P0A9P6
PHOL_ECOLI	P0A9K3	P0A9P6
CSPC_ECOLI	P0A9Y6	P0A9Q5
YEAO_ECOLI	P76243	P0A9Q5
CINAL_ECOLI	P77808	P0A9Q5
ACCA_ECOLI	P0ABD5	P0A9Q5
YHHX_ECOLI	P46853	P0A9Q7
RIMI_ECOLI	P0A944	P0A9Q7
YBCJ_ECOLI	P0AAS7	P0A9Q7
YHBY_ECOLI	P0AGK4	P0A9Q7
CH10_ECOLI	P0A6F9	P0A9R7
IBPA_ECOLI	P0C054	P0A9R7
YNAA_ECOLI	P77658	P0A9R7
MURC_ECOLI	P17952	P0A9R7
CH60_ECOLI	P0A6F5	P0A9R7
CINAL_ECOLI	P77808	P0A9S3
YFBR_ECOLI	P76491	P0A9S3
TIG_ECOLI	P0A850	P0A9S3
FOLD_ECOLI	P24186	P0A9S5
YFFS_ECOLI	P76550	P0A9S5
TIG_ECOLI	P0A850	P0A9S5
YGCU_ECOLI	Q46911	P0A9T4
TNAA_ECOLI	P0A853	P0A9U1
EX3_ECOLI	P09030	P0A9V1
YBEB_ECOLI	P0AAT6	P0A9V8
DBHB_ECOLI	P0ACF4	P0A9W0
RL7_ECOLI	P0A7K2	P0A9W0
RL21_ECOLI	P0AG48	P0A9W0
RL28_ECOLI	P0A7M2	P0A9W0
RS14_ECOLI	P0AG59	P0A9W0
YFIQ_ECOLI	P76594	P0A9W0
RS12_ECOLI	P0A7S3	P0A9W0
YBBN_ECOLI	P77395	P0A9W3
RL2_ECOLI	P60422	P0A9W3
RL4_ECOLI	P60723	P0A9W3
HYAE_ECOLI	P19931	P0A9W9
YGFK_ECOLI	Q46811	P0A9W9
RL7_ECOLI	P0A7K2	P0A9X1
RL33_ECOLI	P0A7N9	P0A9X1
RL4_ECOLI	P60723	P0A9X1
CH60_ECOLI	P0A6F5	P0A9X4
YBGI_ECOLI	P0AFP6	P0A9X4
RS6_ECOLI	P02358	P0A9X4
USPG_ECOLI	P39177	P0A9X4
YDIH_ECOLI	P64476	P0A9X4
YJGD_ECOLI	P0AF90	P0A9X4
YLIJ_ECOLI	P0ACA7	P0A9X4
CLPX_ECOLI	P0A6H1	P0A9X4
GYRA_ECOLI	P0AES4	P0A9X4
HYPD_ECOLI	P24192	P0A9X4
IBPB_ECOLI	P0C058	P0A9X4
DNLJ_ECOLI	P15042	P0A9X4
METK_ECOLI	P0A817	P0A9X4
ADD_ECOLI	P22333	P0A9X4
EFG_ECOLI	P0A6M8	P0A9X4
RL5_ECOLI	P62399	P0A9X4
RLMN_ECOLI	P36979	P0A9X4
IBPA_ECOLI	P0C054	P0A9X4
MIAB_ECOLI	P0AEI1	P0A9X4
NUSG_ECOLI	P0AFG0	P0A9X4
PNP_ECOLI	P05055	P0A9X4
GATZ_ECOLI	P0C8J8	P0A9X4
TIG_ECOLI	P0A850	P0A9X4
RL19_ECOLI	P0A7K6	P0A9X9
DBHA_ECOLI	P0ACF0	P0A9X9
DBHB_ECOLI	P0ACF4	P0A9X9
RLUB_ECOLI	P37765	P0A9X9
RLML_ECOLI	P75864	P0A9X9
CSPG_ECOLI	P0A978	P0A9X9
AIDB_ECOLI	P33224	P0A9Y6
DNAJ_ECOLI	P08622	P0A9Y6
RHLE_ECOLI	P25888	P0A9Y6
RLUC_ECOLI	P0AA39	P0A9Y6
RL4_ECOLI	P60723	P0A9Y6
RS3_ECOLI	P0A7V3	P0A9Y6
CSPE_ECOLI	P0A972	P0A9Y6
DBHA_ECOLI	P0ACF0	P0A9Y6
DBHB_ECOLI	P0ACF4	P0A9Y6
RL23_ECOLI	P0ADZ0	P0A9Y6
RL24_ECOLI	P60624	P0A9Y6
RS6_ECOLI	P02358	P0A9Y6
PANB_ECOLI	P31057	P0A9Y6
RPOA_ECOLI	P0A7Z4	P0A9Y6
TKT2_ECOLI	P33570	P0A9Y6
YHBJ_ECOLI	P0A894	P0A9Y6
YQEF_ECOLI	Q46939	P0A9Y6
CLPA_ECOLI	P0ABH9	P0A9Y6
HRPA_ECOLI	P43329	P0A9Y6
RHO_ECOLI	P0AG30	P0A9Y6
RL2_ECOLI	P60422	P0A9Y6
RL5_ECOLI	P62399	P0A9Y6
RS1_ECOLI	P0AG67	P0A9Y6
RS13_ECOLI	P0A7S9	P0A9Y6
PNP_ECOLI	P05055	P0A9Y6
YFIF_ECOLI	P0AGJ5	P0A9Y6
YJGD_ECOLI	P0AF90	P0A9Z1
TIG_ECOLI	P0A850	P0A9Z1
YACL_ECOLI	P0A8E5	P0AA10
LON_ECOLI	P0A9M0	P0AA10
CSRA_ECOLI	P69913	P0AA10
PNP_ECOLI	P05055	P0AA10
DCM_ECOLI	P0AED9	P0AA10
DPO3A_ECOLI	P10443	P0AA10
FUCM_ECOLI	P0AEN8	P0AA10
GMHB_ECOLI	P63228	P0AA10
DBHA_ECOLI	P0ACF0	P0AA10
HYAE_ECOLI	P19931	P0AA10
ICLR_ECOLI	P16528	P0AA10
PHSM_ECOLI	P00490	P0AA10
KPYK1_ECOLI	P0AD61	P0AA10
RLMB_ECOLI	P63177	P0AA10
RL23_ECOLI	P0ADZ0	P0AA10
TOP1_ECOLI	P06612	P0AA10
YDII_ECOLI	P77781	P0AA10
YEAO_ECOLI	P76243	P0AA10
YFBR_ECOLI	P76491	P0AA10
YFBU_ECOLI	P0A8W8	P0AA10
YFFL_ECOLI	P76543	P0AA10
YFIQ_ECOLI	P76594	P0AA10
YJJU_ECOLI	P39407	P0AA10
YODC_ECOLI	P64517	P0AA10
YQJI_ECOLI	P64588	P0AA10
CSPC_ECOLI	P0A9Y6	P0AA10
CSPD_ECOLI	P0A968	P0AA10
DEAD_ECOLI	P0A9P6	P0AA10
RLUB_ECOLI	P37765	P0AA10
RNR_ECOLI	P21499	P0AA10
PHOL_ECOLI	P0A9K3	P0AA10
ULAR_ECOLI	P0A9W0	P0AA10
UVRC_ECOLI	P0A8G0	P0AA10
TIG_ECOLI	P0A850	P0AA10
DPO3B_ECOLI	P0A988	P0AA25
RL28_ECOLI	P0A7M2	P0AA39
DBHA_ECOLI	P0ACF0	P0AA39
RL17_ECOLI	P0AG44	P0AA39
RL20_ECOLI	P0A7L3	P0AA39
RS6_ECOLI	P02358	P0AA39
RS14_ECOLI	P0AG59	P0AA39
RS20_ECOLI	P0A7U7	P0AA39
RLUE_ECOLI	P75966	P0AA39
CSPD_ECOLI	P0A968	P0AA39
SPOT_ECOLI	P0AG24	P0AA39
RL2_ECOLI	P60422	P0AA39
RL6_ECOLI	P0AG55	P0AA39
RL13_ECOLI	P0AA10	P0AA39
RS3_ECOLI	P0A7V3	P0AA39
YFIF_ECOLI	P0AGJ5	P0AA39
RL18_ECOLI	P0C018	P0AA39
YBCJ_ECOLI	P0AAS7	P0AA39
RS4_ECOLI	P0A7V8	P0AA43
YEEX_ECOLI	P0A8M6	P0AA43
RS14_ECOLI	P0AG59	P0AA53
LFTR_ECOLI	P0A8P1	P0AAB6
TALA_ECOLI	P0A867	P0AAC8
ISCX_ECOLI	P0C0L9	P0AAC8
MFD_ECOLI	P30958	P0AAD8
CSPD_ECOLI	P0A968	P0AAG0
DXS_ECOLI	P77488	P0AAH0
IBPA_ECOLI	P0C054	P0AAH0
CFA_ECOLI	P0A9H7	P0AAH0
YBGI_ECOLI	P0AFP6	P0AAH0
CLPX_ECOLI	P0A6H1	P0AAH0
IBPB_ECOLI	P0C058	P0AAH0
METK_ECOLI	P0A817	P0AAH0
RLMN_ECOLI	P36979	P0AAH0
RL4_ECOLI	P60723	P0AAI3
PPIB_ECOLI	P23869	P0AAI3
FDHE_ECOLI	P13024	P0AAJ3
SYK1_ECOLI	P0A8N3	P0AAM3
YFIQ_ECOLI	P76594	P0AAM3
HYPB_ECOLI	P0AAN3	P0AAM3
HYBG_ECOLI	P0AAM7	P0AAM3
RL7_ECOLI	P0A7K2	P0AAM3
RL28_ECOLI	P0A7M2	P0AAM3
GCP_ECOLI	P05852	P0AAM7
G3P1_ECOLI	P0A9B2	P0AAM7
SLYD_ECOLI	P0A9K9	P0AAM7
SLYD_ECOLI	P0A9K9	P0AAN3
BGLB_ECOLI	P11988	P0AAN5
YDFG_ECOLI	P39831	P0AAN9
PHOL_ECOLI	P0A9K3	P0AAN9
HLDD_ECOLI	P67910	P0AAP3
YBCV_ECOLI	P77598	P0AAR0
RL7_ECOLI	P0A7K2	P0AAR3
RS10_ECOLI	P0A7R5	P0AAR3
RL1_ECOLI	P0A7L0	P0AAS7
RL6_ECOLI	P0AG55	P0AAS7
RS4_ECOLI	P0A7V8	P0AAS7
RPPH_ECOLI	P0A776	P0AAS7
ENO_ECOLI	P0A6P9	P0AAS7
DBHB_ECOLI	P0ACF4	P0AAS7
IHFA_ECOLI	P0A6X7	P0AAS7
RL13_ECOLI	P0AA10	P0AAS7
RL17_ECOLI	P0AG44	P0AAS7
RL20_ECOLI	P0A7L3	P0AAS7
RL24_ECOLI	P60624	P0AAS7
RS20_ECOLI	P0A7U7	P0AAS7
PHOL_ECOLI	P0A9K3	P0AAS7
HRPA_ECOLI	P43329	P0AAS7
RPOA_ECOLI	P0A7Z4	P0AAS7
YGIF_ECOLI	P30871	P0AAS7
DNAJ_ECOLI	P08622	P0AAS7
YHIR_ECOLI	P37634	P0AAS7
YEHL_ECOLI	P33348	P0AAT6
YEHQ_ECOLI	P33353	P0AAT6
YJCF_ECOLI	P32704	P0AAT6
RL4_ECOLI	P60723	P0AAT6
YBGK_ECOLI	P75745	P0AAV4
MASZ_ECOLI	P37330	P0AAW1
RL28_ECOLI	P0A7M2	P0AAX8
YBGI_ECOLI	P0AFP6	P0AAX8
YGCP_ECOLI	Q46906	P0AAZ0
YGFZ_ECOLI	P0ADE8	P0AB14
APAH_ECOLI	P05637	P0AB14
YMFD_ECOLI	P75967	P0AB14
SFGH2_ECOLI	P33018	P0AB14
DBHB_ECOLI	P0ACF4	P0AB18
YHHX_ECOLI	P46853	P0AB20
YDFG_ECOLI	P39831	P0AB40
YRBL_ECOLI	P64610	P0AB61
FLAV_ECOLI	P61949	P0AB71
TIG_ECOLI	P0A850	P0AB77
RL23_ECOLI	P0ADZ0	P0AB83
YDFG_ECOLI	P39831	P0AB91
DPO3E_ECOLI	P03007	P0AB98
RNH_ECOLI	P0A7Y4	P0ABA6
RL13_ECOLI	P0AA10	P0ABA6
RL28_ECOLI	P0A7M2	P0ABA6
RS13_ECOLI	P0A7S9	P0ABA6
RHSA_ECOLI	P16916	P0ABA6
ZNTR_ECOLI	P0ACS5	P0ABA6
TYRR_ECOLI	P07604	P0ABB0
PARE_ECOLI	P20083	P0ABB0
TOP3_ECOLI	P14294	P0ABB0
RNH_ECOLI	P0A7Y4	P0ABB0
YJDJ_ECOLI	P39274	P0ABB4
DNAJ_ECOLI	P08622	P0ABB4
IBPA_ECOLI	P0C054	P0ABB4
GPMA_ECOLI	P62707	P0ABC7
ACCC_ECOLI	P24182	P0ABD5
YFBU_ECOLI	P0A8W8	P0ABD5
YFFS_ECOLI	P76550	P0ABD5
YJGA_ECOLI	P0A8X0	P0ABD5
CSPC_ECOLI	P0A9Y6	P0ABD5
HELD_ECOLI	P15038	P0ABD8
HSLV_ECOLI	P0A7B8	P0ABD8
RIBD_ECOLI	P25539	P0ABD8
ACCC_ECOLI	P24182	P0ABD8
MIAB_ECOLI	P0AEI1	P0ABE2
DUSC_ECOLI	P33371	P0ABE9
RS3_ECOLI	P0A7V3	P0ABF1
RL5_ECOLI	P62399	P0ABF1
RSMC_ECOLI	P39406	P0ABF1
DPS_ECOLI	P0ABT2	P0ABF1
RLUB_ECOLI	P37765	P0ABF1
RL13_ECOLI	P0AA10	P0ABF1
RLML_ECOLI	P75864	P0ABF1
YFIF_ECOLI	P0AGJ5	P0ABF1
YBCJ_ECOLI	P0AAS7	P0ABF1
RL16_ECOLI	P0ADY7	P0ABG4
MURF_ECOLI	P11880	P0ABG7
MURB_ECOLI	P08373	P0ABH0
CUTA_ECOLI	P69488	P0ABH0
TDCE_ECOLI	P42632	P0ABH0
YEGS_ECOLI	P76407	P0ABH7
CSPB_ECOLI	P36995	P0ABH7
FIC_ECOLI	P20605	P0ABH7
ACON1_ECOLI	P25516	P0ABH7
CH10_ECOLI	P0A6F9	P0ABH7
HLDD_ECOLI	P67910	P0ABH7
TIG_ECOLI	P0A850	P0ABH7
YBGI_ECOLI	P0AFP6	P0ABH7
YACL_ECOLI	P0A8E5	P0ABH7
YGAD_ECOLI	P0A6G3	P0ABH7
RS1_ECOLI	P0AG67	P0ABH9
RL9_ECOLI	P0A7R1	P0ABH9
RL13_ECOLI	P0AA10	P0ABH9
RL18_ECOLI	P0C018	P0ABH9
RL27_ECOLI	P0A7L8	P0ABH9
RL33_ECOLI	P0A7N9	P0ABH9
RS6_ECOLI	P02358	P0ABH9
RS14_ECOLI	P0AG59	P0ABH9
RS21_ECOLI	P68679	P0ABH9
YGIF_ECOLI	P30871	P0ABH9
YHBY_ECOLI	P0AGK4	P0ABH9
SSPB_ECOLI	P0AFZ3	P0ABH9
DNAJ_ECOLI	P08622	P0ABH9
GYRA_ECOLI	P0AES4	P0ABH9
LON_ECOLI	P0A9M0	P0ABH9
RHO_ECOLI	P0AG30	P0ABH9
CLPP_ECOLI	P0A6G7	P0ABH9
RS16_ECOLI	P0A7T3	P0ABJ1
CH10_ECOLI	P0A6F9	P0ABJ3
DBHA_ECOLI	P0ACF0	P0ABJ3
GRCA_ECOLI	P68066	P0ABJ3
YJAG_ECOLI	P32680	P0ABK9
LPXC_ECOLI	P0A725	P0ABL8
LPXD_ECOLI	P21645	P0ABL8
YBHK_ECOLI	P75767	P0ABM9
COABC_ECOLI	P0ABQ0	P0ABQ0
NADC_ECOLI	P30011	P0ABS1
P5CR_ECOLI	P0A9L8	P0ABS1
YJJU_ECOLI	P39407	P0ABS5
DPO3E_ECOLI	P03007	P0ABS8
SSB_ECOLI	P0AGE0	P0ABS8
RL7_ECOLI	P0A7K2	P0ABS8
TOP1_ECOLI	P06612	P0ABS8
DPO3X_ECOLI	P06710	P0ABS8
DPO3A_ECOLI	P10443	P0ABS8
HOLC_ECOLI	P28905	P0ABS8
HOLD_ECOLI	P28632	P0ABS8
HOLA_ECOLI	P28630	P0ABS8
HOLB_ECOLI	P28631	P0ABS8
HYPE_ECOLI	P24193	P0ABT2
HYBG_ECOLI	P0AAM7	P0ABT2
YJDC_ECOLI	P0ACU7	P0ABT2
HLDD_ECOLI	P67910	P0ABT2
RL23_ECOLI	P0ADZ0	P0ABT2
RL24_ECOLI	P60624	P0ABT2
RS6_ECOLI	P02358	P0ABT2
RS8_ECOLI	P0A7W7	P0ABT2
RS10_ECOLI	P0A7R5	P0ABT2
SLYD_ECOLI	P0A9K9	P0ABT2
YIBL_ECOLI	P0ADK8	P0ABT2
GLNE_ECOLI	P30870	P0ABT2
P5CR_ECOLI	P0A9L8	P0ABT2
DEAD_ECOLI	P0A9P6	P0ABT2
DPO3B_ECOLI	P0A988	P0ABT2
RS1_ECOLI	P0AG67	P0ABT2
TIG_ECOLI	P0A850	P0ABT2
HYPD_ECOLI	P24192	P0ABT2
PEPT_ECOLI	P29745	P0ABT2
EX3_ECOLI	P09030	P0ABT5
HLDD_ECOLI	P67910	P0ABU0
DNAJ_ECOLI	P08622	P0ABU7
CLPB_ECOLI	P63284	P0ABU7
G3P1_ECOLI	P0A9B2	P0ABU7
HLDD_ECOLI	P67910	P0ABU7
RL2_ECOLI	P60422	P0ABU7
DPS_ECOLI	P0ABT2	P0ABU7
ENO_ECOLI	P0A6P9	P0ABU7
GPMA_ECOLI	P62707	P0ABU7
DBHB_ECOLI	P0ACF4	P0ABU7
OTSA_ECOLI	P31677	P0ABU7
QUEA_ECOLI	P0A7F9	P0ABU7
RL4_ECOLI	P60723	P0ABU7
RL13_ECOLI	P0AA10	P0ABU7
RL18_ECOLI	P0C018	P0ABU7
RL21_ECOLI	P0AG48	P0ABU7
RL23_ECOLI	P0ADZ0	P0ABU7
RS6_ECOLI	P02358	P0ABU7
RS14_ECOLI	P0AG59	P0ABU7
GRCA_ECOLI	P68066	P0ABU7
ADHE_ECOLI	P0A9Q7	P0ABU7
SYK2_ECOLI	P0A8N5	P0ABU7
KPYK1_ECOLI	P0AD61	P0ABU7
6PGD_ECOLI	P00350	P0ABU7
CSPC_ECOLI	P0A9Y6	P0ABV2
DPS_ECOLI	P0ABT2	P0ABV2
EFP_ECOLI	P0A6N4	P0ABV2
IHFA_ECOLI	P0A6X7	P0ABV2
TRMB_ECOLI	P0A8I5	P0ABX2
RPE_ECOLI	P0AG07	P0ABX2
FLIS_ECOLI	P26608	P0ABY2
FLII_ECOLI	P52612	P0ABY2
FLIT_ECOLI	P0ABY2	P0ABY2
FLHD_ECOLI	P0A8S9	P0ABZ1
FLII_ECOLI	P52612	P0ABZ1
RL1_ECOLI	P0A7L0	P0ABZ4
RL13_ECOLI	P0AA10	P0ABZ4
NIFU_ECOLI	P0ACD4	P0AC28
NDK_ECOLI	P0A763	P0AC28
RS10_ECOLI	P0A7R5	P0AC30
RS14_ECOLI	P0AG59	P0AC30
DNAB_ECOLI	P0ACB0	P0AC33
ILVB_ECOLI	P08142	P0AC33
CSPD_ECOLI	P0A968	P0AC38
LPXD_ECOLI	P21645	P0AC38
DPO3B_ECOLI	P0A988	P0AC53
BOLA_ECOLI	P0ABE2	P0AC69
GLRX4_ECOLI	P0AC69	P0AC69
BOLA_ECOLI	P0ABE2	P0AC69
IPYR_ECOLI	P0A7A9	P0AC75
DPO3A_ECOLI	P10443	P0AC81
SPEA_ECOLI	P21170	P0AC81
THIO2_ECOLI	P0AGG4	P0AC86
PTHP_ECOLI	P0AA04	P0AC86
KPYK1_ECOLI	P0AD61	P0AC86
CH60_ECOLI	P0A6F5	P0ACA3
SYK2_ECOLI	P0A8N5	P0ACA3
SYS_ECOLI	P0A8L1	P0ACA3
THIG_ECOLI	P30139	P0ACA3
RL16_ECOLI	P0ADY7	P0ACA7
RL23_ECOLI	P0ADZ0	P0ACA7
RHMR_ECOLI	P77732	P0ACB0
PRIC_ECOLI	P23862	P0ACB0
AHPC_ECOLI	P0AE08	P0ACB2
CH10_ECOLI	P0A6F9	P0ACB2
DBHA_ECOLI	P0ACF0	P0ACB2
PPSA_ECOLI	P23538	P0ACB2
RS14_ECOLI	P0AG59	P0ACB2
GRCA_ECOLI	P68066	P0ACB2
PHNJ_ECOLI	P16688	P0ACB7
CSPE_ECOLI	P0A972	P0ACC7
SYT_ECOLI	P0A8M3	P0ACC9
CFA_ECOLI	P0A9H7	P0ACD4
PROA_ECOLI	P07004	P0ACD4
SUCD_ECOLI	P0AGE9	P0ACD4
HSCA_ECOLI	P0A6Z1	P0ACD4
FER_ECOLI	P0A9R4	P0ACD4
HYBG_ECOLI	P0AAM7	P0ACD8
HYBG_ECOLI	P0AAM7	P0ACE0
HYPC_ECOLI	P0AAM3	P0ACE0
RL28_ECOLI	P0A7M2	P0ACE0
RS10_ECOLI	P0A7R5	P0ACE0
YBCJ_ECOLI	P0AAS7	P0ACE0
DPO3B_ECOLI	P0A988	P0ACE7
RPOB_ECOLI	P0A8V2	P0ACF0
ALLR_ECOLI	P0ACN4	P0ACF0
APAH_ECOLI	P05637	P0ACF0
FABA_ECOLI	P0A6Q3	P0ACF0
T1SK_ECOLI	P05719	P0ACF0
GPDA_ECOLI	P0A6S7	P0ACF0
RL23_ECOLI	P0ADZ0	P0ACF0
SLYD_ECOLI	P0A9K9	P0ACF0
NFI_ECOLI	P68739	P0ACF0
OTSA_ECOLI	P31677	P0ACF0
P5CR_ECOLI	P0A9L8	P0ACF0
RNH_ECOLI	P0A7Y4	P0ACF0
SPOT_ECOLI	P0AG24	P0ACF0
UVRC_ECOLI	P0A8G0	P0ACF0
YBBO_ECOLI	P0AFP4	P0ACF0
YBCJ_ECOLI	P0AAS7	P0ACF0
RLMF_ECOLI	P75782	P0ACF0
YEEX_ECOLI	P0A8M6	P0ACF0
YFBR_ECOLI	P76491	P0ACF0
YFIF_ECOLI	P0AGJ5	P0ACF0
YQJI_ECOLI	P64588	P0ACF0
PHSM_ECOLI	P00490	P0ACF0
DPO1_ECOLI	P00582	P0ACF0
SSRP_ECOLI	P0A832	P0ACF0
SSB_ECOLI	P0AGE0	P0ACF0
PHOL_ECOLI	P0A9K3	P0ACF0
DEAD_ECOLI	P0A9P6	P0ACF4
DBHA_ECOLI	P0ACF0	P0ACF4
PHSM_ECOLI	P00490	P0ACF4
MALQ_ECOLI	P15977	P0ACF4
CSRA_ECOLI	P69913	P0ACF4
FIS_ECOLI	P0A6R3	P0ACF4
RDGC_ECOLI	P36767	P0ACF4
RPOA_ECOLI	P0A7Z4	P0ACF4
IF3_ECOLI	P0A707	P0ACF4
KPYK1_ECOLI	P0AD61	P0ACF4
QUEA_ECOLI	P0A7F9	P0ACF4
RLUB_ECOLI	P37765	P0ACF4
RLUC_ECOLI	P0AA39	P0ACF4
ROB_ECOLI	P0ACI0	P0ACF4
TGT_ECOLI	P0A847	P0ACF4
UVRB_ECOLI	P0A8F8	P0ACF4
RLMI_ECOLI	P75876	P0ACF4
YEEX_ECOLI	P0A8M6	P0ACF4
YFIQ_ECOLI	P76594	P0ACF4
YHHX_ECOLI	P46853	P0ACF4
YRAN_ECOLI	P45465	P0ACF4
DPO1_ECOLI	P00582	P0ACF4
YFFS_ECOLI	P76550	P0ACF8
TIG_ECOLI	P0A850	P0ACF8
APAH_ECOLI	P05637	P0ACF8
CEDA_ECOLI	P0AE60	P0ACF8
DBHA_ECOLI	P0ACF0	P0ACF8
RL24_ECOLI	P60624	P0ACF8
STPA_ECOLI	P0ACG1	P0ACF8
CNU_ECOLI	P64467	P0ACF8
DBHB_ECOLI	P0ACF4	P0ACF8
KDGR_ECOLI	P76268	P0ACF8
PUR4_ECOLI	P15254	P0ACF8
ROB_ECOLI	P0ACI0	P0ACF8
YBBO_ECOLI	P0AFP4	P0ACF8
YODD_ECOLI	P64519	P0ACF8
SSB_ECOLI	P0AGE0	P0ACF8
TALB_ECOLI	P0A870	P0ACG1
ROB_ECOLI	P0ACI0	P0ACG1
YBAZ_ECOLI	P0AFP2	P0ACH5
DBHA_ECOLI	P0ACF0	P0ACI0
RPOA_ECOLI	P0A7Z4	P0ACI0
RS20_ECOLI	P0A7U7	P0ACI0
YBBO_ECOLI	P0AFP4	P0ACI0
YJHS_ECOLI	P39370	P0ACJ0
CRP_ECOLI	P0ACJ8	P0ACJ8
RIBD_ECOLI	P25539	P0ACK2
UVRD_ECOLI	P03018	P0ACK2
SYI_ECOLI	P00956	P0ACN4
RS6_ECOLI	P02358	P0ACN4
RS12_ECOLI	P0A7S3	P0ACN4
RS14_ECOLI	P0AG59	P0ACN4
MHPR_ECOLI	P77569	P0ACN4
SSB_ECOLI	P0AGE0	P0ACP1
SOXR_ECOLI	P0ACS2	P0ACS2
NAGK_ECOLI	P75959	P0ACS5
AMPM_ECOLI	P0AE18	P0ACT6
DPO3B_ECOLI	P0A988	P0ACU7
G3P1_ECOLI	P0A9B2	P0ACV4
RL4_ECOLI	P60723	P0ACV4
RL9_ECOLI	P0A7R1	P0ACV4
RL10_ECOLI	P0A7J3	P0ACV4
