ID interactor A_ID interactor B	ID interactor A	ID interactor B
P0C058_P0C054	P0C058	P0C054
P0A705_P0C054	P0A705	P0C054
P0A9P0_P0C054	P0A9P0	P0C054
P06993_P0C054	P06993	P0C054
P24205_P0C054	P24205	P0C054
P09373_P0C054	P09373	P0C054
P05055_P0C054	P05055	P0C054
P0AAH0_P0C054	P0AAH0	P0C054
P0A8T7_P0C054	P0A8T7	P0C054
P0AG67_P0C054	P0AG67	P0C054
P0A7V0_P0C054	P0A7V0	P0C054
P02358_P0C054	P02358	P0C054
P02359_P0C054	P02359	P0C054
P0AED0_P0C054	P0AED0	P0C054
P75794_P0C054	P75794	P0C054
P39398_P0C054	P39398	P0C054
P0A8M3_P0C054	P0A8M3	P0C054
P0C058_P0C058	P0C058	P0C058
P22333_P0C058	P22333	P0C058
P69910_P0C058	P69910	P0C058
P0A9P0_P0C058	P0A9P0	P0C058
P68187_P0C058	P68187	P0C058
P06993_P0C058	P06993	P0C058
P0A9X4_P0C058	P0A9X4	P0C058
P0A8V2_P60872	P0A8V2	P60872
P0A7E9_P0A7E9	P0A7E9	P0A7E9
P0ABH9_P0A7E9	P0ABH9	P0A7E9
P0A6Y8_P0A7E9	P0A6Y8	P0A7E9
P69828_P0A7E9	P69828	P0A7E9
P0ACF8_P0A7E9	P0ACF8	P0A7E9
P0ACF0_P0A7E9	P0ACF0	P0A7E9
P0A725_P0A7E9	P0A725	P0A7E9
P0A6F5_P0A7E9	P0A6F5	P0A7E9
P0A7G6_P0A7E9	P0A7G6	P0A7E9
P0AG30_P0A7E9	P0AG30	P0A7E9
P60438_P0A7E9	P60438	P0A7E9
P62399_P0A7E9	P62399	P0A7E9
P0A7J7_P0A7E9	P0A7J7	P0A7E9
P0AA10_P0A7E9	P0AA10	P0A7E9
P0C018_P0A7E9	P0C018	P0A7E9
P0A7V0_P0A7E9	P0A7V0	P0A7E9
P0A7V3_P0A7E9	P0A7V3	P0A7E9
P02359_P0A7E9	P02359	P0A7E9
P10408_P0A7E9	P10408	P0A7E9
P0A9K9_P0A7E9	P0A9K9	P0A7E9
P02990_P0A7E9	P02990	P0A7E9
P0AGJ5_P0A7E9	P0AGJ5	P0A7E9
P69407_P63204	P69407	P63204
P52612_P29744	P52612	P29744
P43533_P29744	P43533	P29744
P29745_P29745	P29745	P29745
P0ABT2_P29745	P0ABT2	P29745
P0A6M8_P29745	P0A6M8	P29745
P0A7C6_P29745	P0A7C6	P29745
P02990_P29745	P02990	P29745
P0A7C6_P29745	P0A7C6	P29745
P0A8H6_P29745	P0A8H6	P29745
P0A858_P29745	P0A858	P29745
P0ACD4_P0A9H7	P0ACD4	P0A9H7
P0A6U5_P30011	P0A6U5	P30011
P0ABU7_P30011	P0ABU7	P30011
P0A6U5_P30011	P0A6U5	P30011
P0A7U3_P30011	P0A7U3	P30011
P30014_P30014	P30014	P30014
P0A7D7_P30015	P0A7D7	P30015
P0ABT2_P30015	P0ABT2	P30015
P0A6P9_P30015	P0A6P9	P30015
P0A9B2_P30015	P0A9B2	P30015
P0A6F3_P30015	P0A6F3	P30015
P09373_P30015	P09373	P30015
P0A799_P30015	P0A799	P30015
P67910_P30015	P67910	P30015
P0A7V8_P30015	P0A7V8	P30015
P0A6P1_P30015	P0A6P1	P30015
P64467_P0ACG1	P64467	P0ACG1
P0ACF8_P0ACG1	P0ACF8	P0ACG1
P0ACG1_P0ACG1	P0ACG1	P0ACG1
P23538_P30126	P23538	P30126
P0A7T3_P30126	P0A7T3	P30126
P30128_P30128	P30128	P30128
P0A7Z4_P30128	P0A7Z4	P30128
P0A8V2_P30128	P0A8V2	P30128
P0A8T7_P30128	P0A8T7	P30128
P0A7W1_P30128	P0A7W1	P30128
P30131_P30131	P30131	P30131
P0ACE0_P30131	P0ACE0	P30131
P0AAM7_P30131	P0AAM7	P30131
P0A7E9_P30137	P0A7E9	P30137
P0A6F5_P30139	P0A6F5	P30139
P0A6R3_P30139	P0A6R3	P30139
P0A800_P30139	P0A800	P30139
P0ACA3_P30139	P0ACA3	P30139
P30139_P30139	P30139	P30139
P14294_P0AEP7	P14294	P0AEP7
P0A870_P0A870	P0A870	P0A870
P0AEI4_P30176	P0AEI4	P30176
P0AFP6_P30177	P0AFP6	P30177
P0ABM9_P30177	P0ABM9	P30177
P0A7K6_P30177	P0A7K6	P30177
P03007_P30178	P03007	P30178
P30745_P30745	P30745	P30745
P0A6F5_P30745	P0A6F5	P30745
P02359_P30745	P02359	P30745
P02990_P30745	P02990	P30745
P0CE47_P30745	P0CE47	P30745
P0AES6_P30745	P0AES6	P30745
P0A832_P30745	P0A832	P30745
P0AEZ9_P0AEZ9	P0AEZ9	P0AEZ9
P0A738_P0A738	P0A738	P0A738
P0A7K6_P0A738	P0A7K6	P0A738
P61175_P0A738	P61175	P0A738
P12282_P30748	P12282	P30748
P30749_P30748	P30749	P30748
P30748_P30748	P30748	P30748
P0A7K2_P30748	P0A7K2	P30748
P0A7K2_P30748	P0A7K2	P30748
P30749_P30749	P30749	P30749
P0A9F1_P30750	P0A9F1	P30750
P0AES6_P30750	P0AES6	P30750
P16433_P30750	P16433	P30750
P05791_P30750	P05791	P30750
P71237_P30750	P71237	P30750
P0A705_P30750	P0A705	P30750
P03018_P30750	P03018	P30750
P30844_P30843	P30844	P30843
P0A7I0_P30844	P0A7I0	P30844
P30847_P69228	P30847	P69228
P0A8N5_P0A8G6	P0A8N5	P0A8G6
P30850_P30850	P30850	P30850
P0A7Y0_P30850	P0A7Y0	P30850
P30855_P0ACZ4	P30855	P0ACZ4
P09372_P0ACZ4	P09372	P0ACZ4
P0A7D7_P0ACZ4	P0A7D7	P0ACZ4
P63284_P30855	P63284	P30855
P45531_P30855	P45531	P30855
P0ABH0_P0A9K9	P0ABH0	P0A9K9
P0A6F9_P0A9K9	P0A6F9	P0A9K9
P0AFI2_P0A9K9	P0AFI2	P0A9K9
P0A7A9_P0A9K9	P0A7A9	P0A9K9
P0A9K9_P0A9K9	P0A9K9	P0A9K9
P0AAG3_P0A9K9	P0AAG3	P0A9K9
P0ACF0_P0A9K9	P0ACF0	P0A9K9
P39306_P0A9K9	P39306	P0A9K9
P43337_P0A9K9	P43337	P0A9K9
P68066_P0A9K9	P68066	P0A9K9
P37655_P0A9K9	P37655	P0A9K9
P27305_P0AE34	P27305	P0AE34
P0A6J8_P30864	P0A6J8	P30864
P0A6R3_P30864	P0A6R3	P30864
P0ABD5_P0ABD5	P0ABD5	P0ABD5
P0A6Y8_P0ABD5	P0A6Y8	P0ABD5
P0A8N5_P0ABD5	P0A8N5	P0ABD5
P0C018_P0ABD5	P0C018	P0ABD5
P61175_P0ABD5	P61175	P0ABD5
P0ADZ0_P0ABD5	P0ADZ0	P0ABD5
P24182_P0ABD5	P24182	P0ABD5
P0A6A8_P0ABD5	P0A6A8	P0ABD5
P0A9X9_P0ABD5	P0A9X9	P0ABD5
P0A968_P0ABD5	P0A968	P0ABD5
P0A9P6_P0ABD5	P0A9P6	P0ABD5
P00579_P0ABD5	P00579	P0ABD5
P03018_P0ABD5	P03018	P0ABD5
P00892_P0ABD5	P00892	P0ABD5
P25516_P30870	P25516	P30870
P0AE08_P30870	P0AE08	P30870
P0AC86_P30870	P0AC86	P30870
P0A7V8_P30870	P0A7V8	P30870
P0ABH7_P30870	P0ABH7	P30870
P36659_P30871	P36659	P30871
P0A6X3_P30871	P0A6X3	P30871
P00892_P30871	P00892	P30871
P36979_P30871	P36979	P30871
P0A8I5_P30871	P0A8I5	P30871
P30871_P30871	P30871	P30871
P06959_P30871	P06959	P30871
P0A910_P30871	P0A910	P30871
P0A7M2_P30871	P0A7M2	P30871
P0AEM9_P30871	P0AEM9	P30871
P0A9P6_P30871	P0A9P6	P30871
P0AA39_P30871	P0AA39	P30871
P0A8I5_P30871	P0A8I5	P30871
P30958_P30958	P30958	P30958
P24178_P30958	P24178	P30958
P0A8J4_P0A8J4	P0A8J4	P0A8J4
P02990_P0A8J4	P02990	P0A8J4
P31057_P31057	P31057	P31057
P0A7M6_P31057	P0A7M6	P31057
P0A7R5_P31057	P0A7R5	P31057
P0A870_P31057	P0A870	P31057
P0A850_P31057	P0A850	P31057
P60390_P31058	P60390	P31058
P0A7B8_P0A7B8	P0A7B8	P0A7B8
P0ABD5_P0A7B8	P0ABD5	P0A7B8
P0ABD8_P0A7B8	P0ABD8	P0A7B8
P0A9Q5_P0A7B8	P0A9Q5	P0A7B8
P0A9P6_P0A7B8	P0A9P6	P0A7B8
P60723_P0A7B8	P60723	P0A7B8
P0A7R1_P0A7B8	P0A7R1	P0A7B8
P0A7K6_P0A7B8	P0A7K6	P0A7B8
P0AG48_P0A7B8	P0AG48	P0A7B8
P61175_P0A7B8	P61175	P0A7B8
P0A7T3_P0A7B8	P0A7T3	P0A7B8
P02990_P0A7B8	P02990	P0A7B8
P0CE47_P0A7B8	P0CE47	P0A7B8
P37642_P0A7B8	P37642	P0A7B8
P0A8H6_P0A7B8	P0A8H6	P0A7B8
P31068_P31068	P31068	P31068
P06612_P31068	P06612	P31068
P0AB55_P0AB55	P0AB55	P0AB55
P31120_P31120	P31120	P31120
P0AFG0_P31120	P0AFG0	P31120
P0A7K2_P31120	P0A7K2	P31120
P0A7V0_P31120	P0A7V0	P31120
P0A7W1_P31120	P0A7W1	P31120
P02990_P31120	P02990	P31120
P0CE47_P31120	P0CE47	P31120
P0C0S1_P31120	P0C0S1	P31120
P69222_P31120	P69222	P31120
P0A9K9_P31130	P0A9K9	P31130
P0AAC0_P31130	P0AAC0	P31130
P0A6P9_P31133	P0A6P9	P31133
P0A6M8_P31133	P0A6M8	P31133
P0A799_P31133	P0A799	P31133
P0A7Z4_P31133	P0A7Z4	P31133
P0A853_P31133	P0A853	P31133
P12758_P31133	P12758	P31133
P0A8A0_P31142	P0A8A0	P31142
P62707_P62707	P62707	P62707
P0C054_P62707	P0C054	P62707
P0AFX0_P0AFX0	P0AFX0	P0AFX0
P0A6U5_P31224	P0A6U5	P31224
P0A7K6_P31433	P0A7K6	P31433
P0A9S3_P31434	P0A9S3	P31434
P77808_P31434	P77808	P31434
P0A850_P31441	P0A850	P31441
P0AEM0_P31450	P0AEM0	P31450
P0AF63_P31455	P0AF63	P31455
P77704_P31456	P77704	P31456
P31460_P31460	P31460	P31460
P32132_P31460	P32132	P31460
P00582_P0ADM6	P00582	P0ADM6
P23839_P31462	P23839	P31462
P0A7D7_P31463	P0A7D7	P31463
P31473_P31473	P31473	P31473
P0ABD5_P31473	P0ABD5	P31473
P0ABD8_P31473	P0ABD8	P31473
P24182_P31473	P24182	P31473
P76168_P31473	P76168	P31473
P0A9H3_P31473	P0A9H3	P31473
P0A6Y8_P31473	P0A6Y8	P31473
P0AEN8_P31473	P0AEN8	P31473
P0A705_P31473	P0A705	P31473
P0A7J3_P31473	P0A7J3	P31473
P0A7T3_P31473	P0A7T3	P31473
P42632_P31473	P42632	P31473
P06996_P31473	P06996	P31473
P0ABQ4_P31474	P0ABQ4	P31474
P0ABQ4_P31474	P0ABQ4	P31474
P0A9K1_P0A9K1	P0A9K1	P0A9K1
P0A7K2_P31550	P0A7K2	P31550
P0A7R5_P31550	P0A7R5	P31550
P08622_P31554	P08622	P31554
P60584_P60584	P60584	P60584
P14081_P31574	P14081	P31574
P39831_P31600	P39831	P31600
P31658_P31658	P31658	P31658
P31660_P31660	P31660	P31660
P33937_P31663	P33937	P31663
P31663_P31663	P31663	P31663
P0A6Y8_P31663	P0A6Y8	P31663
P31057_P31663	P31057	P31663
P20083_P31663	P20083	P31663
P0ABA6_P31663	P0ABA6	P31663
P0A7I0_P31667	P0A7I0	P31667
P0ABT2_P31677	P0ABT2	P31677
P0A6P9_P31677	P0A6P9	P31677
P0AA04_P31677	P0AA04	P31677
P00934_P31677	P00934	P31677
P39177_P31677	P39177	P31677
P24255_P0AFX4	P24255	P0AFX4
P0A8V2_P0AFX4	P0A8V2	P0AFX4
P0A7Z4_P0AFX4	P0A7Z4	P0AFX4
P0A6X3_P69913	P0A6X3	P69913
P0A8V2_P0AEM6	P0A8V2	P0AEM6
P0AFX4_P0AEM6	P0AFX4	P0AEM6
P0AEG4_P0AEM6	P0AEG4	P0AEM6
P0AF67_P0AF67	P0AF67	P0AF67
P0A6Y8_P0AF67	P0A6Y8	P0AF67
P0A9B2_P0AF67	P0A9B2	P0AF67
P25665_P0AF67	P25665	P0AF67
P0A6F5_P0AF67	P0A6F5	P0AF67
P0A7D4_P0AF67	P0A7D4	P0AF67
P0A7K2_P0AF67	P0A7K2	P0AF67
P15005_P31806	P15005	P31806
P0A8G0_P31806	P0A8G0	P31806
P0AF67_P31806	P0AF67	P31806
P31806_P31806	P31806	P31806
P06959_P31806	P06959	P31806
P0A9P0_P31806	P0A9P0	P31806
P22186_P31806	P22186	P31806
P0A8G0_P31806	P0A8G0	P31806
P63177_P31806	P63177	P31806
P0AF67_P31806	P0AF67	P31806
P34209_P31827	P34209	P31827
P0ACF4_P31828	P0ACF4	P31828
P0A8I5_P0A8I5	P0A8I5	P0A8I5
P0AFG8_P0A8I5	P0AFG8	P0A8I5
P0A9P6_P0A8I5	P0A9P6	P0A8I5
P00962_P0A8I5	P00962	P0A8I5
P43329_P0A8I5	P43329	P0A8I5
P0A9P0_P0A8I5	P0A9P0	P0A8I5
P60723_P0A8I5	P60723	P0A8I5
P0AA10_P0A8I5	P0AA10	P0A8I5
P61175_P0A8I5	P61175	P0A8I5
P0AG67_P0A8I5	P0AG67	P0A8I5
P0A7V3_P0A8I5	P0A7V3	P0A8I5
P0A7V8_P0A8I5	P0A7V8	P0A8I5
P0A7T3_P0A8I5	P0A7T3	P0A8I5
P68679_P0A8I5	P68679	P0A8I5
P21507_P0A8I5	P21507	P0A8I5
P0A9K3_P0A8I5	P0A9K3	P0A8I5
P75864_P0A8I5	P75864	P0A8I5
P0AGJ5_P0A8I5	P0AGJ5	P0A8I5
P30745_P0A832	P30745	P0A832
P0A7I4_P0A832	P0A7I4	P0A832
P0A832_P0A832	P0A832	P0A832
P0ABH9_P0A832	P0ABH9	P0A832
P0AES6_P0A832	P0AES6	P0A832
P0AEU7_P0A832	P0AEU7	P0A832
P0AFI2_P0A832	P0AFI2	P0A832
P0AA10_P0A832	P0AA10	P0A832
P0A7M2_P0A832	P0A7M2	P0A832
P0A7V0_P0A832	P0A7V0	P0A832
P0A7V3_P0A832	P0A7V3	P0A832
P0AG59_P0A832	P0AG59	P0A832
P14081_P0A832	P14081	P0A832
P0AGJ5_P0A832	P0AGJ5	P0A832
P33371_P32053	P33371	P32053
P0A8H6_P32053	P0A8H6	P32053
P0AB20_P32053	P0AB20	P32053
P0AC86_P32053	P0AC86	P32053
Q46861_P32053	Q46861	P32053
P0A8N5_P32057	P0A8N5	P32057
P0AF96_P32057	P0AF96	P32057
P52096_P32057	P52096	P32057
P39831_P32057	P39831	P32057
P64519_P32057	P64519	P32057
P0A9I3_P0A9F6	P0A9I3	P0A9F6
P0A9F6_P0A9F6	P0A9F6	P0A9F6
P32099_P32099	P32099	P32099
P45579_P32099	P45579	P32099
P0AF03_P32125	P0AF03	P32125
P32173_P32125	P32173	P32125
P30749_P32125	P30749	P32125
P32053_P0A8H6	P32053	P0A8H6
P29745_P0A8H6	P29745	P0A8H6
P0AAS7_P0A8H6	P0AAS7	P0A8H6
P0A8H6_P0A8H6	P0A8H6	P0A8H6
P60422_P0A8H6	P60422	P0A8H6
P60438_P0A8H6	P60438	P0A8H6
P60723_P0A8H6	P60723	P0A8H6
P10408_P0A8H6	P10408	P0A8H6
P0AG24_P0A8H6	P0AG24	P0A8H6
P0A6M4_P0A8H6	P0A6M4	P0A8H6
P16687_P32131	P16687	P32131
P0A898_P32132	P0A898	P32132
P32132_P32132	P32132	P32132
P0A898_P32132	P0A898	P32132
P0AAZ4_P32135	P0AAZ4	P32135
P0A9P6_P32138	P0A9P6	P32138
P32138_P32138	P32138	P32138
P0ADI0_P32138	P0ADI0	P32138
P0AAT6_P0A9V8	P0AAT6	P0A9V8
P32144_P32144	P32144	P32144
P0A6M4_P0A6M4	P0A6M4	P0A6M4
P06961_P0A6M4	P06961	P0A6M4
P69910_P0ADQ2	P69910	P0ADQ2
P0A9B2_P0ADQ2	P0A9B2	P0ADQ2
P0AF67_P0ADQ2	P0AF67	P0ADQ2
P0A796_P32157	P0A796	P32157
P0A8R0_P0A8R0	P0A8R0	P0A8R0
P0A7B8_P0A6H5	P0A7B8	P0A6H5
P0A6H5_P0A6H5	P0A6H5	P0A6H5
P0ABD8_P0A6H5	P0ABD8	P0A6H5
P24182_P0A6H5	P24182	P0A6H5
P06961_P0A6H5	P06961	P0A6H5
P0ABL8_P0A6H5	P0ABL8	P0A6H5
P0AEB0_P0A6H5	P0AEB0	P0A6H5
P0C8J8_P0A6H5	P0C8J8	P0A6H5
P0A7A2_P0A6H5	P0A7A2	P0A6H5
P0A817_P0A6H5	P0A817	P0A6H5
P09152_P0A6H5	P09152	P0A6H5
P0A917_P0A6H5	P0A917	P0A6H5
P0AAH0_P0A6H5	P0AAH0	P0A6H5
P0A7G6_P0A6H5	P0A7G6	P0A6H5
P0A7J3_P0A6H5	P0A7J3	P0A6H5
P0A7K2_P0A6H5	P0A7K2	P0A6H5
P0AA10_P0A6H5	P0AA10	P0A6H5
P0A7V0_P0A6H5	P0A7V0	P0A6H5
P02359_P0A6H5	P02359	P0A6H5
P0A7R5_P0A6H5	P0A7R5	P0A6H5
P10408_P0A6H5	P10408	P0A6H5
P00561_P0A6H5	P00561	P0A6H5
P0CE47_P0A6H5	P0CE47	P0A6H5
P77804_P0A6H5	P77804	P0A6H5
P32170_P32170	P32170	P32170
P32173_P32173	P32173	P32173
P09152_P32173	P09152	P32173
P32177_P32177	P32177	P32177
P0AFG8_P32177	P0AFG8	P32177
P06959_P32177	P06959	P32177
P0A8N5_P32177	P0A8N5	P32177
P0A7V0_P32177	P0A7V0	P32177
P0AF26_P32177	P0AF26	P32177
P0AE18_P32177	P0AE18	P32177
P0A6F9_P32177	P0A6F9	P32177
P0A6B7_P32177	P0A6B7	P32177
P0ACR4_P0ACR4	P0ACR4	P0ACR4
P0AG07_P0AG07	P0AG07	P0AG07
P0A6Y8_P0AG07	P0A6Y8	P0AG07
P0A988_P0AG07	P0A988	P0AG07
P0A6P9_P0AG07	P0A6P9	P0AG07
P16456_P0AG07	P16456	P0AG07
P31063_P0AG07	P31063	P0AG07
Q46839_P0AG07	Q46839	P0AG07
P45543_P0AG07	P45543	P0AG07
P0A8M3_P0AG07	P0A8M3	P0AG07
P0A6S0_P32662	P0A6S0	P32662
P09394_P32662	P09394	P32662
P0A988_P32662	P0A988	P32662
Q47153_P32662	Q47153	P32662
P32664_P32664	P32664	P32664
P0A850_P32664	P0A850	P32664
P0A9S5_P0A9S5	P0A9S5	P0A9S5
P0A7C6_P0A7C6	P0A7C6	P0A7C6
P37095_P0A7C6	P37095	P0A7C6
P42641_P0A7C6	P42641	P0A7C6
P0AAI3_P68739	P0AAI3	P68739
P0A6X3_P68739	P0A6X3	P68739
P50465_P68739	P50465	P68739
P68739_P68739	P68739	P68739
P0A6X7_P68739	P0A6X7	P68739
P0A6Y1_P68739	P0A6Y1	P68739
P00490_P68739	P00490	P68739
P60723_P68739	P60723	P68739
P0A7K2_P68739	P0A7K2	P68739
P0A7K6_P68739	P0A7K6	P68739
P0A7M2_P68739	P0A7M2	P68739
P0A7W1_P68739	P0A7W1	P68739
P02358_P68739	P02358	P68739
P02359_P68739	P02359	P68739
P0A7S9_P68739	P0A7S9	P68739
P0A7T7_P68739	P0A7T7	P68739
P00914_P68739	P00914	P68739
P0A7V8_P32680	P0A7V8	P32680
P0A7S9_P32680	P0A7S9	P32680
P0A8T7_P32689	P0A8T7	P32689
P63284_P32689	P63284	P32689
P0A7L0_P32689	P0A7L0	P32689
P0A7R1_P32689	P0A7R1	P32689
P39177_P32689	P39177	P32689
P33920_P32689	P33920	P32689
P08622_P68206	P08622	P68206
P68206_P68206	P68206	P68206
P0AF48_P0AF48	P0AF48	P0AF48
P0A7L0_P32701	P0A7L0	P32701
P0A8X0_P32701	P0A8X0	P32701
P0AAT6_P32704	P0AAT6	P32704
P0A7A9_P32705	P0A7A9	P32705
P77268_P32718	P77268	P32718
P0AEJ2_P32718	P0AEJ2	P32718
P0AFR2_P32718	P0AFR2	P32718
P64534_P32718	P64534	P32718
P0A8D6_P32718	P0A8D6	P32718
P0A8X0_P32718	P0A8X0	P32718
P75838_P32721	P75838	P32721
P0AES6_P33012	P0AES6	P33012
P0A6F3_P33018	P0A6F3	P33018
P0ADZ0_P33018	P0ADZ0	P33018
P33020_P33020	P33020	P33020
P18133_P33024	P18133	P33024
P0A6N8_P0A6N8	P0A6N8	P0A6N8
P0A8L1_P33030	P0A8L1	P33030
P0A8L1_P33030	P0A8L1	P33030
P0A7I7_P33030	P0A7I7	P33030
P75967_P33030	P75967	P33030
P0A817_P33135	P0A817	P33135
P75942_P33135	P75942	P33135
P0AG07_P33135	P0AG07	P33135
P0A850_P33136	P0A850	P33136
P0A6F5_P0A6H1	P0A6F5	P0A6H1
P0A6H1_P0A6H1	P0A6H1	P0A6H1
P0A6G7_P0A6H1	P0A6G7	P0A6H1
P0ABH9_P0A6H1	P0ABH9	P0A6H1
P63284_P0A6H1	P63284	P0A6H1
P09372_P0A6H1	P09372	P0A6H1
P0A817_P0A6H1	P0A817	P0A6H1
P0A9X4_P0A6H1	P0A9X4	P0A6H1
P0A7K2_P0A6H1	P0A7K2	P0A6H1
P0CE47_P0A6H1	P0CE47	P0A6H1
P0A6L9_P0A6H1	P0A6L9	P0A6H1
P0AFZ3_P0A6H1	P0AFZ3	P0A6H1
P15038_P33195	P15038	P33195
P36683_P33195	P36683	P33195
P25553_P33195	P25553	P33195
P09551_P33195	P09551	P33195
P25526_P33195	P25526	P33195
P37902_P33195	P37902	P33195
P0A940_P33195	P0A940	P33195
P0AAW1_P33195	P0AAW1	P33195
P0A7M2_P33218	P0A7M2	P33218
P75967_P33218	P75967	P33218
P20083_P0ACY9	P20083	P0ACY9
P22939_P33221	P22939	P33221
P0A6A8_P33224	P0A6A8	P33224
P33224_P33224	P33224	P33224
P06959_P33224	P06959	P33224
P0A6F5_P33224	P0A6F5	P33224
P67910_P33224	P67910	P33224
P0A7L0_P33224	P0A7L0	P33224
P60438_P33224	P60438	P33224
P0AA10_P33224	P0AA10	P33224
P0AG48_P33224	P0AG48	P33224
P0A7V0_P33224	P0A7V0	P33224
P0A7V8_P33224	P0A7V8	P33224
P0A7W1_P33224	P0A7W1	P33224
P02359_P33224	P02359	P33224
P0A7S3_P33224	P0A7S3	P33224
P0A7U3_P33224	P0A7U3	P33224
P0A7U7_P33224	P0A7U7	P33224
P0AGK4_P33224	P0AGK4	P33224
P0AF90_P33224	P0AF90	P33224
P36659_P33224	P36659	P33224
P61949_P33224	P61949	P33224
P0A6X3_P33224	P0A6X3	P33224
P0A832_P33224	P0A832	P33224
P77756_P33224	P77756	P33224
P37765_P33224	P37765	P33224
P0AAS7_P33224	P0AAS7	P33224
P0A7L0_P33224	P0A7L0	P33224
P0AA10_P33224	P0AA10	P33224
P0A7K6_P33224	P0A7K6	P33224
P0A7M2_P33224	P0A7M2	P33224
P0A7S3_P33224	P0A7S3	P33224
P0A7U3_P33224	P0A7U3	P33224
P0AGK4_P33224	P0AGK4	P33224
P0A776_P33224	P0A776	P33224
P0A6A8_P33224	P0A6A8	P33224
P0A832_P33224	P0A832	P33224
P61949_P33224	P61949	P33224
P0AA39_P33224	P0AA39	P33224
P36662_P33225	P36662	P33225
P33228_P33228	P33228	P33228
P75728_P33230	P75728	P33230
P69407_P33231	P69407	P33231
P00960_P33232	P00960	P33232
P67910_P33232	P67910	P33232
P61175_P33232	P61175	P33232
P0A7M2_P33232	P0A7M2	P33232
P0ACL7_P0ACL7	P0ACL7	P0ACL7
P28630_P33341	P28630	P33341
P0AAT6_P33348	P0AAT6	P33348
P0AFT5_P0AD14	P0AFT5	P0AD14
P64602_P33368	P64602	P33368
P33371_P33371	P33371	P33371
P0AFG8_P33371	P0AFG8	P33371
P0ABE9_P33371	P0ABE9	P33371
P10378_P33371	P10378	P33371
P0A9P0_P33371	P0A9P0	P33371
P0A6C1_P33371	P0A6C1	P33371
P0C018_P33371	P0C018	P33371
P0A7V0_P33371	P0A7V0	P33371
P0A7W1_P33371	P0A7W1	P33371
P0A7R5_P33371	P0A7R5	P33371
P10408_P33371	P10408	P33371
P76069_P33371	P76069	P33371
P0A6D5_P33371	P0A6D5	P33371
P52138_P33371	P52138	P33371
P0A6C1_P33371	P0A6C1	P33371
P0A6P9_P33570	P0A6P9	P33570
P0ACF8_P33570	P0ACF8	P33570
P09373_P33570	P09373	P33570
P60624_P33570	P60624	P33570
P0A800_P33570	P0A800	P33570
P0AC81_P33590	P0AC81	P33590
P0A7T3_P33591	P0A7T3	P33591
P60422_P33594	P60422	P33594
P0A6H5_P33599	P0A6H5	P33599
P36979_P33599	P36979	P33599
P00509_P33599	P00509	P33599
P38038_P33599	P38038	P33599
P75863_P33599	P75863	P33599
P0ACA7_P33599	P0ACA7	P33599
P0A8E5_P33602	P0A8E5	P33602
P30011_P33602	P30011	P33602
P0A7D4_P33602	P0A7D4	P33602
P0AEM0_P0AFD6	P0AEM0	P0AFD6
P75990_P68066	P75990	P68066
P09373_P68066	P09373	P68066
P77756_P68066	P77756	P68066
P68066_P68066	P68066	P68066
P77402_P68066	P77402	P68066
P20083_P68066	P20083	P68066
P42632_P68066	P42632	P68066
P0A9Y6_P0AGJ5	P0A9Y6	P0AGJ5
P0A9P6_P0AGJ5	P0A9P6	P0AGJ5
P0ABS5_P0AGJ5	P0ABS5	P0AGJ5
P0ABH0_P0AGJ5	P0ABH0	P0AGJ5
P0A6W5_P0AGJ5	P0A6W5	P0AGJ5
P0A6X3_P0AGJ5	P0A6X3	P0AGJ5
P0ABS8_P0AGJ5	P0ABS8	P0AGJ5
P0A707_P0AGJ5	P0A707	P0AGJ5
P0A715_P0AGJ5	P0A715	P0AGJ5
P21513_P0AGJ5	P21513	P0AGJ5
P0A847_P0AGJ5	P0A847	P0AGJ5
P21499_P0AGJ5	P21499	P0AGJ5
P75864_P0AGJ5	P75864	P0AGJ5
P37765_P0AGJ5	P37765	P0AGJ5
P36979_P0AGJ5	P36979	P0AGJ5
P0AGJ5_P0AGJ5	P0AGJ5	P0AGJ5
P0ACF0_P0AGJ5	P0ACF0	P0AGJ5
P0A7L0_P0AGJ5	P0A7L0	P0AGJ5
P60438_P0AGJ5	P60438	P0AGJ5
P0AG55_P0AGJ5	P0AG55	P0AGJ5
P0C018_P0AGJ5	P0C018	P0AGJ5
P0A7L3_P0AGJ5	P0A7L3	P0AGJ5
P0A7V3_P0AGJ5	P0A7V3	P0AGJ5
P02358_P0AGJ5	P02358	P0AGJ5
P0A7S3_P0AGJ5	P0A7S3	P0AGJ5
P0ADZ4_P0AGJ5	P0ADZ4	P0AGJ5
P0A7T7_P0AGJ5	P0A7T7	P0AGJ5
P0A7U7_P0AGJ5	P0A7U7	P0AGJ5
P68679_P0AGJ5	P68679	P0AGJ5
P77499_P0AGJ5	P77499	P0AGJ5
P0AGG4_P0AGG4	P0AGG4	P0AGG4
P0AC86_P0AGG4	P0AC86	P0AGG4
P0AEE5_P0AGG4	P0AEE5	P0AGG4
P14900_P0AGG4	P14900	P0AGG4
P33666_P0AGG4	P33666	P0AGG4
P33643_P33643	P33643	P33643
P21165_P33643	P21165	P33643
P56614_P33643	P56614	P33643
P0AEY3_P0AEY3	P0AEY3	P0AEY3
P0AEH5_P0AEY3	P0AEH5	P0AEY3
P76113_P33650	P76113	P33650
P0A9M0_P33666	P0A9M0	P33666
P00582_P33666	P00582	P33666
