Entry Name A_Subcellular Location(this study)	Entry Name B_Subcellular Location(this study)	Entry Name A	Entry Name B	Accession A	Accession B	Satus
PPB_G	PUTA_F1	PPB_ECOLI	PUTA_ECOLI	P00634	P09546	P
ASPG2_G	YEFI_F1	ASPG2_ECOLI	YEFI_ECOLI	P00805	P37751	P
DCDA_A	CPXR_F1	DCDA_ECOLI	CPXR_ECOLI	P00861	P0AE88	P
DCDA_A	CPXR_F1	DCDA_ECOLI	CPXR_ECOLI	P00861	P0AE88	P
ILVG_A	DLDH_F1	ILVG_ECOLI	DLDH_ECOLI	P00892	P0A9P0	P
ILVG_A	SECA_F1	ILVG_ECOLI	SECA_ECOLI	P00892	P10408	P
ILVG_A	PSS_F1	ILVG_ECOLI	PSS_ECOLI	P00892	P23830	P
SYI_A	EFTU1_F1	SYI_ECOLI	EFTU1_ECOLI	P00956	P0CE47	P
SYI_A	PPK_F1	SYI_ECOLI	PPK_ECOLI	P00956	P0A7B1	P
SYI_A	PPK_F1	SYI_ECOLI	PPK_ECOLI	P00956	P0A7B1	P
SYGA_A	EFTU1_F1	SYGA_ECOLI	EFTU1_ECOLI	P00960	P0CE47	P
RS6_A	ACP_F1	RS6_ECOLI	ACP_ECOLI	P02358	P0A6A8	P
RS6_A	ACP_F1	RS6_ECOLI	ACP_ECOLI	P02358	P0A6A8	P
RS6_A	MREB_F1	RS6_ECOLI	MREB_ECOLI	P02358	P0A9X4	P
RS6_A	HTPG_F1	RS6_ECOLI	HTPG_ECOLI	P02358	P0A6Z3	P
RS6_A	MREB_F1	RS6_ECOLI	MREB_ECOLI	P02358	P0A9X4	P
RS6_A	YEFI_F1	RS6_ECOLI	YEFI_ECOLI	P02358	P37751	P
RS7_A	ACP_F1	RS7_ECOLI	ACP_ECOLI	P02359	P0A6A8	P
RS7_A	FTSE_F1	RS7_ECOLI	FTSE_ECOLI	P02359	P0A9R7	P
RS7_A	RNE_F1	RS7_ECOLI	RNE_ECOLI	P02359	P21513	P
RS7_A	FABZ_F1	RS7_ECOLI	FABZ_ECOLI	P02359	P0A6Q6	P
RS7_A	PSS_F1	RS7_ECOLI	PSS_ECOLI	P02359	P23830	P
RS7_A	HFQ_F1	RS7_ECOLI	HFQ_ECOLI	P02359	P0A6X3	P
RS7_A	MNME_F1	RS7_ECOLI	MNME_ECOLI	P02359	P25522	P
RS7_A	YBJX_F1	RS7_ECOLI	YBJX_ECOLI	P02359	P75829	P
RL15_A	ACP_F1	RL15_ECOLI	ACP_ECOLI	P02413	P0A6A8	P
RL15_A	HFQ_F1	RL15_ECOLI	HFQ_ECOLI	P02413	P0A6X3	P
RL15_A	YBJX_F1	RL15_ECOLI	YBJX_ECOLI	P02413	P75829	P
PBPA_B	EFTU1_F1	PBPA_ECOLI	EFTU1_ECOLI	P02918	P0CE47	P
DNAA_F1	RS5_A	DNAA_ECOLI	RS5_ECOLI	P03004	P0A7W1	P
DNAA_F1	RS7_A	DNAA_ECOLI	RS7_ECOLI	P03004	P02359	P
DNAA_F1	RS9_A	DNAA_ECOLI	RS9_ECOLI	P03004	P0A7X3	P
DNAA_F1	RS10_A	DNAA_ECOLI	RS10_ECOLI	P03004	P0A7R5	P
DNAA_F1	RS14_A	DNAA_ECOLI	RS14_ECOLI	P03004	P0AG59	P
DNAA_F1	RL2_A	DNAA_ECOLI	RL2_ECOLI	P03004	P60422	P
DNAA_F1	RL4_A	DNAA_ECOLI	RL4_ECOLI	P03004	P60723	P
DNAA_F1	RL15_A	DNAA_ECOLI	RL15_ECOLI	P03004	P02413	P
DNAA_F1	RL16_A	DNAA_ECOLI	RL16_ECOLI	P03004	P0ADY7	P
DNAA_F1	RL24_A	DNAA_ECOLI	RL24_ECOLI	P03004	P60624	P
DNAA_F1	RL28_A	DNAA_ECOLI	RL28_ECOLI	P03004	P0A7M2	P
DNAA_F1	DNAA_F1	DNAA_ECOLI	DNAA_ECOLI	P03004	P03004	P
DNAA_F1	DNAB_A	DNAA_ECOLI	DNAB_ECOLI	P03004	P0ACB0	P
DNAA_F1	DNAJ_A	DNAA_ECOLI	DNAJ_ECOLI	P03004	P08622	P
DNAA_F1	RS4_A	DNAA_ECOLI	RS4_ECOLI	P03004	P0A7V8	P
DNAA_F1	RL14_A	DNAA_ECOLI	RL14_ECOLI	P03004	P0ADY3	P
DNAA_F1	RL16_A	DNAA_ECOLI	RL16_ECOLI	P03004	P0ADY7	P
DNAA_F1	RS14_A	DNAA_ECOLI	RS14_ECOLI	P03004	P0AG59	P
DNAA_F1	NADE_A	DNAA_ECOLI	NADE_ECOLI	P03004	P18843	P
DNAA_F1	SYD_F1	DNAA_ECOLI	SYD_ECOLI	P03004	P21889	P
UVRD_A	ARAG_F1	UVRD_ECOLI	ARAG_ECOLI	P03018	P0AAF3	P
UVRD_A	SECA_F1	UVRD_ECOLI	SECA_ECOLI	P03018	P10408	P
UVRD_A	METN_F1	UVRD_ECOLI	METN_ECOLI	P03018	P30750	P
DAPB_A	MIND_F1	DAPB_ECOLI	MIND_ECOLI	P04036	P0AEZ3	P
FRSA_A	PTGA_F1	FRSA_ECOLI	PTGA_ECOLI	P04335	P69783	P
AMPN_F1	UVRD_A	AMPN_ECOLI	UVRD_ECOLI	P04825	P03018	P
AMPN_F1	AMPN_F1	AMPN_ECOLI	AMPN_ECOLI	P04825	P04825	P
AMPN_F1	CH60_A	AMPN_ECOLI	CH60_ECOLI	P04825	P0A6F5	P
AMPN_F1	YMGD_G	AMPN_ECOLI	YMGD_ECOLI	P04825	P0AB46	P
AMPN_F1	NARY_F1	AMPN_ECOLI	NARY_ECOLI	P04825	P19318	P
AMPN_F1	HYFG_B	AMPN_ECOLI	HYFG_ECOLI	P04825	P77329	P
KDSB_A	DNAK_F1	KDSB_ECOLI	DNAK_ECOLI	P04951	P0A6Y8	P
KDSB_A	EFTU1_F1	KDSB_ECOLI	EFTU1_ECOLI	P04951	P0CE47	P
ALKB_B	ATPG_F1	ALKB_ECOLI	ATPG_ECOLI	P05050	P0ABA6	P
PNP_A	RECA_F1	PNP_ECOLI	RECA_ECOLI	P05055	P0A7G6	P
PNP_A	HFQ_F1	PNP_ECOLI	HFQ_ECOLI	P05055	P0A6X3	P
PNP_A	MREB_F1	PNP_ECOLI	MREB_ECOLI	P05055	P0A9X4	P
PNP_A	RNE_F1	PNP_ECOLI	RNE_ECOLI	P05055	P21513	P
PNP_A	HFQ_F1	PNP_ECOLI	HFQ_ECOLI	P05055	P0A6X3	P
APAH_A	RNE_F1	APAH_ECOLI	RNE_ECOLI	P05637	P21513	P
ILVD_A	METN_F1	ILVD_ECOLI	METN_ECOLI	P05791	P30750	P
ILVD_A	FHUF_F1	ILVD_ECOLI	FHUF_ECOLI	P05791	P39405	P
GCP_A	EFTU1_F1	GCP_ECOLI	EFTU1_ECOLI	P05852	P0CE47	P
FTSQ_B	FTSA_F1	FTSQ_ECOLI	FTSA_ECOLI	P06136	P0ABH0	P
BTUD_F1	BTUC_B	BTUD_ECOLI	BTUC_ECOLI	P06611	P06609	P
BTUD_F1	BTUD_F1	BTUD_ECOLI	BTUD_ECOLI	P06611	P06611	P
TOP1_A	DLDH_F1	TOP1_ECOLI	DLDH_ECOLI	P06612	P0A9P0	P
ERA_F1	ERA_F1	ERA_ECOLI	ERA_ECOLI	P06616	P06616	P
ERA_F1	LON_A	ERA_ECOLI	LON_ECOLI	P06616	P0A9M0	P
BIRA_B	GLPB_F1	BIRA_ECOLI	GLPB_ECOLI	P06709	P13033	P
ODP2_F1	DPO1_A	ODP2_ECOLI	DPO1_ECOLI	P06959	P00582	P
ODP2_F1	RNH_A	ODP2_ECOLI	RNH_ECOLI	P06959	P0A7Y4	P
ODP2_F1	ILVG_A	ODP2_ECOLI	ILVG_ECOLI	P06959	P00892	P
ODP2_F1	UVRD_A	ODP2_ECOLI	UVRD_ECOLI	P06959	P03018	P
ODP2_F1	3MG2_A	ODP2_ECOLI	3MG2_ECOLI	P06959	P04395	P
ODP2_F1	FIMB_A	ODP2_ECOLI	FIMB_ECOLI	P06959	P0ADH5	P
ODP2_F1	RNPA_A	ODP2_ECOLI	RNPA_ECOLI	P06959	P0A7Y8	P
ODP2_F1	TOP1_A	ODP2_ECOLI	TOP1_ECOLI	P06959	P06612	P
ODP2_F1	UVRB_A	ODP2_ECOLI	UVRB_ECOLI	P06959	P0A8F8	P
ODP2_F1	TYRR_A	ODP2_ECOLI	TYRR_ECOLI	P06959	P07604	P
ODP2_F1	GYRA_A	ODP2_ECOLI	GYRA_ECOLI	P06959	P0AES4	P
ODP2_F1	OGT_A	ODP2_ECOLI	OGT_ECOLI	P06959	P0AFH0	P
ODP2_F1	END4_A	ODP2_ECOLI	END4_ECOLI	P06959	P0A6C1	P
ODP2_F1	TOP3_A	ODP2_ECOLI	TOP3_ECOLI	P06959	P14294	P
ODP2_F1	RSMG_A	ODP2_ECOLI	RSMG_ECOLI	P06959	P0A6U5	P
ODP2_F1	PARC_F1	ODP2_ECOLI	PARC_ECOLI	P06959	P0AFI2	P
ODP2_F1	YCEA_A	ODP2_ECOLI	YCEA_ECOLI	P06959	P24188	P
ODP2_F1	RECG_A	ODP2_ECOLI	RECG_ECOLI	P06959	P24230	P
ODP2_F1	GLUQ_A	ODP2_ECOLI	GLUQ_ECOLI	P06959	P27305	P
ODP2_F1	YGIF_A	ODP2_ECOLI	YGIF_ECOLI	P06959	P30871	P
ODP2_F1	YJEF_A	ODP2_ECOLI	YJEF_ECOLI	P06959	P31806	P
ODP2_F1	INTA_B	ODP2_ECOLI	INTA_ECOLI	P06959	P32053	P
ODP2_F1	FDHD_A	ODP2_ECOLI	FDHD_ECOLI	P06959	P32177	P
ODP2_F1	AIDB_A	ODP2_ECOLI	AIDB_ECOLI	P06959	P33224	P
ODP2_F1	NAPD_A	ODP2_ECOLI	NAPD_ECOLI	P06959	P0A9I5	P
ODP2_F1	RLMN_A	ODP2_ECOLI	RLMN_ECOLI	P06959	P36979	P
ODP2_F1	HRPB_A	ODP2_ECOLI	HRPB_ECOLI	P06959	P37024	P
ODP2_F1	YJGD_A	ODP2_ECOLI	YJGD_ECOLI	P06959	P0AF90	P
ODP2_F1	ULAR_A	ODP2_ECOLI	ULAR_ECOLI	P06959	P0A9W0	P
ODP2_F1	HRPA_A	ODP2_ECOLI	HRPA_ECOLI	P06959	P43329	P
ODP2_F1	YRAN_A	ODP2_ECOLI	YRAN_ECOLI	P06959	P45465	P
ODP2_F1	YBCJ_A	ODP2_ECOLI	YBCJ_ECOLI	P06959	P0AAS7	P
ODP2_F1	ZNUC_F1	ODP2_ECOLI	ZNUC_ECOLI	P06959	P0A9X1	P
ODP2_F1	YBJX_F1	ODP2_ECOLI	YBJX_ECOLI	P06959	P75829	P
ODP2_F1	YCGF_A	ODP2_ECOLI	YCGF_ECOLI	P06959	P75990	P
ODP2_F1	YCIU_A	ODP2_ECOLI	YCIU_ECOLI	P06959	P0A8L7	P
ODP2_F1	CEDA_A	ODP2_ECOLI	CEDA_ECOLI	P06959	P0AE60	P
ODP2_F1	PHOL_A	ODP2_ECOLI	PHOL_ECOLI	P06959	P0A9K3	P
ODP2_F1	FADJ_A	ODP2_ECOLI	FADJ_ECOLI	P06959	P77399	P
ODP2_F1	PINR_A	ODP2_ECOLI	PINR_ECOLI	P06959	P0ADI0	P
CCA_A	DNAA_F1	CCA_ECOLI	DNAA_ECOLI	P06961	P03004	P
CCA_A	EFTU1_F1	CCA_ECOLI	EFTU1_ECOLI	P06961	P0CE47	P
FLIM_F1	CHEY_A	FLIM_ECOLI	CHEY_ECOLI	P06974	P0AE67	P
FLIM_F1	FLIM_F1	FLIM_ECOLI	FLIM_ECOLI	P06974	P06974	P
FLIM_F1	GLPQ_G	FLIM_ECOLI	GLPQ_ECOLI	P06974	P09394	P
FLIM_F1	FLIN_F1	FLIM_ECOLI	FLIN_ECOLI	P06974	P15070	P
FLIM_F1	YJEK_A	FLIM_ECOLI	YJEK_ECOLI	P06974	P39280	P
FLIM_F1	YCBL_A	FLIM_ECOLI	YCBL_ECOLI	P06974	P75849	P
MALT_F1	RL19_A	MALT_ECOLI	RL19_ECOLI	P06993	P0A7K6	P
MALT_F1	MALK_F1	MALT_ECOLI	MALK_ECOLI	P06993	P68187	P
MALT_F1	METK_A	MALT_ECOLI	METK_ECOLI	P06993	P0A817	P
MALT_F1	MALT_F1	MALT_ECOLI	MALT_ECOLI	P06993	P06993	P
MALT_F1	DNAJ_A	MALT_ECOLI	DNAJ_ECOLI	P06993	P08622	P
MALT_F1	FTSZ_F1	MALT_ECOLI	FTSZ_ECOLI	P06993	P0A9A6	P
MALT_F1	MREB_F1	MALT_ECOLI	MREB_ECOLI	P06993	P0A9X4	P
MALT_F1	PSTB_F1	MALT_ECOLI	PSTB_ECOLI	P06993	P0AAH0	P
MALT_F1	IBPA_A	MALT_ECOLI	IBPA_ECOLI	P06993	P0C054	P
MALT_F1	IBPB_A	MALT_ECOLI	IBPB_ECOLI	P06993	P0C058	P
MALT_F1	AES_A	MALT_ECOLI	AES_ECOLI	P06993	P23872	P
MALT_F1	IBPA_A	MALT_ECOLI	IBPA_ECOLI	P06993	P0C054	P
MALT_F1	IBPB_A	MALT_ECOLI	IBPB_ECOLI	P06993	P0C058	P
OMPC_H	MREB_F1	OMPC_ECOLI	MREB_ECOLI	P06996	P0A9X4	P
OMPC_H	MREB_F1	OMPC_ECOLI	MREB_ECOLI	P06996	P0A9X4	P
POXB_F1	POXB_F1	POXB_ECOLI	POXB_ECOLI	P07003	P07003	P
DHSB_F1	DHSA_F1	DHSB_ECOLI	DHSA_ECOLI	P07014	P0AC41	P
USHA_G	FTSE_F1	USHA_ECOLI	FTSE_ECOLI	P07024	P0A9R7	P
USHA_G	FTSE_F1	USHA_ECOLI	FTSE_ECOLI	P07024	P0A9R7	P
CHER_A	FLIN_F1	CHER_ECOLI	FLIN_ECOLI	P07364	P15070	P
TYRR_A	ATPA_F1	TYRR_ECOLI	ATPA_ECOLI	P07604	P0ABB0	P
ILVB_A	DLDH_F1	ILVB_ECOLI	DLDH_ECOLI	P08142	P0A9P0	P
MURB_A	FTSA_F1	MURB_ECOLI	FTSA_ECOLI	P08373	P0ABH0	P
EX5B_A	DLDH_F1	EX5B_ECOLI	DLDH_ECOLI	P08394	P0A9P0	P
EX5B_A	ODP2_F1	EX5B_ECOLI	ODP2_ECOLI	P08394	P06959	P
CREC_B	DNAA_F1	CREC_ECOLI	DNAA_ECOLI	P08401	P03004	P
DNAJ_A	DNAK_F1	DNAJ_ECOLI	DNAK_ECOLI	P08622	P0A6Y8	P
DNAJ_A	FTSA_F1	DNAJ_ECOLI	FTSA_ECOLI	P08622	P0ABH0	P
DNAJ_A	NARG_F1	DNAJ_ECOLI	NARG_ECOLI	P08622	P09152	P
DNAJ_A	EFTU1_F1	DNAJ_ECOLI	EFTU1_ECOLI	P08622	P0CE47	P
DNAJ_A	HFQ_F1	DNAJ_ECOLI	HFQ_ECOLI	P08622	P0A6X3	P
DNAJ_A	ATPB_F1	DNAJ_ECOLI	ATPB_ECOLI	P08622	P0ABB4	P
PT1_F1	HELD_A	PT1_ECOLI	HELD_ECOLI	P08839	P15038	P
EX3_A	DLDH_F1	EX3_ECOLI	DLDH_ECOLI	P09030	P0A9P0	P
EX3_A	ODP2_F1	EX3_ECOLI	ODP2_ECOLI	P09030	P06959	P
EX3_A	LPTB_F1	EX3_ECOLI	LPTB_ECOLI	P09030	P0A9V1	P
NARG_F1	RECA_F1	NARG_ECOLI	RECA_ECOLI	P09152	P0A7G6	P
NARG_F1	RNPH_A	NARG_ECOLI	RNPH_ECOLI	P09152	P0CG19	P
NARG_F1	PSTB_F1	NARG_ECOLI	PSTB_ECOLI	P09152	P0AAH0	P
NARG_F1	NARG_F1	NARG_ECOLI	NARG_ECOLI	P09152	P09152	P
NARG_F1	CH60_A	NARG_ECOLI	CH60_ECOLI	P09152	P0A6F5	P
NARG_F1	EFTU1_F1	NARG_ECOLI	EFTU1_ECOLI	P09152	P0CE47	P
NARG_F1	MREB_F1	NARG_ECOLI	MREB_ECOLI	P09152	P0A9X4	P
NARG_F1	NARJ_A	NARG_ECOLI	NARJ_ECOLI	P09152	P0AF26	P
NARG_F1	YBGI_A	NARG_ECOLI	YBGI_ECOLI	P09152	P0AFP6	P
NARG_F1	NARJ_A	NARG_ECOLI	NARJ_ECOLI	P09152	P0AF26	P
NARG_F1	MOEA_A	NARG_ECOLI	MOEA_ECOLI	P09152	P12281	P
NARG_F1	MOBB_B	NARG_ECOLI	MOBB_ECOLI	P09152	P32125	P
NARG_F1	HSLU_A	NARG_ECOLI	HSLU_ECOLI	P09152	P0A6H5	P
NARG_F1	MOBA_A	NARG_ECOLI	MOBA_ECOLI	P09152	P32173	P
MOTA_B	SECA_F1	MOTA_ECOLI	SECA_ECOLI	P09348	P10408	P
GRPE_A	DNAK_F1	GRPE_ECOLI	DNAK_ECOLI	P09372	P0A6Y8	P
GRPE_A	ENTB_F1	GRPE_ECOLI	ENTB_ECOLI	P09372	P0ADI4	P
PFLB_A	YEFI_F1	PFLB_ECOLI	YEFI_ECOLI	P09373	P37751	P
PUTA_F1	PUTA_F1	PUTA_ECOLI	PUTA_ECOLI	P09546	P09546	P
PUTA_F1	CH10_A	PUTA_ECOLI	CH10_ECOLI	P09546	P0A6F9	P
PUTA_F1	RL1_A	PUTA_ECOLI	RL1_ECOLI	P09546	P0A7L0	P
PUTA_F1	RL9_A	PUTA_ECOLI	RL9_ECOLI	P09546	P0A7R1	P
PUTA_F1	TALB_A	PUTA_ECOLI	TALB_ECOLI	P09546	P0A870	P
PUTA_F1	CSPC_A	PUTA_ECOLI	CSPC_ECOLI	P09546	P0A9Y6	P
PUTA_F1	DBHA_A	PUTA_ECOLI	DBHA_ECOLI	P09546	P0ACF0	P
PUTA_F1	YCIS_B	PUTA_ECOLI	YCIS_ECOLI	P09546	P0ACV4	P
PUTA_F1	AHPC_A	PUTA_ECOLI	AHPC_ECOLI	P09546	P0AE08	P
PUTA_F1	RISA_A	PUTA_ECOLI	RISA_ECOLI	P09546	P0AFU8	P
PUTA_F1	LEUD_B	PUTA_ECOLI	LEUD_ECOLI	P09546	P30126	P
PUTA_F1	CSPC_A	PUTA_ECOLI	CSPC_ECOLI	P09546	P0A9Y6	P
PUTA_F1	KAD_A	PUTA_ECOLI	KAD_ECOLI	P09546	P69441	P
ARGT_G	YADG_F1	ARGT_ECOLI	YADG_ECOLI	P09551	P36879	P
GLTD_A	EFTU1_F1	GLTD_ECOLI	EFTU1_ECOLI	P09832	P0CE47	P
GLTD_A	SYD_F1	GLTD_ECOLI	SYD_ECOLI	P09832	P21889	P
UVRA_F1	UVRD_A	UVRA_ECOLI	UVRD_ECOLI	P0A698	P03018	P
UVRA_F1	UVRB_A	UVRA_ECOLI	UVRB_ECOLI	P0A698	P0A8F8	P
UVRA_F1	UVRA_F1	UVRA_ECOLI	UVRA_ECOLI	P0A698	P0A698	P
UVRA_F1	TIG_A	UVRA_ECOLI	TIG_ECOLI	P0A698	P0A850	P
UVRA_F1	YBDF_A	UVRA_ECOLI	YBDF_ECOLI	P0A698	P0AAT2	P
UVRA_F1	NUSA_A	UVRA_ECOLI	NUSA_ECOLI	P0A698	P0AFF6	P
UVRA_F1	KDGR_A	UVRA_ECOLI	KDGR_ECOLI	P0A698	P76268	P
ACKA_A	PT1_F1	ACKA_ECOLI	PT1_ECOLI	P0A6A3	P08839	P
ACP_F1	DLDH_F1	ACP_ECOLI	DLDH_ECOLI	P0A6A8	P0A9P0	P
ACP_F1	PLSB_F1	ACP_ECOLI	PLSB_ECOLI	P0A6A8	P0A7A7	P
ACP_F1	RS8_A	ACP_ECOLI	RS8_ECOLI	P0A6A8	P0A7W7	P
ACP_F1	RL15_A	ACP_ECOLI	RL15_ECOLI	P0A6A8	P02413	P
ACP_F1	ACP_F1	ACP_ECOLI	ACP_ECOLI	P0A6A8	P0A6A8	P
ACP_F1	ODP1_B	ACP_ECOLI	ODP1_ECOLI	P0A6A8	P0AFG8	P
ACP_F1	ODP2_F1	ACP_ECOLI	ODP2_ECOLI	P0A6A8	P06959	P
ACP_F1	MALT_F1	ACP_ECOLI	MALT_ECOLI	P0A6A8	P06993	P
ACP_F1	YBGC_F1	ACP_ECOLI	YBGC_ECOLI	P0A6A8	P0A8Z3	P
ACP_F1	RS13_A	ACP_ECOLI	RS13_ECOLI	P0A6A8	P0A7S9	P
ACP_F1	YHBJ_A	ACP_ECOLI	YHBJ_ECOLI	P0A6A8	P0A894	P
ACP_F1	YBGC_F1	ACP_ECOLI	YBGC_ECOLI	P0A6A8	P0A8Z3	P
ACP_F1	ACCA_A	ACP_ECOLI	ACCA_ECOLI	P0A6A8	P0ABD5	P
ACP_F1	CYOA_B	ACP_ECOLI	CYOA_ECOLI	P0A6A8	P0ABJ1	P
ACP_F1	CYOC_B	ACP_ECOLI	CYOC_ECOLI	P0A6A8	P0ABJ3	P
ACP_F1	EXBD_B	ACP_ECOLI	EXBD_ECOLI	P0A6A8	P0ABV2	P
ACP_F1	FTSX_B	ACP_ECOLI	FTSX_ECOLI	P0A6A8	P0AC30	P
ACP_F1	NLPD_I	ACP_ECOLI	NLPD_ECOLI	P0A6A8	P0ADA3	P
ACP_F1	YIID_B	ACP_ECOLI	YIID_ECOLI	P0A6A8	P0ADQ2	P
ACP_F1	CYOE_B	ACP_ECOLI	CYOE_ECOLI	P0A6A8	P0AEA5	P
ACP_F1	FABG_A	ACP_ECOLI	FABG_ECOLI	P0A6A8	P0AEK2	P
ACP_F1	YHBY_A	ACP_ECOLI	YHBY_ECOLI	P0A6A8	P0AGK4	P
ACP_F1	SECA_F1	ACP_ECOLI	SECA_ECOLI	P0A6A8	P10408	P
ACP_F1	GLMU_A	ACP_ECOLI	GLMU_ECOLI	P0A6A8	P0ACC7	P
ACP_F1	SPOT_A	ACP_ECOLI	SPOT_ECOLI	P0A6A8	P0AG24	P
ACP_F1	MURC_A	ACP_ECOLI	MURC_ECOLI	P0A6A8	P17952	P
ACP_F1	FABZ_F1	ACP_ECOLI	FABZ_ECOLI	P0A6A8	P0A6Q6	P
ACP_F1	MUKB_A	ACP_ECOLI	MUKB_ECOLI	P0A6A8	P22523	P
ACP_F1	DEAD_A	ACP_ECOLI	DEAD_ECOLI	P0A6A8	P0A9P6	P
ACP_F1	FABG_A	ACP_ECOLI	FABG_ECOLI	P0A6A8	P0AEK2	P
ACP_F1	ACCA_A	ACP_ECOLI	ACCA_ECOLI	P0A6A8	P0ABD5	P
ACP_F1	AAS_B	ACP_ECOLI	AAS_ECOLI	P0A6A8	P31119	P
ACP_F1	AAS_B	ACP_ECOLI	AAS_ECOLI	P0A6A8	P31119	P
ACP_F1	AIDB_A	ACP_ECOLI	AIDB_ECOLI	P0A6A8	P33224	P
ACP_F1	AIDB_A	ACP_ECOLI	AIDB_ECOLI	P0A6A8	P33224	P
ACP_F1	YHBJ_A	ACP_ECOLI	YHBJ_ECOLI	P0A6A8	P0A894	P
ACP_F1	FABF_A	ACP_ECOLI	FABF_ECOLI	P0A6A8	P0AAI5	P
ACP_F1	YBGJ_A	ACP_ECOLI	YBGJ_ECOLI	P0A6A8	P0AAV4	P
ACP_F1	ACYP_A	ACP_ECOLI	ACYP_ECOLI	P0A6A8	P0AB65	P
ACP_F1	INSO2_B	ACP_ECOLI	INSO2_ECOLI	P0A6A8	Q47718	P
ISCS_A	ACP_F1	ISCS_ECOLI	ACP_ECOLI	P0A6B7	P0A6A8	P
END4_A	DLDH_F1	END4_ECOLI	DLDH_ECOLI	P0A6C1	P0A9P0	P
END4_A	SECA_F1	END4_ECOLI	SECA_ECOLI	P0A6C1	P10408	P
ARGA_A	LEPA_F1	ARGA_ECOLI	LEPA_ECOLI	P0A6C5	P60785	P
ARGA_A	LEPA_F1	ARGA_ECOLI	LEPA_ECOLI	P0A6C5	P60785	P
AROA_A	POXB_F1	AROA_ECOLI	POXB_ECOLI	P0A6D3	P07003	P
ATPE_F1	ATPL_B	ATPE_ECOLI	ATPL_ECOLI	P0A6E6	P68699	P
ATPE_F1	HYPA_A	ATPE_ECOLI	HYPA_ECOLI	P0A6E6	P0A700	P
ATPE_F1	SERB_B	ATPE_ECOLI	SERB_ECOLI	P0A6E6	P0AGB0	P
CH60_A	MALT_F1	CH60_ECOLI	MALT_ECOLI	P0A6F5	P06993	P
CH60_A	FTSE_F1	CH60_ECOLI	FTSE_ECOLI	P0A6F5	P0A9R7	P
CH60_A	MREB_F1	CH60_ECOLI	MREB_ECOLI	P0A6F5	P0A9X4	P
CH60_A	FTSE_F1	CH60_ECOLI	FTSE_ECOLI	P0A6F5	P0A9R7	P
CH60_A	MREB_F1	CH60_ECOLI	MREB_ECOLI	P0A6F5	P0A9X4	P
CH60_A	MIND_F1	CH60_ECOLI	MIND_ECOLI	P0A6F5	P0AEZ3	P
CH60_A	MLAF_F1	CH60_ECOLI	MLAF_ECOLI	P0A6F5	P63386	P
CH10_A	AMPN_F1	CH10_ECOLI	AMPN_ECOLI	P0A6F9	P04825	P
CH10_A	RECA_F1	CH10_ECOLI	RECA_ECOLI	P0A6F9	P0A7G6	P
CH10_A	FTSE_F1	CH10_ECOLI	FTSE_ECOLI	P0A6F9	P0A9R7	P
CH10_A	HTPG_F1	CH10_ECOLI	HTPG_ECOLI	P0A6F9	P0A6Z3	P
CH10_A	YADG_F1	CH10_ECOLI	YADG_ECOLI	P0A6F9	P36879	P
CH10_A	YEFI_F1	CH10_ECOLI	YEFI_ECOLI	P0A6F9	P37751	P
CH10_A	MLAF_F1	CH10_ECOLI	MLAF_ECOLI	P0A6F9	P63386	P
CLPP_A	DNAK_F1	CLPP_ECOLI	DNAK_ECOLI	P0A6G7	P0A6Y8	P
CLPP_A	NARG_F1	CLPP_ECOLI	NARG_ECOLI	P0A6G7	P09152	P
CLPP_A	EFTU1_F1	CLPP_ECOLI	EFTU1_ECOLI	P0A6G7	P0CE47	P
CLPP_A	NARZ_F1	CLPP_ECOLI	NARZ_ECOLI	P0A6G7	P19319	P
CLPX_A	DNAK_F1	CLPX_ECOLI	DNAK_ECOLI	P0A6H1	P0A6Y8	P
CLPX_A	PSTB_F1	CLPX_ECOLI	PSTB_ECOLI	P0A6H1	P0AAH0	P
CLPX_A	MREB_F1	CLPX_ECOLI	MREB_ECOLI	P0A6H1	P0A9X4	P
CLPX_A	PSTB_F1	CLPX_ECOLI	PSTB_ECOLI	P0A6H1	P0AAH0	P
HSLU_A	AK1H_F1	HSLU_ECOLI	AK1H_ECOLI	P0A6H5	P00561	P
HSLU_A	DNAK_F1	HSLU_ECOLI	DNAK_ECOLI	P0A6H5	P0A6Y8	P
HSLU_A	FTSZ_F1	HSLU_ECOLI	FTSZ_ECOLI	P0A6H5	P0A9A6	P
HSLU_A	MREB_F1	HSLU_ECOLI	MREB_ECOLI	P0A6H5	P0A9X4	P
HSLU_A	NUOCD_F1	HSLU_ECOLI	NUOCD_ECOLI	P0A6H5	P33599	P
DADA_F1	CH60_A	DADA_ECOLI	CH60_ECOLI	P0A6J5	P0A6F5	P
DADA_F1	TIG_A	DADA_ECOLI	TIG_ECOLI	P0A6J5	P0A850	P
DDLA_A	DNAK_F1	DDLA_ECOLI	DNAK_ECOLI	P0A6J8	P0A6Y8	P
HSCB_A	EFTU1_F1	HSCB_ECOLI	EFTU1_ECOLI	P0A6L9	P0CE47	P
HSCB_A	HTPG_F1	HSCB_ECOLI	HTPG_ECOLI	P0A6L9	P0A6Z3	P
EFG_A	FTSZ_F1	EFG_ECOLI	FTSZ_ECOLI	P0A6M8	P0A9A6	P
EFG_A	EFTU1_F1	EFG_ECOLI	EFTU1_ECOLI	P0A6M8	P0CE47	P
