Accession (UNIPROT)	ID interactor A	ID interactor B
P0A799	P0A799	P0A901
P0A7L0	P0A7L0	P0A901
P60422	P60422	P0A901
P0ADY7	P0ADY7	P0A901
P0A7M2	P0A7M2	P0A901
P0AG67	P0AG67	P0A901
P0A7V3	P0A7V3	P0A901
P0AG59	P0AG59	P0A901
P0A850	P0A850	P0A901
P63284	P63284	P0A910
P0A7R1	P0A7R1	P0A910
P0ADZ0	P0ADZ0	P0A910
P0AG59	P0AG59	P0A910
P0ACV4	P0ACV4	P0A910
P31473	P31473	P0A910
P07650	P07650	P0A940
P0A6M8	P0A6M8	P0A944
P0A6F3	P0A6F3	P0A944
P0A7Z4	P0A7Z4	P0A944
P0A850	P0A850	P0A944
P0A6P1	P0A6P1	P0A944
P0A955	P0AEM0	P0A955
P0A955	P32053	P0A955
P20083	P20083	P0A964
P24177	P24177	P0A968
P0AG59	P0AG59	P0A968
P0A7S9	P0A7S9	P0A968
P0A7L0	P0A7L0	P0A968
P0A7R5	P0A7R5	P0A968
P0AG30	P0AG30	P0A968
P37765	P37765	P0A968
P0AG67	P0AG67	P0A968
P0A7V3	P0A7V3	P0A968
P37765	P37765	P0A972
P0A7L0	P0A7L0	P0A972
P60723	P60723	P0A972
P0ACF0	P0ACF0	P0A972
P0A9P6	P0A9P6	P0A972
P43329	P43329	P0A972
P21499	P21499	P0A972
P60422	P60422	P0A972
P0A7V8	P0A7V8	P0A972
P10443	P10443	P0A988
P0ABH7	P0ABH7	P0A988
P64581	P64581	P0A988
P0AC59	P0AC59	P0A988
P42641	P42641	P0A991
P0A7V3	P0A7V3	P0A996
P0A9K9	P0A9K9	P0A996
P0A850	P0A850	P0A996
P67910	P67910	P0A996
P02918	P02918	P0A9A9
P0A9B2	P00562	P0A9B2
P0A9B2	P02918	P0A9B2
P0A9B2	P0AE06	P0A9B2
P0A9B2	P05637	P0A9B2
P0A9B2	P0A901	P0A9B2
P0A9B2	P0A6Q3	P0A9B2
P0A9B2	P52612	P0A9B2
P0A9B2	P39180	P0A9B2
P0A9B2	P00579	P0A9B2
P0A9B2	P15038	P0A9B2
P0A9B2	P30131	P0A9B2
P0A9B2	P0AFH0	P0A9B2
P0A9B2	P0A9L8	P0A9B2
P0A9B2	P39286	P0A9B2
P0A9B2	P33570	P0A9B2
P0A9B2	P13482	P0A9B2
P0A9B2	P37751	P0A9B2
P0A9B2	P0A8E5	P0A9B2
P0A9B2	P0A890	P0A9B2
P0A9B2	P0ADQ2	P0A9B2
P0A9B2	P0AF67	P0A9B2
P0A9B2	P0A8N5	P0A9B2
P0A9B2	P0A944	P0A9B2
P0A9D8	P0A988	P0A9D8
P0A9D8	P0AET2	P0A9D8
P0A9D8	P0A9M2	P0A9D8
P0A9D8	P00804	P0A9D8
P0A9F3	P33230	P0A9F3
P0A9F3	P21151	P0A9F3
P0A9F3	P0AEF4	P0A9F3
P0A9G6	P0A901	P0A9G6
P31473	P31473	P0A9H3
P0A9B2	P0A9B2	P0A9H9
P0A6F5	P0A6F5	P0A9I5
P0A9M8	P0A9M8	P0A9I5
P0ADZ0	P0ADZ0	P0A9I5
P0A6P9	P0A6P9	P0A9J0
P68679	P68679	P0A9J0
P0A9K3	P0A8R0	P0A9K3
P0A9K3	P0AF36	P0A9K3
P0A9K3	P0A8I5	P0A9K3
P0A9K3	P02413	P0A9K3
P0A9K3	P0ADY7	P0A9K3
P0A9K3	P0A7S9	P0A9K3
P0A9K3	P0A7L3	P0A9K3
P0A9K3	P0A7N9	P0A9K3
P0A9K3	P0A7T3	P0A9K3
P0A9K3	P0AG55	P0A9K3
P0A9K3	P60624	P0A9K3
P0A9K3	P39199	P0A9K3
P0A9K3	P23830	P0A9K3
P0A9K3	P37765	P0A9K3
P0A9K3	P0A7V8	P0A9K3
P0A9K9	P0A9W9	P0A9K9
P0A9K9	P0AC81	P0A9K9
P0A9K9	P0AAM3	P0A9K9
P0A9K9	P0A9M2	P0A9K9
P0A9K9	P0ABZ4	P0A9K9
P0A9K9	P23917	P0A9K9
P0A9K9	P0A8E5	P0A9K9
P0A9K9	P0AFP6	P0A9K9
P0A9K9	P77781	P0A9K9
P0A9K9	P0A6G3	P0A9K9
P0A9K9	P0AEI4	P0A9K9
P0A9K9	P64588	P0A9K9
P0A9L3	P0AAE2	P0A9L3
P0A9L3	P0AFZ7	P0A9L3
P0A6P9	P0A6P9	P0A9L8
P0A953	P0A953	P0A9L8
P0AES4	P0AES4	P0A9L8
P62399	P62399	P0A9L8
P0A7J3	P0A7J3	P0A9L8
P0A7J7	P0A7J7	P0A9L8
P0AG67	P0AG67	P0A9L8
P0A715	P0A715	P0A9M0
P0A7L0	P0A7L0	P0A9M0
P0A7V3	P0A7V3	P0A9M0
P0C0R7	P0C0R7	P0A9M0
P0A9M8	P08365	P0A9M8
P0A9M8	P39332	P0A9M8
P0A9M8	P30015	P0A9M8
P0A9M8	P08622	P0A9M8
P0A9M8	P0CE47	P0A9M8
P0A9P6	P0AG63	P0A9P6
P0A9P6	P0AG55	P0A9P6
P0A9P6	P76116	P0A9P6
P0A9P6	P68679	P0A9P6
P0A9P6	P0AG67	P0A9P6
P0A9P6	P62399	P0A9P6
P0A9P6	P0AAS7	P0A9P6
P0A9P6	P75825	P0A9P6
P0A9P6	P0AG44	P0A9P6
P0A9P6	P0C018	P0A9P6
P0A9P6	P0ADZ0	P0A9P6
P0A9P6	P0A7L8	P0A9P6
P0A9P6	P0A7S3	P0A9P6
P0A9P6	P0A7U3	P0A9P6
P0A9P6	P77499	P0A9P6
P0A9P6	P0ADK8	P0A9P6
P0A9P6	P77509	P0A9P6
P0A9P6	P07658	P0A9P6
P0A9P6	P0A968	P0A9P6
P0A9P6	P43329	P0A9P6
P0A9P6	P0AES6	P0A9P6
P0A9P6	P0AFG0	P0A9P6
P0A9P6	P36979	P0A9P6
P0A9P6	P0AF90	P0A9P6
P0A9P6	P0AA39	P0A9P6
P0A9P6	P21499	P0A9P6
P0A9P6	P0A7L0	P0A9P6
P0A9P6	P0A7R1	P0A9P6
P0A9P6	P02358	P0A9P6
P0A9P6	P0A7R5	P0A9P6
P0A9P6	P0A9Y6	P0A9P6
P0A9P6	P0ACF0	P0A9P6
P0A9P6	P0AG48	P0A9P6
P0A9P6	P0A7W7	P0A9P6
P0A9P6	P0AG59	P0A9P6
P0A9P6	P0A9K3	P0A9P6
P0A9Q1	P0AD03	P0A9Q1
P0A9Q5	P0A9Y6	P0A9Q5
P0A9Q5	P76243	P0A9Q5
P0A9Q5	P77808	P0A9Q5
P0A9Q5	P0ABD5	P0A9Q5
P17952	P17952	P0A9R7
P0A6F5	P0A6F5	P0A9R7
P0A9S3	P77808	P0A9S3
P0A9S3	P76491	P0A9S3
P0A9S3	P0A850	P0A9S3
P0A850	P0A850	P0A9S5
P0A853	P0A853	P0A9U1
P0A7K2	P0A7K2	P0A9W0
P0AG48	P0AG48	P0A9W0
P0A7M2	P0A7M2	P0A9W0
P0AG59	P0AG59	P0A9W0
P0A7S3	P0A7S3	P0A9W0
P60422	P60422	P0A9W3
P60723	P60723	P0A9W3
P0A7K2	P0A7K2	P0A9X1
P0A7N9	P0A7N9	P0A9X1
P60723	P60723	P0A9X1
P0A6F5	P0A6F5	P0A9X4
P02358	P02358	P0A9X4
P0A6H1	P0A6H1	P0A9X4
P0AES4	P0AES4	P0A9X4
P22333	P22333	P0A9X4
P0A6M8	P0A6M8	P0A9X4
P62399	P62399	P0A9X4
P0AEI1	P0AEI1	P0A9X4
P0AFG0	P0AFG0	P0A9X4
P05055	P05055	P0A9X4
P0A850	P0A850	P0A9X4
P0A7K6	P0A7K6	P0A9X9
P0ACF0	P0ACF0	P0A9X9
P37765	P37765	P0A9X9
P08622	P08622	P0A9Y6
P60723	P60723	P0A9Y6
P0A7V3	P0A7V3	P0A9Y6
P0ACF0	P0ACF0	P0A9Y6
P0ADZ0	P0ADZ0	P0A9Y6
P60624	P60624	P0A9Y6
P02358	P02358	P0A9Y6
P0ABU7	P0ABU7	P0A9Y6
P0AC30	P0AC30	P0A9Y6
P02918	P02918	P0A9Y6
P0A7Z4	P0A7Z4	P0A9Y6
P0A8R7	P0A8R7	P0A9Y6
P0A894	P0A894	P0A9Y6
P43329	P43329	P0A9Y6
P0AG30	P0AG30	P0A9Y6
P60422	P60422	P0A9Y6
P62399	P62399	P0A9Y6
P0AG67	P0AG67	P0A9Y6
P0A7S9	P0A7S9	P0A9Y6
P05055	P05055	P0A9Y6
P0AGJ5	P0AGJ5	P0A9Y6
P0A850	P0A850	P0A9Z1
P0AA10	P0A8E5	P0AA10
P0AA10	P0A9M0	P0AA10
P0AA10	P69913	P0AA10
P0AA10	P05055	P0AA10
P0AA10	P75829	P0AA10
P0AA10	P0AED9	P0AA10
P0AA10	P10443	P0AA10
P0AA10	P0AEN8	P0AA10
P0AA10	P63228	P0AA10
P0AA10	P0ACF0	P0AA10
P0AA10	P19931	P0AA10
P0AA10	P16528	P0AA10
P0AA10	P00490	P0AA10
P0AA10	P0AD61	P0AA10
P0AA10	P63177	P0AA10
P0AA10	P21513	P0AA10
P0AA10	P0ADZ0	P0AA10
P0AA10	P06612	P0AA10
P0AA10	P77717	P0AA10
P0AA10	P64451	P0AA10
P0AA10	P77781	P0AA10
P0AA10	P77539	P0AA10
P0AA10	P76243	P0AA10
P0AA10	P76491	P0AA10
P0AA10	P0A8W8	P0AA10
P0AA10	P76543	P0AA10
P0AA10	P76594	P0AA10
P0AA10	P39407	P0AA10
P0AA10	P76116	P0AA10
P0AA10	P64517	P0AA10
P0AA10	P64588	P0AA10
P0AA10	P0A9Y6	P0AA10
P0AA10	P0A968	P0AA10
P0AA10	P0A9P6	P0AA10
P0AA10	P37765	P0AA10
P0AA10	P21499	P0AA10
P0AA10	P0A9K3	P0AA10
P0AA10	P0A9W0	P0AA10
P0AA10	P0A8G0	P0AA10
P0AA10	P0A850	P0AA10
P0A7M2	P0A7M2	P0AA39
P0ACF0	P0ACF0	P0AA39
P0AG44	P0AG44	P0AA39
P0A7L3	P0A7L3	P0AA39
P02358	P02358	P0AA39
P0AG59	P0AG59	P0AA39
P0A7U7	P0A7U7	P0AA39
P0AG24	P0AG24	P0AA39
P60422	P60422	P0AA39
P0AG55	P0AG55	P0AA39
P0AA10	P0AA10	P0AA39
P0A7V3	P0A7V3	P0AA39
P0AGJ5	P0AGJ5	P0AA39
P0C018	P0C018	P0AA39
P0A7V8	P0A7V8	P0AA43
P0AA53	P0AG59	P0AA53
P0AA53	P0ACV4	P0AA53
P0AA86	P36655	P0AA86
P0AA86	P0AEG4	P0AA86
P02918	P02918	P0AAB8
P31069	P31069	P0AAC8
P30958	P30958	P0AAD8
P77488	P77488	P0AAH0
P0A9H7	P0A9H7	P0AAH0
P0A6H1	P0A6H1	P0AAH0
P0AAI3	P0ABC3	P0AAI3
P0AAI3	P60723	P0AAI3
P0AAI3	P23869	P0AAI3
P0AAI3	P0ABU7	P0AAI3
P0A8N3	P0A8N3	P0AAM3
P0A7K2	P0A7K2	P0AAM3
P0A7M2	P0A7M2	P0AAM3
P0A9B2	P0A9B2	P0AAM7
P0A9K9	P0A9K9	P0AAM7
P0A9K9	P0A9K9	P0AAN3
P23842	P23842	P0AAN3
P39831	P39831	P0AAN9
P0A9K3	P0A9K3	P0AAN9
P67910	P67910	P0AAP3
P0A7K2	P0A7K2	P0AAR3
P0A7R5	P0A7R5	P0AAR3
P0A7L0	P0A7L0	P0AAS7
P0AG55	P0AG55	P0AAS7
P0A7V8	P0A7V8	P0AAS7
P0A6P9	P0A6P9	P0AAS7
P0AA10	P0AA10	P0AAS7
P0AG44	P0AG44	P0AAS7
P0A7L3	P0A7L3	P0AAS7
P60624	P60624	P0AAS7
P0A7U7	P0A7U7	P0AAS7
P0A9K3	P0A9K3	P0AAS7
P43329	P43329	P0AAS7
P0A7Z4	P0A7Z4	P0AAS7
P08622	P08622	P0AAS7
P60723	P60723	P0AAT6
P0A7M2	P0A7M2	P0AAX8
P0ABJ3	P0ABJ3	P0AB14
P02918	P02918	P0AB14
P39831	P39831	P0AB40
P0AB71	P61949	P0AB71
P0AB71	P0A901	P0AB71
P0AB71	P13482	P0AB71
P0AB77	P0A850	P0AB77
P0ADZ0	P0ADZ0	P0AB83
P39831	P39831	P0AB91
P0AB98	P03007	P0AB98
P0AA10	P0AA10	P0ABA6
P0A7M2	P0A7M2	P0ABA6
P0A7S9	P0A7S9	P0ABA6
P07604	P07604	P0ABB0
P20083	P20083	P0ABB0
P0ABU7	P0ABU7	P0ABB0
P08622	P08622	P0ABB4
P0ABC7	P62707	P0ABC7
P0ABD5	P0A6A8	P0ABD5
P0ABD5	P24182	P0ABD5
P0ABD5	P0A8W8	P0ABD5
P0ABD5	P76550	P0ABD5
P0ABD5	P0A8X0	P0ABD5
P0ABD5	P0A9Y6	P0ABD5
P15038	P15038	P0ABD8
P24182	P24182	P0ABD8
P0AEI1	P0AEI1	P0ABE2
P0ABF1	P0A7V3	P0ABF1
P0ABF1	P62399	P0ABF1
P0ABF1	P39406	P0ABF1
P0ABF1	P33599	P0ABF1
P0ABF1	P0ABT2	P0ABF1
P0ABF1	P37765	P0ABF1
P0ABF1	P0AA10	P0ABF1
P0ABF1	P75864	P0ABF1
P0ABF1	P0AGJ5	P0ABF1
P0ABF1	P0AAS7	P0ABF1
P0ABG4	P00634	P0ABG4
P0ABG4	P0ADY7	P0ABG4
P0ABG7	P11880	P0ABG7
P0ABH7	P76407	P0ABH7
P0ABH7	P36995	P0ABH7
P0ABH7	P20605	P0ABH7
P0ABH7	P25516	P0ABH7
P0ABH7	P0A6F9	P0ABH7
P0ABH7	P0AFH8	P0ABH7
P0ABH7	P67910	P0ABH7
P0ABH7	P0A850	P0ABH7
P0ABH7	P0AFP6	P0ABH7
P0ABH7	P0ABF1	P0ABH7
P0ABH7	P0A8E5	P0ABH7
P0ABH7	P0A6G3	P0ABH7
P0AEC5	P0AEC5	P0ABH9
P13458	P13458	P0ABH9
P0AG67	P0AG67	P0ABH9
P0A7R1	P0A7R1	P0ABH9
P0AA10	P0AA10	P0ABH9
P0C018	P0C018	P0ABH9
P0A7L8	P0A7L8	P0ABH9
P0A7N9	P0A7N9	P0ABH9
P02358	P02358	P0ABH9
P0AG59	P0AG59	P0ABH9
P68679	P68679	P0ABH9
P0AFZ3	P0AFZ3	P0ABH9
P08622	P08622	P0ABH9
P0AES4	P0AES4	P0ABH9
P0AG30	P0AG30	P0ABH9
P0A6G7	P0A6G7	P0ABH9
P0ABI8	P04128	P0ABI8
P0ABJ1	P0A7T3	P0ABJ1
P0ABJ1	P0A6A8	P0ABJ1
P0ABJ3	P0A6A8	P0ABJ3
P0ABJ3	P0A6F9	P0ABJ3
P0ABJ3	P0ACF0	P0ABJ3
P0ABJ3	P68066	P0ABJ3
P0ABK5	P13482	P0ABK5
P21645	P21645	P0ABL8
P0ABM9	P75767	P0ABM9
P0ABP8	P0A759	P0ABP8
P0ABP8	P31133	P0ABP8
P0A7K2	P0A7K2	P0ABS8
P10443	P10443	P0ABS8
P67910	P67910	P0ABT2
P0ABJ3	P0ABJ3	P0ABT2
P0ADZ0	P0ADZ0	P0ABT2
P60624	P60624	P0ABT2
P02358	P02358	P0ABT2
P0A7W7	P0A7W7	P0ABT2
P0A7R5	P0A7R5	P0ABT2
P0A9K9	P0A9K9	P0ABT2
P30870	P30870	P0ABT2
P0AEQ6	P0AEQ6	P0ABT2
P39385	P39385	P0ABT2
P37617	P37617	P0ABT2
P0A9P6	P0A9P6	P0ABT2
P0AG67	P0AG67	P0ABT2
P0A850	P0A850	P0ABT2
P67910	P67910	P0ABU0
P0ABU7	P08622	P0ABU7
P0ABU7	P63284	P0ABU7
P0ABU7	P0A9B2	P0ABU7
P0ABU7	P00634	P0ABU7
P0ABU7	P67910	P0ABU7
P0ABU7	P60422	P0ABU7
P0ABU7	P0ABT2	P0ABU7
P0ABU7	P0A6P9	P0ABU7
P0ABU7	P62707	P0ABU7
P0ABU7	P0ACF4	P0ABU7
P0ABU7	P0AFD1	P0ABU7
P0ABU7	P31979	P0ABU7
P0ABU7	P31677	P0ABU7
P0ABU7	P0A7F9	P0ABU7
P0ABU7	P60723	P0ABU7
P0ABU7	P0AA10	P0ABU7
P0ABU7	P0C018	P0ABU7
P0ABU7	P0AG48	P0ABU7
P0ABU7	P0ADZ0	P0ABU7
P0ABU7	P02358	P0ABU7
P0ABU7	P0AG59	P0ABU7
P0ABU7	P68066	P0ABU7
P0ABU7	P0A9Q7	P0ABU7
P0ABU7	P0A8N5	P0ABU7
P0ABU7	P33599	P0ABU7
P0ABU7	P0AD61	P0ABU7
P0ABU7	P00350	P0ABU7
P0A6N4	P0A6N4	P0ABV2
P0A7L0	P0A7L0	P0ABZ4
P0AA10	P0AA10	P0ABZ4
P43671	P43671	P0AC28
P0AC30	P0A6A8	P0AC30
P0AC30	P0ABA0	P0AC30
P0AC30	P0A7R5	P0AC30
P0AC30	P0AG59	P0AC30
P0AC33	P0ACB0	P0AC33
P0AC33	P08142	P0AC33
P21645	P21645	P0AC38
P0AC75	P0CE47	P0AC75
P0AC75	P0A7A9	P0AC75
P0A9M8	P0A9M8	P0AC81
P10443	P10443	P0AC81
P21170	P21170	P0AC81
P0AC86	P0AGG4	P0AC86
P0AC86	P0AA04	P0AC86
P0AC86	P0AD61	P0AC86
P0A6F5	P0A6F5	P0ACA3
P0ADY7	P0ADY7	P0ACA7
P0ADZ0	P0ADZ0	P0ACA7
P0ACB0	P00561	P0ACB0
P0ACB0	P77732	P0ACB0
P0ACB0	P0CE47	P0ACB0
P0ACB0	P23862	P0ACB0
P0ACF0	P0ACF0	P0ACB2
P23538	P23538	P0ACB2
P0AG59	P0AG59	P0ACB2
P02919	P02919	P0ACB2
P0ACB7	P0ACV4	P0ACB7
P0ACB7	P16688	P0ACB7
P0A8M3	P0A8M3	P0ACC9
P0A9H7	P0A9H7	P0ACD4
P11557	P11557	P0ACD4
P0ABP6	P0ABP6	P0ACD4
P24207	P24207	P0ACD4
P0AGE9	P0AGE9	P0ACD4
P0A6Z1	P0A6Z1	P0ACD4
P0A7M2	P0A7M2	P0ACE0
P0A7R5	P0A7R5	P0ACE0
P0ACF0	P0A8V2	P0ACF0
P0ACF0	P0ACN4	P0ACF0
P0ACF0	P05637	P0ACF0
P0ACF0	P0A901	P0ACF0
P0ACF0	P17315	P0ACF0
P0ACF0	P0ABU7	P0ACF0
P0ACF0	P0A6Q3	P0ACF0
P0ACF0	P39180	P0ACF0
P0ACF0	P05719	P0ACF0
P0ACF0	P0A6S7	P0ACF0
P0ACF0	P0ADZ0	P0ACF0
P0ACF0	P0A9K9	P0ACF0
P0ACF0	P02918	P0ACF0
P0ACF0	P02919	P0ACF0
P0ACF0	P68739	P0ACF0
P0ACF0	P33591	P0ACF0
P0ACF0	P0ADA3	P0ACF0
P0ACF0	P31677	P0ACF0
P0ACF0	P0A9L8	P0ACF0
P0ACF0	P09546	P0ACF0
P0ACF0	P0A7Y4	P0ACF0
P0ACF0	P0AG24	P0ACF0
P0ACF0	P0A8G0	P0ACF0
P0ACF0	P37751	P0ACF0
P0ACF0	P0AFP4	P0ACF0
P0ACF0	P0AAS7	P0ACF0
P0ACF0	P75782	P0ACF0
P0ACF0	P75829	P0ACF0
P0ACF0	P0ACV4	P0ACF0
P0ACF0	P0A8M6	P0ACF0
P0ACF0	P76491	P0ACF0
P0ACF0	P0AGJ5	P0ACF0
P0ACF0	P39385	P0ACF0
P0ACF0	P76116	P0ACF0
P0ACF0	P64588	P0ACF0
P0ACF0	P37617	P0ACF0
P0ACF0	P00490	P0ACF0
P0ACF0	P00582	P0ACF0
P0ACF0	P0A832	P0ACF0
P0ACF0	P0AGE0	P0ACF0
P0ACF0	P0A9K3	P0ACF0
P0A9P6	P0A9P6	P0ACF4
P0ACF0	P0ACF0	P0ACF4
P00490	P00490	P0ACF4
P0A7Z4	P0A7Z4	P0ACF4
P0A707	P0A707	P0ACF4
P0AD61	P0AD61	P0ACF4
P37765	P37765	P0ACF4
P0A8F8	P0A8F8	P0ACF4
P37642	P37642	P0ACF4
P00582	P00582	P0ACF4
P0ACF8	P76550	P0ACF8
P0ACF8	P0A850	P0ACF8
P0ACF8	P05637	P0ACF8
P0ACF8	P0AE60	P0ACF8
P0ACF8	P0ABU7	P0ACF8
P0ACF8	P0ACF0	P0ACF8
P0ACF8	P60624	P0ACF8
P0ACF8	P0ACG1	P0ACF8
P0ACF8	P64467	P0ACF8
P0ACF8	P0ACF4	P0ACF8
P0ACF8	P76268	P0ACF8
P0ACF8	P23917	P0ACF8
P0ACF8	P15254	P0ACF8
P0ACF8	P0ACI0	P0ACF8
P0ACF8	P37751	P0ACF8
P0ACF8	P30864	P0ACF8
P0ACF8	P0AFP4	P0ACF8
P0ACF8	P0ACV4	P0ACF8
P0ACF8	P64519	P0ACF8
P0ACF8	P0AGE0	P0ACF8
P0A870	P0A870	P0ACG1
P13458	P13458	P0ACG8
P0ACF0	P0ACF0	P0ACI0
P0A7Z4	P0A7Z4	P0ACI0
P0A7U7	P0A7U7	P0ACI0
P0AFP4	P0AFP4	P0ACI0
P0ACJ0	P39370	P0ACJ0
P0ACJ8	P0ACJ8	P0ACJ8
P02358	P02358	P0ACN4
P0A7S3	P0A7S3	P0ACN4
P0AG59	P0AG59	P0ACN4
P0ACP1	P0AGE0	P0ACP1
P0ACV4	P13035	P0ACV4
P0ACV4	P0CE47	P0ACV4
P0ACV4	P04128	P0ACV4
P0ACV4	P0A9B2	P0ACV4
P0ACV4	P09546	P0ACV4
P0ACV4	P60723	P0ACV4
P0ACV4	P0A7R1	P0ACV4
P0ACV4	P0A7J3	P0ACV4
P0ACV4	P0A7K2	P0ACV4
P0ACV4	P0ADY7	P0ACV4
P0ACV4	P0ADZ0	P0ACV4
P0ACV4	P0A7N9	P0ACV4
P0ACV4	P0A7R5	P0ACV4
P0ACV4	P0AG59	P0ACV4
P0ACV4	P0A7T3	P0ACV4
P0ACV4	P0A7T7	P0ACV4
P0ACV4	P0A870	P0ACV4
P0ACV4	P0ABB0	P0ACV4
P0ACV4	P0ABA6	P0ACV4
P0ACV4	P0AAI3	P0ACV4
P0ACV4	P0ADW3	P0ACV4
P0A6B7	P0A6B7	P0ACY9
P0A7D7	P0A7D7	P0ACZ4
P38038	P38038	P0AD03
P0A9K9	P0A9K9	P0AD03
P0A850	P0A850	P0AD03
P0AG67	P0AG67	P0AD24
P02918	P02918	P0AD33
P0A7M2	P0A7M2	P0AD33
P0AD61	P28903	P0AD61
P0AD61	P60422	P0AD61
P0AD61	P0A850	P0AD61
P0AD61	P0A901	P0AD61
P0AD61	P0ACF0	P0AD61
P0AD61	P0A7L0	P0AD61
P0AD61	P0A7R1	P0AD61
P0AD61	P0ADY7	P0AD61
P0AD61	P0A7S9	P0AD61
P0AD61	P0AFP6	P0AD61
P0AD61	P0ADK8	P0AD61
P0AD61	P75782	P0AD61
P0AD65	P75746	P0AD65
P0AD68	P0A6J8	P0AD68
P0A9K9	P0A9K9	P0AD70
P0ACF8	P0ACF8	P0ADA3
P62399	P62399	P0ADA3
P0A7N9	P0A7N9	P0ADA3
P0A7R5	P0A7R5	P0ADA3
P0A7U7	P0A7U7	P0ADA3
P0ADE6	P64540	P0ADE6
P0ADE6	P76542	P0ADE6
P0ADE6	P77717	P0ADE6
P0A850	P0A850	P0ADF6
P0ADG7	P28905	P0ADG7
P0A7V3	P0A7V3	P0ADH5
P0AA10	P0AA10	P0ADH5
P0A7K6	P0A7K6	P0ADH5
P0A7W7	P0A7W7	P0ADH5
P20083	P20083	P0ADH5
P37765	P37765	P0ADK8
P0AA10	P0AA10	P0ADK8
P0C018	P0C018	P0ADK8
P0A7K6	P0A7K6	P0ADK8
P0A7L3	P0A7L3	P0ADK8
P0A7M2	P0A7M2	P0ADK8
P0ADZ0	P0ADZ0	P0ADM0
P0A7Z4	P0A7Z4	P0ADN2
P15254	P15254	P0ADP0
P0A850	P0A850	P0ADQ2
P0AEI1	P0AEI1	P0ADQ7
P0AD65	P0AD65	P0ADQ7
P67910	P67910	P0ADQ7
P0A9K3	P0A9K3	P0ADQ7
P75838	P75838	P0ADQ7
P67910	P67910	P0ADS6
P0A7L0	P0A7L0	P0ADS6
P0A7V8	P0A7V8	P0ADS6
P0A7R9	P0A7R9	P0ADS6
P0AA10	P0AA10	P0ADS6
P0A7K6	P0A7K6	P0ADS6
P0A7L3	P0A7L3	P0ADS6
P60624	P60624	P0ADS6
P0A7M2	P0A7M2	P0ADS6
P02358	P02358	P0ADS6
P0ADZ0	P0ADZ0	P0ADX1
P0A7M2	P0A7M2	P0ADX1
P0A9K9	P0A9K9	P0ADX1
P0ADY1	P76576	P0ADY1
P0ADY3	P0AA39	P0ADY3
P0ADY3	P03004	P0ADY3
P0ADY3	P0A8E5	P0ADY3
P0ADY3	P0A8X0	P0ADY3
P0ADY3	P64588	P0ADY3
P0ADY3	P60723	P0ADY3
P0ADY7	P21645	P0ADY7
P0ADY7	P0A717	P0ADY7
P0ADY7	P37765	P0ADY7
P0ADY7	P0A7Z4	P0ADY7
P0ADY7	P0A9P6	P0ADY7
P0ADY7	P03004	P0ADY7
P0ADY7	P0A996	P0ADY7
P0ADY7	P63228	P0ADY7
P0ADY7	P0ABZ4	P0ADY7
P0ADY7	P45395	P0ADY7
P0ADY7	P02918	P0ADY7
P0ADY7	P0AFG0	P0ADY7
P0ADY7	P0AFH2	P0ADY7
P0ADY7	P31677	P0ADY7
P0ADY7	P0AA39	P0ADY7
P0ADY7	P33570	P0ADY7
P0ADY7	P0A8E5	P0ADY7
P0ADY7	P77717	P0ADY7
P0ADY7	P0AAS7	P0ADY7
P0ADY7	P0A8Z3	P0ADY7
P0ADY7	P0AF63	P0ADY7
P0ADY7	P0A8X0	P0ADY7
P0ADY7	P0A850	P0ADY7
P0ADZ0	P37642	P0ADZ0
P0ADZ0	P0A7L0	P0ADZ0
P0ADZ0	P60422	P0ADZ0
P0ADZ0	P60723	P0ADZ0
P0ADZ0	P0A7R1	P0ADZ0
P0ADZ0	P37659	P0ADZ0
P0ADZ0	P0ACB0	P0ADZ0
P0ADZ0	P08622	P0ADZ0
P0ADZ0	P0A6S7	P0ADZ0
P0ADZ0	P69739	P0ADZ0
P0ADZ0	P0ADA3	P0ADZ0
P0ADZ0	P0AFG0	P0ADZ0
P0ADZ0	P23830	P0ADZ0
P0ADZ0	P0AG55	P0ADZ0
P0ADZ0	P0A7J7	P0ADZ0
P0ADZ0	P0C018	P0ADZ0
P0ADZ0	P0A7L3	P0ADZ0
P0ADZ0	P60624	P0ADZ0
P0ADZ0	P68919	P0ADZ0
P0ADZ0	P0A7M2	P0ADZ0
P0ADZ0	P0A7M6	P0ADZ0
P0ADZ0	P0A7N4	P0ADZ0
P0ADZ0	P0A7V3	P0ADZ0
P0ADZ0	P0A832	P0ADZ0
P0ADZ0	P39286	P0ADZ0
P0ADZ0	P0AGB0	P0ADZ0
P0ADZ0	P21507	P0ADZ0
P0ADZ0	P36662	P0ADZ0
P0ADZ0	P46923	P0ADZ0
P0ADZ0	P36879	P0ADZ0
P0ADZ0	P77781	P0ADZ0
P0ADZ0	P0A8M6	P0ADZ0
P0ADZ0	P0ADX5	P0ADZ0
P0ADZ0	P37645	P0ADZ0
P0ADZ0	P32680	P0ADZ0
P0ADZ0	P0A8X0	P0ADZ0
P0ADZ0	P64581	P0ADZ0
P0ADZ0	P64588	P0ADZ0
P0ADZ0	P0AE45	P0ADZ0
P0ADZ4	P0ACN4	P0ADZ4
P0ADZ4	P0AE60	P0ADZ4
P0ADZ4	P05055	P0ADZ4
P0ADZ4	P0A7Z4	P0ADZ4
P0ADZ4	P77781	P0ADZ4
