Accession (UNIPROT)	ID interactor A	ID interactor B
P0A7R5	P36979	P0A7R5
P0A7R5	P05852	P0A7R5
P0A7R5	P63177	P0A7R5
P0A7R5	P0A9W0	P0A7R5
P0A7R5	P45748	P0A7R5
P0A7R9	P68679	P0A7R9
P0A7R9	P0A707	P0A7R9
P0A7R9	P0A9P6	P0A7R9
P0A7R9	P0AGD7	P0A7R9
P0A7R9	P0A715	P0A7R9
P0A7R9	P0A8N5	P0A7R9
P0A7R9	P0A7Y8	P0A7R9
P0A7R9	P21499	P0A7R9
P0A7R9	P0A8E5	P0A7R9
P0A7R9	P0AGJ5	P0A7R9
P0A7S3	P0ADY7	P0A7S3
P0A7S3	P0AG48	P0A7S3
P0A7S3	P76086	P0A7S3
P0A7S3	P0A7W1	P0A7S3
P0A7S3	P0AG24	P0A7S3
P0A7S3	P0A847	P0A7S3
P0A7S3	P0A9W0	P0A7S3
P0A7S9	P0A7V3	P0A7S9
P0A7S9	P0A705	P0A7S9
P0A7S9	P0C018	P0A7S9
P0A7S9	P0A9P6	P0A7S9
P0A7S9	P0A6Q3	P0A7S9
P0A7S9	P00960	P0A7S9
P0A7S9	P0A6X3	P0A7S9
P0A7S9	P0A6Y1	P0A7S9
P0A7S9	P0AEU7	P0A7S9
P0A7S9	P43329	P0A7S9
P0A7S9	P0A7B8	P0A7S9
P0A7S9	P0A715	P0A7S9
P0A7S9	P05055	P0A7S9
P0A7S9	P69405	P0A7S9
P0A7S9	P0A7Y8	P0A7S9
P0A7S9	P0A7Z4	P0A7S9
P0A7S9	P0A8T7	P0A7S9
P0A7S9	P0A7W1	P0A7S9
P0A7S9	P0AA43	P0A7S9
P0A7S9	P0AEM0	P0A7S9
P0A7S9	P06612	P0A7S9
P0A7S9	P0A8G0	P0A7S9
P0A7S9	P75829	P0A7S9
P0A7S9	P00892	P0A7S9
P0A7S9	P0AGJ5	P0A7S9
P0A7S9	P76594	P0A7S9
P0A7S9	P0A776	P0A7S9
P0A7S9	P0A8I5	P0A7S9
P0A7S9	P39286	P0A7S9
P0AG59	P0A7U3	P0AG59
P0AG59	P33224	P0AG59
P0AG59	P06709	P0AG59
P0AG59	P0ABH9	P0AG59
P0AG59	P0A9Y6	P0AG59
P0AG59	P0A968	P0AG59
P0AG59	P0A9P6	P0AG59
P0AG59	P03004	P0AG59
P0AG59	P28905	P0AG59
P0AG59	P0ACE0	P0AG59
P0AG59	P0A707	P0AG59
P0AG59	P0ABU0	P0AG59
P0AG59	P50465	P0AG59
P0AG59	P68739	P0AG59
P0AG59	P0AFG0	P0AG59
P0AG59	P0A7Y8	P0AG59
P0AG59	P0A8V2	P0AG59
P0AG59	P0AEM0	P0AG59
P0AG59	P0AG24	P0AG59
P0AG59	P0A847	P0AG59
P0AG59	P25522	P0AG59
P0AG59	P14294	P0AG59
P0AG59	P0A8G0	P0AG59
P0AG59	P36979	P0AG59
P0AG59	P0AGJ5	P0AG59
P0AG59	P0A9W0	P0AG59
P0ADZ4	P0AE60	P0ADZ4
P0ADZ4	P68739	P0ADZ4
P0ADZ4	P0A7Y8	P0ADZ4
P00960	P00960	P0A7T3
P0A707	P0A707	P0A7T3
P21645	P21645	P0A7T3
P22523	P22523	P0A7T3
P0AFG0	P0AFG0	P0A7T3
P0A7E9	P0A7E9	P0A7T3
P0A7Z4	P0A7Z4	P0A7T3
P0A8T7	P0A8T7	P0A7T3
P0A7W1	P0A7W1	P0A7T3
P37765	P37765	P0A7T3
P0AGJ5	P0AGJ5	P0A7T3
P0AG63	P07012	P0AG63
P0A7T7	P0AG67	P0A7T7
P0A7T7	P07012	P0A7T7
P0A7T7	P0A9P6	P0A7T7
P0A7T7	P0ADH5	P0A7T7
P0A7T7	P0A6X3	P0A7T7
P0A7T7	P0A707	P0A7T7
P0A7T7	P05055	P0A7T7
P0A7T7	P0A7Y8	P0A7T7
P0A7T7	P0AG24	P0A7T7
P0A7T7	P0A8G0	P0A7T7
P0A7T7	P21499	P0A7T7
P0A7T7	P00892	P0A7T7
P0A7T7	P36979	P0A7T7
P0A7T7	P0A776	P0A7T7
P0A7U3	P0A7S9	P0A7U3
P0A7U3	P0A707	P0A7U3
P0A7U3	P0A9J0	P0A7U3
P0A7U3	P0A9P6	P0A7U3
P0A7U3	P0A8J8	P0A7U3
P0A7U3	P0A7Z4	P0A7U3
P0A7U3	P75829	P0A7U3
P0A7U3	P0AGJ5	P0A7U3
P0A7U3	P0A9W0	P0A7U3
P0A7U7	P24169	P0A7U7
P0A7U7	P75960	P0A7U7
P0A7U7	P0AED9	P0A7U7
P0A7U7	P0A9P6	P0A7U7
P0A7U7	P0A707	P0A7U7
P0A7U7	P0AE18	P0A7U7
P0A7U7	P21513	P0A7U7
P0A7U7	P0A7Z4	P0A7U7
P0A7U7	P0A8M3	P0A7U7
P0A7U7	P06612	P0A7U7
P0A7U7	P21499	P0A7U7
P0A7U7	P0A8E5	P0A7U7
P0A7U7	P0A9K3	P0A7U7
P0A7U7	P75829	P0A7U7
P0A7U7	P37765	P0A7U7
P0A7U7	P68066	P0A7U7
P0A7U7	P76594	P0A7U7
P0A7U7	P0A776	P0A7U7
P0A7U7	P0A8I5	P0A7U7
P0A7U7	P0A9W0	P0A7U7
P68679	P0A7S9	P68679
P68679	P02358	P68679
P68679	P0A7T7	P68679
P68679	P0A9J0	P68679
P68679	P23830	P68679
P68679	P69407	P68679
P68679	P0A7Y8	P68679
P68679	P0A7Z4	P68679
P68679	P0AGE0	P68679
P68679	P21499	P68679
P68679	P37765	P68679
P68679	P63177	P68679
P0A7L0	P0A7V8	P0A7L0
P0A7L0	P0A7V0	P0A7L0
P0A7L0	P0A972	P0A7L0
P0A7L0	P0A978	P0A7L0
P0A7L0	P0A9P6	P0A7L0
P0A7L0	P0ABQ0	P0A7L0
P0A7L0	P0ACB0	P0A7L0
P0A7L0	P03007	P0A7L0
P0A7L0	P06710	P0A7L0
P0A7L0	P0A6Q3	P0A7L0
P0A7L0	P0A6Q6	P0A7L0
P0A7L0	P0A6X7	P0A7L0
P0A7L0	P0A6Y1	P0A7L0
P0A7L0	P0A715	P0A7L0
P0A7L0	P00490	P0A7L0
P0A7L0	P0A738	P0A7L0
P0A7L0	P0AFF6	P0A7L0
P0A7L0	P0A7E9	P0A7L0
P0A7L0	P0A7Y8	P0A7L0
P0A7L0	P21507	P0A7L0
P0A7L0	P0A847	P0A7L0
P0A7L0	P0A8M3	P0A7L0
P0A7L0	P21499	P0A7L0
P0A7L0	P0AFP2	P0A7L0
P0A7L0	P0A9K3	P0A7L0
P0A7L0	P0A6L9	P0A7L0
P0A7L0	P77499	P0A7L0
P60438	P0ABD5	P60438
P60438	P0AE60	P60438
P60438	P0ABH9	P60438
P60438	P0A6G7	P60438
P60438	P0ACJ8	P60438
P60438	P0A9X9	P60438
P60438	P0A9Y6	P60438
P60438	P0A968	P60438
P60438	P0A972	P60438
P60438	P0AED9	P60438
P60438	P10443	P60438
P60438	P0A6R3	P60438
P60438	P30128	P60438
P60438	P0A6Y1	P60438
P60438	P28631	P60438
P60438	P28905	P60438
P60438	P28632	P60438
P60438	P0A6H5	P60438
P60438	P0A7B8	P60438
P60438	P22939	P60438
P60438	P0A715	P60438
P60438	P21645	P60438
P60438	P00490	P60438
P60438	P22523	P60438
P60438	P68739	P60438
P60438	P0A780	P60438
P60438	P0A7A7	P60438
P60438	P23830	P60438
P60438	P0A8J8	P60438
P60438	P0AG30	P60438
P60438	P60723	P60438
P60438	P0ADZ0	P60438
P60438	P0AGB3	P60438
P60438	P14081	P60438
P60438	P0AFG3	P60438
P60438	P0A850	P60438
P60438	P06612	P60438
P60438	P0A8G0	P60438
P60438	P03018	P60438
P60438	P60390	P60438
P60438	P0A8E5	P60438
P60438	P0A9K3	P60438
P60438	P75767	P60438
P60438	P75829	P60438
P60438	P00892	P60438
P60438	P76316	P60438
P60438	P33916	P60438
P60438	P0A776	P60438
P60438	P0A8I5	P60438
P60438	P0A6M4	P60438
P60438	P76114	P60438
P60438	P0A6Y5	P60438
P60438	P0A7L0	P60438
P60422	P0A7K2	P60422
P60422	P0A7R1	P60422
P60422	P0A6P5	P60422
P60422	P36659	P60422
P60422	P0A9Y6	P60422
P60422	P0A968	P60422
P60422	P0A9P6	P60422
P60422	P03004	P60422
P60422	P0A6Q3	P60422
P60422	P0A6Q6	P60422
P60422	P0ADH5	P60422
P60422	P0A6Y1	P60422
P60422	P0A7B8	P60422
P60422	P21645	P60422
P60422	P0AFF6	P60422
P60422	P42184	P60422
P60422	P0A7E9	P60422
P60422	P69405	P60422
P60422	P21513	P60422
P60422	P60723	P60422
P60422	P0ADZ0	P60422
P60422	P0A7Z4	P60422
P60422	P00579	P60422
P60422	P0A800	P60422
P60422	P15082	P60422
P60422	P0AGE0	P60422
P60422	P0A847	P60422
P60422	P0A8G0	P60422
P60422	P0ACN4	P60422
P60422	P0A8Z3	P60422
P60422	P75829	P60422
P60422	P00892	P60422
P60422	P37765	P60422
P60422	P36979	P60422
P60422	P0AGJ5	P60422
P60422	P0A776	P60422
P60422	P0A8I5	P60422
P60422	P37195	P60422
P60422	P0AG44	P60422
P60723	P0A6G7	P60723
P60723	P0A9X9	P60723
P60723	P0A972	P60723
P60723	P0A6K3	P60723
P60723	P03004	P60723
P60723	P0ACB0	P60723
P60723	P10443	P60723
P60723	P0A6Y8	P60723
P60723	P0A6R3	P60723
P60723	P00960	P60723
P60723	P0AAI3	P60723
P60723	P0A6H5	P60723
P60723	P16528	P60723
P60723	P04951	P60723
P60723	P0A6I6	P60723
P60723	P07813	P60723
P60723	P21645	P60723
P60723	P00490	P60723
P60723	P0AFF6	P60723
P60723	P0AFG0	P60723
P60723	P20083	P60723
P60723	P05055	P60723
P60723	P00582	P60723
P60723	P42184	P60723
P60723	P0A7D1	P60723
P60723	P0A7E9	P60723
P60723	P69405	P60723
P60723	P25539	P60723
P60723	P60723	P60723
P60723	P0ABT2	P60723
P60723	P0A6M8	P60723
P60723	P0C8J8	P60723
P60723	P09373	P60723
P60723	P0A7L0	P60723
P60723	P0A7J3	P60723
P60723	P0AA10	P60723
P60723	P0ADY3	P60723
P60723	P60624	P60723
P60723	P0A7V0	P60723
P60723	P0A7V3	P60723
P60723	P0A7V8	P60723
P60723	P02359	P60723
P60723	P0A7R9	P60723
P60723	P0A7S9	P60723
P60723	P10408	P60723
P60723	P21507	P60723
P60723	P21499	P60723
P60723	P30871	P60723
P60723	P0A7Z4	P60723
P60723	P00579	P60723
P60723	P0A847	P60723
P60723	P14294	P60723
P60723	P75767	P60723
P60723	P00892	P60723
P60723	P37765	P60723
P60723	P0A9X1	P60723
P60723	P36979	P60723
P60723	P37195	P60723
P62399	P0AG55	P62399
P62399	P0A6G7	P62399
P62399	P0A9Y6	P62399
P62399	P0A6Q6	P62399
P62399	P0A707	P62399
P62399	P0A715	P62399
P62399	P0AC75	P62399
P62399	P69405	P62399
P62399	P69407	P62399
P62399	P60723	P62399
P62399	P0A9K3	P62399
P62399	P75829	P62399
P62399	P37765	P62399
P62399	P0A8I5	P62399
P0AG55	P36659	P0AG55
P0AG55	P0A6Y8	P0AG55
P0AG55	P00960	P0AG55
P0AG55	P0A722	P0AG55
P0AG55	P0A7Y8	P0AG55
P0AG55	P60723	P0AG55
P0AG55	P0ADZ0	P0AG55
P0AG55	P0A832	P0AG55
P0AG55	P0A9K3	P0AG55
P0AG55	P00892	P0AG55
P0AG55	P37765	P0AG55
P0AG55	P0A8I5	P0AG55
P0AG55	P63177	P0AG55
P0A7K2	P0A7K2	P0A7K2
P0A7K2	P0A7J3	P0A7K2
P0A7K2	P0A7J7	P0A7K2
P0A7K2	P62399	P0A7K2
P0A7K2	P02359	P0A7K2
P0A7K2	P0AG59	P0A7K2
P0A7K2	P0A7T7	P0A7K2
P0A7K2	P0AG55	P0A7K2
P0A7K2	P0ADY3	P0A7K2
P0A7K2	P0AG44	P0A7K2
P0A7K2	P0A705	P0A7K2
P0A7K2	P07012	P0A7K2
P0A7K2	P0AB74	P0A7K2
P0A7K2	P75874	P0A7K2
P0A7K2	P0ABH9	P0A7K2
P0A7K2	P0ACJ8	P0A7K2
P0A7K2	P0A978	P0A7K2
P0A7K2	P10443	P0A7K2
P0A7K2	P0ABH0	P0A7K2
P0A7K2	P09372	P0A7K2
P0A7K2	P15038	P0A7K2
P0A7K2	P0A6X3	P0A7K2
P0A7K2	P0ABS8	P0A7K2
P0A7K2	P10486	P0A7K2
P0A7K2	P0A7B8	P0A7K2
P0A7K2	P08142	P0A7K2
P0A7K2	P0A707	P0A7K2
P0A7K2	P22939	P0A7K2
P0A7K2	P04951	P0A7K2
P0A7K2	P0AC75	P0A7K2
P0A7K2	P0A749	P0A7K2
P0A7K2	P0AFG0	P0A7K2
P0A7K2	P0A7A7	P0A7K2
P0A7K2	P00582	P0A7K2
P0A7K2	P42184	P0A7K2
P0A7K2	P23830	P0A7K2
P0A7K2	P0A7D7	P0A7K2
P0A7K2	P0A7E9	P0A7K2
P0A7K2	P21513	P0A7K2
P0A7K2	P0A8V2	P0A7K2
P0A7K2	P0A800	P0A7K2
P0A7K2	P10408	P0A7K2
P0A7K2	P0AG24	P0A7K2
P0A7K2	P21507	P0A7K2
P0A7K2	P0AGE0	P0A7K2
P0A7K2	P0ABZ6	P0A7K2
P0A7K2	P0A720	P0A7K2
P0A7K2	P14294	P0A7K2
P0A7K2	P23003	P0A7K2
P0A7K2	P0AED5	P0A7K2
P0A7K2	P60390	P0A7K2
P0A7K2	P0A8D0	P0A7K2
P0A7K2	P0AAR3	P0A7K2
P0A7K2	P77756	P0A7K2
P0A7K2	P0AFP2	P0A7K2
P0A7K2	P0A9K3	P0A7K2
P0A7K2	P0A9X1	P0A7K2
P0A7K2	P36979	P0A7K2
P0A7K2	P05852	P0A7K2
P0A7K2	P42641	P0A7K2
P0A7K2	P31473	P0A7K2
P0A7K2	P0ADQ2	P0A7K2
P0A7K2	P39286	P0A7K2
P0A7K2	P0A9W0	P0A7K2
P0A7K2	P63386	P0A7K2
P0A7J3	P0A7J7	P0A7J3
P0A7J3	P0ABH9	P0A7J3
P0A7J3	P0A6G7	P0A7J3
P0A7J3	P0A6Q6	P0A7J3
P0A7J3	P0AGD7	P0A7J3
P0A7J3	P0A6W5	P0A7J3
P0A7J3	P0A6Z1	P0A7J3
P0A7J3	P0A7B8	P0A7J3
P0A7J3	P42184	P0A7J3
P0A7J3	P37351	P0A7J3
P0A7J3	P0ADZ0	P0A7J3
P0A7J3	P0A6L9	P0A7J3
P0A7J3	P0A8I5	P0A7J3
P0A7J7	P0A9P6	P0A7J7
P0A7J7	P0ABH0	P0A7J7
P0A7J7	P31120	P0A7J7
P0A7J7	P0A749	P0A7J7
P0A7J7	P22634	P0A7J7
P0A7J7	P0A8T1	P0A7J7
P0A7J7	P42184	P0A7J7
P0A7J7	P0ADZ0	P0A7J7
P0A7J7	P0A6L9	P0A7J7
P0A7J7	P0AGK4	P0A7J7
P0A7J7	P45748	P0A7J7
P0A7J7	P62399	P0A7J7
P0A7J7	P0AG55	P0A7J7
P0AA10	P60438	P0AA10
P0AA10	P0A7L3	P0AA10
P0AA10	P0A7S3	P0AA10
P0AA10	P0ABH9	P0AA10
P0AA10	P0A6G7	P0AA10
P0AA10	P0A978	P0AA10
P0AA10	P0AED9	P0AA10
P0AA10	P10443	P0AA10
P0AA10	P03007	P0AA10
P0AA10	P0A6Q6	P0AA10
P0AA10	P0ADH5	P0AA10
P0AA10	P0A6W5	P0AA10
P0AA10	P0AEU7	P0AA10
P0AA10	P16528	P0AA10
P0AA10	P0A705	P0AA10
P0AA10	P0A707	P0AA10
P0AA10	P0A722	P0AA10
P0AA10	P21645	P0AA10
P0AA10	P0AE18	P0AA10
P0AA10	P31120	P0AA10
P0AA10	P22523	P0AA10
P0AA10	P0A749	P0AA10
P0AA10	P17443	P0AA10
P0AA10	P0A780	P0AA10
P0AA10	P0AFI2	P0AA10
P0AA10	P05055	P0AA10
P0AA10	P0A7D1	P0AA10
P0AA10	P69407	P0AA10
P0AA10	P0ADZ0	P0AA10
P0AA10	P0A8T7	P0AA10
P0AA10	P0AG24	P0AA10
P0AA10	P0A847	P0AA10
P0AA10	P00954	P0AA10
P0AA10	P0A8G0	P0AA10
P0AA10	P03018	P0AA10
P0AA10	P21499	P0AA10
P0AA10	P0AAS7	P0AA10
P0AA10	P0A9K3	P0AA10
P0AA10	P75767	P0AA10
P0AA10	P00892	P0AA10
P0AA10	P36979	P0AA10
P0AA10	P0AGK4	P0AA10
P0AA10	P63177	P0AA10
P0AA10	P0A9W0	P0AA10
P0AA10	P33371	P0AA10
P0AA10	P0ACG8	P0AA10
P0ADY3	P0A7K6	P0ADY3
P0ADY3	P0A715	P0ADY3
P0ADY3	P0A722	P0ADY3
P0ADY3	P42184	P0ADY3
P0ADY3	P0A8G0	P0ADY3
P0ADY3	P0A8E5	P0ADY3
P0ADY3	P00892	P0ADY3
P0ADY3	P0A776	P0ADY3
P0ADY3	P33371	P0ADY3
P0ADY3	P0ACG8	P0ADY3
P0ADY3	P60624	P0ADY3
P02413	P76086	P02413
P02413	P03004	P02413
P02413	P0ACB0	P02413
P02413	P0A6X3	P02413
P02413	P0A707	P02413
P02413	P21645	P02413
P02413	P0A7A7	P02413
P02413	P67910	P02413
P02413	P0A8T7	P02413
P02413	P00579	P02413
P02413	P21499	P02413
P02413	P0A8E5	P02413
P02413	P00892	P02413
P02413	P36979	P02413
P02413	P76594	P02413
P02413	P60422	P02413
P02413	P0AG44	P02413
P02413	P0A9P6	P02413
P02413	P0A776	P02413
P02413	P0AA39	P02413
P02413	P0ADZ0	P02413
P02413	P0A8E5	P02413
P02413	P0A8M6	P02413
P02413	P39407	P02413
P02413	P0A6A8	P02413
P02413	P0A901	P02413
P02413	P0ACB0	P02413
P02413	P02918	P02413
P02413	P0AG24	P02413
P02413	P36879	P02413
P02413	P0A8Z3	P02413
P02413	P75876	P02413
P02413	P76440	P02413
P02413	P0A8W8	P02413
P02413	P0AF90	P02413
P02413	P0ABA6	P02413
P0ADY7	P0A9P6	P0ADY7
P0ADY7	P03004	P0ADY7
P0ADY7	P28630	P0ADY7
P0ADY7	P0A6H5	P0ADY7
P0ADY7	P42184	P0ADY7
P0ADY7	P69405	P0ADY7
P0ADY7	P0A8T7	P0ADY7
P0ADY7	P0A8E5	P0ADY7
P0ADY7	P0A9K3	P0ADY7
P0ADY7	P0AGJ5	P0ADY7
P0ADY7	P76594	P0ADY7
P0ADY7	P0A776	P0ADY7
P0AG44	P0AG51	P0AG44
P0AG44	P0A9P6	P0AG44
P0AG44	P05055	P0AG44
P0AG44	P60723	P0AG44
P0AG44	P0AG24	P0AG44
P0AG44	P0A776	P0AG44
P0AG44	P0A7L8	P0AG44
P0A7R1	P0A7K2	P0A7R1
P0A7R1	P36659	P0A7R1
P0A7R1	P0ABH9	P0A7R1
P0A7R1	P0A9P6	P0A7R1
P0A7R1	P0A715	P0A7R1
P0A7R1	P0A9M0	P0A7R1
P0A7R1	P21645	P0A7R1
P0A7R1	P00490	P0A7R1
P0A7R1	P0AE18	P0A7R1
P0A7R1	P0A7A7	P0A7R1
P0A7R1	P05055	P0A7R1
P0A7R1	P0A7E9	P0A7R1
P0A7R1	P0A8J8	P0A7R1
P0A7R1	P0A7Y8	P0A7R1
P0A7R1	P0ADZ0	P0A7R1
P0A7R1	P14081	P0A7R1
P0A7R1	P0AEM0	P0A7R1
P0A7R1	P0AG24	P0A7R1
P0A7R1	P0ACA3	P0A7R1
P0A7R1	P0A847	P0A7R1
P0A7R1	P0AAS7	P0A7R1
P0A7R1	P75829	P0A7R1
P0A7R1	P36979	P0A7R1
P0A7R1	P0AGJ5	P0A7R1
P0A7R1	P0A776	P0A7R1
P0A7R1	P0A8I5	P0A7R1
P0A7R1	P63177	P0A7R1
P0A7R1	P0ACG8	P0A7R1
P0C018	P61175	P0C018
P0C018	P0ABH9	P0C018
P0C018	P0A9Y6	P0C018
P0C018	P0A9P6	P0C018
P0C018	P22523	P0C018
P0C018	P0ADZ0	P0C018
P0C018	P0AG24	P0C018
P0C018	P15082	P0C018
P0C018	P0A776	P0C018
P0C018	P0ADK8	P0C018
P0C018	P63177	P0C018
P0A7K6	P60438	P0A7K6
P0A7K6	P68919	P0A7K6
P0A7K6	P0AG55	P0A7K6
P0A7K6	P0C018	P0A7K6
P0A7K6	P0A7V8	P0A7K6
P0A7K6	P33224	P0A7K6
P0A7K6	P76503	P0A7K6
P0A7K6	P0A6G7	P0A7K6
P0A7K6	P0A9X9	P0A7K6
P0A7K6	P0A968	P0A7K6
P0A7K6	P0A972	P0A7K6
P0A7K6	P0AEE8	P0A7K6
P0A7K6	P0A6Q3	P0A7K6
P0A7K6	P0A6Q6	P0A7K6
P0A7K6	P00960	P0A7K6
P0A7K6	P09372	P0A7K6
P0A7K6	P0A6X3	P0A7K6
P0A7K6	P0A6Y1	P0A7K6
P0A7K6	P0A707	P0A7K6
P0A7K6	P0AC75	P0A7K6
P0A7K6	P06993	P0A7K6
P0A7K6	P0AFF6	P0A7K6
P0A7K6	P0A7A7	P0A7K6
P0A7K6	P18133	P0A7K6
P0A7K6	P0A7A9	P0A7K6
P0A7K6	P42184	P0A7K6
P0A7K6	P0A7E9	P0A7K6
P0A7K6	P69405	P0A7K6
P0A7K6	P69407	P0A7K6
P0A7K6	P0A7Y8	P0A7K6
P0A7K6	P0A8T7	P0A7K6
P0A7K6	P00579	P0A7K6
P0A7K6	P14081	P0A7K6
P0A7K6	P0AG24	P0A7K6
P0A7K6	P06612	P0A7K6
P0A7K6	P0A8G0	P0A7K6
P0A7K6	P0ACN4	P0A7K6
P0A7K6	P75829	P0A7K6
P0A7K6	P37765	P0A7K6
P0A7K6	P76104	P0A7K6
P0A7K6	P0A8I5	P0A7K6
P0A7K6	P0ADK8	P0A7K6
P0A7K6	P0ACG8	P0A7K6
P0A7K6	P60624	P0A7K6
P0A7K6	P61175	P0A7K6
P0A7L3	P0AG48	P0A7L3
P0A7L3	P76086	P0A7L3
P0A7L3	P0ABH0	P0A7L3
P0A7L3	P0A707	P0A7L3
P0A7L3	P0AC75	P0A7L3
P0A7L3	P0A9M0	P0A7L3
P0A7L3	P0A722	P0A7L3
P0A7L3	P21645	P0A7L3
P0A7L3	P0A7Y8	P0A7L3
P0A7L3	P0A847	P0A7L3
P0A7L3	P21499	P0A7L3
P0A7L3	P75829	P0A7L3
P0A7L3	P76104	P0A7L3
P0A7L3	P36979	P0A7L3
P0A7L3	P0AGK4	P0A7L3
P0AG48	P0AA10	P0AG48
P0AG48	P06709	P0AG48
P0AG48	P0ABH9	P0AG48
P0AG48	P0A9Y6	P0AG48
P0AG48	P0A9P6	P0AG48
P0AG48	P10443	P0AG48
P0AG48	P0ADH5	P0AG48
P0AG48	P15038	P0AG48
P0AG48	P0A6X3	P0AG48
P0AG48	P0A6Y1	P0AG48
P0AG48	P0AC75	P0AG48
P0AG48	P0A9M0	P0AG48
P0AG48	P00490	P0AG48
P0AG48	P30745	P0AG48
P0AG48	P42184	P0AG48
P0AG48	P0A7E9	P0AG48
P0AG48	P69405	P0AG48
P0AG48	P0A8J8	P0AG48
P0AG48	P61714	P0AG48
P0AG48	P21513	P0AG48
P0AG48	P0A7Z4	P0AG48
P0AG48	P14081	P0AG48
P0AG48	P0AG24	P0AG48
P0AG48	P14294	P0AG48
P0AG48	P0A8E5	P0AG48
P0AG48	P0A8D0	P0AG48
P0AG48	P0AAS7	P0AG48
P0AG48	P0A9K3	P0AG48
P0AG48	P75767	P0AG48
P0AG48	P75829	P0AG48
P0AG48	P0AGD7	P0AG48
P61175	P0A9Q5	P61175
P61175	P33224	P61175
P61175	P76086	P61175
P61175	P36659	P61175
P61175	P0A978	P61175
P61175	P0AEE8	P61175
P61175	P08622	P61175
P61175	P0ADH5	P61175
P61175	P0A6R3	P61175
P61175	P0A9R7	P61175
P61175	P0C0R7	P61175
P61175	P00960	P61175
P61175	P0A6X3	P61175
P61175	P0A6Y1	P61175
P61175	P0ACF8	P61175
P61175	P28630	P61175
P61175	P0ACE0	P61175
P61175	P16528	P61175
P61175	P0A715	P61175
P61175	P0A9M0	P61175
P61175	P0A722	P61175
P61175	P00490	P61175
P61175	P32173	P61175
P61175	P31120	P61175
P61175	P22523	P61175
P61175	P0A749	P61175
P61175	P0AFF6	P61175
P61175	P05055	P61175
P61175	P0A9L5	P61175
P61175	P0A7E9	P61175
P61175	P69405	P61175
P61175	P0A8J8	P61175
P61175	P61714	P61175
P61175	P0A7Y8	P61175
P61175	P60723	P61175
P61175	P0A8V2	P61175
P61175	P00579	P61175
P61175	P0AG24	P61175
P61175	P15082	P61175
P61175	P0A847	P61175
P61175	P25522	P61175
P61175	P0A8M3	P61175
P61175	P0A8G0	P61175
P61175	P03018	P61175
P61175	P21499	P61175
P61175	P0AAS7	P61175
P61175	P00892	P61175
P61175	P37765	P61175
P61175	P36979	P61175
P61175	P0AGJ5	P61175
P61175	P76594	P61175
P61175	P0A6M4	P61175
P61175	P63177	P61175
P61175	P33371	P61175
P61175	P45748	P61175
P0ADZ0	P0A7P5	P0ADZ0
P0ADZ0	P0A9Y6	P0ADZ0
P0ADZ0	P0A9P6	P0ADZ0
P0ADZ0	P0ACB0	P0ADZ0
P0ADZ0	P08622	P0ADZ0
P0ADZ0	P0A6Y1	P0ADZ0
P0ADZ0	P0ABS8	P0ADZ0
P0ADZ0	P07813	P0ADZ0
P0ADZ0	P0AE18	P0ADZ0
P0ADZ0	P0A9I5	P0ADZ0
P0ADZ0	P0A9L5	P0ADZ0
P0ADZ0	P23830	P0ADZ0
P0ADZ0	P0A7E9	P0ADZ0
P0ADZ0	P21513	P0ADZ0
P0ADZ0	P0ADZ0	P0ADZ0
P0ADZ0	P0A7L0	P0ADZ0
P0ADZ0	P60723	P0ADZ0
P0ADZ0	P62399	P0ADZ0
P0ADZ0	P0A7K2	P0ADZ0
P0ADZ0	P02413	P0ADZ0
P0ADZ0	P0A7K6	P0ADZ0
P0ADZ0	P0AG48	P0ADZ0
P0ADZ0	P61175	P0ADZ0
P0ADZ0	P60624	P0ADZ0
P0ADZ0	P0A7N9	P0ADZ0
P0ADZ0	P0A7V3	P0ADZ0
P0ADZ0	P10408	P0ADZ0
P0ADZ0	P0A7Z4	P0ADZ0
P0ADZ0	P21507	P0ADZ0
P0ADZ0	P0A850	P0ADZ0
P0ADZ0	P03018	P0ADZ0
P0ADZ0	P39177	P0ADZ0
P0ADZ0	P75767	P0ADZ0
P0ADZ0	P36979	P0ADZ0
P0ADZ0	P23839	P0ADZ0
P0ADZ0	P0AGD7	P0ADZ0
P60624	P36659	P60624
P60624	P0A968	P60624
P60624	P0A972	P60624
P60624	P03004	P60624
P60624	P08622	P60624
P60624	P0A6X3	P60624
P60624	P0AEU7	P60624
P60624	P0A7B8	P60624
P60624	P16528	P60624
P60624	P0A707	P60624
P60624	P21645	P60624
P60624	P0A8N5	P60624
P60624	P0A7A7	P60624
P60624	P05055	P60624
P60624	P42184	P60624
P60624	P0A7Z4	P60624
P60624	P0A8T7	P60624
P60624	P0A832	P60624
P60624	P21507	P60624
P60624	P21499	P60624
P60624	P0ACN4	P60624
P60624	P0AAS7	P60624
P60624	P0A9K3	P60624
P60624	P75829	P60624
P60624	P36979	P60624
P60624	P0A8I5	P60624
P68919	P0A715	P68919
P68919	P0A8N5	P68919
P68919	P0ADZ0	P68919
P68919	P14081	P68919
P68919	P0A9K3	P68919
P68919	P37765	P68919
P0A7L8	P0ADY7	P0A7L8
P0A7L8	P0ABH9	P0A7L8
P0A7L8	P0A9P6	P0A7L8
P0A7L8	P0A7E9	P0A7L8
P0A7L8	P36979	P0A7L8
P0A7L8	P02413	P0A7L8
